Core label	depth	compdepth	age	cw13	cw18
GeoB1041-1	0,01	0,01	0,18	0,58	2,46
GeoB1041-1	0,04	0,04	0,70	0,89	2,38
GeoB1041-1	0,07	0,07	1,24	0,85	2,56
GeoB1041-1	0,10	0,10	1,80	0,87	2,53
GeoB1041-1	0,13	0,13	2,39	0,82	2,61
GeoB1041-1	0,16	0,16	3,01	0,64	2,54
GeoB1041-1	0,18	0,18	3,45	0,80	2,46
GeoB1041-1	0,22	0,22	4,39	0,95	2,62
GeoB1041-1	0,25	0,25	5,16	0,52	2,73
GeoB1041-1	0,28	0,28	6,00	0,77	2,78
GeoB1041-1	0,31	0,31	6,91	0,86	2,66
GeoB1041-3	0,23	0,32	7,23	0,81	2,67
GeoB1041-3	0,28	0,37	8,86	0,49	3,07
GeoB1041-3	0,33	0,42	10,49	0,51	2,93
GeoB1041-3	0,38	0,47	12,00	0,61	3,34
GeoB1041-3	0,43	0,52	13,35	-0,03	3,94
GeoB1041-3	0,48	0,57	14,76	-0,14	3,83
GeoB1041-3	0,53	0,62	16,50	-0,41	4,30
GeoB1041-3	0,58	0,67	18,72	-0,20	4,26
GeoB1041-3	0,63	0,72	21,00	-0,20	4,05
GeoB1041-3	0,68	0,77	22,89	-0,63	4,18
GeoB1041-3	0,73	0,82	24,52	-0,44	3,95
GeoB1041-3	0,78	0,87	26,13	-0,45	3,85
GeoB1041-3	0,83	0,92	28,00	-0,07	3,84
GeoB1041-3	0,88	0,97	30,31	-0,12	3,79
GeoB1041-3	0,93	1,02	33,04	-0,08	3,74
GeoB1041-3	0,98	1,07	36,09	-0,15	3,72
GeoB1041-3	1,03	1,12	39,37	0,00	3,74
GeoB1041-3	1,08	1,17	42,80	0,09	3,66
GeoB1041-3	1,13	1,22	46,27	0,04	3,71
GeoB1041-3	1,18	1,27	49,70	0,51	3,65
GeoB1041-3	1,23	1,32	53,00	-0,11	3,47
GeoB1041-3	1,28	1,37	56,10	0,02	3,60
GeoB1041-3	1,33	1,42	59,08	-0,54	3,71
GeoB1041-3	1,38	1,47	62,01	-0,38	3,72
GeoB1041-3	1,43	1,52	65,00	-0,63	3,92
GeoB1041-3	1,48	1,57	68,07	-0,57	3,79
GeoB1041-3	1,53	1,62	71,00	-0,45	3,63
GeoB1041-3	1,58	1,67	73,57	-0,44	3,45
GeoB1041-3	1,63	1,72	75,84	-0,14	2,97
GeoB1041-3	1,68	1,77	77,94	0,49	3,08
GeoB1041-3	1,73	1,82	80,00	0,54	3,22
GeoB1041-3	1,78	1,87	82,14	0,74	3,04
GeoB1041-3	1,83	1,92	84,45	0,58	2,97
GeoB1041-3	1,88	1,97	87,00	0,15	3,38
GeoB1041-3	1,93	2,02	89,85	0,38	3,26
GeoB1041-3	1,98	2,07	92,88	0,39	3,14
GeoB1041-3	2,03	2,12	95,98	0,63	3,11
GeoB1041-3	2,08	2,17	99,00	0,70	3,14
GeoB1041-3	2,13	2,22	101,84	0,50	3,11
GeoB1041-3	2,18	2,27	104,49	0,70	3,06
GeoB1041-3	2,23	2,32	107,00	0,02	3,39
GeoB1041-3	2,28	2,37	109,38	0,51	3,18
GeoB1041-3	2,33	2,42	111,66	0,36	2,85
GeoB1041-3	2,38	2,47	113,85	0,58	2,68
GeoB1041-3	2,43	2,52	115,96	0,73	2,45
GeoB1041-3	2,48	2,57	118,01	0,60	2,53
GeoB1041-3	2,53	2,62	120,02	0,71	2,49
GeoB1041-3	2,58	2,67	122,00	0,67	2,44
GeoB1041-3	2,63	2,72	124,04	0,17	3,11
GeoB1041-3	2,68	2,77	126,57	0,39	2,66
GeoB1041-3	2,73	2,82	130,05	0,07	3,65
GeoB1041-3	2,78	2,87	135,00	-0,73	4,12
GeoB1041-3	2,83	2,92	141,24	-0,71	4,00
GeoB1041-3	2,88	2,97	146,00	-0,53	3,74
GeoB1041-3	2,93	3,02	148,04	-0,73	3,82
GeoB1041-3	2,98	3,07	148,88	-0,72	3,86
GeoB1041-3	3,03	3,12	149,20	-0,69	3,95
GeoB1041-3	3,08	3,17	149,68	-0,89	3,92
GeoB1041-3	3,13	3,22	151,00	-1,04	4,07
GeoB1041-3	3,18	3,27	153,67	-0,50	3,90
GeoB1041-3	3,23	3,32	157,48	-0,52	3,89
GeoB1041-3	3,28	3,37	162,05	-0,75	3,85
GeoB1041-3	3,33	3,42	167,01	-1,06	4,07
GeoB1041-3	3,38	3,47	171,96	-0,57	3,73
GeoB1041-3	3,43	3,52	176,53	-0,90	3,82
GeoB1041-3	3,48	3,57	180,34	-0,40	3,77
GeoB1041-3	3,53	3,62	183,00	-0,72	3,88
GeoB1041-3	3,58	3,67	184,35	-0,44	3,85
GeoB1041-3	3,63	3,72	185,05	-0,34	3,78
GeoB1041-3	3,68	3,77	186,00	-0,79	3,62
GeoB1041-3	3,73	3,82	187,88	0,18	3,12
GeoB1041-3	3,78	3,87	190,64	0,28	3,07
GeoB1041-3	3,83	3,92	194,00	0,69	2,76
GeoB1041-3	3,88	3,97	197,67	0,33	2,94
GeoB1041-3	3,93	4,02	201,33	0,35	2,85
GeoB1041-3	3,98	4,07	205,00	0,42	3,25
GeoB1041-3	4,03	4,12	207,41	0,17	2,87
GeoB1041-3	4,08	4,17	209,22	0,68	2,95
GeoB1041-3	4,13	4,22	211,66	0,76	2,87
GeoB1041-3	4,18	4,27	216,00	0,74	2,86
GeoB1041-3	4,23	4,32	222,56	0,12	3,01
GeoB1041-3	4,28	4,37	228,00	0,89	4,03
GeoB1041-3	4,33	4,42	230,74	-0,59	3,84
GeoB1041-3	4,38	4,47	232,31	-0,12	3,47
GeoB1041-3	4,43	4,52	233,07	-0,15	3,64
GeoB1041-3	4,48	4,57	233,41	-0,75	3,51
GeoB1041-3	4,53	4,62	233,69	-0,19	3,11
GeoB1041-3	4,58	4,67	234,30	0,24	2,87
GeoB1041-3	4,63	4,72	235,61	0,68	2,79
GeoB1041-3	4,68	4,77	238,00	0,43	2,67
GeoB1041-3	4,73	4,82	241,53	-0,10	3,52
GeoB1041-3	4,78	4,87	245,00	-0,03	3,65
GeoB1041-3	4,83	4,92	247,32	-0,17	3,52
GeoB1041-3	4,88	4,97	249,00	-0,57	4,01
GeoB1041-3	4,93	5,02	250,81	-0,05	3,36
GeoB1041-3	4,98	5,07	252,88	-0,63	3,77
GeoB1041-3	5,03	5,12	255,17	-0,27	3,90
GeoB1041-3	5,08	5,17	257,66	-0,46	3,66
GeoB1041-3	5,13	5,22	260,32	-0,72	3,70
GeoB1041-3	5,18	5,27	263,11	-0,88	3,66
GeoB1041-3	5,23	5,32	266,02	-0,99	3,85
GeoB1041-3	5,28	5,37	269,00	-0,91	3,86
GeoB1041-3	5,33	5,42	272,03	-1,17	3,83
GeoB1041-3	5,38	5,47	275,09	-0,64	3,49
GeoB1041-3	5,43	5,52	278,14	-0,12	3,45
GeoB1041-3	5,48	5,57	281,16	0,43	3,28
GeoB1041-3	5,53	5,62	284,12	0,49	3,19
GeoB1041-3	5,58	5,67	287,00	0,19	3,14
GeoB1041-3	5,63	5,72	289,77	-0,72	3,59
GeoB1041-3	5,68	5,77	292,38	-0,93	3,66
GeoB1041-3	5,73	5,82	294,82	0,31	3,17
GeoB1041-3	5,78	5,87	297,04	-0,60	3,67
GeoB1041-3	5,83	5,92	299,00	-0,74	3,70
GeoB1041-3	5,88	5,97	300,69	-0,28	3,58
GeoB1041-3	5,93	6,02	302,16	-0,45	3,47
GeoB1041-3	5,98	6,07	303,47	-0,43	3,45
GeoB1041-3	6,03	6,12	304,69	-0,29	3,39
GeoB1041-3	6,08	6,17	305,88	0,13	3,25
GeoB1041-3	6,13	6,22	307,12	-0,35	3,30
GeoB1041-3	6,18	6,27	308,47	0,17	3,16
GeoB1041-3	6,23	6,32	310,00	0,29	3,12
GeoB1041-3	6,28	6,37	311,75	-0,22	3,13
GeoB1041-3	6,33	6,42	313,70	0,32	3,01
GeoB1041-3	6,38	6,47	315,80	0,14	2,97
GeoB1041-3	6,43	6,52	318,01	0,20	2,92
GeoB1041-3	6,48	6,57	320,29	0,08	2,85
GeoB1041-3	6,53	6,62	322,58	0,53	2,83
GeoB1041-3	6,58	6,67	324,84	0,29	2,64
GeoB1041-3	6,63	6,72	327,03	0,42	2,77
GeoB1041-3	6,68	6,77	329,09	0,59	2,45
GeoB1041-3	6,73	6,82	331,00	0,44	2,27
GeoB1041-3	6,78	6,87	332,72	-0,03	2,82
GeoB1041-3	6,83	6,92	334,31	0,35	2,46
GeoB1041-3	6,88	6,97	335,85	-0,13	3,30
GeoB1041-3	6,93	7,02	337,43	-0,96	4,26
GeoB1041-3	6,98	7,07	339,12	-1,21	4,00
GeoB1041-3	7,03	7,12	341,00	-0,81	4,43
GeoB1041-3	7,08	7,17	343,14	-0,90	4,22
GeoB1041-3	7,13	7,22	345,51	-1,14	3,74
GeoB1041-3	7,18	7,27	348,06	-0,57	4,06
GeoB1041-3	7,23	7,32	350,76	-0,27	4,01
GeoB1041-3	7,28	7,37	353,54	-0,56	3,92
GeoB1041-3	7,33	7,42	356,38	-0,64	3,88
GeoB1041-3	7,38	7,47	359,21	-0,43	3,72
GeoB1041-3	7,43	7,52	362,00	-0,56	3,93
GeoB1041-3	7,48	7,57	364,71	-0,98	3,79
GeoB1041-3	7,53	7,62	367,34	-0,89	3,83
GeoB1041-3	7,58	7,67	369,88	-0,76	3,74
GeoB1041-3	7,63	7,72	372,36	-0,72	3,75
GeoB1041-3	7,68	7,77	374,77	-0,62	3,70
GeoB1041-3	7,73	7,82	377,12	-0,80	3,61
GeoB1041-3	7,78	7,87	379,42	-0,24	3,57
GeoB1041-3	7,83	7,92	381,67	-0,41	3,46
GeoB1041-3	7,88	7,97	383,88	-0,61	3,65
GeoB1041-3	7,93	8,02	386,05	-0,33	3,49
GeoB1041-3	7,98	8,07	388,19	0,23	3,11
GeoB1041-3	8,03	8,12	390,31	0,32	3,26
GeoB1041-3	8,08	8,17	392,41	0,63	3,19
GeoB1041-3	8,13	8,22	394,50	-0,12	3,28
GeoB1041-3	8,18	8,27	396,59	0,34	3,03
GeoB1041-3	8,23	8,32	398,68	0,69	2,71
GeoB1041-3	8,28	8,37	400,77	0,90	2,80
GeoB1041-3	8,33	8,42	402,88	0,90	2,63
GeoB1041-3	8,38	8,47	405,00	0,98	2,35
GeoB1041-3	8,43	8,52	407,16	0,92	2,60
GeoB1041-3	8,48	8,57	409,38	0,48	2,46
GeoB1041-3	8,53	8,62	411,71	0,62	2,79
GeoB1041-3	8,58	8,67	414,20	0,55	2,98
GeoB1041-3	8,63	8,72	416,88	0,67	3,05
GeoB1041-3	8,68	8,77	419,80	0,29	2,96
GeoB1041-3	8,73	8,82	423,00	-0,82	4,35
GeoB1041-3	8,78	8,87	426,50	-0,73	4,43
GeoB1041-3	8,83	8,92	430,20	-1,09	4,46
GeoB1041-3	8,88	8,97	434,00	-1,15	4,48
GeoB1041-3	8,93	9,02	437,79	-0,92	4,30
GeoB1041-3	8,98	9,07	441,53	-0,98	4,31
GeoB1041-3	9,03	9,12	445,20	-0,82	4,19
GeoB1041-3	9,08	9,17	448,77	-0,79	3,99
GeoB1041-3	9,13	9,22	452,22	-0,98	4,01
GeoB1041-3	9,18	9,27	455,52	-0,91	4,07
GeoB1041-3	9,23	9,32	458,66	-0,72	3,83
GeoB1041-3	9,28	9,37	461,61	-0,95	4,02
GeoB1041-3	9,33	9,42	464,34	-1,12	3,92
GeoB1041-3	9,38	9,47	466,83	-0,90	3,72
GeoB1041-3	9,43	9,52	469,06	-0,92	3,84
GeoB1041-3	9,48	9,57	471,00	-0,38	3,86
GeoB1041-3	9,53	9,62	472,65	-0,30	3,72
GeoB1041-3	9,58	9,67	474,07	0,32	3,21
GeoB1041-3	9,63	9,72	475,37	-0,06	3,30
GeoB1041-3	9,68	9,77	476,62	0,61	3,25
GeoB1041-3	9,73	9,82	477,91	0,75	3,27
GeoB1041-3	9,78	9,87	479,34	0,32	3,26
GeoB1041-3	9,83	9,92	481,00	0,84	2,79
GeoB1041-3	9,88	9,97	482,95	0,68	3,03
GeoB1041-3	9,93	10,02	485,17	1,11	3,03
GeoB1041-3	9,98	10,07	487,63	0,85	3,02
GeoB1041-3	10,03	10,12	490,27	0,77	3,04
GeoB1041-3	10,08	10,17	493,05	1,15	3,05
GeoB1041-3	10,13	10,22	495,93	1,07	3,11
GeoB1041-3	10,18	10,27	498,88	0,93	3,09
GeoB1041-3	10,23	10,32	501,84	0,82	3,26
GeoB1041-3	10,28	10,37	504,78	1,01	3,28
GeoB1041-3	10,33	10,42	507,64	0,66	3,44
GeoB1041-3	10,38	10,47	510,40	0,85	3,34
GeoB1041-3	10,43	10,52	513,00	0,68	3,48
GeoB1041-3	10,48	10,57	515,41	0,94	3,46
GeoB1041-3	10,53	10,62	517,61	1,00	3,33
GeoB1041-3	10,58	10,67	519,58	0,94	3,27
GeoB1041-3	10,63	10,72	521,31	0,85	3,20
GeoB1041-3	10,68	10,77	522,79	0,91	3,24
GeoB1041-3	10,73	10,82	524,00	0,91	3,15
GeoB1041-3	10,78	10,87	524,96	0,51	3,26
GeoB1041-3	10,83	10,92	525,80	0,87	3,25
GeoB1041-3	10,88	10,97	526,70	0,52	3,31
GeoB1041-3	10,93	11,02	527,82	0,52	3,31
GeoB1041-3	10,98	11,07	529,34	0,50	3,36
GeoB1041-3	11,03	11,12	531,44	-0,56	3,69
GeoB1041-3	11,08	11,17	534,26	-1,06	3,42
GeoB1041-3	11,13	11,22	538,00	-0,18	3,85
GeoB1041-3	11,18	11,27	542,75	0,09	3,73
GeoB1041-3	11,23	11,32	548,32	-0,61	3,82
GeoB1041-3	11,28	11,37	554,48	-0,38	3,76
GeoB1041-3	11,33	11,42	560,98	-0,43	3,75
GeoB1041-3	11,38	11,47	567,57	-0,47	3,60
GeoB1041-3	11,43	11,52	574,00	-1,30	3,10
GeoB1041-3	11,48	11,57	580,10	-0,34	3,34
GeoB1041-3	11,53	11,62	586,00	0,40	3,22
