# NOAA Paleoclimatology Program - Paleocean Site Data
# odp982an_isot-fwc.txt
# Isotope data only
# File Created: 18-Jan-2005
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Carin Andersson
# Core/Site:      ODP982
# Latitude:       57.30.05N	( 57.50139)
# Longitude:      15.52.03W	( -15.8675)
# Water Depth(m): 1145
#
# Publications:
#   Andersson, C., and E. Jansen. 2003. A Miocene (8–12 Ma) intermediate water benthic
#     stable isotope record from the northeastern Atlantic, ODP Site 982, Paleoceanography,
#     18(1):1013.
#------------------
#
# Description & Notes:
#   Miocene Benthic Stable Isotope Data.
#   
#
# Variables:
#             depth         Depth (cm)
#             yrBP          radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             d13Cc.wuell   delta C13 PDB (Cibicidoides wuellerstorfi)
#             d18Oc.wuell   delta O18 PDB (Cibicidoides wuellerstorfi)
#
# CORE: ODP982
depth         yrBP          d13Cc.wuell   d18Oc.wuell   notes
 35174         9667000       1.22          1.65         982B-36X-4, 35-37           
 35184         9670000       1.24          2.03         982B-36X-4, 45-47           
 35194         9673000       1.2           1.65         982B-36X-4, 55-57           
 35204         9676000       1.18          2.12         982B-36X-4, 65-67           
 35214         9679000       1.1           1.77         982B-36X-4, 75-77           
 35224         9681000       1.13          1.89         982B-36X-4, 85-87           
 35234         9684000       1.23          2.03         982B-36X-4, 95-97           
 35244         9687000       1.1           2.07         982B-36X-4, 105-107         
 35254         9690000       1.23          1.97         982B-36X-4, 115-117         
 35264         9692000       1.21          2.09         982B-36X-4, 125-127         
 35274         9695000       1.2           1.82         982B-36X-4, 135-137         
 35284         9698000       1.34          2.08         982B-36X-4, 145-147         
 35294         9701000       1.37          1.87         982B-36X-5, 5- 7            
 35304         9704000       1.4           1.88         982B-36X-5, 15-17           
 35314         9706000       1.33          1.7          982B-36X-5, 25-27           
 35324         9709000       1.33          1.86         982B-36X-5, 35-37           
 35334         9712000       1.6           1.91         982B-36X-5, 45-47           
 35344         9715000       1.46          2.01         982B-36X-5, 55-57           
 35354         9718000       1.3           2.04         982B-36X-5, 65-67           
 35664         9804000       1.35          2.17         982B-37X-1, 5- 7            
 35674         9807000       1.56          1.9          982B-37X-1, 15-17           
 35684         9810000       1.4           1.94         982B-37X-1, 25-27           
 35694         9812000       1.44          1.78         982B-37X-1, 35-37           
 35704         9815000       1.4           1.92         982B-37X-1, 45-47           
 35714         9818000       1.37          1.6          982B-37X-1, 55-57           
 35734         9823000       1.3           1.9          982B-37X-1, 75-77           
 35744         9826000       1.38          2.16         982B-37X-1, 85-87           
 35754         9829000       1.35          1.97         982B-37X-1, 95-97           
 35764         9832000       1.36          2.08         982B-37X-1, 105-107         
 35774         9835000       1.21          1.84         982B-37X-1, 115-117         
 35784         9837000       1.25          2.04         982B-37X-1, 125-127         
 35794         9840000       1.24          1.94         982B-37X-1, 135-137         
 35804         9843000       1.22          1.95         982B-37X-1, 145-147         
 35814         9846000       1.51          2.18         982B-37X-2, 5- 7            
 35824         9849000       1.37          2.19         982B-37X-2, 15-17           
 35834         9851000       1.28          1.99         982B-37X-2, 25-27           
 35844         9854000       1.24          2.16         982B-37X-2, 35-37           
 35854         9857000       1.26          2.04         982B-37X-2, 45-47           
 35864         9860000       1.3           2.07         982B-37X-2, 55-57           
 35875         9863000       1.3           2.06         982B-37X-2, 66-68           
 35884         9865000       1.26          2.1          982B-37X-2, 75-77           
 35895         9868000       1.44          2.19         982B-37X-2, 86-88           
 35904         9871000       1.2           2.08         982B-37X-2, 95-97           
 35914         9874000       1.33          2.18         982B-37X-2, 105-107         
 35924         9876000       1.25          2.05         982B-37X-2, 115-117         
 35934         9879000       1.42          1.97         982B-37X-2, 125-127         
 35944         9882000       1.41          2.05         982B-37X-2, 135-137         
 35954         9885000       1.32          1.94         982B-37X-2, 145-147         
 35964         9888000       1.36          2.09         982B-37X-3, 5- 7            
 35974         9890000       1.4           1.9          982B-37X-3, 15-17           
 35984         9893000       1.37          1.94         982B-37X-3, 25-27           
 35994         9896000       1.37          1.89         982B-37X-3, 35-37           
 36003         9898000       1.17          1.99         982B-37X-3, 44-46           
 36014         9902000       1.35          1.99         982B-37X-3, 55-57           
 36024         9904000       1.33          1.97         982B-37X-3, 65-67           
 36045         9910000       1.21          1.76         982B-37X-3, 86-88           
 36064         9915000       1.18          1.95         982B-37X-3, 105-107         
 36084         9921000       1.14          2.03         982B-37X-3, 125-127         
 36094         9924000       1.12          1.69         982B-37X-3, 135-137         
 36104         9927000       1.27          1.95         982B-37X-3, 145-147         
 36114         9929000       1.24          1.78         982B-37X-4, 5- 7            
 36124         9932000       1.29          2.01         982B-37X-4, 15-17           
 36134         9935000       1.13          1.89         982B-37X-4, 25-27           
 36144         9938000       1.23          1.96         982B-37X-4, 35-37           
 36153         9940000       1.1           1.8          982B-37X-4, 44-46           
 36164         9943000       1.12          1.78         982B-37X-4, 55-57           
 36174         9946000       1.07          1.65         982B-37X-4, 65-67           
 36184         9949000       1.27          1.96         982B-37X-4, 75-77           
 36194         9952000       1.03          1.76         982B-37X-4, 85-87           
 36204         9954000       1.06          1.94         982B-37X-4, 95-97           
 36214         9957000       1.16          1.84         982B-37X-4, 105-107         
 36224         9960000       1.2           1.96         982B-37X-4, 115-117         
 36244         9966000       1.31          2.01         982B-37X-4, 135-137         
 36264         9971000       1.25          1.75         982B-37X-5, 5- 7            
 36273         9974000       1.08          1.79         982B-37X-5, 14-16           
 36284         9977000       1.16          1.9          982B-37X-5, 25-27           
 36293         9979000       1.21          1.85         982B-37X-5, 34-36           
 36302         9982000       1.34          2.08         982B-37X-5, 43-45           
 36313         9985000       1.29          1.93         982B-37X-5, 54-56           
 36322         9987000       1.31          1.9          982B-37X-5, 63-65           
 36332         9990000       1.13          1.93         982B-37X-5, 73-75           
 36342         9993000       0.91          1.92         982B-37X-5, 83-85           
 36352         9996000       1.17          2.05         982B-37X-5, 93-95           
 36364         9999000       1.33          2.17         982B-37X-5, 105-107         
 36374         1.0002E+07    1             1.87         982B-37X-5, 115-117         
 36384         1.0005E+07    1.23          1.97         982B-37X-5, 125-127         
 36394         1.0007E+07    1.2           2.02         982B-37X-5, 135-137         
 36404         1.001E+07     1.29          1.84         982B-37X-5, 145-147         
 36414         1.0013E+07    1.25          1.95         982B-37X-6, 5- 7            
 36421         1.0015E+07    1.41          1.84         982B-37X-6, 12-14           
 36431         1.0018E+07    1.28          1.79         982B-37X-6, 22-24           
 36624         1.0072E+07    1.11          1.75         982B-38X-1, 5- 7            
 36634         1.0074E+07    1.14          1.72         982B-38X-1, 15-17           
 36644         1.0077E+07    1.26          1.85         982B-38X-1, 25-27           
 36654         1.008E+07     1.1           1.87         982B-38X-1, 35-37           
 36664         1.0083E+07    1.29          2.02         982B-38X-1, 45-47           
 36674         1.0085E+07    1.27          1.9          982B-38X-1, 55-57           
 36684         1.0088E+07    1.09          1.93         982B-38X-1, 65-67           
 36694         1.0091E+07    1.1           1.84         982B-38X-1, 75-77           
 36704         1.0094E+07    1.19          2.09         982B-38X-1, 85-87           
 36714         1.0097E+07    1.3           1.94         982B-38X-1, 95-97           
 36726         1.01E+07      1.28          2.04         982B-38X-1, 107-110         
 36734         1.0102E+07    1.3           1.95         982B-38X-1, 115-117         
 36744         1.0105E+07    1.41          1.72         982B-38X-1, 125-127         
 36752         1.0107E+07    1.47          1.82         982B-38X-1, 133-135         
 36774         1.0113E+07    1.48          1.94         982B-38X-2, 5- 7            
 36784         1.0116E+07    1.48          1.83         982B-38X-2, 15-17           
 36794         1.0119E+07    1.45          1.72         982B-38X-2, 25-27           
 36804         1.0122E+07    1.58          1.82         982B-38X-2, 35-37           
 36814         1.0124E+07    1.61          1.9          982B-38X-2, 45-47           
 36824         1.0127E+07    1.36          1.81         982B-38X-2, 55-57           
 36834         1.013E+07     1.47          1.93         982B-38X-2, 65-67           
 36844         1.0133E+07    1.51          2.23         982B-38X-2, 75-77           
 36854         1.0136E+07    1.52          2            982B-38X-2, 85-87           
 36864         1.0138E+07    1.5           1.97         982B-38X-2, 95-97           
 36874         1.0141E+07    1.21          1.93         982B-38X-2, 105-107         
 36884         1.0144E+07    1.34          1.88         982B-38X-2, 115-117         
 36894         1.0147E+07    1.36          1.95         982B-38X-2, 125-127         
 36904         1.015E+07     1.24          1.95         982B-38X-2, 135-147         
 36914         1.0152E+07    1.41          2.17         982B-38X-2, 145-147         
 36924         1.0155E+07    1.43          2.13         982B-38X-3, 5- 7            
 36934         1.0158E+07    1.37          1.95         982B-38X-3, 15-17           
 36944         1.0161E+07    1.28          1.94         982B-38X-3, 25-27           
 36954         1.0163E+07    1.4           1.89         982B-38X-3, 35-37           
 36964         1.0166E+07    1.46          1.98         982B-38X-3, 45-47           
 36974         1.0169E+07    1.47          1.98         982B-38X-3, 55-57           
 36994         1.0175E+07    1.56          2            982B-38X-3, 75-77           
 37004         1.0177E+07    1.58          1.87         982B-38X-3, 85-87           
 37014         1.018E+07     1.33          2.04         982B-38X-3, 95-97           
 37024         1.0183E+07    1.27          1.94         982B-38X-3, 105-107         
 37034         1.0186E+07    1.3           1.86         982B-38X-3, 115-117         
 37044         1.0189E+07    1.33          2.04         982B-38X-3, 125-127         
 37054         1.0191E+07    1.37          1.78         982B-38X-3, 135-137         
 37074         1.0197E+07    1.37          1.86         982B-38X-4, 5- 7            
 37084         1.02E+07      1.31          1.78         982B-38X-4, 15-17           
 37094         1.0202E+07    1.24          1.89         982B-38X-4, 25-27           
 37104         1.0205E+07    1.17          1.78         982B-38X-4, 35-37           
 37114         1.0208E+07    1.19          1.9          982B-38X-4, 45-47           
 37134         1.0214E+07    1.2           2.09         982B-38X-4, 65-67           
 37144         1.0216E+07    1.24          1.7          982B-38X-4, 75-77           
 37154         1.0219E+07    1.2           2.03         982B-38X-4, 85-87           
 37164         1.0222E+07    1.09          1.67         982B-38X-4, 95-97           
 37174         1.0225E+07    1.24          1.86         982B-38X-4, 105-107         
 37184         1.0228E+07    1.12          1.35         982B-38X-4, 115-117         
 37194         1.023E+07     1.18          1.71         982B-38X-4, 125-127         
 37214         1.0236E+07    1.15          1.77         982B-38X-4, 145-147         
 37234         1.0242E+07    1.1           1.83         982B-38X-5, 15-17           
 37254         1.0247E+07    1.25          1.82         982B-38X-5, 35-37           
 37274         1.0253E+07    1.24          1.68         982B-38X-5, 55-57           
 37294         1.0258E+07    1.35          1.63         982B-38X-5, 75-77           
 37304         1.0261E+07    1.26          1.65         982B-38X-5, 85-87           
 37314         1.0264E+07    1.3           1.67         982B-38X-5, 95-97           
 37334         1.0269E+07    1.36          1.79         982B-38X-5, 115-117         
 37344         1.0272E+07    1.27          1.75         982B-38X-5, 125-127         
 37354         1.0275E+07    1.26          2.05         982B-38X-5, 135-137         
 37364         1.0278E+07    1.35          1.8          982B-38X-5, 145-147         
 37374         1.0281E+07    1.14          1.84         982B-38X-6, 5- 7            
 37384         1.0283E+07    1.25          1.96         982B-38X-6, 15-17           
 37394         1.0286E+07    1.24          1.93         982B-38X-6, 25-27           
 37404         1.0289E+07    1.34          1.92         982B-38X-6, 35-37           
 37584         1.0339E+07    1.26          1.69         982B-39X-1, 5- 7            
 37594         1.0342E+07    1.31          1.76         982B-39X-1, 15-17           
 37604         1.0345E+07    1.19          1.86         982B-39X-1, 25-27           
 37614         1.0347E+07    1.25          1.77         982B-39X-1, 35-37           
 37624         1.035E+07     1.13          1.74         982B-39X-1, 45-47           
 37634         1.0353E+07    1.29          1.62         982B-39X-1, 55-57           
 37644         1.0356E+07    1.28          1.78         982B-39X-1, 65-67           
 37654         1.0359E+07    1.29          1.51         982B-39X-1, 75-77           
 37664         1.0361E+07    1.18          1.83         982B-39X-1, 85-87           
 37674         1.0364E+07    1.19          1.59         982B-39X-1, 95-97           
 37684         1.0367E+07    1.2           1.85         982B-39X-1, 105-107         
 37694         1.037E+07     1.23          1.81         982B-39X-1, 115-117         
 37704         1.0372E+07    1.34          2.01         982B-39X-1, 125-127         
 37714         1.0375E+07    1.12          2            982B-39X-1, 135-137         
 37724         1.0378E+07    1.27          2.01         982B-39X-1, 145-147         
 37734         1.0381E+07    1.24          2.06         982B-39X-2, 5- 7            
 37744         1.0384E+07    1.2           1.92         982B-39X-2, 15-17           
 37754         1.0386E+07    1.31          2.06         982B-39X-2, 25-27           
 37764         1.0389E+07    1.3           1.94         982B-39X-2, 35-37           
 37774         1.0392E+07    1.29          1.97         982B-39X-2, 45-47           
 37784         1.0395E+07    1.06          1.93         982B-39X-2, 55-57           
 37794         1.0398E+07    1.28          1.97         982B-39X-2, 65-67           
 37804         1.04E+07      1.14          1.87         982B-39X-2, 75-77           
 37814         1.0403E+07    1.31          2.09         982B-39X-2, 85-87           
 37824         1.0406E+07    1.25          1.87         982B-39X-2, 95-97           
 37844         1.0412E+07    1.15          1.83         982B-39X-2, 115-117         
 37854         1.0414E+07    1.39          1.92         982B-39X-2, 125-127         
 37864         1.0417E+07    1.35          1.75         982B-39X-2, 135-137         
 37874         1.042E+07     1.35          1.74         982B-39X-2, 145-147         
 37884         1.0423E+07    1.2           1.75         982B-39X-3, 5- 7            
 37894         1.0425E+07    1.2           1.64         982B-39X-3, 15-17           
 37904         1.0428E+07    1.27          1.69         982B-39X-3, 25-27           
 37914         1.0431E+07    1.16          1.49         982B-39X-3, 35-37           
 37924         1.0434E+07    1.22          1.68         982B-39X-3, 45-47           
 37934         1.0437E+07    0.99          1.53         982B-39X-3, 55-57           
 37944         1.0439E+07    0.97          1.82         982B-39X-3, 65-67           
 37954         1.0442E+07    0.86          1.46         982B-39X-3, 75-77           
 37964         1.0445E+07    1.06          1.98         982B-39X-3, 85-87           
 37974         1.0448E+07    0.95          1.81         982B-39X-3, 95-97           
 37984         1.0451E+07    0.91          1.98         982B-39X-3, 105-107         
 37994         1.0453E+07    1.08          1.97         982B-39X-3, 115-117         
 38004         1.0456E+07    1.09          1.93         982B-39X-3, 125-127         
 38034         1.0464E+07    1.14          1.37         982B-39X-4, 5- 7            
 38044         1.0467E+07    0.93          1.63         982B-39X-4, 15-17           
 38054         1.047E+07     0.93          1.34         982B-39X-4, 25-27           
 38064         1.0473E+07    1.26          1.53         982B-39X-4, 35-37           
 38074         1.0476E+07    1.26          1.7          982B-39X-4, 45-47           
 38084         1.0478E+07    1.25          1.66         982B-39X-4, 55-57           
 38094         1.0481E+07    1.17          1.6          982B-39X-4, 65-67           
 38104         1.0484E+07    1.25          1.68         982B-39X-4, 75-77           
 38114         1.0487E+07    1.06          1.5          982B-39X-4, 85-87           
 38124         1.049E+07     1.39          1.77         982B-39X-4, 95-97           
 38134         1.0492E+07    0.99          1.29         982B-39X-4, 105-107         
 38144         1.0495E+07    1.46          1.53         982B-39X-4, 115-117         
 38164         1.0501E+07    1.16          1.82         982B-39X-4, 135-137         
 38184         1.0506E+07    1.44          2.08         982B-39X-5, 5- 7            
 38204         1.0512E+07    1.18          1.74         982B-39X-5, 25-27           
 38224         1.0517E+07    1.16          1.77         982B-39X-5, 45-47           
 38244         1.0523E+07    1.28          1.88         982B-39X-5, 65-67           
 38264         1.0529E+07    1.04          1.44         982B-39X-5, 85-87           
 38284         1.0534E+07    1.18          1.4          982B-39X-5, 105-107         
 38554         1.0609E+07    1.33          1.83         982B-40X-1, 5- 7            
 38564         1.0612E+07    1.34          1.92         982B-40X-1, 15-17           
 38574         1.0615E+07    1.32          1.78         982B-40X-1, 25-27           
 38584         1.0618E+07    1.3           1.62         982B-40X-1, 35-37           
 38594         1.0621E+07    1.44          1.83         982B-40X-1, 45-47           
 38604         1.0623E+07    1.41          1.8          982B-40X-1, 55-57           
 38614         1.0626E+07    1.36          1.77         982B-40X-1, 65-67           
 38624         1.0629E+07    1.28          1.79         982B-40X-1, 75-77           
 38634         1.0632E+07    1.37          1.86         982B-40X-1, 85-87           
 38644         1.0634E+07    1.22          1.88         982B-40X-1, 95-97           
 38654         1.0637E+07    1.16          1.8          982B-40X-1, 105-107         
 38664         1.064E+07     1.17          1.98         982B-40X-1, 115-117         
 38674         1.0643E+07    1             1.67         982B-40X-1, 125-127         
 38684         1.0646E+07    1.2           1.87         982B-40X-1, 135-137         
 38694         1.0648E+07    1.08          1.59         982B-40X-1, 145-147         
 38704         1.0651E+07    1.23          2.07         982B-40X-2, 5- 7            
 38714         1.0654E+07    0.9           1.48         982B-40X-2, 15-17           
 38724         1.0657E+07    1.06          1.87         982B-40X-2, 25-27           
 38734         1.066E+07     1.15          1.86         982B-40X-2, 35-37           
 38744         1.0662E+07    1.06          1.77         982B-40X-2, 45-47           
 38754         1.0665E+07    1.09          1.66         982B-40X-2, 55-57           
 38764         1.0668E+07    1.05          1.46         982B-40X-2, 65-67           
 38774         1.0671E+07    1.2           1.6          982B-40X-2, 75-77           
 38784         1.0673E+07    1.02          1.57         982B-40X-2, 85-87           
 38794         1.0676E+07    0.88          1.36         982B-40X-2, 95-97           
 38804         1.0679E+07    1.01          1.47         982B-40X-2, 105-107         
 38814         1.0682E+07    1.14          1.74         982B-40X-2, 115-117         
 38824         1.0685E+07    1.03          1.63         982B-40X-2, 125-127         
 38834         1.0687E+07    1.01          1.67         982B-40X-2, 135-137         
 38844         1.069E+07     1.12          1.9          982B-40X-2, 145-147         
 38854         1.0693E+07    1.05          1.67         982B-40X-3, 5- 7            
 38864         1.0696E+07    1.21          1.75         982B-40X-3, 15-17           
 38874         1.0699E+07    1.07          1.67         982B-40X-3, 25-27           
 38884         1.0701E+07    1.16          1.62         982B-40X-3, 35-37           
 38894         1.0704E+07    1.01          1.71         982B-40X-3, 45-47           
 38904         1.0707E+07    1.32          1.66         982B-40X-3, 55-57           
 38914         1.071E+07     1.35          1.55         982B-40X-3, 65-67           
 38924         1.0712E+07    1.31          1.56         982B-40X-3, 75-77           
 38934         1.0715E+07    1.19          1.61         982B-40X-3, 85-87           
 38944         1.0718E+07    1.16          1.65         982B-40X-3, 95-97           
 38954         1.0721E+07    1.22          1.75         982B-40X-3, 105-107         
 38964         1.0724E+07    1.3           1.71         982B-40X-3, 115-117         
 38974         1.0726E+07    1.19          1.91         982B-40X-3, 125-127         
 38984         1.0729E+07    1.24          1.95         982B-40X-3, 135-137         
 39004         1.0735E+07    1.2           1.92         982B-40X-4, 5- 7            
 39014         1.0738E+07    0.91          1.7          982B-40X-4, 15-17           
 39024         1.074E+07     1.04          1.82         982B-40X-4, 25-27           
 39034         1.0743E+07    1.17          1.79         982B-40X-4, 35-37           
 39044         1.0746E+07    1             1.75         982B-40X-4, 45-47           
 39054         1.0749E+07    1.36          1.89         982B-40X-4, 55-57           
 39064         1.0751E+07    1.15          1.77         982B-40X-4, 65-67           
 39074         1.0754E+07    1.33          1.64         982B-40X-4, 75-77           
 39084         1.0757E+07    1.29          1.69         982B-40X-4, 85-87           
 39094         1.076E+07     1.49          1.76         982B-40X-4, 95-97           
 39114         1.0765E+07    1.14          1.83         982B-40X-4, 115-117         
 39124         1.0768E+07    1.42          1.67         982B-40X-4, 125-127         
 39134         1.0771E+07    1.35          1.73         982B-40X-4, 135-137         
 39144         1.0774E+07    1.24          1.71         982B-40X-4, 145-147         
 39164         1.0779E+07    1.06          1.89         982B-40X-5, 15-17           
 39174         1.0782E+07    1.07          2.15         982B-40X-5, 25-27           
 39184         1.0785E+07    1.08          2.03         982B-40X-5, 35-37           
 39194         1.0788E+07    1.18          1.98         982B-40X-5, 45-47           
 39204         1.0791E+07    1.19          1.78         982B-40X-5, 55-57           
 39214         1.0793E+07    1.23          1.6          982B-40X-5, 65-67           
 39224         1.0796E+07    1.12          1.97         982B-40X-5, 75-77           
 39234         1.0799E+07    1.03          1.39         982B-40X-5, 85-87           
 39244         1.0802E+07    1.08          1.94         982B-40X-5, 95-97           
 39514         1.0877E+07    1.47          1.78         982B-41X-1, 5- 7            
 39524         1.088E+07     1.28          1.83         982B-41X-1, 15-17           
 39534         1.0882E+07    1.5           1.76         982B-41X-1, 25-27           
 39544         1.0885E+07    1.2           1.91         982B-41X-1, 35-37           
 39554         1.0888E+07    1.39          1.87         982B-41X-1, 45-47           
 39564         1.0891E+07    1.15          1.89         982B-41X-1, 55-57           
 39574         1.0894E+07    1.37          1.89         982B-41X-1, 65-67           
 39584         1.0896E+07    1.22          1.82         982B-41X-1, 75-77           
 39594         1.0899E+07    1.24          1.96         982B-41X-1, 85-87           
 39604         1.0902E+07    1.18          1.91         982B-41X-1, 95-97           
 39614         1.0905E+07    1.3           2.11         982B-41X-1, 105-107         
 39624         1.0908E+07    1.02          2.02         982B-41X-1, 115-117         
 39634         1.091E+07     1.17          2            982B-41X-1,125-127          
 39644         1.0913E+07    1.03          2.11         982B-41X-1, 135-137         
 39664         1.0919E+07    1.16          1.83         982B-41X-2, 5- 7            
 39674         1.0921E+07    1.17          1.96         982B-41X-2, 15-17           
 39684         1.0924E+07    0.97          1.77         982B-41X-2, 25-27           
 39694         1.0927E+07    0.98          2.14         982B-41X-2, 35-37           
 39704         1.093E+07     1.08          1.63         982B-41X-2, 45-47           
 39714         1.0933E+07    0.9           1.86         982B-41X-2, 55-57           
 39724         1.0935E+07    0.88          1.47         982B-41X-2, 65-67           
 39734         1.0938E+07    0.95          1.71         982B-41X-2, 75-77           
 39744         1.0941E+07    0.96          1.58         982B-41X-2, 85-87           
 39754         1.0944E+07    0.81          1.88         982B-41X-2, 95-97           
 39764         1.0947E+07    1.05          1.88         982B-41X-2, 105-107         
 39774         1.095E+07     0.89          1.87         982B-41X-2, 115-117         
 39784         1.0952E+07    0.81          1.77         982B-41X-2, 125-127         
 39794         1.0955E+07    0.92          1.99         982B-41X-2, 135-137         
 39804         1.0958E+07    0.83          1.89         982B-41X-2, 145-147         
 39814         1.0961E+07    0.91          1.96         982B-41X-3, 5- 7            
 39824         1.0964E+07    1.24          1.75         982B-41X-3, 15-17           
 39834         1.0967E+07    1.18          1.89         982B-41X-3, 25-27           
 39844         1.0969E+07    1.17          1.59         982B-41X-3, 35-37           
 39854         1.0972E+07    1.22          1.76         982B-41X-3, 45-47           
 39864         1.0975E+07    1.19          1.64         982B-41X-3, 55-57           
 39874         1.0978E+07    1.19          1.77         982B-41X-3, 65-67           
 39884         1.0981E+07    1.36          1.64         982B-41X-3, 75-77           
 39894         1.0984E+07    1.25          1.85         982B-41X-3, 85-87           
 39904         1.0986E+07    1.17          1.5          982B-41X-3, 95-97           
 39914         1.0989E+07    1.27          2.12         982B-41X-3, 105-107         
 39924         1.0992E+07    1.18          1.66         982B-41X-3, 115-117         
 39934         1.0995E+07    1.21          2            982B-41X-3, 125-127         
 39944         1.0998E+07    1.35          2.01         982B-41X-3, 135-137         
 39954         1.1001E+07    1.39          2.05         982B-41X-3, 145-147         
 39964         1.1004E+07    1.42          2.03         982B-41X-4, 5- 7            
 39974         1.1006E+07    1.32          1.89         982B-41X-4, 15-17           
 39984         1.1009E+07    1.4           1.89         982B-41X-4, 25-27           
 39994         1.1012E+07    1.35          2.07         982B-41X-4, 35-37           
 40004         1.1015E+07    1.34          1.71         982B-41X-4, 45-47           
 40014         1.1018E+07    1.27          1.95         982B-41X-4, 55-57           
 40024         1.1021E+07    1.37          1.79         982B-41X-4, 65-67           
 40034         1.1023E+07    1.19          1.92         982B-41X-4, 75-77           
 40044         1.1026E+07    1.25          1.88         982B-41X-4, 85-87           
 40054         1.1029E+07    1.19          1.89         982B-41X-4, 95-97           
 40064         1.1032E+07    1.25          1.92         982B-41X-4, 105-107         
 40074         1.1035E+07    1.15          1.91         982B-41X-4, 115-117         
 40084         1.1038E+07    1.2           1.8          982B-41X-4, 125-127         
 40094         1.104E+07     1.11          1.92         982B-41X-4, 135-137         
 40104         1.1043E+07    1.35          1.92         982B-41X-4, 145-147         
 40114         1.1046E+07    1.15          1.98         982B-41X-5, 5- 7            
 40124         1.1049E+07    1.23          1.99         982B-41X-5, 15-17           
 40134         1.1052E+07    1.15          1.94         982B-41X-5, 25-27           
 40144         1.1055E+07    1.07          1.95         982B-41X-5, 35-37           
 40154         1.1058E+07    1.14          1.93         982B-41X-5, 45-47           
 40164         1.106E+07     1.19          1.96         982B-41X-5, 55-57           
 40174         1.1063E+07    1.11          1.87         982B-41X-5, 65-67           
 40474         1.1148E+07    1.31          1.94         982B-42X-1, 5- 7            
 40484         1.1151E+07    1.49          1.84         982B-42X-1, 15-17           
 40494         1.1154E+07    1.53          1.85         982B-42X-1, 25-27           
 40504         1.1157E+07    1.28          1.58         982B-42X-1, 35-37           
 40514         1.116E+07     1.62          1.85         982B-42X-1, 45-47           
 40524         1.1163E+07    1.41          1.76         982B-42X-1, 55-57           
 40534         1.1165E+07    1.44          1.9          982B-42X-1, 65-67           
 40544         1.1168E+07    1.58          1.86         982B-42X-1, 75-77           
 40554         1.1171E+07    1.5           1.78         982B-42X-1, 85-87           
 40564         1.1174E+07    1.58          1.81         982B-42X-1, 95-97           
 40574         1.1177E+07    1.6           2            982B-42X-1, 105-107         
 40584         1.118E+07     1.58          1.86         982B-42X-1, 115-117         
 40594         1.1183E+07    1.46          2.03         982B-42X-1, 125-127         
 40604         1.1185E+07    1.55          1.78         982B-42X-1, 135-137         
 40614         1.1188E+07    1.43          2.04         982B-42X-1, 145-147         
 40624         1.1191E+07    1.51          1.81         982B-42X-2, 5- 7            
 40634         1.1194E+07    1.55          1.98         982B-42X-2, 15-17           
 40644         1.1197E+07    1.45          1.9          982B-42X-2, 25-27           
 40654         1.12E+07      1.41          1.83         982B-42X-2, 35-37           
 40664         1.1202E+07    1.46          1.76         982B-42X-2, 45-47           
 40674         1.1205E+07    1.43          1.98         982B-42X-2, 55-57           
 40684         1.1208E+07    1.38          1.91         982B-42X-2, 65-67           
 40694         1.1211E+07    1.26          1.97         982B-42X-2, 75-77           
 40704         1.1214E+07    1.4           1.81         982B-42X-2, 85-87           
 40714         1.1217E+07    1.38          1.97         982B-42X-2, 95-97           
 40724         1.1219E+07    1.48          1.89         982B-42X-2, 105-107         
 40734         1.1222E+07    1.46          1.92         982B-42X-2, 115-117         
 40744         1.1225E+07    1.56          1.88         982B-42X-2, 125-127         
 40754         1.1228E+07    1.52          1.97         982B-42X-2, 135-137         
 40764         1.1231E+07    1.42          1.83         982B-42X-2, 145-147         
 40774         1.1234E+07    1.49          1.94         982B-42X-3, 5- 7            
 40784         1.1237E+07    1.55          1.87         982B-42X-3, 15-17           
 40794         1.1239E+07    1.52          1.96         982B-42X-3, 25-27           
 40804         1.1242E+07    1.52          1.9          982B-42X-3, 35-37           
 40814         1.1245E+07    1.46          2.02         982B-42X-3, 45-47           
 40824         1.1248E+07    1.55          1.86         982B-42X-3, 55-57           
 40834         1.1251E+07    1.61          2.18         982B-42X-3, 65-67           
 40844         1.1254E+07    1.46          1.93         982B-42X-3, 75-77           
 40854         1.1256E+07    1.49          1.94         982B-42X-3, 85-87           
 40864         1.1259E+07    1.59          1.98         982B-42X-3, 95-97           
 40874         1.1262E+07    1.54          1.89         982B-42X-3, 105-107         
 40884         1.1265E+07    1.41          1.89         982B-42X-3, 115-117         
 40894         1.1268E+07    1.52          1.94         982B-42X-3, 125-127         
 40904         1.1271E+07    1.39          1.98         982B-42X-3, 135-137         
 40914         1.1273E+07    1.46          1.99         982B-42X-3, 145-147         
 40924         1.1276E+07    1.43          1.98         982B-42X-4, 5- 7            
 40934         1.1279E+07    1.33          2.12         982B-42X-4, 15-17           
 40944         1.1282E+07    1.46          2.05         982B-42X-4, 25-27           
 40954         1.1285E+07    1.24          2.16         982B-42X-4, 35-37           
 40964         1.1288E+07    1.43          1.93         982B-42X-4, 45-47           
 40974         1.1291E+07    1.29          1.97         982B-42X-4, 55-57           
 40984         1.1293E+07    1.55          1.95         982B-42X-4, 65-67           
