ODP 927        
         
5¡27.7N 44¡28.8W 3326m       
         
Ceara Rise        
         
data Torsten Bickert (Uni Bremen)     
Bickert et al. (1997) Ocean Drill. Program Sci. Results. 154.
Site Hole Core Sect Type  top mcd d18O d13C species
927 C 5 H 2 115 45.66 3.26 0.66 C.wuellerstorfi
927 C 5 H 2 125 45.76 3.25 0.11 C.wuellerstorfi
927 C 5 H 2 135 45.86 3.87 0.53 C.wuellerstorfi
927 C 5 H 2 145 45.96 3.84 0.36 C.wuellerstorfi
927 C 5 H 3 5 46.06 3.26 0.62 C.wuellerstorfi
927 C 5 H 3 25 46.26 3.37 -0.09 C.wuellerstorfi
927 C 5 H 3 35 46.36 3.48 0.69 C.wuellerstorfi
927 C 5 H 3 45 46.46 3.39 0.50 C.wuellerstorfi
927 C 5 H 3 55 46.56 3.38 0.01 C.wuellerstorfi
927 C 5 H 3 65 46.66 3.04 0.78 C.wuellerstorfi
927 C 5 H 3 75 46.76 2.93 1.06 C.wuellerstorfi
927 C 5 H 3 85 46.86 2.68 0.92 C.kullenbergi
927 C 5 H 3 95 46.96 2.64 1.07 C.wuellerstorfi
927 C 5 H 3 105 47.06 2.80 0.97 Cibicidoides.spp.
927 C 5 H 3 115 47.16 2.61 0.06 C.wuellerstorfi
927 C 5 H 3 125 47.26 2.71 1.17 Cibicidoides.spp.
927 C 5 H 3 145 47.46 3.73 0.57 Cibicidoides.spp.
927 C 5 H 4 5 47.56 2.68 1.11 C.wuellerstorfi
927 C 5 H 4 15 47.66 2.83 1.02 C.wuellerstorfi
927 C 5 H 4 25 47.76 2.82 1.13 C.wuellerstorfi
927 C 5 H 4 35 47.86 2.83 0.94 C.wuellerstorfi
927 C 5 H 4 45 47.96 3.55 0.77 C.wuellerstorfi
927 C 5 H 4 55 48.06 3.43 0.49 C.wuellerstorfi
927 C 5 H 4 65 48.16 3.62 0.65 C.wuellerstorfi
927 C 5 H 4 75 48.26 3.86 0.26 C.wuellerstorfi
927 C 5 H 4 85 48.36 3.76 0.42 C.wuellerstorfi
927 C 5 H 4 95 48.46 3.73 0.45 C.wuellerstorfi
927 C 5 H 4 105 48.56 3.56 0.27 C.wuellerstorfi
927 C 5 H 4 115 48.66 3.53 0.30 C.wuellerstorfi
927 C 5 H 4 125 48.76 3.64 0.13 C.wuellerstorfi
927 C 5 H 4 135 48.86 3.05 0.70 C.wuellerstorfi
927 C 5 H 4 145 48.96 3.22 -0.23 C.wuellerstorfi
927 C 5 H 5 15 49.16 3.27 0.50 C.wuellerstorfi
927 C 5 H 5 25 49.26 2.95 0.96 C.wuellerstorfi
927 C 5 H 5 35 49.36 3.05 0.63 C.wuellerstorfi
927 C 5 H 5 45 49.46 2.83 0.80 C.wuellerstorfi
927 C 5 H 5 55 49.56 2.41 1.03 C.wuellerstorfi
927 C 5 H 5 65 49.66 2.58 0.99 C.wuellerstorfi
927 B 6 H 1 105 49.7 2.77 1.03 C.wuellerstorfi
927 C 5 H 5 75 49.76 2.42 0.96 C.wuellerstorfi
927 B 6 H 1 115 49.8 3.32 0.17 C.wuellerstorfi
927 B 6 H 1 125 49.9 3.58 0.80 C.wuellerstorfi
927 B 6 H 1 135 50 3.82 0.47 C.wuellerstorfi
927 B 6 H 1 145 50.1 3.78 0.60 C.wuellerstorfi
927 B 6 H 2 5 50.2 3.62 0.60 C.wuellerstorfi
927 B 6 H 2 15 50.3 3.80 0.16 C.wuellerstorfi
927 B 6 H 2 25 50.4 3.63 0.26 C.wuellerstorfi
927 B 6 H 2 35 50.5 3.49 0.64 C.wuellerstorfi
927 B 6 H 2 45 50.6 3.15 0.54 C.wuellerstorfi
927 B 6 H 2 55 50.7 3.38 0.57 C.wuellerstorfi
927 B 6 H 2 65 50.8 3.08 0.65 C.wuellerstorfi
927 B 6 H 2 75 50.9 3.32 0.33 C.wuellerstorfi
927 B 6 H 2 85 51 2.76 1.03 C.wuellerstorfi
927 B 6 H 2 95 51.1 2.71 1.17 C.wuellerstorfi
927 B 6 H 2 105 51.2 3.39 1.50 C.wuellerstorfi
927 B 6 H 2 115 51.3 2.52 1.10 C.wuellerstorfi
927 B 6 H 2 125 51.4 2.69 -0.16 C.wuellerstorfi
927 B 6 H 2 135 51.5 2.47 -0.12 C.wuellerstorfi
927 B 6 H 3 5 51.7 3.68 -0.17 C.wuellerstorfi
927 B 6 H 3 15 51.8 3.63 -0.52 C.wuellerstorfi
927 B 6 H 3 25 51.9 3.88 -0.08 C.wuellerstorfi
927 B 6 H 3 35 52 3.53 0.04 C.wuellerstorfi
927 B 6 H 3 45 52.1 3.32 -0.05 C.wuellerstorfi
927 B 6 H 3 55 52.2 3.53 0.52 C.wuellerstorfi
927 B 6 H 3 65 52.3 3.17 0.65 C.wuellerstorfi
927 B 6 H 3 75 52.4 2.97 0.44 C.wuellerstorfi
927 B 6 H 3 85 52.5 2.95 1.03 C.wuellerstorfi
927 B 6 H 3 95 52.6 2.79 1.17 C.wuellerstorfi
927 B 6 H 3 105 52.7 2.76 1.08 C.wuellerstorfi
927 B 6 H 3 115 52.8 3.05 0.61 C.wuellerstorfi
927 B 6 H 3 125 52.9 3.14 0.79 C.wuellerstorfi
927 B 6 H 3 135 53 3.30 0.08 C.wuellerstorfi
927 B 6 H 3 145 53.1 2.93 0.04 C.wuellerstorfi
927 B 6 H 4 15 53.3 3.25 -0.13 C.wuellerstorfi
927 B 6 H 4 25 53.4 3.11 0.31 C.wuellerstorfi
927 B 6 H 4 45 53.6 2.89 0.15 C.wuellerstorfi
927 B 6 H 4 55 53.7 2.92 0.77 C.wuellerstorfi
927 B 6 H 4 65 53.8 2.88 0.15 C.wuellerstorfi
927 B 6 H 4 75 53.9 2.89 0.79 Cibicidoides.spp.
927 B 6 H 4 85 54 3.32 0.45 C.wuellerstorfi
927 B 6 H 4 95 54.1 3.26 0.57 C.kullenbergi
927 B 6 H 4 105 54.2 4.07 0.99 C.kullenbergi
927 B 6 H 4 115 54.3 3.28 0.60 Cibicidoides.spp.
927 B 6 H 4 125 54.4 3.41 0.69 Cibicidoides.spp.
927 B 6 H 4 135 54.5 3.59 0.44 Cibicidoides.spp.
927 B 6 H 4 145 54.6 3.68 0.30 C.kullenbergi
927 B 6 H 5 5 54.7 3.19 -0.17 C.wuellerstorfi
927 B 6 H 5 15 54.8 3.08 -0.22 C.wuellerstorfi
927 B 6 H 5 25 54.9 3.36 0.37 C.wuellerstorfi
927 B 6 H 5 35 55 3.14 0.98 C.wuellerstorfi
927 B 6 H 5 45 55.1 3.07 1.11 C.wuellerstorfi
927 B 6 H 5 55 55.2 2.22 1.13 C.wuellerstorfi
927 B 6 H 5 65 55.3 2.20 1.10 C.wuellerstorfi
927 B 6 H 5 75 55.4 2.96 1.15 C.wuellerstorfi
927 B 6 H 5 105 55.7 2.98 0.95 C.wuellerstorfi
927 B 6 H 5 125 55.9 2.98 0.96 C.wuellerstorfi
927 B 6 H 5 135 56 3.52 0.33 C.wuellerstorfi
927 B 6 H 5 145 56.1 3.40 0.13 C.wuellerstorfi
927 B 6 H 6 5 56.2 3.30 0.47 C.wuellerstorfi
927 B 6 H 6 15 56.3 3.31 0.86 C.wuellerstorfi
927 B 6 H 6 25 56.4 3.05 0.55 C.wuellerstorfi
927 B 6 H 6 45 56.6 2.76 1.16 C.wuellerstorfi
927 B 6 H 6 55 56.7 2.75 1.23 C.wuellerstorfi
927 C 6 H 3 5 56.74 2.71 1.31 C.wuellerstorfi
927 C 6 H 3 15 56.84 2.60 0.92 C.wuellerstorfi
927 C 6 H 3 25 56.94 3.02 0.92 C.wuellerstorfi
927 C 6 H 3 35 57.04 3.26 0.92 C.wuellerstorfi
927 C 6 H 3 45 57.14 3.34 0.72 C.wuellerstorfi
927 C 6 H 3 55 57.24 3.37 0.20 C.wuellerstorfi
927 C 6 H 3 65 57.34 3.32 0.38 C.wuellerstorfi
927 C 6 H 3 85 57.54 3.08 0.86 C.wuellerstorfi
927 C 6 H 3 95 57.64 2.88 0.23 C.wuellerstorfi
927 C 6 H 3 105 57.74 2.75 0.32 C.wuellerstorfi
927 C 6 H 3 115 57.84 2.57 0.96 C.wuellerstorfi
927 C 6 H 3 125 57.94 2.51 1.07 C.wuellerstorfi
927 C 6 H 3 135 58.04 2.38 0.75 C.wuellerstorfi
927 C 6 H 3 145 58.14 2.25 0.70 C.wuellerstorfi
927 C 6 H 4 5 58.24 2.31 0.85 C.wuellerstorfi
927 C 6 H 4 15 58.34 2.28 0.85 C.wuellerstorfi
927 C 6 H 4 25 58.44 2.43 -0.07 C.wuellerstorfi
927 C 6 H 4 35 58.54 3.30 -0.32 C.wuellerstorfi
927 C 6 H 4 65 58.84 3.39 0.37 C.wuellerstorfi
927 C 6 H 4 75 58.94 3.30 0.76 C.wuellerstorfi
927 C 6 H 4 85 59.04 3.11 0.87 C.wuellerstorfi
927 C 6 H 4 95 59.14 2.79 0.76 C.wuellerstorfi
927 C 6 H 4 105 59.24 2.88 0.95 C.wuellerstorfi
927 C 6 H 4 115 59.34 2.77 0.99 C.kullenbergi
927 C 6 H 4 135 59.54 2.48 1.10 C.kullenbergi
927 C 6 H 4 145 59.64 2.37 0.98 C.kullenbergi
927 C 6 H 5 5 59.74 2.02 0.70 C.wuellerstorfi
927 C 6 H 5 105 60.74 2.69 1.21 C.wuellerstorfi
927 C 6 H 5 115 60.84 2.52 0.75 C.wuellerstorfi
927 C 6 H 5 125 60.94 2.88 0.85 C.wuellerstorfi
927 C 6 H 5 135 61.04 2.63 1.04 C.wuellerstorfi
927 C 6 H 6 15 61.34 3.75 0.61 C.wuellerstorfi
927 C 6 H 6 55 61.74 3.18 0.90 C.wuellerstorfi
927 C 6 H 6 65 61.84 2.81 0.70 C.wuellerstorfi
927 C 6 H 6 75 61.94 2.70 1.03 C.wuellerstorfi
927 B 7 H 1 145 61.944 3.18 0.76 C.kullenbergi
927 B 7 H 2 35 62.34 2.84 1.24 C.wuellerstorfi
927 B 7 H 2 45 62.44 2.61 1.19 C.wuellerstorfi
927 B 7 H 2 55 62.54 2.88 1.08 C.wuellerstorfi
927 B 7 H 2 65 62.64 3.25 1.02 C.wuellerstorfi
927 B 7 H 2 75 62.74 3.59 1.10 C.wuellerstorfi
927 B 7 H 2 85 62.84 3.32 0.96 C.wuellerstorfi
927 B 7 H 2 125 63.24 2.93 1.06 C.wuellerstorfi
927 B 7 H 3 15 63.64 2.90 1.04 C.wuellerstorfi
927 B 7 H 3 25 63.74 2.96 1.36 C.wuellerstorfi
927 B 7 H 3 35 63.84 2.61 1.25 C.wuellerstorfi
927 B 7 H 3 45 63.94 2.56 0.98 C.wuellerstorfi
927 B 7 H 3 55 64.04 2.83 1.00 C.wuellerstorfi
927 B 7 H 3 65 64.14 3.17 0.92 Cibicidoides.spp.
927 B 7 H 3 75 64.24 2.97 1.12 C.wuellerstorfi
927 B 7 H 3 85 64.34 2.69 1.14 C.wuellerstorfi
927 B 7 H 3 95 64.44 2.95 0.04 C.wuellerstorfi
927 C 7 H 1 65 64.73 2.74 1.21 C.wuellerstorfi
927 C 7 H 1 75 64.83 2.42 0.96 C.kullenbergi
927 B 7 H 3 135 64.84 2.57 1.34 C.wuellerstorfi
927 C 7 H 1 85 64.93 2.41 1.10 C.wuellerstorfi
927 B 7 H 3 145 64.94 2.51 0.83 C.kullenbergi
927 C 7 H 1 95 65.03 2.53 1.00 C.wuellerstorfi
927 C 7 H 1 115 65.23 3.22 0.89 C.wuellerstorfi
927 C 7 H 1 125 65.33 2.37 0.81 C.wuellerstorfi
927 C 7 H 2 5 65.63 3.16 0.58 C.wuellerstorfi
927 C 7 H 2 25 65.83 3.14 0.70 C.wuellerstorfi
927 C 7 H 2 45 66.03 2.95 1.09 C.wuellerstorfi
927 C 7 H 2 55 66.13 2.83 1.04 C.wuellerstorfi
927 C 7 H 2 115 66.73 2.67 1.06 C.wuellerstorfi
927 C 7 H 2 125 66.83 3.20 -0.08 C.wuellerstorfi
927 C 7 H 2 145 67.03 3.10 -0.25 C.wuellerstorfi
927 C 7 H 3 15 67.23 3.31 0.64 C.wuellerstorfi
927 C 7 H 3 35 67.43 2.87 0.91 C.wuellerstorfi
927 C 7 H 3 45 67.53 2.97 0.86 C.wuellerstorfi
927 C 7 H 3 55 67.63 2.67 0.74 C.wuellerstorfi
927 C 7 H 3 85 67.93 2.73 0.60 C.wuellerstorfi
927 C 7 H 3 115 68.23 2.83 0.85 C.wuellerstorfi
927 C 7 H 3 125 68.33 2.75 0.87 C.wuellerstorfi
927 C 7 H 4 25 68.83 3.76 0.93 C.wuellerstorfi
927 C 7 H 4 55 69.13 2.97 0.67 C.wuellerstorfi
927 C 7 H 5 35 70.43 3.57 0.61 C.wuellerstorfi
927 C 7 H 5 45 70.53 3.49 0.74 C.wuellerstorfi
927 C 7 H 5 55 70.63 3.07 -0.21 C.wuellerstorfi
927 C 7 H 5 65 70.73 2.75 -0.29 C.wuellerstorfi
927 C 7 H 5 85 70.93 2.96 0.73 C.wuellerstorfi
927 C 7 H 5 105 71.13 2.98 0.89 C.kullenbergi
927 C 7 H 5 115 71.23 2.66 0.84 C.kullenbergi
927 C 7 H 5 125 71.33 3.00 0.43 C.kullenbergi
927 B 8 H 1 85 71.334 2.97 0.39 C.wuellerstorfi
927 B 8 H 1 95 71.43 2.93 0.02 C.kullenbergi
927 B 8 H 1 105 71.53 2.85 0.87 C.kullenbergi
927 B 8 H 1 115 71.63 3.88 1.26 C.kullenbergi
927 B 8 H 1 125 71.73 2.89 0.89 C.kullenbergi
927 B 8 H 1 135 71.83 2.69 0.60 C.kullenbergi
927 B 8 H 1 145 71.93 3.48 0.68 C.kullenbergi
927 B 8 H 2 5 72.03 3.63 0.52 C.wuellerstorfi
927 B 8 H 2 15 72.13 3.23 0.72 C.kullenbergi
927 B 8 H 2 25 72.23 3.26 0.81 C.kullenbergi
927 B 8 H 2 35 72.33 3.15 0.83 C.kullenbergi
927 B 8 H 2 45 72.43 3.14 0.86 C.wuellerstorfi
927 B 8 H 2 55 72.53 3.07 0.92 C.kullenbergi
927 B 8 H 2 65 72.63 2.91 0.90 C.kullenbergi
927 B 8 H 2 75 72.73 3.05 0.81 C.kullenbergi
927 B 8 H 2 85 72.83 3.30 0.82 C.kullenbergi
927 B 8 H 2 95 72.93 2.92 0.93 C.kullenbergi
927 B 8 H 2 105 73.03 3.00 1.11 C.kullenbergi
927 B 8 H 2 115 73.13 2.90 1.04 C.kullenbergi
927 B 8 H 2 125 73.23 2.78 1.06 C.kullenbergi
927 B 8 H 2 135 73.33 2.78 1.05 C.kullenbergi
927 B 8 H 2 145 73.43 2.84 1.00 C.kullenbergi
927 B 8 H 3 45 73.93 2.59 0.86 C.wuellerstorfi
927 B 8 H 3 55 74.03 2.75 0.76 C.kullenbergi
927 B 8 H 3 65 74.13 3.09 0.56 C.kullenbergi
927 B 8 H 3 105 74.53 3.78 0.58 C.wuellerstorfi
927 B 8 H 3 115 74.63 3.20 0.45 C.kullenbergi
927 B 8 H 3 125 74.73 3.15 0.18 Cibicidoides.spp.
927 B 8 H 3 145 74.93 3.32 0.77 C.wuellerstorfi
927 B 8 H 4 5 75.03 2.61 0.26 C.wuellerstorfi
927 B 8 H 4 15 75.13 3.12 1.05 C.wuellerstorfi
927 B 8 H 4 25 75.23 3.07 0.22 C.wuellerstorfi
927 B 8 H 4 35 75.33 2.90 0.94 Cibicidoides.spp.
927 B 8 H 4 45 75.43 2.88 0.85 Cibicidoides.spp.
927 B 8 H 4 55 75.53 2.74 0.84 Cibicidoides.spp.
927 B 8 H 4 65 75.63 3.07 0.08 C.wuellerstorfi
927 B 8 H 4 75 75.73 2.79 0.86 Cibicidoides.spp.
927 B 8 H 4 85 75.83 3.28 0.33 C.wuellerstorfi
927 B 8 H 4 95 75.93 3.07 0.70 C.wuellerstorfi
927 B 8 H 4 105 76.03 3.83 0.66 C.kullenbergi
927 B 8 H 4 115 76.13 3.39 0.64 Cibicidoides.spp.
927 B 8 H 4 125 76.23 3.35 0.42 Cibicidoides.spp.
927 B 8 H 4 135 76.33 3.05 0.50 C.wuellerstorfi
927 B 8 H 4 145 76.43 3.06 0.79 Cibicidoides.spp.
927 B 8 H 5 5 76.53 2.85 0.79 Cibicidoides.spp.
927 B 8 H 5 15 76.63 2.94 1.07 C.kullenbergi
927 B 8 H 5 25 76.73 2.72 1.10 Cibicidoides.spp.
927 B 8 H 5 35 76.83 2.59 0.88 C.wuellerstorfi
927 B 8 H 5 45 76.93 2.33 1.05 C.wuellerstorfi
927 B 8 H 5 65 77.13 2.73 0.62 Cibicidoides.spp.
927 B 8 H 5 85 77.33 3.82 -0.26 C.wuellerstorfi
927 B 8 H 5 95 77.43 3.39 0.77 Cibicidoides.spp.
927 B 8 H 5 105 77.53 3.40 0.52 C.kullenbergi
927 B 8 H 5 115 77.63 3.31 0.76 C.kullenbergi
927 C 8 H 2 130 77.734 3.16 0.78 C.kullenbergi
927 C 8 H 2 140 77.83 3.03 0.77 C.wuellerstorfi
927 C 8 H 3 0 77.93 3.01 0.95 C.kullenbergi
927 C 8 H 3 10 78.03 2.65 1.02 C.kullenbergi
927 C 8 H 3 30 78.23 2.45 1.12 C.wuellerstorfi
927 C 8 H 3 40 78.33 2.47 1.01 C.wuellerstorfi
927 C 8 H 3 50 78.43 2.24 0.62 C.wuellerstorfi
927 C 8 H 3 70 78.63 2.95 1.06 C.kullenbergi
927 C 8 H 3 80 78.73 2.93 1.28 C.wuellerstorfi
927 C 8 H 3 90 78.83 3.01 1.14 C.wuellerstorfi
927 C 8 H 3 100 78.93 3.06 1.18 C.wuellerstorfi
927 C 8 H 3 110 79.03 2.78 1.15 C.wuellerstorfi
927 C 8 H 3 130 79.23 2.70 0.71 C.wuellerstorfi
927 C 8 H 3 140 79.33 2.67 1.12 C.wuellerstorfi
927 C 8 H 4 0 79.43 2.56 0.97 C.wuellerstorfi
927 C 8 H 4 10 79.53 2.39 0.78 C.wuellerstorfi
927 C 8 H 4 20 79.63 3.02 -0.01 C.wuellerstorfi
927 C 8 H 4 30 79.73 3.47 0.21 C.wuellerstorfi
927 C 8 H 4 40 79.83 3.24 0.50 C.wuellerstorfi
927 C 8 H 4 50 79.93 3.40 0.43 C.wuellerstorfi
927 C 8 H 4 60 80.03 3.51 0.35 C.wuellerstorfi
927 C 8 H 4 70 80.13 3.57 0.29 C.wuellerstorfi
927 C 8 H 4 80 80.23 3.11 0.51 C.wuellerstorfi
927 C 8 H 4 90 80.33 3.56 0.22 C.wuellerstorfi
927 C 8 H 4 100 80.43 3.36 0.28 C.wuellerstorfi
927 C 8 H 4 110 80.53 3.12 -0.12 C.wuellerstorfi
927 C 8 H 4 120 80.63 3.24 0.09 C.wuellerstorfi
927 C 8 H 4 140 80.83 3.02 0.70 C.wuellerstorfi
927 C 8 H 5 0 80.93 2.80 0.88 C.wuellerstorfi
927 C 8 H 5 10 81.03 2.72 0.90 C.wuellerstorfi
927 C 8 H 5 20 81.13 2.57 0.79 C.wuellerstorfi
927 C 8 H 5 40 81.33 2.90 0.83 C.wuellerstorfi
927 C 8 H 5 50 81.43 2.75 0.66 C.wuellerstorfi
927 C 8 H 5 60 81.53 2.78 0.28 C.wuellerstorfi
927 C 8 H 5 70 81.63 2.74 0.91 C.wuellerstorfi
927 C 8 H 5 80 81.73 2.69 0.81 C.wuellerstorfi
927 C 8 H 5 90 81.83 2.77 0.59 C.wuellerstorfi
927 C 8 H 5 100 81.93 2.38 0.60 C.wuellerstorfi
927 C 8 H 5 120 82.13 3.16 0.80 C.wuellerstorfi
927 C 8 H 5 130 82.23 3.01 0.72 C.wuellerstorfi
927 C 8 H 5 140 82.33 2.92 0.83 C.wuellerstorfi
927 C 8 H 6 0 82.43 2.48 0.79 C.wuellerstorfi
927 C 8 H 6 10 82.53 2.54 0.76 C.wuellerstorfi
927 C 8 H 6 20 82.63 2.22 0.84 C.wuellerstorfi
927 C 8 H 6 30 82.73 2.11 0.76 C.wuellerstorfi
927 C 8 H 6 40 82.83 2.48 0.83 C.wuellerstorfi
927 C 8 H 6 50 82.93 2.87 0.75 C.wuellerstorfi
927 C 8 H 6 60 83.03 2.89 -0.21 C.wuellerstorfi
927 C 8 H 6 70 83.13 3.42 0.42 C.wuellerstorfi
927 C 8 H 6 80 83.23 3.67 -0.37 C.wuellerstorfi
927 C 8 H 6 90 83.33 3.40 0.47 C.wuellerstorfi
927 C 8 H 6 100 83.43 3.27 0.38 C.wuellerstorfi
927 C 8 H 6 110 83.53 3.51 -0.29 C.wuellerstorfi
927 B 9 H 2 125 83.534 3.38 0.35 C.wuellerstorfi
927 B 9 H 2 135 83.63 3.39 0.58 C.wuellerstorfi
927 B 9 H 2 145 83.73 3.15 0.36 C.wuellerstorfi
927 B 9 H 3 5 83.83 3.29 0.84 C.wuellerstorfi
927 B 9 H 3 15 83.93 3.19 0.38 C.wuellerstorfi
927 B 9 H 3 25 84.03 3.13 0.77 C.wuellerstorfi
927 B 9 H 3 35 84.13 3.01 0.56 C.wuellerstorfi
927 B 9 H 3 45 84.23 2.91 0.88 C.wuellerstorfi
927 B 9 H 3 55 84.33 2.61 1.08 Cibicidoides.spp.
927 B 9 H 3 65 84.43 2.84 1.04 C.wuellerstorfi
927 B 9 H 3 75 84.53 2.66 0.93 Cibicidoides.spp.
927 B 9 H 3 85 84.63 2.69 0.89 C.wuellerstorfi
927 B 9 H 3 95 84.73 2.32 0.86 C.wuellerstorfi
927 B 9 H 3 105 84.83 2.78 1.03 C.wuellerstorfi
927 B 9 H 3 115 84.93 2.78 0.78 Cibicidoides.spp.
927 B 9 H 3 125 85.03 3.11 0.57 Cibicidoides.spp.
927 B 9 H 3 135 85.13 2.81 0.88 Cibicidoides.spp.
927 B 9 H 3 145 85.23 3.20 0.20 C.wuellerstorfi
927 B 9 H 4 5 85.33 3.21 -0.03 C.wuellerstorfi
927 B 9 H 4 15 85.43 3.30 0.49 C.wuellerstorfi
927 B 9 H 4 25 85.53 2.85 0.72 C.wuellerstorfi
927 B 9 H 4 35 85.63 3.13 0.90 C.wuellerstorfi
927 B 9 H 4 45 85.73 3.07 0.57 C.kullenbergi
927 B 9 H 4 65 85.93 2.78 0.78 C.wuellerstorfi
927 B 9 H 4 75 86.03 2.77 0.56 Cibicidoides.spp.
927 B 9 H 4 85 86.13 3.06 0.66 C.wuellerstorfi
927 B 9 H 4 95 86.23 3.01 0.40 Cibicidoides.spp.
927 B 9 H 4 105 86.33 2.85 0.97 C.wuellerstorfi
927 B 9 H 4 115 86.43 2.93 0.46 Cibicidoides.spp.
927 B 9 H 4 125 86.53 2.60 0.46 C.wuellerstorfi
927 B 9 H 4 135 86.63 2.67 0.81 C.wuellerstorfi
927 B 9 H 4 145 86.73 2.37 0.74 Cibicidoides.spp.
927 B 9 H 5 5 86.83 2.59 0.64 C.kullenbergi
927 A 9 H 3 90 86.89 2.72 0.79 C.wuellerstorfi
927 A 9 H 3 100 86.99 2.72 0.64 C.wuellerstorfi
927 A 9 H 3 110 87.09 2.95 0.32 C.wuellerstorfi
927 A 9 H 3 121 87.2 3.13 -0.08 C.wuellerstorfi
927 A 9 H 3 130 87.29 3.45 -0.64 C.wuellerstorfi
927 A 9 H 3 140 87.39 3.00 0.47 C.wuellerstorfi
927 A 9 H 4 0 87.49 2.88 0.60 C.wuellerstorfi
927 A 9 H 4 10 87.59 2.85 0.80 C.wuellerstorfi
927 A 9 H 4 20 87.69 2.32 0.77 C.wuellerstorfi
927 A 9 H 4 30 87.79 2.22 1.02 C.wuellerstorfi
927 A 9 H 4 50 87.99 2.79 0.57 C.wuellerstorfi
927 A 9 H 4 57 88.06 2.37 0.41 C.wuellerstorfi
927 A 9 H 4 80 88.29 2.89 0.49 C.wuellerstorfi
927 A 9 H 4 90 88.39 2.82 0.54 C.wuellerstorfi
927 A 9 H 4 110 88.59 3.30 0.36 C.wuellerstorfi
927 A 9 H 4 121 88.7 3.20 0.54 C.wuellerstorfi
927 A 9 H 4 140 88.89 3.39 0.01 C.wuellerstorfi
927 A 9 H 5 0 88.99 3.03 0.48 C.wuellerstorfi
927 A 9 H 5 10 89.09 2.70 0.83 C.wuellerstorfi
927 A 9 H 5 30 89.29 2.30 0.87 C.wuellerstorfi
927 A 9 H 5 42 89.41 2.47 0.89 C.wuellerstorfi
927 A 9 H 5 50 89.49 2.52 0.95 C.wuellerstorfi
927 A 9 H 5 100 89.99 2.68 0.71 C.wuellerstorfi
927 A 9 H 6 10 90.59 2.96 0.38 C.wuellerstorfi
927 A 9 H 6 20 90.69 3.06 0.39 C.wuellerstorfi
927 C 9 H 4 60 90.78 3.00 0.30 C.wuellerstorfi
927 A 9 H 6 30 90.79 3.05 0.01 C.wuellerstorfi
927 C 9 H 4 70 90.88 2.94 -0.01 C.wuellerstorfi
927 A 9 H 6 42 90.91 2.70 0.74 C.wuellerstorfi
927 C 9 H 4 80 90.98 2.69 0.57 C.wuellerstorfi
927 C 9 H 4 90 91.08 2.59 0.91 C.wuellerstorfi
927 C 9 H 4 100 91.18 2.42 1.07 C.wuellerstorfi
927 C 9 H 4 110 91.28 2.31 0.90 C.wuellerstorfi
927 C 9 H 5 20 91.88 2.34 0.86 C.wuellerstorfi
927 C 9 H 5 50 92.18 2.46 1.10 C.wuellerstorfi
927 C 9 H 5 60 92.28 1.99 0.65 C.wuellerstorfi
927 C 9 H 5 70 92.38 2.65 1.15 C.kullenbergi
927 C 9 H 5 80 92.48 2.68 1.17 C.kullenbergi
927 C 9 H 5 100 92.68 2.58 1.14 C.kullenbergi
927 C 9 H 5 120 92.88 2.32 1.12 C.kullenbergi
927 C 9 H 5 140 93.08 2.64 1.22 C.kullenbergi
927 C 9 H 6 0 93.18 2.55 0.99 Cibicidoides.spp.
927 C 9 H 6 10 93.28 2.01 0.79 Cibicidoides.spp.
927 C 9 H 6 20 93.38 2.85 0.78 C.kullenbergi
927 C 9 H 6 30 93.48 2.24 0.84 C.wuellerstorfi
927 C 9 H 6 40 93.58 3.38 0.49 C.wuellerstorfi
927 C 9 H 6 50 93.68 3.39 0.34 C.wuellerstorfi
927 B 10 H 2 105 93.77 3.65 0.38 C.wuellerstorfi
927 B 10 H 2 115 93.87 3.42 0.54 C.wuellerstorfi
927 B 10 H 2 145 94.17 3.01 0.53 C.wuellerstorfi
927 B 10 H 3 5 94.27 3.01 0.80 C.wuellerstorfi
927 B 10 H 3 15 94.37 3.11 0.69 C.wuellerstorfi
927 B 10 H 3 25 94.47 2.74 1.05 C.wuellerstorfi
927 B 10 H 3 35 94.57 2.38 1.09 C.wuellerstorfi
927 B 10 H 3 45 94.67 2.63 1.20 C.kullenbergi
927 B 10 H 3 55 94.77 2.72 1.10 C.kullenbergi
927 B 10 H 3 65 94.87 2.57 0.97 Cibicidoides.spp.
927 B 10 H 3 75 94.97 2.73 0.43 Cibicidoides.spp.
927 B 10 H 3 85 95.07 2.83 0.89 C.wuellerstorfi
927 B 10 H 3 95 95.17 2.88 0.75 C.wuellerstorfi
927 B 10 H 3 105 95.27 3.26 0.13 C.wuellerstorfi
927 B 10 H 3 115 95.37 3.45 -0.28 C.wuellerstorfi
927 B 10 H 3 125 95.47 3.77 0.10 C.wuellerstorfi
927 B 10 H 3 135 95.57 3.52 0.42 C.wuellerstorfi
927 B 10 H 3 145 95.67 3.14 0.62 C.wuellerstorfi
927 B 10 H 4 5 95.77 2.91 0.77 C.wuellerstorfi
927 B 10 H 4 25 95.97 2.60 0.90 C.kullenbergi
927 B 10 H 4 35 96.07 2.70 0.82 C.kullenbergi
927 B 10 H 4 55 96.27 2.91 0.46 C.wuellerstorfi
927 B 10 H 4 75 96.47 3.65 -0.17 C.wuellerstorfi
927 B 10 H 4 85 96.57 3.62 -0.42 C.wuellerstorfi
