Core label	depth	compdepth	age	cw13	cw18
GeoB1710-2	0,01	0,01	0,00	0,45	2,71
GeoB1710-2	0,04	0,04	0,67	0,58	2,55
GeoB1710-2	0,07	0,07	1,33	0,63	2,59
GeoB1710-2	0,10	0,10	2,00	0,65	2,63
GeoB1710-2	0,13	0,13	2,67	0,74	2,43
GeoB1710-2	0,16	0,16	3,33	0,61	2,56
GeoB1710-2	0,19	0,19	4,00	0,35	2,51
GeoB1710-2	0,22	0,22	4,67	0,56	2,57
GeoB1710-2	0,25	0,25	5,33	0,81	2,42
GeoB1710-2	0,28	0,28	6,00	0,52	2,46
GeoB1710-3	0,28	0,34	7,00	0,39	2,52
GeoB1710-3	0,33	0,39	7,83	0,51	2,75
GeoB1710-3	0,38	0,44	8,67	0,13	2,58
GeoB1710-3	0,43	0,49	9,50	0,59	2,80
GeoB1710-3	0,48	0,54	10,33	0,14	2,73
GeoB1710-3	0,53	0,59	11,17	0,30	3,40
GeoB1710-3	0,58	0,64	12,00	0,06	3,40
GeoB1710-3	0,63	0,69	12,86	0,00	3,50
GeoB1710-3	0,68	0,74	13,71	0,02	3,84
GeoB1710-3	0,73	0,79	14,57	-0,03	3,94
GeoB1710-3	0,78	0,84	15,43	-0,04	4,00
GeoB1710-3	0,83	0,89	16,29	-0,33	4,57
GeoB1710-3	0,88	0,94	17,14	-0,21	4,42
GeoB1710-3	0,93	0,99	18,00	-0,35	4,66
GeoB1710-3	0,98	1,04	18,71	-0,24	4,58
GeoB1710-3	1,03	1,09	19,43	-0,53	4,57
GeoB1710-3	1,08	1,14	20,14	-0,36	4,50
GeoB1710-3	1,13	1,19	20,86	-0,22	4,47
GeoB1710-3	1,18	1,24	21,57	-0,29	4,51
GeoB1710-3	1,23	1,29	22,29	-0,42	4,48
GeoB1710-3	1,28	1,34	23,00	-0,06	4,31
GeoB1710-3	1,33	1,39	23,71	-0,10	4,33
GeoB1710-3	1,38	1,44	24,43	-0,42	4,40
GeoB1710-3	1,43	1,49	25,14	-0,36	4,43
GeoB1710-3	1,48	1,54	25,86	-0,22	4,42
GeoB1710-3	1,53	1,59	26,57	-0,04	4,34
GeoB1710-3	1,58	1,64	27,29	-0,20	4,26
GeoB1710-3	1,63	1,69	28,00	-0,12	4,22
