Core label	depth	compdepth	age	cw13	cw18
GeoB4403-2	2,96	2,96	51,94	-0,08	3,37
GeoB4403-2	2,98	2,98	52,21	0,23	3,51
GeoB4403-2	3,01	3,01	52,61	0,16	3,28
GeoB4403-2	3,06	3,06	53,27	0,30	3,40
GeoB4403-2	3,08	3,08	53,53	0,30	3,63
GeoB4403-2	3,16	3,16	54,53	0,58	3,42
GeoB4403-2	3,18	3,18	54,77	0,53	3,24
GeoB4403-2	3,21	3,21	55,13	0,57	3,51
GeoB4403-2	3,23	3,23	55,36	-0,06	3,54
GeoB4403-2	3,26	3,26	55,70	0,48	3,32
GeoB4403-2	3,28	3,28	55,93	0,17	3,38
GeoB4403-2	3,36	3,36	56,79	0,07	3,28
GeoB4403-2	3,38	3,38	56,99	0,15	3,40
GeoB4403-2	3,51	3,51	58,21	0,13	3,48
GeoB4403-2	3,53	3,53	58,38	-0,61	3,64
GeoB4403-2	3,56	3,56	58,62	0,04	3,48
GeoB4403-2	3,58	3,58	58,78	-0,25	3,68
GeoB4403-2	3,61	3,61	59,00	-0,48	3,70
GeoB4403-2	3,63	3,63	59,14	-0,15	3,60
GeoB4403-2	3,66	3,66	59,35	-1,38	3,62
GeoB4403-2	3,68	3,68	59,48	-1,03	3,78
GeoB4403-2	3,71	3,71	59,66	0,02	3,25
GeoB4403-2	3,73	3,73	59,78	-0,30	3,12
GeoB4403-2	3,76	3,76	59,96	-0,09	3,35
GeoB4403-2	4,88	4,88	69,85	0,24	3,26
GeoB4403-2	4,93	4,93	70,67	0,14	2,93
GeoB4403-2	5,03	5,03	72,39	0,51	3,22
GeoB4403-2	5,08	5,08	73,32	-0,48	3,12
GeoB4403-2	5,13	5,13	74,30	0,11	2,80
GeoB4403-2	5,58	5,58	86,50	-0,13	3,21
GeoB4403-2	5,63	5,63	88,35	0,36	3,12
GeoB4403-2	5,68	5,68	90,30	0,29	3,08
GeoB4403-2	5,73	5,73	92,33	0,40	3,23
GeoB4403-2	5,78	5,78	94,41	0,38	3,11
GeoB4403-2	5,83	5,83	96,53	0,59	3,11
GeoB4403-2	5,88	5,88	98,67	0,65	3,13
GeoB4403-2	5,93	5,93	100,81	0,50	2,88
GeoB4403-2	5,98	5,98	102,92	0,46	3,04
GeoB4403-2	6,03	6,03	104,99	0,53	3,12
GeoB4403-2	6,08	6,08	107,00	-0,09	3,21
GeoB4403-2	6,13	6,13	108,93	0,35	3,06
GeoB4403-2	6,28	6,28	114,46	0,28	3,31
GeoB4403-2	6,38	6,38	118,13	0,04	3,16
GeoB4403-2	6,43	6,43	120,03	0,22	2,97
GeoB4403-2	6,48	6,48	122,00	0,54	2,23
GeoB4403-2	6,53	6,53	124,08	0,74	2,30
GeoB4403-2	6,58	6,58	126,33	-0,24	3,48
GeoB4403-2	6,63	6,63	128,85	-0,34	3,77
GeoB4403-2	6,68	6,68	131,71	-0,27	3,94
GeoB4403-2	6,73	6,73	135,00	-0,15	4,03
GeoB4403-2	6,78	6,78	138,76	-0,54	3,47
GeoB4403-2	6,83	6,83	142,81	-0,22	3,78
GeoB4403-2	6,88	6,88	146,96	-0,36	3,62
GeoB4403-2	6,93	6,93	151,00	-0,35	3,88
GeoB4403-2	6,98	6,98	154,75	-0,33	3,60
GeoB4403-2	7,08	7,08	161,44	-0,02	3,77
GeoB4403-2	7,18	7,18	167,29	-0,46	3,32
GeoB4403-2	7,23	7,23	170,00	0,09	3,31
GeoB4403-2	7,28	7,28	172,62	-0,40	3,43
GeoB4403-2	7,33	7,33	175,20	-0,92	3,37
GeoB4403-2	7,43	7,43	180,35	-0,22	3,55
GeoB4403-2	7,48	7,48	183,00	-0,15	3,62
GeoB4403-2	7,53	7,53	185,75	-0,19	3,36
GeoB4403-2	7,58	7,58	188,61	-0,57	2,85
GeoB4403-2	7,63	7,63	191,55	-0,50	2,67
GeoB4403-2	7,68	7,68	194,58	0,09	2,82
GeoB4403-2	7,78	7,78	200,87	0,09	2,89
GeoB4403-2	7,83	7,83	204,11	-0,42	3,01
GeoB4403-2	7,98	7,98	214,15	0,16	3,41
GeoB4403-2	8,13	8,13	224,51	-0,53	3,30
GeoB4403-2	8,18	8,18	228,00	-0,11	3,43
GeoB4403-2	8,23	8,23	231,50	0,16	3,40
GeoB4403-2	8,28	8,28	235,00	0,17	2,79
GeoB4403-2	8,33	8,33	238,50	0,02	2,37
GeoB4403-2	8,38	8,38	242,00	-0,83	2,72
