Core label	depth	compdepth	age	cw13	cw18
GeoB1711-4	3,83	3,91	42,31	0,34	3,81
GeoB1711-4	3,88	3,96	43,06	0,24	3,59
GeoB1711-4	3,93	4,01	43,82	0,21	3,88
GeoB1711-4	3,98	4,06	44,59	0,16	3,77
GeoB1711-4	4,03	4,11	45,35	0,23	3,71
GeoB1711-4	4,08	4,16	46,13	0,25	3,52
GeoB1711-4	4,13	4,21	46,90	0,25	3,67
GeoB1711-4	4,18	4,26	47,67	0,19	3,91
GeoB1711-4	4,23	4,31	48,44	0,09	3,85
GeoB1711-4	4,28	4,36	49,21	-0,02	3,90
GeoB1711-4	4,33	4,41	49,98	0,21	3,87
GeoB1711-4	4,38	4,46	50,75	-0,01	3,93
GeoB1711-4	4,43	4,51	51,50	0,27	3,62
GeoB1711-4	4,48	4,56	52,26	0,18	3,69
GeoB1711-4	4,53	4,61	53,00	0,14	3,80
GeoB1711-4	4,58	4,66	53,74	-0,01	3,62
GeoB1711-4	4,63	4,71	54,46	-0,04	3,83
GeoB1711-4	4,68	4,76	55,18	0,21	3,77
GeoB1711-4	4,73	4,81	55,89	-0,18	3,64
GeoB1711-4	4,78	4,86	56,59	0,18	3,67
GeoB1711-4	4,83	4,91	57,29	-0,02	3,62
GeoB1711-4	4,88	4,96	57,97	-0,26	3,56
GeoB1711-4	4,93	5,01	58,65	-0,34	3,70
GeoB1711-4	4,98	5,06	59,32	-0,10	3,66
GeoB1711-4	5,03	5,11	59,98	-0,29	3,84
GeoB1711-4	5,08	5,16	60,63	-0,38	3,89
GeoB1711-4	5,13	5,21	61,28	-0,30	3,98
GeoB1711-4	5,18	5,26	61,92	-0,43	4,11
GeoB1711-4	5,23	5,31	62,55	-0,42	4,21
GeoB1711-4	5,28	5,36	63,17	-0,22	3,95
GeoB1711-4	5,33	5,41	63,79	-0,29	4,06
GeoB1711-4	5,38	5,46	64,40	-0,09	3,83
GeoB1711-4	5,43	5,51	65,00	-0,08	4,11
GeoB1711-4	5,48	5,56	65,60	0,03	4,18
GeoB1711-4	5,53	5,61	66,19	-0,19	3,99
GeoB1711-4	5,58	5,66	66,77	-0,11	3,97
GeoB1711-4	5,63	5,71	67,35	-0,28	4,11
GeoB1711-4	5,68	5,76	67,92	-0,29	4,13
GeoB1711-4	5,73	5,81	68,49	0,07	3,98
GeoB1711-4	5,78	5,86	69,05	-0,24	3,91
GeoB1711-4	5,83	5,91	69,61	0,06	3,56
GeoB1711-4	5,88	5,96	70,17	-0,17	3,58
GeoB1711-4	5,93	6,01	70,72	0,42	3,60
GeoB1711-4	5,98	6,06	71,28	0,08	3,80
GeoB1711-4	6,03	6,11	71,83	0,47	3,41
GeoB1711-4	6,08	6,16	72,38	0,66	3,46
GeoB1711-4	6,13	6,21	72,93	0,17	3,24
GeoB1711-4	6,18	6,26	73,47	0,62	3,18
GeoB1711-4	6,23	6,31	74,02	0,48	3,37
GeoB1711-4	6,28	6,36	74,57	0,63	3,41
GeoB1711-4	6,33	6,41	75,12	0,54	3,42
GeoB1711-4	6,38	6,46	75,67	0,63	3,49
GeoB1711-4	6,43	6,51	76,22	0,64	3,32
GeoB1711-4	6,48	6,56	76,78	0,43	3,27
GeoB1711-4	6,53	6,61	77,33	0,37	3,05
GeoB1711-4	6,58	6,66	77,89	0,58	3,20
GeoB1711-4	6,63	6,71	78,46	0,70	3,32
GeoB1711-4	6,68	6,76	79,03	0,09	3,06
GeoB1711-4	6,73	6,81	79,60	0,52	3,16
GeoB1711-4	6,78	6,86	80,18	0,11	3,09
GeoB1711-4	6,83	6,91	80,76	0,02	3,04
GeoB1711-4	6,88	6,96	81,35	-0,04	2,69
GeoB1711-4	6,93	7,01	81,95	-0,41	2,89
GeoB1711-4	6,98	7,06	82,55	-0,24	2,86
GeoB1711-4	7,03	7,11	83,16	-0,04	2,99
GeoB1711-4	7,08	7,16	83,78	0,26	2,70
GeoB1711-4	7,13	7,21	84,40	0,39	3,04
GeoB1711-4	7,18	7,26	85,04	0,39	2,99
GeoB1711-4	7,23	7,31	85,68	0,13	3,39
GeoB1711-4	7,28	7,36	86,34	0,21	3,66
GeoB1711-4	7,33	7,41	87,00	0,16	3,55
GeoB1711-4	7,38	7,46	87,67	0,26	3,66
GeoB1711-4	7,43	7,51	88,36	0,30	3,57
GeoB1711-4	7,48	7,56	89,05	0,29	3,22
GeoB1711-4	7,53	7,61	89,75	0,51	3,47
GeoB1711-4	7,58	7,66	90,45	0,38	3,40
GeoB1711-4	7,63	7,71	91,16	0,49	3,33
GeoB1711-4	7,68	7,76	91,88	0,38	3,23
GeoB1711-4	7,73	7,81	92,60		
GeoB1711-4	7,78	7,86	93,31	0,57	3,25
GeoB1711-4	7,83	7,91	94,03	0,58	3,07
GeoB1711-4	7,88	7,96	94,75	0,61	3,17
GeoB1711-4	7,93	8,01	95,47	0,47	3,26
GeoB1711-4	7,98	8,06	96,19	0,32	2,95
GeoB1711-4	8,03	8,11	96,90	0,38	3,23
GeoB1711-4	8,08	8,16	97,60	0,53	3,20
GeoB1711-4	8,13	8,21	98,31	0,51	3,10
GeoB1711-4	8,18	8,26	99,00	0,23	3,21
GeoB1711-4	8,23	8,31	99,69	0,49	3,13
GeoB1711-4	8,28	8,36	100,37	0,26	3,11
GeoB1711-4	8,33	8,41	101,04	0,48	3,07
GeoB1711-4	8,38	8,46	101,71	0,46	3,09
GeoB1711-4	8,43	8,51	102,37	0,27	2,98
GeoB1711-4	8,48	8,56	103,03	0,27	3,30
GeoB1711-4	8,53	8,61	103,69	0,26	3,10
GeoB1711-4	8,58	8,66	104,35	0,45	3,27
GeoB1711-4	8,63	8,71	105,01	0,19	3,25
GeoB1711-4	8,68	8,76	105,67	0,16	3,33
GeoB1711-4	8,73	8,81	106,33	-0,09	3,28
GeoB1711-4	8,78	8,86	107,00	0,38	3,35
GeoB1711-4	8,83	8,91	107,67	0,18	3,41
GeoB1711-4	8,88	8,96	108,34	0,10	3,55
GeoB1711-4	8,93	9,01	109,02	0,31	3,61
GeoB1711-4	8,98	9,06	109,71	0,32	3,54
GeoB1711-4	9,03	9,11	110,40	0,35	3,36
GeoB1711-4	9,08	9,16	111,10	0,26	2,67
GeoB1711-4	9,13	9,21	111,81	0,42	3,29
GeoB1711-4	9,18	9,26	112,53	0,35	3,02
GeoB1711-4	9,23	9,31	113,25	0,22	2,66
GeoB1711-4	9,28	9,36	113,99	0,42	2,53
GeoB1711-4	9,33	9,41	114,73	0,34	2,40
GeoB1711-4	9,38	9,46	115,49	0,26	2,59
GeoB1711-4	9,43	9,51	116,26	0,33	2,88
GeoB1711-4	9,48	9,56	117,04	-0,02	2,31
GeoB1711-4	9,53	9,61	117,83		
GeoB1711-4	9,58	9,66	118,63	0,14	2,36
GeoB1711-4	9,63	9,71	119,45	0,12	2,38
GeoB1711-4	9,68	9,76	120,29	0,12	2,33
GeoB1711-4	9,73	9,81	121,14	0,13	2,30
GeoB1711-4	9,78	9,86	122,00	0,38	2,26
GeoB1711-4	9,83	9,91	122,88	-0,01	2,34
GeoB1711-4	9,88	9,96	123,78	-0,31	2,20
GeoB1711-4	9,93	10,01	124,68	0,03	2,23
GeoB1711-4	9,98	10,06	125,60	-0,03	2,30
GeoB1711-4	10,03	10,11	126,53	-0,04	2,79
GeoB1711-4	10,08	10,16	127,47	-0,11	2,79
GeoB1711-4	10,13	10,21	128,41	-0,19	3,27
GeoB1711-4	10,18	10,26	129,35	-0,16	2,91
GeoB1711-4	10,23	10,31	130,30	0,31	2,51
GeoB1711-4	10,28	10,36	131,25	-0,33	2,76
GeoB1711-4	10,33	10,41	132,19	-0,75	2,85
GeoB1711-4	10,38	10,46	133,13	0,07	3,86
GeoB1711-4	10,43	10,51	134,07	-0,26	4,32
GeoB1711-4	10,48	10,56	135,00	-0,28	4,35
GeoB1711-4	10,53	10,61	135,92	-0,40	4,37
GeoB1711-4	10,58	10,66	136,84	-0,33	4,34
GeoB1711-4	10,63	10,71	137,75	-0,17	4,27
