# NOAA Paleoclimatology Program - Paleocean Site Data
# odp849_isot-fwc.txt
# Isotope data only
# File Created: 18-Jan-2005
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Alan C. Mix
# Core/Site:      ODP849
# Latitude:       0.11.00N	( 0.18333)
# Longitude:      110.31.06W	( -110.5183)
# Water Depth(m): 3839
#
# Publications:
#   Mix, A.C., N.G. Pisias, W. Rugh, J. Wilson, A. Morey, and T. Hagelberg. 1995.
#     Benthic foraminifera stable isotope record form Site 849, 0-5 Ma: Local and global
#     climate changes. Pages 371~412 in N.G. Pisias, L. Mayer, T. Janecek, A. Palmer-Julson,
#     T.H. vanAndel, editors, Proceedings of the Ocean Drilling Program, Scientific
#     Results 138, College Station, Texas, USA.
#   Mix, A.C., J. Le, and N.J. Shackleton. 1995. Benthic foraminiferal stable isotope
#     stratigraphy of Site 846: 0-1.8 Ma. Pages 839~854 in N.G. Pisias, L. Mayer, T.
#     Janecek, A. Palmer-Julson, and T.H. vanAndel, editors, Proceedings of the Ocean
#     Drilling Program, Scientific Results 138, College Station, Texas, USA.
#------------------
#
# Description & Notes:
#   Tropical Pacific benthic isotope record for 0-5 Ma.
#   Depth used is Revised Meters Composite Depth 
#
# Variables:
#             depth         Depth (cm)
#             yrBP          radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             d13Cforams-b  delta C13 PDB (Benthic Foraminifers)
#             d18Oforams-b  delta O18 PDB (Benthic Foraminifers)
#
# CORE: ODP849
depth         yrBP          d13Cforams-b  d18Oforams-b  
 8186          2941920      -0.31          3.26         
 8189          2943330      -0.46          3.31         
 8199          2948030      -0.08          3.19         
 8208          2952100      -0.04          3.06         
 8216          2955700      -0.06          3.06         
 8224          2959080      -0.05          3.31         
 8234          2963030       0.19          3.29         
 8245          2967350      -0.04          3.42         
 8260          2973200      -0.21          3.56         
 8275          2979125      -0.17          3.63         
 8289          2984790      -0.25          3.63         
 8300          2989300       0.04          3.49         
 8312          2994400       0.14          3.26         
 8323          2999090      -0.06          3.32         
 8334          3003820      -0.1           3.41         
 8344          3008020      -0.24          3.43         
 8353          3011665      -0.17          3.44         
 8353          3011665      -0.13          3.47         
 8362          3015160      -0.3           3.3          
 8372          3018460      -0.13          3.53         
 8372          3018460      -0.17          3.43         
 8382          3021640      -0.34          3.42         
 8393          3024610      -0.47          3.52         
 8404          3027660      -0.42          3.48         
 8414          3030560      -0.36          3.32         
 8426          3034340      -0.24          3.15         
 8446          3041350      -0.31          3.09         
 8457          3045475      -0.4           3.2          
 8467          3049330      -0.27          3.31         
 8476          3052840      -0.35          3.51         
 8486          3056740      -0.29          3.37         
 8496          3060640      -0.04          3.14         
 8506          3064570      -0.35          2.91         
 8516          3068520       0.06          3.17         
 8526          3072470      -0.02          3.16         
 8536          3076420      -0.07          3.2          
 8546          3080430       0.08          3.08         
 8556          3084480      -0.09          3.06         
 8566          3088590      -0.06          2.99         
 8576          3092740       0             3.13         
 8586          3096920       0.03          3.21         
 8596          3101120       0.16          3.29         
 8606          3105350      -0.21          3.15         
 8616          3109600      -0.36          3.07         
 8626          3113820      -0.3           3.13         
 8636          3118020      -0.47          3.02         
 8646          3122190      -0.37          3.22         
 8656          3126340      -0.35          3.25         
 8666          3130310      -0.51          3.29         
 8676          3134160      -0.31          3.39         
 8686          3137740      -0.36          3.38         
 8696          3141140      -0.54          3.51         
 8706          3144480      -0.5           3.46         
 8716          3147780      -0.4           3.55         
 8726          3151110      -0.6           3.44         
 8736          3154460      -0.18          3.2          
 8746          3157990      -0.21          2.74         
 8757          3162005      -0.11          2.87         
 8767          3165725      -0.2           2.98         
 8776          3169100       0.09          2.89         
 8786          3172730       0.05          2.95         
 8796          3176280      -0.01          3.17         
 8806          3179620       0.05          3.21         
 8816          3182820       0.15          3.2          
 8826          3185930       0.07          3.31         
 8836          3188980       0.22          3.14         
 8846          3192030       0.4           3.16         
 8857          3195385       0.42          3.07         
 8869          3199090       0.2           3.13         
 8883          3203445       0.33          3.17         
 8897          3207855       0.29          3.11         
 8909          3211680       0.39          3.13         
 8920          3215200       0.34          3.12         
 8929          3218035       0.42          3.15         
 8937          3220555       0.22          3.2          
 8946          3223420       0.31          3.23         
 8955          3226300       0.27          3.21         
 8965          3229475       0.17          3.27         
 8976          3232940       0.22          3.29         
 8987          3236440       0.1           3.24         
 8991          3237720       0.22          3.23         
 8998          3239960       0.01          2.98         
 9002          3241240       0.21          3.21         
 9008          3243160       0.34          3.23         
 9012          3244440       0.27          3.16         
 9017          3246040       0.28          3.09         
 9022          3247670       0.27          3.13         
 9032          3251020       0.18          2.99         
 9042          3254410      -0.09          2.97         
 9053          3258315      -0.04          2.92         
 9064          3262240      -0.22          3.08         
 9077          3266920       0.11          3.19         
 9090          3271600      -0.05          3.03         
 9101          3275550       0.12          3.22         
 9112          3279400       0.01          3.21         
 9122          3282850      -0.05          3.21         
 9122          3282850       0.18          3.25         
 9131          3285775      -0.13          3.38         
 9140          3288700      -0.05          3.16         
 9140          3288700      -0.05          3.27         
 9148          3291300      -0.3           3.44         
 9157          3294225      -0.43          3.68         
 9166          3297420      -0.35          3.73         
 9176          3301120      -0.37          3.62         
 9185          3304750      -0.44          3.66         
 9196          3309480      -0.36          3.36         
 9207          3314210      -0.38          3.43         
 9217          3318510      -0.31          3.41         
 9227          3322635      -0.19          3.46         
 9236          3326280       0.01          3.22         
 9246          3330210       0.05          3.06         
 9255          3333675       0.03          3.21         
 9255          3333675      -0.24          3.02         
 9266          3337820      -0.4           3.3          
 9276          3341520      -0.24          3.19         
 9286          3344980      -0.14          3.12         
 9294          3347620      -0.12          3.46         
 9297          3348610      -0.11          3.25         
 9310          3352600      -0.06          3.41         
 9325          3357250      -0.18          3.27         
 9337          3361210      -0.23          3.26         
 9348          3365520      -0.23          3.38         
 9358          3369670      -0.02          3.32         
 9358          3369670       0.07          3.35         
 9367          3373860      -0.18          3.3          
 9377          3378660      -0.24          3.15         
 9387          3383110      -0.11          3.48         
 9397          3387410      -0.27          3.4          
 9408          3391100      -0.28          3.4          
 9419          3394400      -0.23          3.51         
 9431          3397340      -0.29          3.27         
 9443          3400415      -0.05          3.15         
 9455          3404075       0.05          2.97         
 9466          3407940       0.01          3            
 9476          3411840      -0.17          3.19         
 9485          3415575      -0.17          3.25         
 9495          3419925      -0.05          3.12         
 9511          3427050      -0.2           3.08         
 9520          3431100      -0.25          2.99         
 9528          3434740      -0.44          3.26         
 9537          3438835      -0.32          3.15         
 9547          3443280      -0.41          2.96         
 9558          3448120      -0.31          2.86         
 9592          3461840       0.11          2.84         
 9604          3466020       0.06          3            
 9614          3469070      -0.3           3.16         
 9624          3472020      -0.04          3.12         
 9633          3474540      -0.2           3.23         
 9641          3476770      -0.23          3.18         
 9649          3478930       0.04          3.1          
 9657          3481090       0.24          2.92         
 9664          3483000       0.16          2.94         
 9672          3485200       0.15          2.85         
 9688          3489760       0.22          2.94         
 9697          3492415       0.08          2.94         
 9708          3496100       0.02          3.05         
 9720          3500300      -0.05          3.04         
 9734          3506110       0.02          3.07         
 9747          3511680       0.1           3.14         
 9760          3517400      -0.07          3.07         
 9773          3523185       0.15          3.13         
 9785          3528475       0.05          3            
 9785          3528475      -0.03          3.11         
 9796          3533260       0             3.12         
 9805          3537150       0.11          3.08         
 9813          3540590       0             3.05         
 9821          3544015      -0.13          2.98         
 9837          3550655      -0.17          3.03         
 9846          3554300      -0.34          3.15         
 9855          3557900      -0.34          3.14         
 9866          3561940      -0.34          3.17         
 9877          3565680      -0.32          3.2          
 9890          3569400      -0.28          3.14         
 9902          3572570      -0.05          3.17         
 9903          3572805      -0.01          3.07         
 9915          3575625       0.11          3.26         
 9916          3575860       0.11          2.97         
 9928          3578560       0.13          2.92         
 9940          3581200       0.1           2.96         
 9950          3583550       0.05          2.88         
 9960          3585900       0.21          2.74         
 9969          3588420       0.04          2.92         
 9969          3588420       0.06          3.12         
 9977          3590660       0.1           3.29         
 9985          3593425      -0.16          3.29         
 9993          3596505       0.11          3.42         
 10000         3599200       0.23          3.23         
 10008         3602960       0.18          3.2          
 10016         3606720       0.03          3.24         
 10025         3610925       0.29          3.21         
 10034         3615110       0.13          3.16         
 10043         3619130      -0.36          3.21         
 10053         3623230      -0.14          3.29         
 10063         3627255      -0.17          3.46         
 10074         3631490      -0.05          3.47         
 10084         3635340      -0.14          3.62         
 10095         3639575      -0.54          3.67         
 10105         3643375      -0.33          3.46         
 10115         3647125      -0.19          3.3          
 10124         3650380      -0.07          3.28         
 10134         3653830       0.12          3.22         
 10144         3657120       0.17          3.08         
 10153         3659865       0.06          3.12         
 10163         3662885      -0.08          3.25         
 10173         3665835       0.02          3.26         
 10183         3668770       0.01          3.41         
 10193         3671670      -0.38          3.7          
 10203         3674570      -0.27          3.73         
 10213         3677470      -0.39          3.51         
 10223         3680400      -0.11          3.44         
 10233         3683400      -0.06          3.36         
 10244         3686820       0.09          3.27         
 10261         3692460       0.24          2.89         
 10271         3696060       0.28          3.15         
 10281         3699665       0.35          3            
 10301         3706940       0.15          3.05         
 10311         3710340      -0.04          3.02         
 10321         3713730      -0.18          3.14         
 10328         3716040      -0.2           3.1          
 10335         3718350      -0.26          3.37         
 10341         3720400      -0.46          3.43         
 10352         3724800       0.01          3.26         
 10368         3732520       0.16          2.73         
 10382         3740500       0.02          2.95         
 10392         3746500       0.11          2.98         
 10393         3747100       0.18          3.07         
 10393         3747100      -0.06          3.15         
 10430         3763700      -0.05          3.34         
 10457         3772810      -0.31          3.46         
 10472         3777340      -0.18          3.13         
 10483         3780435       0.23          3.2          
 10494         3783130       0.15          2.97         
 10508         3786280       0.13          3.09         
 10528         3790440       0.15          2.92         
 10551         3795265      -0.06          3.18         
 10568         3799520      -0.03          3.08         
 10582         3803820       0.27          3.03         
 10595         3809150       0.14          3.05         
 10609         3815385      -0.12          3.17         
 10625         3822450      -0.17          3.17         
 10640         3828300      -0.27          2.97         
 10654         3832780      -0.47          3.32         
 10667         3836835      -0.49          3.32         
 10678         3840190      -0.02          3.17         
 10689         3843770      -0.03          3.02         
 10702         3848140      -0.04          2.79         
 10719         3854430       0.08          2.93         
 10739         3862400       0             2.99         
 10759         3870590      -0.13          2.91         
 10775         3877450      -0.27          3.17         
 10789         3883515      -0.38          3.46         
 10800         3888300      -0.13          3.12         
 10811         3892865       0.01          3.14         
 10822         3897390      -0.1           3.08         
 10835         3902525       0.08          2.97         
 10848         3907540      -0.04          3.05         
 10863         3913210       0.06          3.08         
 10879         3919130      -0.19          2.99         
 10897         3925535      -0.35          3.48         
 10915         3932000      -0.36          3.24         
 10932         3938240      -0.02          3.02         
 10948         3944320      -0.13          2.97         
 10962         3949790      -0.07          2.95         
 10977         3955715      -0.13          3.14         
 10991         3961025       0.11          3.15         
 11005         3966200       0.04          3.13         
 11019         3971240       0.11          3.2          
 11034         3976570       0.02          3.13         
 11050         3982250       0.02          3.14         
 11067         3988285      -0.09          3.19         
 11085         3994700      -0.22          3.28         
 11102         4000820      -0.25          3.32         
 11118         4006580      -0.14          3.29         
 11131         4011535      -0.26          3.15         
 11144         4016680      -0.03          3.1          
 11155         4021300      -0.03          3.18         
 11167         4026305      -0.08          3.18         
 11180         4031700      -0.02          3.31         
 11196         4037780      -0.08          3.18         
 11213         4043720      -0.22          3.3          
 11229         4049250      -0.05          3.25         
 11243         4054270      -0.05          3.1          
 11257         4059730       0.23          3.11         
 11292         4073160       0.08          3.13         
 11302         4076620      -0.07          3.22         
 11312         4079720       0.03          3.23         
 11323         4083145      -0.23          3.22         
 11333         4086295      -0.06          3.28         
 11343         4089535      -0.04          3.28         
 11353         4092985      -0.25          3.03         
 11363         4096525      -0.41          3.35         
 11373         4100275      -0.03          3.14         
 11382         4103670      -0.16          3.18         
 11392         4107520      -0.23          3.19         
 11401         4111005      -0.18          3.15         
 11409         4114245      -0.13          3.12         
 11418         4117890      -0.41          3.14         
 11426         4121100      -0.08          3.05         
 11442         4127440      -0.02          3.26         
 11451         4130770       0             3.21         
 11464         4135440       0.04          2.81         
 11487         4143075      -0.06          2.92         
 11500         4147300      -0.04          3.36         
 11513         4151590      -0.12          3.42         
 11533         4158450       0.01          3.09         
 11548         4163780      -0.04          3.16         
 11562         4168820      -0.06          3.26         
 11578         4174580       0.09          2.94         
 11591         4179260      -0.04          3.12         
 11606         4184690       0             3.08         
 11626         4191930       0.12          3.1          
 11644         4198240      -0.04          2.99         
 11657         4202595      -0.14          3.21         
 11670         4206650      -0.26          2.97         
 11686         4211590      -0.3           3.02         
 11701         4216350      -0.27          3.14         
 11716         4221600      -0.04          3.05         
 11731         4227070      -0.22          3.04         
 11746         4232650      -0.33          2.98         
 11761         4238255      -0.04          3.17         
 11776         4243580      -0.12          3.11         
 11791         4248575      -0.27          3.11         
 11806         4253360      -0.27          3.16         
 11821         4258005      -0.31          3.35         
 11835         4262275      -0.24          3.31         
 11866         4271820      -0.01          3.08         
 11881         4276630      -0.08          3.1          
 11896         4281580       0.09          3.18         
 11911         4286585      -0.03          2.98         
 11926         4291670       0.06          2.67         
 11941         4296850      -0.1           3            
 11956         4302100      -0.09          2.91         
 11971         4307350      -0.26          3.12         
 11986         4312390      -0.15          3.1          
 12001         4317060       0             2.73         
 12016         4320960      -0.18          2.93         
 12032         4324520      -0.25          3.03         
 12046         4327370      -0.18          3.05         
 12061         4330305      -0.13          2.73         
 12076         4333380       0.01          3            
 12091         4336675      -0.02          3.2          
 12106         4340350       0.02          2.82         
 12122         4344840      -0.17          3.11         
 12136         4349320      -0.35          3.11         
 12151         4354230      -0.17          3.09         
 12166         4359180      -0.03          3.04         
 12181         4364130      -0.43          3            
 12226         4379080      -0.27          2.67         
 12241         4384030      -0.41          3.03         
 12256         4388980      -0.14          3.16         
 12271         4393985       0.04          3.13         
 12286         4399010      -0.02          3.08         
 12317         4410075       0.06          3.16         
 12330         4415550      -0.07          2.93         
 12346         4422810      -0.01          2.94         
 12751         4534670      -0.07          3.09         
 12771         4537795       0             3            
 12791         4540530      -0.04          3.18         
 12831         4545575      -0.11          3.19         
 12851         4548075      -0.37          3.26         
 12891         4553075      -0.15          3.26         
 12931         4558075       0             3.28         
 12951         4560520      -0.09          3.23         
 12971         4562975      -0.08          3.19         
 13031         4570120       0             3.13         
 13051         4572465      -0.07          3.16         
 13071         4574820      -0.13          3.28         
 13091         4577165      -0.14          2.98         
 13111         4579520      -0.08          3.18         
 13131         4581920       0.07          3.52         
 13171         4586620      -0.05          3.09         
 13191         4588965      -0.12          3.09         
 13211         4591320      -0.25          3.11         
 13231         4593830      -0.27          3.13         
 13251         4596650      -0.53          3.18         
 13271         4599760      -0.31          3.25         
 13281         4601365       0             3.19         
 13291         4603015      -0.78          3.59         
 13301         4604665      -0.07          3.21         
 13309         4605985      -0.74          3.54         
 13321         4607965      -0.12          3.24         
 13341         4611260      -0.03          3.29         
 13361         4614465      -0.17          3.35         
 13381         4617765      -0.12          3.04         
 13401         4621065      -0.24          3.26         
 13421         4624365      -0.34          3.21         
 13441         4627665      -0.24          3.25         
 13461         4630965      -0.37          3.24         
 13481         4634270      -0.14          3.14         
 13501         4637700      -0.23          3.27         
 13521         4641750      -0.37          3.3          
 13541         4646775      -0.28          3.34         
 13561         4652255      -0.22          3.36         
 13581         4657345      -0.36          3.21         
 13601         4662235      -0.22          3.08         
 13621         4666935      -0.42          3.11         
 13661         4676435      -0.26          3.08         
 13701         4685935      -0.09          3.22         
 13721         4690615       0.04          3.04         
 13761         4698010       0             3.09         
 13781         4700180      -0.02          3.03         
 13801         4701780      -0.02          3.1          
 13821         4703375      -0.12          3.16         
 13841         4704880      -0.09          3.16         
 13861         4706475      -0.25          3.27         
 13881         4707980      -0.21          3.25         
 13901         4709575      -0.37          3.23         
 13921         4711080      -0.23          3.06         
 13961         4714180      -0.11          3.26         
 14041         4720380      -0.21          3.19         
 14081         4723790      -0.21          3.12         
 14101         4725590      -0.14          3.27         
 14301         4744110       0.18          3.21         
 14321         4746325       0.16          3.23         
 14341         4748820       0.13          3.19         
 14381         4753725      -0.17          3.07         
 14401         4756225      -0.35          3.4          
 14421         4758725      -0.16          3.43         
 14441         4761220      -0.08          3.28         
 14461         4763625      -0.09          3.17         
 14481         4766145      -0.07          3.16         
 14501         4769085       0.01          3.07         
 14521         4772830      -0.15          3.08         
 14541         4777461      -0.09          3.06         
 14561         4782680      -0.1           3.33         
 14581         4788310       0.01          3.38         
 14601         4794535       0.12          3.19         
 14621         4801230      -0.01          3.09         
 14641         4807790       0             3.09         
 14661         4813560      -0.21          3.25         
 14680         4818500      -0.29          3.37         
 14721         4830420      -0.11          3.45         
 14741         4836835      -0.07          3.32         
 14761         4843550       0.12          3.37         
 14781         4850570      -0.09          3.14         
 14821         4865480      -0.28          3.21         
 14861         4880565      -0.49          3.51         
 14881         4887845      -0.48          3.55         
 14901         4894695      -0.06          3.24         
 14921         4900565      -0.11          3.18         
 14941         4905860      -0.05          3.24         
 14981         4916620      -0.15          3.21         
 15001         4923065      -0.26          3.32         
 15021         4930355      -0.34          3.41         
 15041         4937400      -0.33          3.42         
 15061         4943350      -0.1           3.22         
 15081         4948330      -0.14          3.17         
 15101         4952930      -0.2           3.19         
 15121         4957525      -0.14          3.2          
 15141         4962010      -0.19          3.24         
 15161         4966200      -0.17          3.23         
 15181         4970200      -0.15          3.18         
 15201         4974200      -0.05          3.13         
 15221         4978185      -0.03          3.12         
