EPICA Dome C Ice Core nss-Ca and Na Data
---------------------------------------------------------------------
                NOAA Paleoclimatology Program
                               and
         World Data Center for Paleoclimatology, Boulder
---------------------------------------------------------------------
NOTE: PLEASE CITE ORIGINAL REFERENCE WHEN USING THIS DATA!!!!!


NAME OF DATA SET: EPICA Dome C Ice Core nss-Ca and Na Data
LAST UPDATE: 6/2005 (Original Receipt by WDC Paleo)

CONTRIBUTORS: Regine Röthlisberger et al., Climate and Environmental Physics, 
University of Bern, Bern, Switzerland

IGBP PAGES/WDCA CONTRIBUTION SERIES NUMBER: 2005-046

SUGGESTED DATA CITATION: Röthlisberger, R. et al., 2005.
EPICA Dome C Ice Core nss-Ca and Na Data. 
IGBP PAGES/World Data Center for Paleoclimatology 
Data Contribution Series #2005-046. 
NOAA/NGDC Paleoclimatology Program, Boulder CO, USA. 

ORIGINAL REFERENCES:  
Röthlisberger, R., M. Bigler, E.W. Wolff, F. Joos, E. Monnin, 
and M.A. Hutterli. 2004. Ice core evidence for the extent of past 
atmospheric CO2 change due to iron fertilisation.
Geophys. Res. Lett., 31, L16207, doi: 10.1029/2004GL020338. 

Röthlisberger, R., R. Mulvaney, E.W. Wolff, M.A. Hutterli, M. Bigler, 
S. Sommer, and J. Jouzel. 2002. 
Dust and sea-salt variability in central East Antarctica (Dome C) over 
the last 45 kyrs and its implications for southern high-latitude climate. 
Geophys. Res. Lett., 29 (20), 1963, doi:10.1029/2002GL015186.

ADDITIONAL REFERENCES (for methods, isotopes, and dating):
Röthlisberger, R., M. Bigler, M. Hutterli, S. Sommer, B. Stauffer, 
H.G. Junghans, and D. Wagenbach  2000.  
Technique for continuous high-resolution analysis of trace substances 
in firn and ice cores.  Environ. Sci. Technol., 34 (2), 338-342. 

Jouzel, J., V. Masson, O. Cattani, S. Falourd, M. Stievenard, B. Stenni, 
A. Longinelli, S.J. Johnsen, J.P. Steffensen, J.R. Petit, J. Schwander, 
R. Souchez, and N.I. Barkov. 2001. 
A new 27 ky high resolution East Antarctic climate record. 
Geophys. Res. Lett., 28 (16), 3199-3202.
 
Stenni, B., J. Jouzel, V. Masson-Delmotte, R. Röthlisberger, E. Castellano, 
O. Cattani, S. Falourd, S.J. Johnsen, A. Longinelli, J.P. Sachs, E. Selmo, 
R. Souchez, J.P. Steffensen, and R. Udisti. 2003. 
A late-glacial high resolution site and source temperature record derived from 
the EPICA Dome C isotope records (East Antarctica). 
Earth Planet. Sci. Lett., 217 (1-2), 183-195, doi:10.1016/S0012-821X(03)00574-0.
 
Schwander, J., J. Jouzel, C.U. Hammer, J.R. Petit, R. Udisti, and E. Wolff. 2001. 
A tentative chronology for the EPICA Dome Concordia ice core.  
Geophys. Res. Lett., 28 (22), 4243-4246.  
 
EPICA community members. 2004. Eight glacial cycles from an Antarctic ice core. 
Nature, Vol. 429, No 6992, pp.623-628, June 10, 2004. doi:10.1038/nature02599. 


GEOGRAPHIC REGION: Antarctica
PERIOD OF RECORD:  62KYrBP - present

DESCRIPTION: 
Chemical records of Calcium and Sodium obtained by continuous flow analysis. 
High-resoution data have been averaged to 50-yr. Non-Sea Salt Ca (nss-Ca) 
is calculated as total Ca minus 0.038*Na. 
 
Data from 0 to 44850 yr BP are from EDC96 ice core, those from 43350 to 62000 
yr BP from EDC99 ice core.
 
Dating according to EPICA Dome C ice core timescales EDC1 and EDC2: 
ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/antarctica/epica_domec/edc_timescale.txt 

Location: Dome C, Antarctica, 75°06'S, 123°21'E, 3233m asl


Data: 
1. Core EDC96

Column 1: Age (years before 1950, EDC1 timescale)
Column 2: nss-Ca flux (ng/cm2/yr)
Column 3: Na flux (ng/cm2/yr)
Column 4: delta deuterium (per mil)
 
  Age      nss-Ca         Na         deltaD
14675      8.41341      74.2412    -409.130768
14725     7.297833      75.5134    -410.630005
14775     6.552496      78.0805    -408.859131
14825     6.350296      71.6618    -413.360962
14875     6.397768      70.6803    -407.111786
14925     6.227939      83.2662    -414.368134
14975     5.443415      82.4434    -414.315369
15025     6.300213      79.0717    -410.766846
15075     9.406165      63.6559     -412.25235
15125     8.287285       62.677     -414.36734
15175     7.965582      83.8989    -418.508636
15225     8.984932      89.4182    -418.992554
15275     7.327771      78.7383    -419.125916
15325     8.955726      73.8863    -419.878815
15375     7.819149      62.2053     -416.12085
15425    11.789161      73.8008    -416.491455
15475     7.193883      84.4945    -419.859833
15525     9.348617      88.6614    -419.414734
15575     9.087518      79.6281     -417.71228
15625    20.136251      115.823    -417.196167
15675      7.32314      85.4405    -418.187775
15725     8.574788      90.7194    -417.989868
15775    13.479946      96.9791     -419.87915
15825    13.364673      89.2277    -421.183563
15875    13.113365      119.812    -421.414642
15925    15.617131      106.153    -421.975128
15975    22.593718      95.3145    -422.037354
16025    23.565865      99.9312    -425.653961
16075    13.943646      94.6054    -425.263672
16125    13.942301      101.168    -421.491211
16175    20.734589      90.6591    -421.813629
16225    18.019547      96.6084     -423.67868
16275    17.689423      96.8562    -427.303802
16325    16.202227      109.741    -422.809479
16375    21.934933       90.564    -425.087799
16425    16.951342      87.6574    -425.898041
16475    19.590607       91.663    -426.104187
16525    18.455986      83.9261    -431.461609
16575     18.93026       102.92    -428.914154
16625         NaN          NaN     -429.247803
16675         NaN          NaN     -427.258148
16725         NaN          NaN     -433.192322
16775    22.638309      99.9441    -432.119476
16825    25.600807      99.1673    -433.567047
16875    23.288847      108.294    -434.098602
16925    21.860945      108.985    -435.964172
16975    25.336441      89.9906    -436.118469
17025    25.148918      88.6815    -431.825958
17075    25.434076      70.9535    -434.083771
17125    31.015776      95.5805    -431.473602
17175    32.722263      108.852    -434.950775
17225    37.754745      101.867     -432.17041
17275    29.011595      113.217    -439.356445
17325    33.499935      110.425    -436.411652
17375    46.343822      121.021    -436.815948
17425    38.943558      114.139    -438.370728
17475    38.150414      108.655    -437.097931
17525    41.243275      111.191    -440.799072
17575    44.432579      108.336    -442.316162
17625    42.486019      107.927    -442.100494
17675    42.022175       109.84    -442.785797
17725    52.749237      117.694    -438.574921
17775     49.17025      111.412    -436.626495
17825    53.192486       127.48    -441.586121
17875    42.328655      128.016    -440.807404
17925    48.839546      121.967    -438.501007
17975    56.417461      136.654    -440.839447
18025    39.882473      130.734    -443.516083
18075    41.122208      147.388    -443.508759
18125    47.282955       126.48    -441.493439
18175    36.912899      132.159    -440.607483
18225    47.474033      138.719     -439.51825
18275         NaN          NaN     -439.769897
18325         NaN          NaN      -441.32019
18375    57.435925      111.376    -441.767731
18425    70.129883      121.601    -441.517883
18475    51.644924       123.86    -441.972961
18525    53.678455      105.239    -441.922546
18575    44.951599      130.572    -445.231812
18625    46.962276      131.253    -440.804047
18675    33.440868      109.218    -439.493011
18725    54.530266      119.587    -438.097473
18775    41.285736      123.096    -441.911316
18825     45.16135      121.076    -441.989166
18875    47.659779      128.455    -442.072845
18925    46.785686      121.788    -441.861572
18975    52.553608      117.882    -440.065918
19025    59.021057      120.292     -441.96051
19075    53.098202      111.952    -440.039337
19125    57.546299      131.765    -443.383545
19175    48.049042          121    -442.706329
19225    43.290283      105.717    -437.806549
19275    54.722244      122.389    -444.010681
19325    43.647686      114.353    -445.427765
19375    40.095036      116.376    -438.974365
19425    47.109638      111.278    -440.629669
19475    53.471588       120.95    -441.366852
19525    66.388573      129.847    -434.957428
19575    48.891491      125.392    -439.565094
19625    63.408867      133.111    -439.979034
19675    46.304985      128.247    -443.222839
19725    40.490662       121.96    -441.625488
19775    39.839771      130.684    -442.815765
19825    38.865852       124.44    -443.337067
19875    41.861019      128.567    -445.380432
19925    49.380375      123.765    -443.049927
19975    57.533466      141.873    -445.032318
20025    57.051552      175.633    -445.187134
20075    45.132862      113.898    -440.609528
20125    48.181095      118.275     -438.41333
20175    44.066555      107.822    -437.127625
20225    55.225548      116.854    -440.955963
20275     62.18396      129.397    -446.367432
20325    53.747395      141.061    -445.059479
20375    46.338997       131.24    -442.201752
20425    52.324772      123.602    -440.149445
20475    45.027534      118.067    -441.251831
20525    39.401409      97.0849    -438.893799
20575    51.609627      117.694    -442.575348
20625     59.06435      118.029    -441.383209
20675    82.150948      145.173    -442.285095
20725    56.852314      126.291    -443.370026
20775    37.556736      140.808    -443.995636
20825     54.21035      152.943     -445.17395
20875    41.353889      130.508    -439.658508
20925    45.826515      123.713    -438.776123
20975     58.36705      97.0495    -441.074005
21025    67.281708      99.4687    -442.359955
21075         NaN          NaN     -443.195435
21125         NaN          NaN     -442.533997
21175         NaN          NaN      -440.15979
21225         NaN          NaN     -441.414551
21275         NaN          NaN     -441.859894
21325     32.25285      73.3129    -442.071075
21375    53.942207      142.799     -442.69519
21425     40.23381       142.55    -444.872284
21475    57.408482      146.436    -441.567413
21525    55.430882      140.485    -441.383514
21575     95.27774       143.54    -438.488281
21625    61.334103      125.964    -440.942444
21675    58.396072      124.163    -445.322113
21725    48.274544      113.157    -444.466644
21775    54.134888      99.1208    -439.906311
21825    58.938641      93.0823    -435.991089
21875    46.797642      88.9842    -436.552399
21925    67.699936      117.764    -444.988281
21975    56.331989      128.567    -442.334961
22025    69.564514      142.656    -440.292999
22075    76.811455      146.575    -444.112518
22125    46.137459      143.472    -445.061707
22175    52.082371      131.416    -441.697449
22225    63.089996      136.569    -438.722717
22275    61.401402      137.017    -437.170563
22325    69.246902      146.149    -438.394287
22375    50.064331      132.984    -441.297668
22425    63.655296      139.679    -441.414368
22475    58.290813      133.825    -442.724335
22525    56.977604      139.333    -443.089386
22575    52.781113      133.954    -444.791107
22625    64.737473      137.551    -444.632629
22675    55.868298      134.719    -441.423615
22725    70.093857      133.737     -441.34317
22775    54.662556      140.124    -445.438995
22825    58.106014      124.882     -441.17572
22875    52.028763      116.472    -437.585052
22925    50.089893      127.897    -440.998322
22975     47.08429      125.587    -440.231171
23025    55.383392      137.226    -439.186005
23075    64.728615      146.809    -442.734406
23125    40.526672      139.929    -442.510925
23175    39.810406      130.679    -442.336609
23225    39.306591       120.05    -443.660706
23275    42.781406      140.201    -442.498352
23325    50.929783       122.12    -442.576752
23375    42.382236      126.333    -443.029877
23425     48.12645      128.165    -443.369995
23475    39.515171      122.518    -441.261932
23525    28.971272      109.844    -437.646637
23575    29.288954      105.545    -437.689789
23625    29.950426      112.507    -436.135803
23675    38.896244       108.38    -438.398529
23725     52.00824      133.106    -440.276306
23775    37.433723      111.417    -439.539001
23825         NaN          NaN     -445.245758
23875         NaN          NaN     -442.114563
23925    40.140312      125.487    -439.885529
23975    48.366394      119.943    -440.425201
24025    37.519684      113.847    -438.189453
24075    37.279675      106.032    -439.112946
24125    42.287731      111.461    -439.126251
24175    36.836609      105.366    -438.075073
24225    42.717358      119.714    -440.008392
24275    64.162727      133.025     -441.52475
24325    58.650276      130.076    -444.215851
24375    87.270378       140.65     -446.99704
24425    59.148537      120.814    -444.625854
24475    47.054871      119.214    -443.176392
24525    42.847851      105.321    -445.349884
24575    49.806892      115.596    -447.115997
24625     58.84127      142.797    -443.182526
24675     55.80616      122.896    -441.303009
24725    53.933029       126.36     -439.90033
24775    66.855255      125.734    -441.482452
24825     54.88036      123.195    -443.252472
24875    65.730492      142.525    -443.493744
24925    55.328266      133.681    -446.253967
24975    49.150032       128.31    -441.201477
25025    68.894943      139.993    -436.076813
25075    52.401611      118.335    -441.907684
25125    51.962788      125.738       -445.944
25175    88.909904      178.349    -446.730682
25225    75.263504      146.562    -445.970123
25275    68.146683       148.46    -445.450928
25325    56.914932      136.078    -444.419678
25375     66.91095      143.509    -443.772644
25425    70.576294      120.075    -443.930084
25475    73.517662      128.207    -443.157166
25525    62.891956      122.485    -445.087128
25575    62.446369      140.288    -445.363129
25625    71.311562      123.857    -444.014496
25675     58.37743      128.674     -442.06781
25725    62.283085      120.367    -443.533844
25775    66.555832      142.222      -447.5448
25825    57.928253      139.524    -448.565033
25875    76.714088      150.575    -446.602112
25925    90.686737      157.112    -443.911041
25975    71.215286      148.479    -445.082092
26025    84.069923      152.351    -444.713165
26075    85.066727      160.469    -443.787109
26125    86.312027      147.518    -442.790375
26175    86.234085       139.98    -443.521362
26225    82.940552       121.83    -446.768036
26275    78.761681      118.051    -445.247314
26325    77.472015       126.85     -445.13147
26375     69.17289      129.309    -445.703003
26425    69.276978      110.634    -441.138489
26475    76.602463      138.108    -444.880402
26525    71.043335      121.682    -444.661255
26575    79.013702      137.957    -441.876404
26625    57.822845       108.28    -445.389374
26675    66.497383      109.817    -444.128632
26725    76.124863      134.846    -443.952911
26775    62.786877      142.593    -447.506531
26825    49.015766      111.817    -443.700989
26875    62.375813      110.324    -442.466003
26925    69.481163      126.695    -444.302948
26975     65.89505      118.823    -442.843079
27025    59.425747      128.802     -444.68689
27075    45.694504      119.346    -446.618591
27125    58.557236      130.363    -447.167206
27175    67.819252       116.53    -443.815643
27225         NaN          NaN     -441.810669
27275         NaN          NaN     -443.893829
27325    63.342751      147.064    -445.975525
27375    68.730179      140.755    -445.188202
27425    52.002563       146.11    -444.408234
27475    67.535393      118.432    -444.628876
27525    63.232628      151.446    -445.342133
27575    50.599972      131.203    -442.645935
27625    36.751369      110.687     -439.36203
27675    28.968239      100.251    -436.781769
27725         NaN       107.968    -437.252655
27775         NaN       103.975     -431.25412
27825         NaN        130.05     -440.54187
27875         NaN       128.606    -439.975281
27925         NaN       131.838    -442.181793
27975         NaN       127.759    -446.059448
28025         NaN       114.645    -437.536285
28075         NaN       117.333    -432.929413
28125    35.368969      103.222     -435.89856
28175    36.750446        122.2    -439.423004
28225    43.857841      129.274    -441.764679
28275    37.860474      124.696    -438.156067
28325    33.904613      128.978    -439.332947
28375    32.719231      135.112    -445.012634
28425    38.195152      141.189    -446.574158
28475    41.904594      131.948     -442.18985
28525    41.908047      136.904    -443.564209
28575    40.426277      133.838    -445.157654
28625    39.958195      134.819    -441.832367
28675    31.753004      122.436    -439.164642
28725    36.179886      119.593     -438.13739
28775    35.545677       112.81    -434.617401
28825    38.776657      104.168    -436.103271
28875    40.775318          106    -438.304962
28925    48.398685      129.395    -438.072205
28975    30.427889       123.35     -439.38031
29025    27.640087      122.455    -442.372528
29075    24.778299      122.956    -441.547852
29125    32.905617       127.77     -440.52179
29175    27.301762       125.23    -440.764923
29225    24.741423      117.872    -437.781403
29275    31.530348      117.117    -438.337006
29325    36.796375      132.075    -437.541199
29375    40.586216      128.799     -437.20752
29425    37.290852      112.478    -435.436676
29475    45.975513      122.367    -435.346252
29525    43.545265      104.116    -432.499207
29575    46.031326      121.261    -436.287598
29625    51.526783      112.526    -432.762207
29675    54.627499      132.866    -436.956665
29725    42.326672       144.14    -441.754089
29775    42.734543      127.857    -438.494446
29825    41.268383      117.451     -436.86673
29875    39.756985      119.268    -436.955353
29925    51.362045      125.004    -436.565002
29975    36.560013       105.85    -434.396393
30025    53.157406      122.228     -436.67804
30075    57.826481        128.7    -440.584198
30125     62.57869      128.896     -444.78299
30175    66.535027      130.976    -443.451172
30225    64.105049      135.831    -443.783783
30275    69.040138        144.1    -443.190033
30325     55.16629      139.041    -440.544128
30375    64.909325      138.968     -445.17157
30425    55.103146      124.792    -442.188751
30475    53.436783       138.12    -439.714203
30525    50.107635       130.66    -440.954529
30575    55.110336       127.62    -442.743286
30625    49.174267       123.01    -439.762512
30675         NaN          NaN     -441.608124
30725         NaN          NaN     -442.000641
30775         NaN          NaN      -442.32785
30825         NaN          NaN     -441.155762
30875         NaN          NaN     -440.100006
30925         NaN          NaN     -440.100006
30975         NaN          NaN     -440.100006
31025         NaN          NaN      -440.00061
31075         NaN          NaN     -435.063721
31125         NaN          NaN     -436.669708
31175         NaN          NaN     -439.306915
31225    48.241951      123.903    -438.602173
31275    65.176292      126.333    -442.042755
31325    61.549152      140.752    -445.668396
31375    55.264454       127.35    -444.025391
31425     48.64904      130.124    -443.486389
31475    54.954231      135.488    -446.062958
31525    48.684467      128.834     -444.71756
31575     44.28516      114.869    -441.446106
31625    39.380882      108.883    -441.053589
31675    48.167458      123.864     -440.84491
31725    49.026352      131.275    -444.337433
31775    45.758709      124.287     -442.46463
31825    51.717026      124.261    -446.632874
31875    27.696636      112.053    -443.437988
31925    25.671698      119.744    -434.481689
31975    25.650661      103.296    -436.166992
32025    24.256517      111.631    -439.495544
32075    23.971752      116.658    -437.059357
32125    20.054274      96.3212    -431.273376
32175    28.929432       101.96    -433.608032
32225    18.180376       122.37    -431.117432
32275    23.273384      118.588    -437.660889
32325    22.360191      121.472    -438.113281
32375    24.135035      125.062    -438.238129
32425    14.338766      120.655    -438.035431
32475    14.039807      119.641    -436.802826
32525    19.887161      107.069    -435.169189
32575    18.366823      120.535    -438.545471
32625    25.498207      121.181    -436.621796
32675    25.967299      111.332    -435.697327
32725    24.433937      124.248    -440.938538
32775    32.035698      131.065    -444.948669
32825    30.127712      109.392    -444.105896
32875    37.506409      128.198    -443.566803
32925    40.824593      132.456    -445.518951
32975     26.53491      118.126    -442.256653
33025     31.86138      113.406    -439.811554
33075    26.203243      121.397    -441.731201
33125    23.221455      118.619    -438.759796
33175    20.606237      107.764    -435.985168
33225     20.17495      107.284     -435.07782
33275    16.275639      113.076    -433.602814
33325    19.502159      111.348    -434.009583
33375    26.221537      113.801    -434.369629
33425     20.38022      116.911    -432.691833
33475    23.788467      115.003    -435.673309
33525    21.010223       116.69    -436.014069
33575     21.82044      125.492    -437.385803
33625    25.746975      122.931    -436.179291
33675    29.090286      128.121    -435.360382
33725    28.741806      119.137    -436.306793
33775     28.05942      125.934    -440.518677
33825    21.870449      108.117    -437.457123
33875    23.163851      108.255    -441.876465
33925         NaN          NaN     -444.496124
33975         NaN          NaN          -444.5
34025         NaN          NaN          -444.5
34075         NaN          NaN     -444.479248
34125    26.614986      130.678    -443.027557
34175    29.614925      136.001    -439.821472
34225    36.912357      141.352    -440.996826
34275    25.722486      130.958    -441.589233
34325    24.805189      135.419    -443.836243
34375    30.041571      127.929    -442.252563
34425    29.104942      126.611    -437.522095
34475    23.918602      110.676    -435.964722
34525    26.730036       106.46    -437.431732
34575    22.796593      104.813    -433.292725
34625    26.408657      114.488    -436.205048
34675    14.690741      88.6309    -434.000793
34725    18.302614      102.235    -434.642761
34775    15.785862      104.679    -436.017395
34825     17.48711      97.2329    -431.618683
34875    14.849844      107.767     -434.41275
34925    12.641536       102.23    -436.479645
34975    10.478151      91.5242    -434.147827
35025    12.407906      106.167    -430.780609
35075    11.332185      111.134    -433.181946
35125    14.429486      115.931    -436.684235
35175    12.778108      113.079    -433.085083
35225    16.705896      105.965     -430.87384
35275    11.999778       113.54    -434.205811
35325    23.520733      112.558    -436.711975
35375    13.273415       117.01    -436.007904
35425     11.03659      109.873    -430.772125
35475    16.943096      121.752    -436.662445
35525    11.489056      109.588    -438.659393
35575     9.049605      116.806    -434.550446
35625    18.473679      96.3218    -433.591156
35675    11.926173      108.492    -436.236053
35725    13.766804      118.313    -438.392883
35775    15.654788      120.074    -439.492554
35825    19.047306      131.337    -438.972534
35875    18.105623       125.95    -435.481079
35925    20.113794      112.657    -435.857239
35975    20.433315      130.377    -436.084137
36025    23.860237      118.919    -440.361115
36075         NaN       102.132    -440.090729
36125    17.176386      120.549    -438.809601
36175    16.461323      116.306    -437.279877
36225    11.731891      113.326    -434.897369
36275     9.040763      105.252    -434.898712
36325    13.604603      102.177    -436.177734
36375    16.149092      114.387    -436.522919
36425    11.762794      97.3298    -435.379761
36475    11.956986      120.628    -435.725311
36525    13.596992      108.351    -437.355286
36575     8.524519      115.143    -435.724274
36625     9.347416      101.564    -437.603333
36675    12.149374      113.285    -440.238922
36725     6.569014      114.788    -439.472046
36775     7.395301       100.25    -437.050476
36825     8.322842      90.1095    -431.093445
36875     5.429167       81.646    -428.477814
36925     7.415484      92.5889    -434.041565
36975     8.950275      108.264    -434.937561
37025     4.259849      96.3772    -432.926239
37075     3.935141      106.393    -430.009613
37125     3.445503      104.472     -431.66452
37175     5.170546      114.773    -432.331879
37225     2.729635      114.048    -430.899078
37275     3.685227      117.017    -434.156677
37325     4.390164      105.559    -429.937683
37375      2.38488      104.931    -428.499115
37425     4.582204      103.893    -424.230072
37475     5.171013      99.6552    -424.796051
37525         NaN       99.1278    -420.576721
37575         NaN       104.981     -423.72348
37625      2.20572      96.9102    -417.993317
37675     1.899209      104.836    -420.045746
37725     3.262742      134.601    -428.675171
37775     1.628672      112.934    -431.420563
37825      2.61583      122.113    -431.615082
37875     1.229357      108.808    -422.400513
37925     4.004828      116.995    -426.435364
37975     1.899148      113.914    -431.119354
38025         NaN       101.422    -431.123627
38075         NaN        104.51    -425.825592
38125         NaN       110.187    -428.297119
38175         NaN       111.654    -426.545013
38225     2.752975      114.232    -428.970764
38275     3.522884       107.36    -427.220093
38325     3.260162      97.2692    -425.977234
38375     2.292968      95.3661    -425.810516
38425     4.279239       110.14    -427.714996
38475     2.759652       106.56    -430.557251
38525      3.63711      104.167    -430.679443
38575     2.470853      94.3085    -426.304993
38625     3.487468      108.282    -427.915436
38675     3.832142      96.8144    -426.944641
38725     2.836554      111.091    -432.200439
38775     2.842658      102.464    -428.008789
38825     9.897193      105.902    -427.941254
38875    10.174797       130.98    -434.965515
38925    12.990556      126.026    -435.852356
38975    11.194897      123.213    -436.183105
39025    12.734396      122.363    -435.754547
39075    19.379436      136.486    -436.500275
39125    20.980551      128.925    -435.681091
39175    26.033131      124.481    -437.808868
39225    27.080095      126.258    -442.241608
39275     25.33433      128.176    -442.732849
39325    26.179249      115.283    -439.684296
39375    27.261683      123.738    -440.204529
39425    17.187227      127.271    -438.535431
39475    19.651663      108.662    -436.995361
39525    16.800968      112.922     -436.03244
39575    25.209539      121.856    -435.558563
39625    23.377415      113.558     -433.07428
39675    29.332441      119.408    -434.934906
39725    22.529974      114.923    -435.261566
39775    21.014534      112.249    -433.722961
39825    24.830112      121.842    -437.643463
39875    22.538034        122.9    -439.148285
39925    19.426298      122.382    -438.165131
39975     26.26926      122.743    -432.763031
40025     22.76062      122.634    -432.440735
40075    18.014923      112.172    -432.290375
40125    22.440678      115.316    -438.100403
40175    26.839426      125.332    -440.793091
40225    22.464256      137.024    -440.293335
40275     22.99156      135.124    -440.237885
40325    23.140715      135.679    -440.230988
40375    26.815853      136.476    -438.087555
40425    18.891462      135.873    -438.980713
40475    16.418665      138.152    -441.611786
40525    16.770973      123.649    -436.579285
40575    18.761736      138.423    -435.350281
40625    16.594437      116.966    -433.910431
40675    13.443082      122.781    -436.627472
40725    13.469481      120.576    -434.674438
40775    10.245761      104.058    -428.410706
40825     13.49263      117.087    -431.273773
40875    10.858957      139.276    -433.439301
40925     20.17201      152.537     -434.98645
40975    18.530102      156.545    -437.360413
41025    20.037975       125.93    -431.176666
41075    17.587812      131.086    -438.652405
41125    14.803007      137.709     -436.45575
41175    18.187738      134.713    -438.797089
41225    24.725962      155.719    -436.357483
41275    25.843111          138    -439.225952
41325    26.525579      147.303    -440.092285
41375    25.330854      140.189    -439.688324
41425    19.120489      116.811    -440.656952
41475    30.186188      139.601    -440.607086
41525     30.15019      135.538    -441.939087
41575    27.884638      158.369    -442.188812
41625    25.220255      157.443    -438.775116
41675    28.869543      138.748    -440.065674
41725    17.844942      129.018    -435.035278
41775    31.182299      129.489    -436.662598
41825    25.205849      132.856    -437.589691
41875    21.102448      122.379    -433.991211
41925    20.405449      120.242    -433.555389
41975    18.888935          119    -435.132721
42025    21.000746      127.714    -437.240936
42075    16.373907       118.98    -432.958405
42125    24.519913      130.531    -437.589996
42175    16.001038      112.724    -434.616333
42225    13.842506      120.923    -435.004974
42275    12.061738      106.627    -431.889069
42325     11.19069      116.675    -429.270844
42375     9.695848      115.187    -430.346008
42425     10.96596      117.314    -430.562042
42475     9.922915      108.501     -429.98645
42525    14.823242      116.682    -428.378265
42575       7.2682      114.288    -431.145813
42625    11.172944      107.198    -430.891388
42675    15.294135       129.87    -433.857574
42725    19.021202      113.134    -435.519958
42775    14.955108      137.617    -428.934906
42825    12.696876      121.705    -429.672943
42875    14.787705      129.943    -432.745697
42925    19.794985      125.049    -435.726837
42975    15.923314      129.002     -435.02124
43025    17.531012      127.971     -432.98056
43075    17.521328       119.66    -434.427032
43125    13.833585      114.815    -432.912354
43175     20.34057      132.341    -436.889404
43225     21.57753      149.274    -439.909241
43275    23.226616      137.422    -438.515289
43325    18.694391      135.309    -436.763641
43375    19.235521      130.196    -438.133331
43425    21.951052      150.779    -439.683838
43475    21.172985      140.581    -436.946564
43525     19.63171      131.676    -441.300598
43575    21.323635      130.449    -442.671753
43625    16.120241      127.439     -441.36911
43675    17.073774      152.263    -438.262146
43725    12.579941      112.763    -432.302673
43775    16.542837      107.491    -433.448395
43825    11.179863      117.595    -438.358612
43875     10.88099      121.885    -437.504669
43925    11.809543      111.018    -436.010956
43975    10.881812      112.051    -431.738678
44025    21.060926      125.807    -433.962646
44075     7.518937      112.021    -437.560852
44125      7.23236      120.022    -436.853027
44175     6.048175          119    -435.164276
44225     7.152085      108.739     -433.21521
44275    11.213979      119.628     -432.29599
44325     9.170288      122.377    -431.641266
44375     6.798895      134.211    -434.424683
44425     6.101133      118.851    -433.004669
44475     7.485259      103.016    -429.385651
44525     6.449152      122.146    -430.211517
44575     6.686209      116.513    -432.112579
44625     6.777921      102.034    -427.646637
44675     2.916103      110.004     -430.91629
44725     2.606086       108.46    -429.980194
44775       4.9486      115.172    -430.516724
44825    11.659195      102.379    -428.317871

 


2. Core EDC99

Column 1: Age (years before 1950, EDC2 timescale)
Column 2: nss-Ca flux (ng/cm2/yr)
Column 3: Na flux (ng/cm2/yr)
 
Age         nss-Ca        Na
43375      23.1494      166.705
43425      22.6337      128.304
43475      20.4799      139.829
43525      22.5012      128.081
43575       23.234      135.729
43625       22.662      143.591
43675       20.429      145.304
43725      18.2323      139.663
43775       18.597      124.966
43825      18.8867      95.8464
43875      16.5815      126.762
43925      15.7028      137.956
43975      12.8673      120.796
44025      18.0074      126.301
44075      20.4333      118.428
44125      21.8985      121.854
44175      16.3676      101.071
44225      9.68548      113.848
44275      12.9527      115.173
44325      11.2019       130.24
44375      8.21098       110.36
44425      6.79968      109.693
44475      9.64639      129.505
44525      10.3748        100.7
44575      11.5622      115.509
44625      9.57054       104.04
44675      9.85835      110.802
44725      8.30029      110.453
44775      8.91922      102.052
44825      13.7918      135.178
44875      11.2378      97.5187
44925      9.52575      115.057
44975       8.9316      126.866
45025      8.14396      122.117
45075      7.34462      120.798
45125      5.26006      111.506
45175      8.50031      113.412
45225      9.80084      103.899
45275      6.97656      111.532
45325      7.69096      105.044
45375      4.36674      120.029
45425      5.23566      100.716
45475      6.33353      113.936
45525      6.82214      95.5894
45575      6.44734      100.143
45625      8.91694      97.9601
45675      9.88927      98.2601
45725      5.23052       100.48
45775      5.94851      102.248
45825      9.38821      102.348
45875      7.40761      110.356
45925      9.06118      111.971
45975      9.12722      100.096
46025      5.66778      115.476
46075      9.13042       121.09
46125      15.1053      110.364
46175      13.7465      110.378
46225       15.462      105.936
46275      12.7607      100.452
46325      11.0371      120.249
46375      13.3241      113.178
46425      11.3197      106.925
46475      13.7516      115.381
46525      10.5937      132.535
46575      9.91929      121.192
46625      12.1675      140.069
46675      9.98436      120.666
46725       13.409       97.984
46775      14.5229      121.505
46825      11.6539      119.531
46875      15.3324      118.282
46925      18.0767      133.734
46975       18.518      111.848
47025      21.8501      121.339
47075      23.0737      136.208
47125      27.7596      147.149
47175      27.8118       114.83
47225      26.7928      113.301
47275      23.9791      136.106
47325      21.0782      128.385
47375      28.0036       139.58
47425       29.355      135.015
47475      39.2918      144.343
47525      32.8917      151.857
47575      22.4792      125.589
47625      21.0994      133.664
47675      18.8341      114.493
47725         NaN          NaN
47775         NaN          NaN
47825      23.3385      129.329
47875      21.7193      133.758
47925      20.5755      114.067
47975      22.7816      115.957
