Core label	depth	compdepth	age	cw13	cw18
GeoB1117-2	6.83	6.90	186.00	-0.99	3.47
GeoB1117-2	7.13	7.20	186.10	-1.24	3.55
GeoB1117-2	7.18	7.25	186.19	-0.81	3.46
GeoB1117-2	7.23	7.30	186.42	0.22	3.21
GeoB1117-2	7.28	7.35	186.81	0.02	3.03
GeoB1117-2	7.33	7.40	187.40	-0.33	3.06
GeoB1117-2	7.38	7.45	188.20	0.02	3.17
GeoB1117-2	7.43	7.50	189.23	0.45	2.83
GeoB1117-2	7.48	7.55	190.53	0.26	2.64
GeoB1117-2	7.53	7.60	192.11	0.58	2.68
GeoB1117-2	7.58	7.65	194.00	0.60	2.48
GeoB1117-2	7.63	7.70	196.22	0.11	2.71
GeoB1117-2	7.68	7.75	198.78	0.17	2.92
GeoB1117-2	7.73	7.80	201.70	0.14	2.95
GeoB1117-2	7.78	7.85	205.00	0.20	2.98
GeoB1117-2	7.83	7.90	208.64	0.66	2.82
GeoB1117-2	7.88	7.95	212.40	0.70	2.82
GeoB1117-2	7.93	8.00	216.00	0.75	2.72
GeoB1117-2	7.98	8.05	219.22	0.17	2.89
GeoB1117-2	8.03	8.10	222.03	-0.12	3.24
GeoB1117-2	8.08	8.15	224.42	-0.20	3.38
GeoB1117-2	8.13	8.20	226.41	-0.40	3.72
GeoB1117-2	8.18	8.25	228.00	-0.48	4.00
GeoB1117-2	8.23	8.30	229.21	-0.50	3.56
GeoB1117-2	8.28	8.35	230.12	-0.34	3.60
GeoB1117-2	8.33	8.40	230.83	-0.31	3.35
GeoB1117-2	8.38	8.45	231.43	-1.01	3.66
GeoB1117-2	8.43	8.50	232.02	-1.17	3.38
GeoB1117-2	8.48	8.55	232.68	-0.56	3.07
GeoB1117-2	8.53	8.60	233.51	-0.08	3.12
GeoB1117-2	8.58	8.65	234.62	0.36	2.83
GeoB1117-2	8.63	8.70	236.08	0.45	2.70
GeoB1117-2	8.68	8.75	238.00	0.66	2.56
GeoB1117-2	8.73	8.80	240.38	-0.12	2.75
GeoB1117-2	8.78	8.85	242.86	0.10	3.17
GeoB1117-2	8.83	8.90	245.00	0.03	3.47
GeoB1117-2	8.88	8.95	246.46	-0.17	3.47
GeoB1117-2	8.93	9.00	247.36	-0.47	3.66
GeoB1117-2	8.98	9.05	247.93	-0.38	3.81
GeoB1117-2	9.03	9.10	248.40	-0.70	3.63
GeoB1117-2	9.08	9.15	249.00	-0.31	3.90
GeoB1117-2	9.13	9.20	249.91	-0.37	3.90
GeoB1117-2	9.18	9.25	251.13	-0.28	3.79
GeoB1117-2	9.23	9.30	252.63	-0.28	3.81
GeoB1117-2	9.28	9.35	254.35	-0.19	3.79
GeoB1117-2	9.33	9.40	256.25	-0.31	3.71
GeoB1117-2	9.38	9.45	258.28	-0.64	3.74
GeoB1117-2	9.43	9.50	260.42	-0.52	3.61
GeoB1117-2	9.48	9.55	262.60	-0.30	3.66
GeoB1117-2	9.53	9.60	264.79	-0.81	3.77
GeoB1117-2	9.58	9.65	266.93	-0.85	3.74
GeoB1117-2	9.63	9.70	269.00	-1.02	3.80
GeoB1117-2	9.68	9.75	270.95	-0.62	3.80
GeoB1117-2	9.73	9.80	272.82	-0.57	3.74
GeoB1117-2	9.78	9.85	274.65	-0.72	3.64
GeoB1117-2	9.83	9.90	276.47	-1.08	3.62
GeoB1117-2	9.88	9.95	278.33	-0.51	3.49
GeoB1117-2	9.93	10.00	280.28	0.37	3.29
GeoB1117-2	9.98	10.05	282.34	0.25	3.25
GeoB1117-2	10.03	10.10	284.57	0.55	3.23
GeoB1117-2	10.08	10.15	287.00	0.45	2.99
GeoB1117-2	10.13	10.20	289.64	0.56	3.08
GeoB1117-2	10.18	10.25	292.35	-0.23	3.39
GeoB1117-2	10.23	10.30	294.93	-0.29	3.33
GeoB1117-2	10.28	10.35	297.21	-0.68	3.48
GeoB1117-2	10.33	10.40	299.00	-0.81	3.61
GeoB1117-2	10.38	10.45	300.18	-0.57	3.50
GeoB1117-2	10.43	10.50	300.85	-0.05	3.43
GeoB1117-2	10.48	10.55	301.16	-0.52	3.52
GeoB1117-2	10.53	10.60	301.28	0.28	3.31
GeoB1117-2	10.58	10.65	301.36	-0.13	3.43
GeoB1117-2	10.63	10.70	301.57	0.08	3.31
GeoB1117-2	10.68	10.75	302.05	0.11	3.07
GeoB1117-2	10.73	10.80	302.98	0.12	3.02
GeoB1117-2	10.78	10.85	304.51	0.36	2.82
GeoB1117-2	10.83	10.90	306.80	0.20	2.83
GeoB1117-2	10.88	10.95	310.00	-0.32	2.66
GeoB1117-2	10.93	11.00	314.69	-0.88	2.96
GeoB1117-2	10.98	11.05	320.00	0.04	2.85
GeoB1117-2	11.03	11.10	324.30	0.39	2.84
GeoB1117-2	11.08	11.15	327.53	0.48	2.11
GeoB1117-2	11.13	11.20	330.00	0.61	2.50
GeoB1117-2	11.18	11.25	332.00	0.38	2.28
GeoB1117-2	11.23	11.30	333.64	-0.08	2.30
GeoB1117-2	11.28	11.35	335.00	0.44	2.47
GeoB1117-2	11.33	11.40	336.15	-0.23	2.33
GeoB1117-2	11.38	11.45	337.17	0.19	2.77
GeoB1117-2	11.43	11.50	338.14	-0.39	3.92
GeoB1117-2	11.48	11.55	339.13	-0.45	4.00
GeoB1117-2	11.53	11.60	340.22	-0.70	4.00
GeoB1117-2	11.58	11.65	341.49	-0.73	4.14
GeoB1117-2	11.63	11.70	343.00	-0.95	4.24
GeoB1117-2	11.68	11.75	344.82	-1.17	4.07
GeoB1117-2	11.73	11.80	346.92	-0.25	4.03
GeoB1117-2	11.78	11.85	349.26	-0.71	3.95
GeoB1117-2	11.83	11.90	351.78	-1.26	3.97
GeoB1117-2	11.88	11.95	354.44	-0.61	3.90
GeoB1117-2	11.93	12.00	357.20	-0.42	3.77
GeoB1117-2	11.98	12.05	360.00	-0.39	3.79
