Core label	depth	compdepth	age	cw13	cw18
GeoB2204-2	5,78	5,88	233,82	0,97	3,46
GeoB2204-2	5,83	5,93	235,46	1,02	3,18
GeoB2204-2	5,88	5,98	237,07		
GeoB2204-2	5,93	6,03	238,65	1,13	2,77
GeoB2204-2	5,98	6,08	240,20	1,02	2,56
GeoB2204-2	6,03	6,13	241,71	0,23	2,61
GeoB2204-2	6,08	6,18	243,19		
GeoB2204-2	6,13	6,23	244,63		
GeoB2204-2	6,18	6,28	246,03		
GeoB2204-2	6,23	6,33	247,39		
GeoB2204-2	6,28	6,38	248,72	0,55	3,18
GeoB2204-2	6,33	6,43	250,00	0,85	3,74
GeoB2204-2	6,38	6,48	251,25		
GeoB2204-2	6,43	6,53	252,48		
GeoB2204-2	6,48	6,58	253,73		
GeoB2204-2	6,53	6,63	255,02		
GeoB2204-2	6,58	6,68	256,39		
GeoB2204-2	6,63	6,73	257,87		
GeoB2204-2	6,68	6,78	259,47		
GeoB2204-2	6,73	6,83	261,24		
GeoB2204-2	6,78	6,88	263,19		
GeoB2204-2	6,83	6,93	265,37		
GeoB2204-2	6,88	6,98	267,80		
GeoB2204-2	6,93	7,03	270,50	1,00	3,41
GeoB2204-2	6,97	7,07	272,88	0,37	3,26
GeoB2204-2	7,03	7,13	276,78		
GeoB2204-2	7,08	7,18	280,29	0,29	2,75
GeoB2204-2	7,13	7,23	284,02		
GeoB2204-2	7,18	7,28	287,92		
GeoB2204-2	7,23	7,33	291,97	0,42	2,34
GeoB2204-2	7,28	7,38	296,13	0,98	2,66
GeoB2204-2	7,33	7,43	300,37	0,99	2,49
GeoB2204-2	7,38	7,48	304,66	1,00	2,56
GeoB2204-2	7,43	7,53	308,96		
GeoB2204-2	7,48	7,58	313,25	1,06	2,26
GeoB2204-2	7,53	7,63	317,48	1,05	2,39
GeoB2204-2	7,58	7,68	321,64	0,69	2,17
GeoB2204-2	7,63	7,73	325,67	0,11	2,81
GeoB2204-2	7,68	7,78	329,56	-0,02	2,32
GeoB2204-2	7,73	7,83	333,27		
GeoB2204-2	7,78	7,88	336,77	-0,27	2,84
GeoB2204-2	7,83	7,93	340,02		
GeoB2204-2	7,88	7,98	343,00	0,62	4,00
GeoB2204-2	7,93	8,03	345,68		
GeoB2204-2	7,97	8,07	347,66	0,60	4,04
GeoB2204-2	8,03	8,13	350,43	0,34	3,34
GeoB2204-2	8,08	8,18	352,64		
GeoB2204-2	8,13	8,23	354,84	0,62	3,57
GeoB2204-2	8,18	8,28	357,12		
GeoB2204-2	8,23	8,33	359,54	0,98	3,54
GeoB2204-2	8,28	8,38	362,18		
GeoB2204-2	8,33	8,43	365,12		
GeoB2204-2	8,38	8,48	368,44		
GeoB2204-2	8,43	8,53	372,21	0,50	1,94
GeoB2204-2	8,48	8,58	376,50	0,24	3,14
GeoB2204-2	8,53	8,63	381,37	0,39	2,15
GeoB2204-2	8,58	8,68	386,77	1,02	1,51
GeoB2204-2	8,63	8,73	392,62		
GeoB2204-2	8,68	8,78	398,84	1,31	2,35
GeoB2204-2	8,73	8,83	405,37	1,17	1,80
GeoB2204-2	8,78	8,88	412,12	1,02	1,76
GeoB2204-2	8,83	8,93	419,02	1,28	2,34
GeoB2204-2	8,88	8,98	426,00	0,91	2,84
