Core label	depth	compdepth	age	cw13	cw18
GeoB1721-6	0,01	0,01	0,30	0,64	2,43
GeoB1721-6	0,04	0,04	1,19		
GeoB1721-6	0,07	0,07	2,37	0,28	2,34
GeoB1721-6	0,10	0,10	3,56	0,37	2,18
GeoB1721-6	0,13	0,13	4,73	0,71	2,50
GeoB1721-6	0,16	0,16	5,90	0,10	3,17
GeoB1721-6	0,19	0,19	7,06	0,61	2,46
GeoB1721-6	0,22	0,22	8,21	0,68	2,60
GeoB1721-6	0,25	0,25	9,35	0,31	2,31
GeoB1721-6	0,28	0,28	10,38	0,34	2,37
GeoB1721-7	0,23	0,30	11,49	0,31	2,72
GeoB1721-7	0,28	0,35	13,04	0,13	3,35
GeoB1721-7	0,33	0,40	14,80	-0,07	3,68
GeoB1721-7	0,38	0,45	16,50	-0,29	4,05
GeoB1721-7	0,43	0,50	18,13		
GeoB1721-7	0,48	0,55	19,69	0,13	3,93
GeoB1721-7	0,53	0,60	21,20	-0,24	4,12
GeoB1721-7	0,58	0,65	22,66	-0,15	3,95
GeoB1721-7	0,63	0,70	24,08	0,03	3,86
GeoB1721-7	0,68	0,75	25,45	0,31	3,70
GeoB1721-7	0,73	0,80	26,80	-0,20	3,97
GeoB1721-7	0,78	0,85	28,13	0,14	3,70
GeoB1721-7	0,83	0,90	29,44	-0,32	3,47
GeoB1721-7	0,88	0,95	30,74	-0,01	3,53
GeoB1721-7	0,93	1,00	32,04	0,11	3,73
GeoB1721-7	0,98	1,05	33,35		
GeoB1721-7	1,03	1,10	34,66	0,36	3,68
GeoB1721-7	1,08	1,15	36,00	-0,01	3,32
GeoB1721-7	1,13	1,20	37,37	0,39	3,63
GeoB1721-7	1,18	1,25	38,77	0,22	3,64
GeoB1721-7	1,23	1,30	40,23	0,18	3,74
GeoB1721-7	1,28	1,35	41,75	-0,02	3,56
GeoB1721-7	1,33	1,40	43,35	0,06	3,54
GeoB1721-7	1,38	1,45	45,05	-0,44	3,72
GeoB1721-7	1,43	1,50	46,84	0,18	3,48
GeoB1721-7	1,48	1,55	48,76	0,02	3,25
GeoB1721-7	1,53	1,60	50,81	0,11	3,63
GeoB1721-7	1,58	1,65	53,01	0,10	3,23
GeoB1721-7	1,63	1,70	55,34	-0,27	3,62
GeoB1721-7	1,68	1,75	57,77	0,02	3,63
GeoB1721-7	1,73	1,80	60,24	-0,23	2,85
GeoB1721-7	1,78	1,85	62,66	-0,27	3,75
GeoB1721-7	1,83	1,90	64,99	-0,29	3,73
GeoB1721-7	1,88	1,95	67,18	0,27	3,31
GeoB1721-7	1,93	2,00	69,22	0,13	3,40
GeoB1721-7	1,98	2,05	71,14	-0,24	3,49
GeoB1721-7	2,03	2,10	72,94	0,24	2,87
GeoB1721-7	2,08	2,15	74,65	0,45	2,64
GeoB1721-7	2,13	2,20	76,29		
GeoB1721-7	2,18	2,25	77,86	0,10	2,81
GeoB1721-7	2,23	2,30	79,39	0,47	3,25
GeoB1721-7	2,28	2,35	80,90	0,70	3,12
GeoB1721-7	2,33	2,40	82,40	-0,01	3,37
GeoB1721-7	2,38	2,45	83,90	0,22	3,13
GeoB1721-7	2,43	2,50	85,43	0,24	3,27
GeoB1721-7	2,48	2,55	87,00	0,25	3,40
GeoB1721-7	2,53	2,60	88,63	0,38	3,40
GeoB1721-7	2,58	2,65	90,31	0,38	3,36
GeoB1721-7	2,63	2,70	92,03		
GeoB1721-7	2,68	2,75	93,80	0,55	3,20
GeoB1721-7	2,73	2,80	95,61	-0,12	2,85
GeoB1721-7	2,78	2,85	97,46	0,73	2,94
GeoB1721-7	2,83	2,90	99,33	0,42	2,88
GeoB1721-7	2,88	2,95	101,22	0,28	2,51
GeoB1721-7	2,93	3,00	103,14	-0,04	2,90
GeoB1721-7	2,98	3,05	105,06	0,05	3,19
GeoB1721-7	3,03	3,10	107,00	0,07	3,05
GeoB1721-7	3,08	3,15	108,94	0,08	3,31
GeoB1721-7	3,13	3,20	110,88	0,22	3,39
GeoB1721-7	3,18	3,25	112,80		
GeoB1721-7	3,23	3,30	114,71		
GeoB1721-7	3,28	3,35	116,59	0,52	2,49
GeoB1721-7	3,33	3,40	118,43	0,22	3,16
GeoB1721-7	3,38	3,45	120,24		
GeoB1721-7	3,43	3,50	122,00	0,46	2,27
GeoB1721-7	3,48	3,55	123,70		
GeoB1721-7	3,53	3,60	125,37	0,11	3,07
GeoB1721-7	3,58	3,65	127,00	0,10	3,65
GeoB1721-7	3,63	3,70	128,60	0,10	3,54
GeoB1721-7	3,68	3,75	130,19	-0,04	4,15
GeoB1721-7	3,73	3,80	131,78	-0,03	3,97
GeoB1721-7	3,78	3,85	133,38	-0,03	4,17
GeoB1721-7	3,83	3,90	135,00	-0,30	4,22
GeoB1721-7	3,88	3,95	136,65	-0,16	4,16
GeoB1721-7	3,93	4,00	138,33	-0,19	3,84
GeoB1721-7	3,98	4,05	140,04	-0,22	3,90
GeoB1721-7	4,03	4,10	141,78		
GeoB1721-7	4,08	4,15	143,56	-0,10	4,00
GeoB1721-7	4,13	4,20	145,37	-0,39	3,22
GeoB1721-7	4,18	4,25	147,21		
GeoB1721-7	4,23	4,30	149,09	-0,58	3,35
GeoB1721-7	4,28	4,35	151,00	-0,16	4,07
GeoB1721-7	4,33	4,40	152,95	-0,53	3,96
GeoB1721-7	4,38	4,45	154,94	-0,39	3,96
GeoB1721-7	4,43	4,50	156,98	-0,47	4,01
GeoB1721-7	4,48	4,55	159,06	-0,20	3,72
GeoB1721-7	4,53	4,60	161,18		
GeoB1721-7	4,58	4,65	163,36		
GeoB1721-7	4,63	4,70	165,59	-0,31	3,28
GeoB1721-7	4,68	4,75	167,88	-0,47	3,47
GeoB1721-7	4,73	4,80	170,23	-0,43	3,57
GeoB1721-7	4,78	4,85	172,65		
GeoB1721-7	4,83	4,90	175,13	-0,18	3,80
GeoB1721-7	4,88	4,95	177,68	-0,12	3,70
GeoB1721-7	4,93	5,00	180,30	-0,37	3,69
