# NOAA Paleoclimatology Program - Paleocean Site Data
# odp981d_isot-fwc.txt
# Isotope data only
# File Created: 18-Jan-2005
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Amy E. Draut
# Core/Site:      ODP981
# Latitude:       55.28.00N	( 55.46667)
# Longitude:      14.39.00W	( -14.65)
# Water Depth(m): 2173
#
# Publications:
#   Draut, A.E., M.E. Raymo, J.F. McManus, and D.W. Oppo. 2003. Climate stability
#     during the Pliocene warm period. Paleoceanography 18(4):1078.
#------------------
#
# Description & Notes:
#   Pliocene Warm Period Foraminifer Stable Isotope Data.
#   
#
# Variables:
#             depth         Depth (cm)
#             yrBP          radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             d18Oc.wuell   delta O18 PDB (Cibicidoides wuellerstorfi)
#             d13Ccibid     delta C13 PDB (Cibicidoides sp.)
#             d13Cn.pachy-r delta C13 PDB (Neogloboquadrina pachyderma (right coiling))
#             d18Ocibid     delta O18 PDB (Cibicidoides sp.)
#             d18On.pachy-r delta O18 PDB (Neogloboquadrina pachyderma (right coiling))
#
# CORE: ODP981
depth         yrBP          d18Oc.wuell   d13Ccibid     d13Cn.pachy-r d18Ocibid     d18On.pachy-r notes
 22467         3245200       2.72          0.58         -0.73          2.73         -999          981B   23  3   115-117      
 22467         3245200      -999          -999          -999           2.71         -999          981B   23  3   115-117      
 22467         3245200      -999          -999          -999          -999           0.76         981B   23  3   115-117      
 22472         3245620       2.62          0.82         -0.34          2.62          0.96         981B   23  3   120-122      
 22477         3246050       2.6           0.57         -0.58          2.6           1.1          981B   23  3   125-127      
 22482         3246480       2.61          0.55         -0.84          2.61          0.95         981B   23  3   130-132      
 22487         3246900       2.61          0.52         -0.74          2.61          0.93         981B   23  3   135-137      
 22492         3247330       2.72          0.62         -0.99          2.72          0.72         981B   23  3   140-142      
 22497         3247750       2.58          0.63         -0.73          2.58          0.69         981B   23  3   145-147      
 22507         3248610       2.59          0.53         -0.64          2.59          0.86         981B   23  4   005-007      
 22512         3249030       2.47          0.81         -0.45          2.47          0.98         981B   23  4   010-012      
 22517         3249470       2.72          0.73         -0.62          2.72          0.77         981B   23  4     15-17      
 22522         3249890       2.58          0.75         -0.53          2.58          0.77         981B   23  4     20-22      
 22527         3250320      -999           0.87         -999          -999          -999          981B   23  4     25-27      
 22527         3250320       2.58          0.71         -0.39          2.5          -999          981B   23  4     25-27      
 22527         3250320      -999          -999          -999           2.66         -999          981B   23  4     25-27      
 22527         3250320      -999          -999          -999          -999           1.02         981B   23  4     25-27      
 22532         3250750       2.56          0.56         -0.62          2.56          0.96         981B   23  4     30-32      
 22537         3251170       2.49          0.54         -0.66          2.49          0.82         981B   23  4     35-37      
 22542         3251600       2.63          0.82         -0.78          2.63          0.67         981B   23  4     40-42      
 22547         3252030       2.44          0.66         -0.48          2.44          1            981B   23  4     45-47      
 22552         3252450       2.45          0.73         -0.33          2.45          0.99         981B   23  4     50-52      
 22557         3252880       2.46         -0.02         -0.54          2.46          1.09         981B   23  4     55-57      
 22562         3253310       2.48          0.75         -0.52          2.48          1.01         981B   23  4     60-62      
 22567         3253740       2.57          0.69         -0.57          2.57          0.82         981B   23  4     65-67      
 22572         3254160      -999           0.69         -999          -999          -999          981B   23  4     70-72      
 22572         3254160       2.52          0.82         -0.13          2.52         -999          981B   23  4     70-72      
 22572         3254160      -999          -999          -999           2.51         -999          981B   23  4     70-72      
 22572         3254160      -999          -999          -999          -999           1.01         981B   23  4     70-72      
 22577         3254590       2.45          0.69         -0.58          2.45          0.91         981B   23  4     75-77      
 22582         3255020       2.34          0.64         -0.28          2.34          0.88         981B   23  4     80-82      
 22587         3255440      -999           0.68         -999          -999          -999          981B   23  4     85-87      
 22587         3255440       2.42          0.63         -0.49          2.41         -999          981B   23  4     85-87      
 22587         3255440      -999          -999          -999           2.43         -999          981B   23  4     85-87      
 22587         3255440      -999          -999          -999          -999           0.7          981B   23  4     85-87      
 22592         3255870       2.64          0.64         -0.29          2.64          0.81         981B   23  4     90-92      
 22597         3256300       2.52          0.74         -0.37          2.52          0.72         981B   23  4     95-97      
 22602         3256725      -999          -999          -0.19         -999           0.86         981B   23  4   100-102      
 22607         3257150       2.43          0.68         -0.18          2.43          0.86         981B   23  4   105-107      
 22612         3257590       2.37          0.77         -0.31          2.37          1.08         981B   23  4   110-112      
 22617         3258000       2.67          0.65         -0.34          2.67          0.92         981B   23  4   115-117      
 22622         3258435      -999          -999          -0.16         -999           0.85         981B   23  4   120-122      
 22627         3258870       2.43          0.68          0             2.43          0.65         981B   23  4   125-127      
 22632         3259280       2.61          0.61         -0.11          2.61          0.86         981B   23  4   130-132      
 22637         3259715      -999          -999          -0.37         -999           0.8          981B   23  4   135-137      
 22642         3260150      -999           0.16         -999          -999          -999          981B   23  4   140-142      
 22642         3260150      -999           0.62         -999          -999          -999          981B   23  4   140-142      
 22642         3260150      -999           0.39         -999          -999          -999          981B   23  4   140-142      
 22642         3260150       2.47         -999          -0.34         -999          -999          981B   23  4   140-142      
 22642         3260150      -999          -999          -999           2.6          -999          981B   23  4   140-142      
 22642         3260150      -999          -999          -999           2.45         -999          981B   23  4   140-142      
 22642         3260150      -999          -999          -999           2.35         -999          981B   23  4   140-142      
 22642         3260150      -999          -999          -999          -999           0.81         981B   23  4   140-142      
 22647         3260785      -999          -999          -0.3          -999           0.8          981B   23  4   145-147      
 22657         3261420       2.49          0.58         -0.1           2.49          0.83         981B   23  5   005-007      
 22662         3261420      -999          -999          -0.2          -999           0.83         981B   23  5   010-012      
 22667         3262280       2.68          0.63         -0.41          2.68          0.84         981B   23  5     15-17      
 22672         3262700       2.55          0.77         -0.34          2.55          0.91         981B   23  5     20-22      
 22677         3263120       2.44          0.36         -0.18          2.44          0.95         981B   23  5     25-27      
 22682         3263610      -999          -999          -0.44         -999           0.82         981B   23  5     30-32      
 22687         3264100      -999          -999          -0.38         -999           1.02         981B   23  5     35-37      
 22694         3264590       2.57          0.74         -0.2           2.57          0.93         981B   23  5     42-44      
 22697         3264840       2.41          0.61         -0.13          2.41          0.96         981B   23  5     45-47      
 22702         3265260       2.73          0.8          -0.25          2.73          0.77         981B   23  5     50-52      
 22707         3265700       2.4           0.75         -0.29          2.4           0.85         981B   23  5     55-57      
 22712         3266120       2.36          0.61         -0.4           2.36          0.76         981B   23  5     60-62      
 22717         3266540       2.64          0.57         -0.27          2.64          0.98         981B   23  5     65-67      
 22722         3266980       2.66          0.28         -0.23          2.66          0.88         981B   23  5     70-72      
 22727         3267400       2.43          0.42         -0.21          2.43          0.85         981B   23  5     75-77      
 22732         3267820       2.38          0.7          -0.48          2.38          0.85         981B   23  5     80-82      
 22737         3268260       2.47          0.37         -0.27          2.47          0.9          981B   23  5     85-87      
 22742         3268680       2.61          0.72         -0.26          2.61          0.87         981B   23  5     90-92      
 22747         3269100      -999           0.41         -999          -999          -999          981B   23  5     95-97      
 22747         3269100      -999           0.66         -999          -999          -999          981B   23  5     95-97      
 22747         3269100       2.67         -999          -999          -999          -999          981B   23  5     95-97      
 22747         3269100      -999          -999          -999           2.65         -999          981B   23  5     95-97      
 22747         3269100      -999          -999          -999           2.69         -999          981B   23  5     95-97      
 22762         3270390       2.72          0.6          -999           2.72         -999          981B   23  5   110-112      
 22767         3270820       2.71          0.67         -0.34          2.71          0.84         981B   23  5   115-117      
 22782         3272100       2.68          0.77         -999           2.68         -999          981B   23  5   130-132      
 22789         3272700       2.61         -999          -999          -999          -999                        
 22809         3274410       2.76         -999          -999          -999          -999                        
 22834         3276540       2.65         -999          -999          -999          -999                        
 22854         3278250       2.75         -999          -999          -999          -999                        
 22876         3280130       2.74         -999          -999          -999          -999                        
 22894         3281660       2.84         -999          -999          -999          -999                        
 22914         3283370       3.11         -999          -999          -999          -999                        
 22934         3285080       3.22         -999          -999          -999          -999                        
 22954         3286960       3.28         -999          -999          -999          -999                        
 22979         3288160       3.19         -999          -999          -999          -999                        
 22999         3289130       2.97         -999          -999          -999          -999                        
 23019         3290090       3.07         -999          -999          -999          -999                        
 23039         3291050       3.06         -999          -999          -999          -999                        
 23059         3292010       2.94         -999          -999          -999          -999                        
 23080         3293020       3.14         -999          -999          -999          -999                        
 23099         3293930       2.97         -999          -999          -999          -999                        
 23124         3295140       3.02         -999          -999          -999          -999                        
 23144         3296100       2.9          -999          -999          -999          -999                        
 23164         3297060       2.96         -999          -999          -999          -999                        
 23206         3299080       2.92         -999          -999          -999          -999                        
 23221         3299800       2.81         -999          -999          -999          -999                        
 23241         3300760       2.93         -999          -999          -999          -999                        
 23261         3301730       2.66         -999          -999          -999          -999                        
 23286         3302930       2.76         -999          -999          -999          -999                        
 23306         3303890       2.7          -999          -999          -999          -999                        
 23326         3304850       2.55         -999          -999          -999          -999                        
 23346         3305820       2.46         -999          -999          -999          -999                        
 23366         3306780       2.51         -999          -999          -999          -999                        
 23386         3307740       2.39         -999          -999          -999          -999                        
 23406         3308700       2.31         -999          -999          -999          -999                        
 23451         3310870       2.14         -999          -999          -999          -999                        
 23471         3314310       2.32         -999          -999          -999          -999                        
 23491         3317740       2.36         -999          -999          -999          -999                        
 23506         3320320       2.37         -999          -999          -999          -999                        
 23531         3324620       2.57         -999          -999          -999          -999                        
 23551         3328060       2.49         -999          -999          -999          -999                        
 23576         3332360       2.42         -999          -999          -999          -999                        
 23585         3333900       2.45         -999          -999          -999          -999                        
 23612         3338550       2.53         -999          -999          -999          -999                        
 23652         3345420       2.67         -999          -999          -999          -999                        
 23678         3349910       2.57         -999          -999          -999          -999                        
 23692         3352310       2.47         -999          -999          -999          -999                        
 23712         3355740       2.48         -999          -999          -999          -999                        
 23757         3363490       2.58         -999          -999          -999          -999                        
 23777         3366930       2.64         -999          -999          -999          -999                        
 23802         3371200       2.54         -999          -999          -999          -999                        
 23807         3372060       2.66         -999          -999          -999          -999                        
 23877         3384120       2.64         -999          -999          -999          -999                        
 23903         3388560       2.51         -999          -999          -999          -999                        
 24057         3390900       2.41         -999          -999          -999          -999                        
 24087         3392210       2.51         -999          -999          -999          -999                        
 24117         3393530       2.66         -999          -999          -999          -999                        
 24157         3395280       2.75         -999          -999          -999          -999                        
 24185         3396500       2.74         -999          -999          -999          -999                        
 24247         3399210       2.86         -999          -999          -999          -999                        
 24279         3400800       2.8          -999          -999          -999          -999                        
 24307         3402180       2.79         -999          -999          -999          -999                        
 24422         3407900       2.58         -999          -999          -999          -999                        
 24467         3410150       2.55         -999          -999          -999          -999                        
 24512         3412380       2.48         -999          -999          -999          -999                        
 24557         3414610       2.52         -999          -999          -999          -999                        
 24602         3417470       2.46         -999          -999          -999          -999                        
 24647         3420330       2.58         -999          -999          -999          -999                        
 24692         3423200       2.43         -999          -999          -999          -999                        
 24722         3425110       2.4          -999          -999          -999          -999                        
 24740         3426260       2.49         -999          -999          -999          -999                        
 24785         3429120       2.35         -999          -999          -999          -999                        
 24830         3431980       2.39         -999          -999          -999          -999                        
 24875         3434840       2.5          -999          -999          -999          -999                        
 24920         3437710       2.54         -999          -999          -999          -999                        
 24963         3441790       2.55         -999          -999          -999          -999                        
 25010         3450420       2.3          -999          -999          -999          -999                        
 25055         3458670       2.23         -999          -999          -999          -999                        
 25100         3463080       2.25         -999          -999          -999          -999                        
 25145         3466410       2.36         -999          -999          -999          -999                        
 25190         3469730       2.36         -999          -999          -999          -999                        
 25235         3473060       2.34         -999          -999          -999          -999                        
 25278         3476240       2.28         -999          -999          -999          -999                        
 25370         3483050       2.52         -999          -999          -999          -999                        
 25400         3485270       2.63         -999          -999          -999          -999                        
 25460         3489690       2.73         -999          -999          -999          -999                        
 25501         3492180       2.51         -999          -999          -999          -999                        
 25546         3494890       2.25         -999          -999          -999          -999                        
 25591         3498970       2.24         -999          -999          -999          -999                        
 25636         3503040       2.18         -999          -999          -999          -999                        
 25771         3514130       2.15         -999          -999          -999          -999                        
 25801         3516610       2.29         -999          -999          -999          -999                        
 25861         3521540       2.47         -999          -999          -999          -999                        
 25883         3523350       2.39         -999          -999          -999          -999                        
 25925         3526810       2.55         -999          -999          -999          -999                        
 25973         3529220       2.52         -999          -999          -999          -999                        
 26063         3531460       2.55         -999          -999          -999          -999                        
 26108         3532590       2.43         -999          -999          -999          -999                        
 26198         3534840       2.25         -999          -999          -999          -999                        
 26378         3544290       2.52         -999          -999          -999          -999                        
 26423         3546650       2.48         -999          -999          -999          -999                        
 26468         3549020       2.31         -999          -999          -999          -999                        
 26513         3551370       2.29         -999          -999          -999          -999                        
 26543         3552950       2.36         -999          -999          -999          -999                        
 26656         3558890       2.27         -999          -999          -999          -999                        
 26671         3559670       2.27         -999          -999          -999          -999                        
 26716         3563200       2.31         -999          -999          -999          -999                        
 26761         3566720       2.46         -999          -999          -999          -999                        
 26806         3570250       2.64         -999          -999          -999          -999                        
 26836         3575080       2.31         -999          -999          -999          -999                        
 26896         3584750       2.28         -999          -999          -999          -999                        
 26941         3591980       2.6          -999          -999          -999          -999                        
 26986         3599230       2.08         -999          -999          -999          -999                        
 27031         3609330       2.17         -999          -999          -999          -999                        
 27076         3619440       2.3          -999          -999          -999          -999                        
 27105         3625920       2.74         -999          -999          -999          -999                        
 27150         3630390       2.73         -999          -999          -999          -999                        
 27195         3631980       2.3          -999          -999          -999          -999                        
 27240         3633560       2.43         -999          -999          -999          -999                        
 27285         3635150       2.4          -999          -999          -999          -999                        
 27311         3636060       2.31         -999          -999          -999          -999                        
 27356         3637640       2.28         -999          -999          -999          -999                        
 27401         3639220       2.28         -999          -999          -999          -999                        
 27446         3640820       2.38         -999          -999          -999          -999                        
 27491         3642390       2.4          -999          -999          -999          -999                        
 27536         3643980       2.25         -999          -999          -999          -999                        
 27581         3645560       2.22         -999          -999          -999          -999                        
 27626         3647140       2.16         -999          -999          -999          -999                        
 27671         3648740       2.23         -999          -999          -999          -999                        
 27716         3649220       2.21         -999          -999          -999          -999                        
 27761         3649710       2.22         -999          -999          -999          -999                        
 27806         3650200       2.27         -999          -999          -999          -999                        
 27851         3650700       2.47         -999          -999          -999          -999                        
 27896         3654850       1.97         -999          -999          -999          -999                        
 27941         3658640       2.13         -999          -999          -999          -999                        
 27986         3662480       2.1          -999          -999          -999          -999                        
 28031         3666270       2.17         -999          -999          -999          -999                        
 28131         3674730       2.46         -999          -999          -999          -999                        
 28146         3676010       2.59         -999          -999          -999          -999                        
 28161         3677630       2.54         -999          -999          -999          -999                        
 28176         3679300       2.39         -999          -999          -999          -999                        
 28191         3681970       2.33         -999          -999          -999          -999                        
 28201         3683770       2.42         -999          -999          -999          -999                        
 28219         3686950       2.29         -999          -999          -999          -999                        
 28236         3689970       2.17         -999          -999          -999          -999                        
 28251         3692660       2.16         -999          -999          -999          -999                        
 28266         3695330       2.24         -999          -999          -999          -999                        
 28281         3698020       2.17         -999          -999          -999          -999                        
 28311         3703380       2.19         -999          -999          -999          -999                        
 28326         3706020       2.19         -999          -999          -999          -999                        
 28341         3708740       2.11         -999          -999          -999          -999                        
 28356         3711390       2.29         -999          -999          -999          -999                        
 28371         3714030       2.27         -999          -999          -999          -999                        
 28386         3716730       2.23         -999          -999          -999          -999                        
 28416         3722100       2.27         -999          -999          -999          -999                        
 28431         3724180       2.39         -999          -999          -999          -999                        
 28439         3725320       2.15         -999          -999          -999          -999                        
 28454         3727390       2.37         -999          -999          -999          -999                        
 28469         3729520       2.31         -999          -999          -999          -999                        
 28484         3731620       2.32         -999          -999          -999          -999                        
 28499         3733730       2.32         -999          -999          -999          -999                        
 28514         3735820       2.29         -999          -999          -999          -999                        
 28529         3737940       2.19         -999          -999          -999          -999                        
 28544         3740030       2.36         -999          -999          -999          -999                        
 28559         3742120       2.36         -999          -999          -999          -999                        
 28574         3744240       2.18         -999          -999          -999          -999                        
 28589         3746330       2.31         -999          -999          -999          -999                        
 28604         3748440       2.43         -999          -999          -999          -999                        
 28619         3750540       2.49         -999          -999          -999          -999                        
 28634         3752670       2.5          -999          -999          -999          -999                        
 28649         3758740       2.47         -999          -999          -999          -999                        
 28664         3764930       2.26         -999          -999          -999          -999                        
 28679         3771010       2.26         -999          -999          -999          -999                        
 28694         3773160       2.23         -999          -999          -999          -999                        
 28709         3775330       2.22         -999          -999          -999          -999                        
 28724         3777470       2.27         -999          -999          -999          -999                        
 28739         3781450       2.32         -999          -999          -999          -999                        
 28754         3785360       2.45         -999          -999          -999          -999                        
 28769         3789340       2.57         -999          -999          -999          -999                        
 28784         3790010       2.35         -999          -999          -999          -999                        
 28785         3790060       2.3          -999          -999          -999          -999                        
 28800         3790740       2.26         -999          -999          -999          -999                        
 28815         3791410       2.33         -999          -999          -999          -999                        
 28828         3792010       2.33         -999          -999          -999          -999                        
 28845         3792770       2.33         -999          -999          -999          -999                        
 28860         3793450       2.39         -999          -999          -999          -999                        
 28875         3794130       2.51         -999          -999          -999          -999                        
 28890         3794800       2.39         -999          -999          -999          -999                        
 28905         3795480       2.34         -999          -999          -999          -999                        
 28920         3796150       2.38         -999          -999          -999          -999                        
 28935         3796830       2.39         -999          -999          -999          -999                        
 28950         3797510       2.28         -999          -999          -999          -999                        
 28965         3798180       2.26         -999          -999          -999          -999                        
 28980         3798870       2.24         -999          -999          -999          -999                        
 28995         3799540       2.21         -999          -999          -999          -999                        
 29010         3800220       2.51         -999          -999          -999          -999                        
 29025         3800900       2.32         -999          -999          -999          -999                        
 29040         3801580       2.26         -999          -999          -999          -999                        
 29055         3802230       2.24         -999          -999          -999          -999                        
 29070         3802930       2.32         -999          -999          -999          -999                        
 29085         3803600       2.33         -999          -999          -999          -999                        
 29100         3804280       2.39         -999          -999          -999          -999                        
 29115         3804960       2.21         -999          -999          -999          -999                        
 29127         3805490       2.26         -999          -999          -999          -999                        
 29145         3806320       2.37         -999          -999          -999          -999                        
 29160         3806980       2.34         -999          -999          -999          -999                        
 29175         3807660       2.19         -999          -999          -999          -999                        
 29190         3808340       2.37         -999          -999          -999          -999                        
 29205         3809010       2.27         -999          -999          -999          -999                        
 29220         3809680       2.33         -999          -999          -999          -999                        
 29235         3810360       2.17         -999          -999          -999          -999                        
 29250         3811040       2.32         -999          -999          -999          -999                        
 29265         3811720       2.26         -999          -999          -999          -999                        
 29275         3812170       2.3          -999          -999          -999          -999                        
 29295         3813070       2.41         -999          -999          -999          -999                        
 29310         3813760       2.56         -999          -999          -999          -999                        
 29325         3814430       2.21         -999          -999          -999          -999                        
 29340         3815110       2.27         -999          -999          -999          -999                        
 29355         3815790       2.38         -999          -999          -999          -999                        
 29370         3816450       2.32         -999          -999          -999          -999                        
 29385         3817140       2.34         -999          -999          -999          -999                        
 29400         3817810       2.24         -999          -999          -999          -999                        
 29415         3818490       2.28         -999          -999          -999          -999                        
 29428         3819070       2.15         -999          -999          -999          -999                        
 29445         3819850       2.21         -999          -999          -999          -999                        
 29460         3820510       2.2          -999          -999          -999          -999                        
 29475         3821210       2.22         -999          -999          -999          -999                        
 29490         3821870       2.23         -999          -999          -999          -999                        
 29505         3822550       2.14         -999          -999          -999          -999                        
 29520         3823230       2.43         -999          -999          -999          -999                        
 29550         3824590       2.36         -999          -999          -999          -999                        
 29565         3825250       2.26         -999          -999          -999          -999                        
 29580         3825930       2.32         -999          -999          -999          -999                        
 29595         3826610       2.2          -999          -999          -999          -999                        
 29610         3827290       2.36         -999          -999          -999          -999                        
 29625         3827960       2.51         -999          -999          -999          -999                        
 29641         3828680       2.45         -999          -999          -999          -999                        
 29654         3829280       2.16         -999          -999          -999          -999                        
 29670         3829990       2.25         -999          -999          -999          -999                        
 29675         3830210       2.33         -999          -999          -999          -999                        
 29690         3830900       2.64         -999          -999          -999          -999                        
 29705         3831570       2.5          -999          -999          -999          -999                        
 29720         3832240       2.49         -999          -999          -999          -999                        
 29733         3832830       2.33         -999          -999          -999          -999                        
 29750         3833600       2.33         -999          -999          -999          -999                        
 29765         3834290       2.29         -999          -999          -999          -999                        
 29780         3834960       2.26         -999          -999          -999          -999                        
 29795         3835640       2.31         -999          -999          -999          -999                        
 29810         3836320       2.3          -999          -999          -999          -999                        
 29825         3836990       2.28         -999          -999          -999          -999                        
 29840         3837650       2.34         -999          -999          -999          -999                        
 29855         3838330       2.08         -999          -999          -999          -999                        
 29870         3839010       2.15         -999          -999          -999          -999                        
 29885         3839700       2.36         -999          -999          -999          -999                        
 29900         3840380       2.16         -999          -999          -999          -999                        
 29915         3841040       2.24         -999          -999          -999          -999                        
 29930         3841740       2.45         -999          -999          -999          -999                        
 29945         3842400       2.43         -999          -999          -999          -999                        
 29960         3843080       2.34         -999          -999          -999          -999                        
 29975         3843750       2.23         -999          -999          -999          -999                        
 29990         3844420       2.4          -999          -999          -999          -999                        
 30005         3845100       2.36         -999          -999          -999          -999                        
 30020         3845780       2.4          -999          -999          -999          -999                        
 30033         3846370       2.36         -999          -999          -999          -999                        
 30050         3847140       2.41         -999          -999          -999          -999                        
 30065         3847820       2.41         -999          -999          -999          -999                        
 30082         3848580       2.31         -999          -999          -999          -999                        
 30095         3849180       2.34         -999          -999          -999          -999                        
 30110         3849850       2.41         -999          -999          -999          -999                        
 30125         3850530       2.33         -999          -999          -999          -999                        
 30140         3851200       2.53         -999          -999          -999          -999                        
 30155         3851870       2.32         -999          -999          -999          -999                        
 30170         3852550       2.37         -999          -999          -999          -999                        
 30183         3853130       2.45         -999          -999          -999          -999                        
 30200         3853910       2.3          -999          -999          -999          -999                        
 30212         3854450       2.41         -999          -999          -999          -999                        
 30230         3855270       1.78         -999          -999          -999          -999                        
 30245         3855930       2.23         -999          -999          -999          -999                        
 30260         3856630       2.35         -999          -999          -999          -999                        
 30275         3857290       2.37         -999          -999          -999          -999                        
 30290         3857950       2.3          -999          -999          -999          -999                        
 30305         3858640       2.4          -999          -999          -999          -999                        
 30320         3859310       2.4          -999          -999          -999          -999                        
 30333         3859910       2.39         -999          -999          -999          -999                        
 30350         3860670       2.51         -999          -999          -999          -999                        
 30365         3861350       2.63         -999          -999          -999          -999                        
 30380         3862030       2.56         -999          -999          -999          -999                        
 30395         3862710       2.56         -999          -999          -999          -999                        
 30410         3864980       2.65         -999          -999          -999          -999                        
 30425         3867260       2.62         -999          -999          -999          -999                        
 30440         3869570       2.51         -999          -999          -999          -999                        
 30455         3871840       2.4          -999          -999          -999          -999                        
 30470         3874160       2.29         -999          -999          -999          -999                        
 30483         3876130       2.37         -999          -999          -999          -999                        
 30500         3878760       2.33         -999          -999          -999          -999                        
 30515         3881020       2.29         -999          -999          -999          -999                        
 30530         3883350       2.26         -999          -999          -999          -999                        
 30545         3885620       2.31         -999          -999          -999          -999                        
 30560         3887900       2.28         -999          -999          -999          -999                        
 30575         3890220       2.38         -999          -999          -999          -999                        
 30590         3892490       2.33         -999          -999          -999          -999                        
 30605         3894800       2.33         -999          -999          -999          -999                        
 30620         3897080       2.36         -999          -999          -999          -999                        
 30625         3897850       2.25         -999          -999          -999          -999                        
 30640         3900120       2.26         -999          -999          -999          -999                        
 30655         3902440       2.27         -999          -999          -999          -999                        
 30670         3904720       2.34         -999          -999          -999          -999                        
 30685         3907030       2.51         -999          -999          -999          -999                        
 30700         3909310       2.6          -999          -999          -999          -999                        
 30715         3911620       2.66         -999          -999          -999          -999                        
