Core label	depth	compdepth	age	cw13	cw18
GeoB1214-2	0,01	0,01	0,81	0,67	2,40
GeoB1214-2	0,04	0,04	3,20	0,68	2,38
GeoB1214-2	0,07	0,07	5,36	0,69	2,36
GeoB1214-2	0,10	0,10	7,15	0,51	2,60
GeoB1214-2	0,13	0,13	8,68	0,83	2,52
GeoB1214-2	0,16	0,16	10,21	0,53	2,51
GeoB1214-2	0,19	0,19	12,00	0,47	3,15
GeoB1214-1	0,23	0,23	15,02	-0,30	4,02
GeoB1214-1	0,28	0,28	19,00	0,22	4,02
GeoB1214-1	0,33	0,33	22,17	0,23	4,00
GeoB1214-1	0,38	0,38	24,54	0,08	4,01
GeoB1214-1	0,43	0,43	26,39	0,16	3,79
GeoB1214-1	0,48	0,48	28,00	0,40	3,58
GeoB1214-1	0,53	0,53	29,75	0,23	3,81
GeoB1214-1	0,58	0,58	32,34	0,46	3,78
GeoB1214-1	0,63	0,63	36,55	0,65	3,52
GeoB1214-1	0,68	0,68	43,18	0,27	3,52
GeoB1214-1	0,73	0,73	53,00	0,14	3,40
GeoB1214-1	0,78	0,78	65,00	0,11	3,69
GeoB1214-1	0,83	0,83	73,00	0,13	3,35
GeoB1214-1	0,88	0,88	77,23	0,37	3,30
GeoB1214-1	0,93	0,93	80,00	0,28	3,12
GeoB1214-1	0,98	0,98	83,18	0,32	3,22
GeoB1214-1	1,03	1,03	87,00	0,37	3,47
GeoB1214-1	1,08	1,08	91,20	0,56	3,26
GeoB1214-1	1,13	1,13	95,36	0,62	3,04
GeoB1214-1	1,18	1,18	99,00	0,52	2,96
GeoB1214-1	1,23	1,23	101,82	0,03	3,05
GeoB1214-1	1,28	1,28	104,28	0,24	3,07
GeoB1214-1	1,33	1,33	107,00	0,30	3,29
GeoB1214-1	1,38	1,38	110,44	0,50	2,76
GeoB1214-1	1,43	1,43	114,37	0,48	3,02
GeoB1214-1	1,48	1,48	118,36	0,32	2,94
GeoB1214-1	1,53	1,53	122,00	0,42	2,30
GeoB1214-1	1,58	1,58	125,06	0,36	2,42
GeoB1214-1	1,63	1,63	128,00	0,10	4,05
GeoB1214-1	1,68	1,68	129,73	-0,23	4,10
GeoB1214-1	1,73	1,73	135,00	-0,02	4,27
GeoB1214-1	1,78	1,78	146,00	0,02	3,42
GeoB1214-1	1,83	1,83	151,00	-0,08	4,05
GeoB1214-1	1,88	1,88	171,00	0,19	3,67
GeoB1214-1	1,93	1,93	180,64	0,18	3,83
GeoB1214-1	1,98	1,98	183,00	-0,26	3,81
GeoB1214-1	2,03	2,03	184,77	-0,04	3,76
GeoB1214-1	2,08	2,08	186,00	0,02	3,44
GeoB1214-1	2,13	2,13	187,94	0,29	3,18
GeoB1214-1	2,18	2,18	194,00	0,53	2,77
GeoB1214-1	2,23	2,23	205,00	0,53	2,91
GeoB1214-1	2,28	2,28	212,16	0,75	2,72
GeoB1214-1	2,33	2,33	216,00	0,43	2,78
GeoB1214-1	2,38	2,38	219,47	0,08	3,03
GeoB1214-1	2,43	2,43	222,68	-0,13	3,28
GeoB1214-1	2,48	2,48	225,00	-0,21	3,49
GeoB1214-1	2,53	2,53	228,00	-0,08	3,66
GeoB1214-1	2,58	2,58	238,00	0,25	2,74
GeoB1214-1	2,63	2,63	249,00	-0,08	3,95
GeoB1214-1	2,68	2,68	256,69	0,26	3,85
GeoB1214-1	2,73	2,73	262,50	-0,28	3,72
GeoB1214-1	2,78	2,78	269,00	-0,45	3,83
GeoB1214-1	2,83	2,83	277,85	0,23	3,34
GeoB1214-1	2,88	2,88	287,00	0,11	3,57
GeoB1214-1	2,93	2,93	294,06	0,12	3,31
GeoB1214-1	2,98	2,98	299,00	-0,04	3,66
GeoB1214-1	3,03	3,03	302,42	0,20	3,56
GeoB1214-1	3,08	3,08	304,95	0,57	3,41
GeoB1214-1	3,13	3,13	307,26	0,59	3,49
GeoB1214-1	3,18	3,18	310,00	0,35	2,69
GeoB1214-1	3,23	3,23	313,66	0,51	2,91
GeoB1214-1	3,28	3,28	318,01	0,43	2,80
GeoB1214-1	3,33	3,33	322,62	0,34	2,66
GeoB1214-1	3,38	3,38	327,09	0,75	2,52
GeoB1214-1	3,43	3,43	331,00	-0,09	2,50
GeoB1214-1	3,48	3,48	334,06	-0,09	3,52
GeoB1214-1	3,53	3,53	336,51	-0,15	2,43
