Core label	depth	compdepth	age	cw13	cw18
GeoB1505-2	0,03	0,03	1,50	-0,09	2,39
GeoB1505-2	0,08	0,08	4,00	0,91	2,35
GeoB1505-2	0,13	0,13	6,50	1,12	2,48
GeoB1505-2	0,18	0,18	9,00	0,77	3,06
GeoB1505-2	0,23	0,23	11,50	0,58	2,69
GeoB1505-2	0,28	0,28	14,00	0,69	3,38
GeoB1505-2	0,33	0,33	16,50	-0,12	3,86
GeoB1505-2	0,38	0,38	17,20	-0,35	3,77
GeoB1505-2	0,43	0,43	17,90		
GeoB1505-2	0,48	0,48	18,60	-0,05	3,75
GeoB1505-2	0,53	0,53	19,30		
GeoB1505-2	0,58	0,58	20,00	0,02	3,88
GeoB1505-2	0,63	0,63	21,55	-0,13	3,83
GeoB1505-2	0,68	0,68	23,10	0,51	3,90
GeoB1505-2	0,73	0,73	24,65		
GeoB1505-2	0,78	0,78	26,20	0,33	3,62
GeoB1505-2	0,83	0,83	27,75		
GeoB1505-2	0,88	0,88	29,30		
GeoB1505-2	0,93	0,93	30,85		
GeoB1505-2	0,98	0,98	32,40	0,27	3,42
GeoB1505-2	1,03	1,03	33,95	0,70	3,56
GeoB1505-2	1,08	1,08	35,50	0,63	3,20
GeoB1505-2	1,13	1,13	37,34		
GeoB1505-2	1,18	1,18	39,19	0,36	3,56
GeoB1505-2	1,23	1,23	41,03	0,76	3,31
GeoB1505-2	1,28	1,28	42,88	0,54	3,17
GeoB1505-2	1,33	1,33	44,72	0,43	3,30
GeoB1505-2	1,38	1,38	46,56	0,42	3,34
GeoB1505-2	1,43	1,43	48,41		
GeoB1505-2	1,48	1,48	50,25	0,40	3,32
GeoB1505-2	1,53	1,53	52,09	0,20	3,12
GeoB1505-2	1,58	1,58	53,94		
GeoB1505-2	1,63	1,63	55,78	0,17	3,22
GeoB1505-2	1,68	1,68	57,63		
GeoB1505-2	1,73	1,73	59,47	0,19	3,24
GeoB1505-2	1,78	1,78	61,31	-0,50	3,54
GeoB1505-2	1,83	1,83	63,16	-0,13	3,74
GeoB1505-2	1,88	1,88	65,00	-0,12	3,72
GeoB1505-2	1,93	1,93	67,20	0,09	3,78
GeoB1505-2	1,98	1,98	69,40	-0,05	3,27
GeoB1505-2	2,03	2,03	71,60	0,28	3,15
GeoB1505-2	2,08	2,08	73,80	-0,06	3,04
GeoB1505-2	2,13	2,13	76,00	0,67	3,22
GeoB1505-2	2,18	2,18	78,20	0,81	3,04
GeoB1505-2	2,23	2,23	80,40	0,44	2,66
GeoB1505-2	2,28	2,28	82,60	0,51	2,86
GeoB1505-2	2,33	2,33	84,80	0,40	3,07
GeoB1505-2	2,38	2,38	87,00	-0,07	3,25
GeoB1505-2	2,43	2,43	89,28	0,72	3,02
GeoB1505-2	2,48	2,48	91,56	0,96	3,05
GeoB1505-2	2,53	2,53	93,83	0,92	2,97
GeoB1505-2	2,58	2,58	96,11	0,89	2,85
GeoB1505-2	2,63	2,63	98,39	0,90	2,90
GeoB1505-2	2,68	2,68	100,67	0,52	2,94
GeoB1505-2	2,73	2,73	102,94	0,66	2,85
GeoB1505-2	2,78	2,78	105,22	0,36	2,96
GeoB1505-2	2,83	2,83	107,50	0,27	3,26
GeoB1505-2	2,88	2,88	109,92	0,16	3,27
GeoB1505-2	2,93	2,93	112,33	0,30	3,01
GeoB1505-2	2,98	2,98	114,75	0,64	2,99
GeoB1505-2	3,03	3,03	117,17	0,61	2,31
GeoB1505-2	3,08	3,08	119,58	0,92	2,21
GeoB1505-2	3,13	3,13	122,00	0,88	2,35
GeoB1505-2	3,18	3,18	124,60	0,09	3,22
GeoB1505-2	3,23	3,23	127,20	0,25	2,35
GeoB1505-2	3,28	3,28	129,80	0,15	3,71
GeoB1505-2	3,33	3,33	132,40	0,23	3,68
GeoB1505-2	3,38	3,38	135,00	0,17	4,00
GeoB1505-2	3,43	3,43	137,00	-0,22	3,72
GeoB1505-2	3,48	3,48	139,00	-0,03	3,97
GeoB1505-2	3,53	3,53	141,00	-0,34	3,72
GeoB1505-2	3,58	3,58	143,00	-0,21	3,97
GeoB1505-2	3,63	3,63	145,00	-0,16	3,69
GeoB1505-2	3,68	3,68	147,47	-0,04	3,75
GeoB1505-2	3,73	3,73	149,93	-0,64	3,73
GeoB1505-2	3,78	3,78	152,40	-0,19	3,79
GeoB1505-2	3,83	3,83	154,87	-0,10	3,75
GeoB1505-2	3,88	3,88	157,33	-0,29	3,43
GeoB1505-2	3,93	3,93	159,80	0,12	3,76
GeoB1505-2	3,98	3,98	162,27	-0,05	3,64
GeoB1505-2	4,03	4,03	164,73	0,27	3,59
GeoB1505-2	4,08	4,08	167,20	0,47	3,39
GeoB1505-2	4,13	4,13	169,67	0,15	3,47
GeoB1505-2	4,18	4,18	172,13	0,23	3,29
GeoB1505-2	4,23	4,23	174,60		
GeoB1505-2	4,28	4,28	177,07	0,03	3,47
GeoB1505-2	4,33	4,33	179,53	-0,33	3,55
GeoB1505-2	4,38	4,38	182,00	0,17	3,58
GeoB1505-2	4,43	4,43	183,85	-0,23	3,50
GeoB1505-2	4,48	4,48	185,69	-0,35	3,43
GeoB1505-2	4,53	4,53	187,54	-0,21	3,66
GeoB1505-2	4,58	4,58	189,39	0,22	3,04
GeoB1505-2	4,63	4,63	191,23	0,43	2,93
GeoB1505-2	4,68	4,68	193,08	0,34	3,06
GeoB1505-2	4,73	4,73	194,92	0,34	3,03
GeoB1505-2	4,78	4,78	196,77	0,39	2,86
GeoB1505-2	4,83	4,83	198,62	0,15	2,93
GeoB1505-2	4,88	4,88	200,46	0,88	2,72
GeoB1505-2	4,93	4,93	202,31	0,03	2,84
GeoB1505-2	4,98	4,98	204,15		
GeoB1505-2	5,03	5,03	206,00	0,78	2,86
GeoB1505-2	5,08	5,08	208,32	0,93	2,82
GeoB1505-2	5,13	5,13	210,65	0,80	2,89
GeoB1505-2	5,18	5,18	212,97	0,79	2,54
GeoB1505-2	5,23	5,23	215,29	0,99	2,56
GeoB1505-2	5,28	5,28	217,62	0,70	2,72
GeoB1505-2	5,33	5,33	219,94	0,21	2,66
GeoB1505-2	5,38	5,38	222,26	0,19	1,79
GeoB1505-2	5,43	5,43	224,59	0,21	3,37
GeoB1505-2	5,48	5,48	226,91	0,60	3,25
GeoB1505-2	5,53	5,53	229,19	0,44	3,47
GeoB1505-2	5,58	5,58	231,08	0,21	3,44
GeoB1505-2	5,63	5,63	232,97	0,21	3,22
GeoB1505-2	5,68	5,68	234,87	0,67	2,92
GeoB1505-2	5,73	5,73	236,76	0,58	3,43
GeoB1505-2	5,78	5,78	238,65	0,15	2,61
GeoB1505-2	5,83	5,83	240,54	0,49	2,74
GeoB1505-2	5,88	5,88	242,43	0,40	2,96
GeoB1505-2	5,93	5,93	244,32	0,34	3,41
GeoB1505-2	5,98	5,98	246,22	0,05	3,37
GeoB1505-2	6,03	6,03	248,11	0,18	3,61
GeoB1505-2	6,08	6,08	250,00	0,16	3,70
GeoB1505-2	6,13	6,13	252,00	0,05	3,65
GeoB1505-2	6,18	6,18	254,00	0,20	3,53
GeoB1505-2	6,23	6,23	256,00	0,28	3,65
GeoB1505-2	6,28	6,28	258,00	0,31	3,59
GeoB1505-2	6,33	6,33	260,00	0,46	3,67
GeoB1505-2	6,38	6,38	262,00	0,25	3,43
GeoB1505-2	6,43	6,43	264,00	-0,07	3,63
GeoB1505-2	6,48	6,48	266,00	0,21	3,65
GeoB1505-2	6,53	6,53	268,00	-0,76	3,65
GeoB1505-2	6,58	6,58	270,00	-0,43	3,74
GeoB1505-2	6,63	6,63	273,63	-0,29	3,55
GeoB1505-2	6,68	6,68	277,25	0,31	3,37
GeoB1505-2	6,73	6,73	280,88	0,56	2,92
GeoB1505-2	6,78	6,78	284,50		
GeoB1505-2	6,83	6,83	288,13	-0,28	3,32
GeoB1505-2	6,88	6,88	291,75	0,30	3,30
GeoB1505-2	6,93	6,93	295,38	0,56	2,86
