Core label	depth	compdepth	age	cw13	cw18
GeoB1505-2	6,98	6,98	299,00	0,76	3,24
GeoB1505-2	7,03	7,03	302,58	0,53	3,09
GeoB1505-2	7,08	7,08	306,17	0,44	2,94
GeoB1505-2	7,13	7,13	309,75	0,54	2,73
GeoB1505-2	7,18	7,18	313,33	0,29	2,58
GeoB1505-2	7,23	7,23	316,92	0,62	2,56
GeoB1505-2	7,28	7,28	320,50	0,67	2,67
GeoB1505-2	7,33	7,33	324,08	0,74	2,35
GeoB1505-2	7,38	7,38	327,67	0,57	2,41
GeoB1505-2	7,43	7,43	331,25	-0,12	3,20
GeoB1505-2	7,48	7,48	334,83	-0,04	2,86
GeoB1505-2	7,53	7,53	338,42	-0,10	3,41
GeoB1505-2	7,58	7,58	342,00	-0,48	4,04
GeoB1505-2	7,63	7,63	346,71	-0,10	4,05
GeoB1505-2	7,68	7,68	351,43	-0,13	3,81
GeoB1505-2	7,73	7,73	356,14	-0,36	3,72
GeoB1505-2	7,78	7,78	360,86	-0,14	3,32
GeoB1505-2	7,83	7,83	365,57	-0,11	3,34
GeoB1505-2	7,88	7,88	370,29	0,44	3,23
GeoB1505-2	7,93	7,93	375,00	0,55	3,35
GeoB1505-2	7,98	7,98	379,39	0,96	3,12
GeoB1505-2	8,03	8,03	383,77	0,79	3,04
GeoB1505-2	8,08	8,08	388,15		
GeoB1505-2	8,13	8,13	392,54	0,36	2,76
GeoB1505-2	8,18	8,18	396,92	0,57	2,65
GeoB1505-2	8,23	8,23	401,31	0,88	2,21
GeoB1505-2	8,28	8,28	405,69	0,76	2,23
GeoB1505-2	8,33	8,33	410,08	0,71	2,18
GeoB1505-2	8,38	8,38	414,46	0,77	2,38
GeoB1505-2	8,43	8,43	418,85	0,58	2,69
GeoB1505-2	8,48	8,48	423,23	0,76	2,63
GeoB1505-2	8,53	8,53	427,62	0,73	2,67
GeoB1505-2	8,58	8,58	432,00	-0,13	3,58
