Core label	depth	compdepth	age	cw13	cw18
GeoB1211-1	0,01	0,01	1,00	-0,11	2,64
GeoB1211-1	0,04	0,04	2,10	0,26	2,59
GeoB1211-1	0,07	0,07	3,21	0,57	2,65
GeoB1211-1	0,10	0,10	4,35	0,30	2,42
GeoB1211-1	0,13	0,13	5,53	0,38	2,62
GeoB1211-1	0,16	0,16	6,78	0,53	2,59
GeoB1211-1	0,19	0,19	8,09	0,19	3,08
GeoB1211-1	0,22	0,22	9,50	0,00	3,66
GeoB1211-3	0,23	0,27	12,20	0,20	3,11
GeoB1211-3	0,28	0,32	16,00	-0,35	4,32
GeoB1211-3	0,33	0,37	21,44	0,25	3,83
GeoB1211-3	0,38	0,42	28,00	0,07	3,80
GeoB1211-3	0,43	0,47	34,94	0,26	3,77
GeoB1211-3	0,48	0,52	41,74	0,32	3,73
GeoB1211-3	0,53	0,57	47,92	0,22	3,78
GeoB1211-3	0,58	0,62	53,00	0,07	3,59
GeoB1211-3	0,63	0,67	56,64	-0,07	3,72
GeoB1211-3	0,68	0,72	59,00	-0,29	3,72
GeoB1211-3	0,73	0,77	60,87	0,14	3,63
GeoB1211-3	0,78	0,82	65,00	-0,63	3,85
GeoB1211-3	0,83	0,87	73,00	0,05	3,42
GeoB1211-3	0,88	0,92	80,00	0,36	3,07
GeoB1211-3	0,93	0,97	82,78	0,50	3,16
GeoB1211-3	0,98	1,02	84,22	0,13	3,24
GeoB1211-3	1,03	1,07	87,00	-0,25	3,42
GeoB1211-3	1,08	1,12	93,25	0,33	3,28
GeoB1211-3	1,13	1,17	99,00	0,07	2,90
GeoB1211-3	1,18	1,22	101,50	0,08	3,12
GeoB1211-3	1,23	1,27	103,00	0,38	3,18
GeoB1211-3	1,28	1,32	104,50	-0,13	3,28
GeoB1211-3	1,33	1,37	107,00	-0,07	3,42
GeoB1211-3	1,38	1,42	111,49	0,14	3,40
GeoB1211-3	1,43	1,47	117,08	0,03	2,91
GeoB1211-3	1,48	1,52	122,00	0,39	2,45
GeoB1211-3	1,53	1,57	125,12	0,40	2,52
GeoB1211-3	1,58	1,62	128,00	-0,05	3,89
GeoB1211-3	1,63	1,67	129,88	0,17	3,70
GeoB1211-3	1,68	1,72	135,00	-0,47	4,18
GeoB1211-3	1,73	1,77	146,00	-0,47	4,07
GeoB1211-3	1,78	1,82	148,11	-0,45	4,12
GeoB1211-3	1,83	1,87	149,56	-0,60	3,93
GeoB1211-3	1,88	1,92	151,00	-0,15	3,97
GeoB1211-3	1,93	1,97	153,57	-0,30	3,68
GeoB1211-3	1,98	2,02	159,47	-0,33	3,71
GeoB1211-3	2,03	2,07	171,00	-0,37	3,56
GeoB1211-3	2,08	2,12	183,00	-0,41	3,73
GeoB1211-3	2,13	2,17	184,50	-0,39	3,66
