Core label	depth	compdepth	age	cw13	cw18
GeoB1520-1	0,01	0,01	1,00	0,45	2,46
GeoB1520-1	0,04	0,04	2,22	1,08	2,79
GeoB1520-1	0,07	0,07	3,44	0,45	2,73
GeoB1520-1	0,10	0,10	4,67	0,56	2,66
GeoB1520-1	0,13	0,13	5,89	1,24	2,69
GeoB1520-1	0,16	0,16	7,11	0,48	2,79
GeoB1520-1	0,19	0,19	8,33	0,98	3,07
GeoB1520-1	0,22	0,22	9,56	0,83	3,08
GeoB1520-1	0,25	0,25	10,78	0,76	2,93
GeoB1520-1	0,28	0,28	12,00	0,63	3,21
GeoB1520-1	0,31	0,31	13,35	0,05	3,80
GeoB1520-1	0,34	0,34	14,70	0,13	3,96
GeoB1520-2	0,33	0,38	16,50	0,21	4,36
GeoB1520-2	0,38	0,43	18,13	0,20	4,31
GeoB1520-2	0,43	0,48	19,75	0,24	4,02
GeoB1520-2	0,48	0,53	21,38	-0,12	4,23
GeoB1520-2	0,53	0,58	23,00	0,06	4,22
GeoB1520-2	0,58	0,63	24,63	0,35	4,27
GeoB1520-2	0,63	0,68	26,25	0,21	4,10
GeoB1520-2	0,68	0,73	27,88	0,31	4,19
GeoB1520-2	0,73	0,78	29,50	0,39	4,09
GeoB1520-2	0,78	0,83	31,13	0,64	4,02
GeoB1520-2	0,83	0,88	32,75	0,51	4,00
GeoB1520-2	0,88	0,93	34,38	0,90	3,83
GeoB1520-2	0,93	0,98	36,00	0,33	3,74
GeoB1520-2	0,98	1,03	37,81	0,50	4,00
GeoB1520-2	1,03	1,08	39,63	0,50	3,84
GeoB1520-2	1,08	1,13	41,44	0,15	3,92
GeoB1520-2	1,13	1,18	43,25	0,75	3,82
GeoB1520-2	1,18	1,23	45,06	0,44	3,91
GeoB1520-2	1,23	1,28	46,88	0,61	3,83
GeoB1520-2	1,28	1,33	48,69	0,04	3,76
GeoB1520-2	1,33	1,38	50,50	0,91	3,84
GeoB1520-2	1,38	1,43	52,31	0,32	3,77
GeoB1520-2	1,43	1,48	54,13	0,45	3,87
GeoB1520-2	1,48	1,53	55,94	0,03	3,81
GeoB1520-2	1,53	1,58	57,75	0,12	3,86
GeoB1520-2	1,58	1,63	59,56	-0,48	4,09
GeoB1520-2	1,63	1,68	61,38	-0,09	4,11
GeoB1520-2	1,68	1,73	63,19	0,07	3,95
GeoB1520-2	1,73	1,78	65,00	-0,15	4,11
GeoB1520-2	1,78	1,83	67,20	-0,11	3,75
GeoB1520-2	1,83	1,88	69,40	0,53	3,90
GeoB1520-2	1,88	1,93	71,60	0,47	3,57
GeoB1520-2	1,93	1,98	73,80	0,82	3,54
GeoB1520-2	1,98	2,03	76,00	0,79	3,51
GeoB1520-2	2,03	2,08	78,20	0,98	3,36
GeoB1520-2	2,08	2,13	80,40	0,85	3,31
GeoB1520-2	2,13	2,18	82,60	0,44	3,39
GeoB1520-2	2,18	2,23	84,80	0,64	3,45
GeoB1520-2	2,23	2,28	87,00	0,76	3,52
GeoB1520-2	2,28	2,33	89,00	0,47	3,56
GeoB1520-2	2,33	2,38	91,00	1,09	3,37
GeoB1520-2	2,38	2,43	93,00	1,00	3,19
GeoB1520-2	2,43	2,48	95,00	1,00	3,31
GeoB1520-2	2,48	2,53	97,00	0,76	3,24
GeoB1520-2	2,53	2,58	99,00	0,83	3,32
GeoB1520-2	2,58	2,63	101,00	1,03	3,23
GeoB1520-2	2,63	2,68	103,00	0,70	3,42
GeoB1520-2	2,68	2,73	105,00	0,65	3,43
GeoB1520-2	2,73	2,78	107,00	0,73	3,47
GeoB1520-2	2,78	2,83	108,88	0,49	3,48
GeoB1520-2	2,83	2,88	110,75	0,80	3,37
GeoB1520-2	2,88	2,93	112,63	0,97	3,33
GeoB1520-2	2,93	2,98	114,50	0,96	3,39
GeoB1520-2	2,98	3,03	116,38	0,04	3,31
GeoB1520-2	3,03	3,08	118,25	0,85	3,18
GeoB1520-2	3,08	3,13	120,13	0,77	2,70
GeoB1520-2	3,13	3,18	122,00	1,02	2,62
GeoB1520-2	3,18	3,23	124,17	0,76	2,70
GeoB1520-2	3,23	3,28	126,33	0,11	3,35
GeoB1520-2	3,28	3,33	128,50	0,21	3,38
GeoB1520-2	3,33	3,38	130,67	0,05	3,52
GeoB1520-2	3,38	3,43	132,83	0,17	4,36
GeoB1520-2	3,43	3,48	135,00	0,12	4,39
GeoB1520-2	3,48	3,53	136,80	0,05	4,30
GeoB1520-2	3,53	3,58	138,60	-0,05	4,28
GeoB1520-2	3,58	3,63	140,40	-0,13	4,20
GeoB1520-2	3,63	3,68	142,20	-0,16	4,19
GeoB1520-2	3,68	3,73	144,00	-0,41	4,20
GeoB1520-2	3,73	3,78	145,80	-0,16	4,17
GeoB1520-2	3,78	3,83	147,60	-0,25	4,19
GeoB1520-2	3,83	3,88	149,40	-0,22	4,16
GeoB1520-2	3,88	3,93	151,20	-0,27	4,23
GeoB1520-2	3,93	3,98	153,00	0,00	4,21
GeoB1520-2	3,98	4,03	154,96	-0,17	4,17
GeoB1520-2	4,03	4,08	156,92	-0,14	4,03
GeoB1520-2	4,08	4,13	158,89	-0,06	3,97
GeoB1520-2	4,13	4,18	160,85	-0,22	3,98
GeoB1520-2	4,18	4,23	162,81	0,04	3,75
GeoB1520-2	4,23	4,28	164,77	0,19	3,83
GeoB1520-2	4,28	4,33	166,73	0,11	3,80
GeoB1520-2	4,33	4,38	168,69	0,01	3,85
GeoB1520-2	4,38	4,43	170,65	-0,14	4,00
GeoB1520-2	4,43	4,48	172,62	-0,33	3,90
GeoB1520-2	4,48	4,53	174,58	-0,09	3,95
GeoB1520-2	4,53	4,58	176,54	-0,01	3,91
GeoB1520-2	4,58	4,63	178,50	-0,35	3,82
GeoB1520-2	4,63	4,68	180,46		
