Core label	depth	compdepth	age	cw13	cw18
GeoB1105-3	0,01	0,01	0,24	1,05	2,46
GeoB1105-3	0,04	0,04	0,98	0,78	2,29
GeoB1105-3	0,07	0,07	1,71	0,95	2,41
GeoB1105-3	0,10	0,10	2,43	0,90	2,51
GeoB1105-3	0,13	0,13	3,15	1,07	2,47
GeoB1105-3	0,16	0,16	3,86	1,11	2,51
GeoB1105-3	0,19	0,19	4,56	1,08	2,51
GeoB1105-4	0,23	0,38	8,79	0,83	2,80
GeoB1105-4	0,28	0,43	9,89	0,76	2,91
GeoB1105-4	0,33	0,48	10,97	0,66	3,14
GeoB1105-4	0,38	0,53	12,00	0,57	3,69
GeoB1105-4	0,43	0,58	12,94	0,21	4,03
GeoB1105-4	0,48	0,63	13,80	0,67	3,47
GeoB1105-4	0,53	0,68	14,58	0,05	4,18
GeoB1105-4	0,58	0,73	15,29	-0,11	4,40
GeoB1105-4	0,63	0,78	15,93	0,06	4,49
GeoB1105-4	0,68	0,83	16,50	-0,14	4,52
GeoB1105-4	0,73	0,88	17,02	-0,06	4,54
GeoB1105-4	0,78	0,93	17,48	-0,08	4,47
GeoB1105-4	0,83	0,98	17,92	-0,09	4,52
GeoB1105-4	0,88	1,03	18,33	-0,21	4,53
GeoB1105-4	0,93	1,08	18,73	-0,19	4,48
GeoB1105-4	0,98	1,13	19,14	-0,14	4,43
GeoB1105-4	1,03	1,18	19,55	-0,37	4,48
GeoB1105-4	1,08	1,23	20,00	-0,28	4,54
GeoB1105-4	1,13	1,28	20,48	-0,03	4,22
GeoB1105-4	1,18	1,33	21,01	-0,25	4,26
GeoB1105-4	1,23	1,38	21,58	-0,07	4,35
GeoB1105-4	1,28	1,43	22,19	-0,15	4,28
GeoB1105-4	1,33	1,48	22,86	-0,18	4,36
GeoB1105-4	1,38	1,53	23,57	0,08	4,08
GeoB1105-4	1,43	1,58	24,34	0,22	4,24
GeoB1105-4	1,48	1,63	25,17	0,24	4,06
GeoB1105-4	1,53	1,68	26,05	0,14	4,18
GeoB1105-4	1,58	1,73	26,99	0,27	4,09
GeoB1105-4	1,63	1,78	28,00	0,30	4,02
GeoB1105-4	1,68	1,83	29,07	0,37	3,93
GeoB1105-4	1,73	1,88	30,20	0,31	3,96
GeoB1105-4	1,78	1,93	31,38	0,24	3,98
