Core label	depth	compdepth	age	cw13	cw18
GeoB1101-4	0,01	0,01	0,00	0,73	2,55
GeoB1101-4	0,04	0,04	1,58	1,06	2,86
GeoB1101-4	0,07	0,07	3,12	0,93	2,60
GeoB1101-4	0,10	0,10	4,61	0,96	2,49
GeoB1101-4	0,13	0,13	6,00	0,93	2,53
GeoB1101-4	0,16	0,16	7,28	0,83	2,40
GeoB1101-4	0,19	0,19	8,46	0,79	2,66
GeoB1101-4	0,22	0,22	9,57	0,84	2,43
GeoB1101-5	0,18	0,24	10,28	0,68	2,87
GeoB1101-5	0,23	0,29	12,00	0,73	2,99
GeoB1101-5	0,28	0,34	13,85	0,19	3,62
GeoB1101-5	0,33	0,39	16,50	-0,42	4,18
GeoB1101-5	0,38	0,44	20,53	-0,64	4,11
GeoB1101-5	0,43	0,49	25,53	-0,03	3,94
GeoB1101-5	0,48	0,54	30,90	-0,23	3,65
GeoB1101-5	0,53	0,59	36,00	0,04	3,27
GeoB1101-5	0,58	0,64	40,44	0,24	3,66
GeoB1101-5	0,63	0,69	44,78	0,19	3,66
GeoB1101-5	0,68	0,74	49,80	0,06	3,48
GeoB1101-5	0,73	0,79	56,27	-0,31	3,52
GeoB1101-5	0,78	0,84	65,00	-0,42	3,65
GeoB1101-5	0,83	0,89	76,09	0,71	2,99
GeoB1101-5	0,88	0,94	87,00	0,20	3,54
GeoB1101-5	0,93	0,99	95,15	0,41	3,22
GeoB1101-5	0,98	1,04	100,52	-0,08	3,14
GeoB1101-5	1,03	1,09	103,72	0,51	3,02
GeoB1101-5	1,08	1,14	105,35	0,62	3,01
GeoB1101-5	1,13	1,19	106,03	0,57	2,97
GeoB1101-5	1,18	1,24	106,38	0,48	3,07
GeoB1101-5	1,23	1,29	107,00	0,14	3,29
GeoB1101-5	1,28	1,34	108,37	0,20	3,26
GeoB1101-5	1,33	1,39	110,44	0,44	3,18
GeoB1101-5	1,38	1,44	113,02	0,60	2,77
GeoB1101-5	1,43	1,49	115,94	0,69	2,59
GeoB1101-5	1,48	1,54	118,99	0,78	2,56
GeoB1101-5	1,53	1,59	122,00	0,68	2,45
GeoB1101-5	1,58	1,64	124,82	0,26	2,98
