Core label	depth	compdepth	age	cw13	cw18
GeoB2109-1	0,03	0,03	0,00	1,15	2,19
GeoB2109-1	0,08	0,08	2,15	1,31	2,44
GeoB2109-1	0,13	0,13	4,29	0,89	2,37
GeoB2109-1	0,18	0,18	6,41	0,44	2,78
GeoB2109-1	0,23	0,23	8,51	0,74	2,80
GeoB2109-1	0,28	0,28	10,57	0,61	2,92
GeoB2109-1	0,33	0,33	12,60	0,75	3,09
GeoB2109-1	0,38	0,38	14,58	0,24	4,07
GeoB2109-1	0,43	0,43	16,50	0,25	4,23
GeoB2109-1	0,48	0,48	18,36	0,36	4,15
GeoB2109-1	0,53	0,53	20,15	0,42	4,18
GeoB2109-1	0,58	0,58	21,89	0,44	4,30
GeoB2109-1	0,63	0,63	23,57	-0,23	4,01
GeoB2109-1	0,68	0,68	25,18	0,86	3,95
GeoB2109-1	0,73	0,73	26,74	0,44	4,02
GeoB2109-1	0,78	0,78	28,25	0,20	4,13
GeoB2109-1	0,83	0,83	29,71	0,26	4,15
GeoB2109-1	0,88	0,88	31,11	0,35	4,15
GeoB2109-1	0,93	0,93	32,46	0,46	4,02
GeoB2109-1	0,98	0,98	33,77	0,49	4,04
GeoB2109-1	1,03	1,03	35,03	0,72	4,06
GeoB2109-1	1,08	1,08	36,24	0,53	3,90
GeoB2109-1	1,13	1,13	37,41	0,37	4,01
GeoB2109-1	1,18	1,18	38,54	0,59	3,99
GeoB2109-1	1,23	1,23	39,63	0,10	3,45
GeoB2109-1	1,28	1,28	40,69	0,49	3,67
GeoB2109-1	1,33	1,33	41,70	0,49	3,86
GeoB2109-1	1,38	1,38	42,69	0,82	3,82
GeoB2109-1	1,43	1,43	43,64	0,66	3,74
GeoB2109-1	1,48	1,48	44,55	0,94	3,71
GeoB2109-1	1,53	1,53	45,44	0,80	3,63
GeoB2109-1	1,58	1,58	46,30	0,82	3,80
GeoB2109-1	1,63	1,63	47,14	0,68	3,70
GeoB2109-1	1,68	1,68	47,95	0,88	3,73
GeoB2109-1	1,73	1,73	48,73	1,14	3,62
GeoB2109-1	1,78	1,78	49,50	1,07	3,61
GeoB2109-1	1,83	1,83	50,24	0,38	3,52
GeoB2109-1	1,88	1,88	50,97	0,86	3,72
GeoB2109-1	1,93	1,93	51,68	1,01	3,61
GeoB2109-1	1,98	1,98	52,38	0,94	3,44
GeoB2109-1	2,03	2,03	53,06	0,75	3,47
GeoB2109-1	2,08	2,08	53,73	0,95	3,30
GeoB2109-1	2,13	2,13	54,39	0,63	3,55
GeoB2109-1	2,18	2,18	55,05	0,66	3,63
GeoB2109-1	2,23	2,23	55,69	0,84	3,60
GeoB2109-1	2,28	2,28	56,33	0,60	3,46
GeoB2109-1	2,33	2,33	56,97	0,38	3,45
GeoB2109-1	2,38	2,38	57,61	0,34	3,31
GeoB2109-1	2,43	2,43	58,25	0,14	3,25
GeoB2109-1	2,48	2,48	58,89	0,34	3,42
GeoB2109-1	2,53	2,53	59,53	-0,13	3,50
