Core label	depth	compdepth	age	cw13	cw18
GeoB1306-1	0,01	0,01	7,00	0,34	2,99
GeoB1306-1	0,04	0,04	8,08	0,24	3,76
GeoB1306-1	0,07	0,07	9,32	0,16	3,71
GeoB1306-1	0,10	0,10	10,88	0,39	3,63
GeoB1306-1	0,13	0,13	12,90	-0,18	3,93
GeoB1306-1	0,19	0,19	19,00	-0,45	4,47
GeoB1306-1	0,22	0,22	23,33	-0,33	4,15
GeoB1306-1	0,25	0,25	28,38	0,23	4,14
GeoB1306-1	0,28	0,28	33,95	0,09	3,94
GeoB1306-1	0,31	0,31	39,83	0,01	4,03
GeoB1306-2	0,33	0,33	43,80	0,00	4,09
GeoB1306-2	0,38	0,38	53,50	0,03	3,94
GeoB1306-2	0,43	0,43	62,18	-0,08	4,28
GeoB1306-2	0,48	0,48	69,50	-0,49	4,24
GeoB1306-2	0,53	0,53	75,35	-0,01	3,86
GeoB1306-2	0,58	0,58	80,02	0,00	4,02
GeoB1306-2	0,68	0,68	87,50	-0,08	4,10
GeoB1306-2	0,73	0,73	91,06	0,25	3,92
GeoB1306-2	0,83	0,83	98,57	0,09	3,52
GeoB1306-2	0,88	0,88	102,64	0,31	3,69
GeoB1306-2	0,93	0,93	107,00	-0,63	3,96
GeoB1306-2	0,98	0,98	111,69	-0,62	3,84
GeoB1306-2	1,03	1,03	116,69	0,02	3,59
GeoB1306-2	1,08	1,08	122,00	0,52	3,38
GeoB1306-2	1,13	1,13	127,78	0,04	3,87
GeoB1306-2	1,18	1,18	135,00	-0,29	4,06
GeoB1306-2	1,23	1,23	144,50	-0,27	3,73
GeoB1306-2	1,28	1,28	155,86	0,34	3,65
GeoB1306-2	1,33	1,33	168,41	0,14	3,65
GeoB1306-2	1,38	1,38	181,50	-0,05	3,96
GeoB1306-2	1,43	1,43	194,00	0,42	3,21
GeoB1306-2	1,48	1,48	203,59	-0,65	3,85
GeoB1306-2	1,53	1,53	210,68	-0,62	3,93
GeoB1306-2	1,58	1,58	216,46	-0,10	4,03
GeoB1306-2	1,63	1,63	222,14	-0,04	3,86
GeoB1306-2	1,68	1,68	228,92	-0,27	3,69
GeoB1306-2	1,73	1,73	238,00	0,28	3,40
GeoB1306-2	1,78	1,78	249,50	-0,12	3,81
GeoB1306-2	1,83	1,83	260,12	-0,16	3,90
GeoB1306-2	1,88	1,88	269,27	0,00	3,51
GeoB1306-2	1,93	1,93	277,33	0,08	3,66
GeoB1306-2	1,98	1,98	284,64	0,44	3,73
GeoB1306-2	2,03	2,03	291,58	0,33	3,77
GeoB1306-2	2,08	2,08	298,50	-0,12	3,96
GeoB1306-2	2,13	2,13	305,69	0,13	3,67
GeoB1306-2	2,18	2,18	313,04	0,42	3,59
GeoB1306-2	2,23	2,23	320,38	0,32	3,41
GeoB1306-2	2,28	2,28	327,53	0,27	3,76
GeoB1306-2	2,33	2,33	334,29	0,67	3,31
GeoB1306-2	2,38	2,38	340,50	0,32	3,67
GeoB1306-2	2,43	2,43	346,03	0,15	3,64
GeoB1306-2	2,58	2,58	360,00	0,37	3,60
