ODP 925        
         
4¡12.25 N 43¡29.33 W 3042 m    
         
Ceara Rise        
         
data Torsten Bickert (Uni Bremen)     
Bickert et al. (1997) Ocean Drill. Program Sci. Results. 154.
Age model        
         
Site Hole Core Type Sect Top mcd d18O d13C species 
925 D 3 H 3 56 28.32 3.40 0.56 C.wuellerstorfi
925 D 3 H 3 61 28.37 3.26 0.77 C.cicatricosus
925 D 3 H 3 66 28.42 2.88 0.60 C.wuellerstorfi
925 D 3 H 3 76 28.52 3.13 0.92 C.wuellerstorfi
925 D 3 H 3 91 28.67 3.02 0.99 C.wuellerstorfi
925 D 3 H 3 111 28.87 2.74 0.14 C.bradyii
925 D 3 H 3 112 28.88 2.74 0.05 C.wuellerstorfi
925 D 3 H 3 112 28.88 2.82 -0.03 C.spp.
925 D 3 H 3 116 28.92 3.90 -0.44 C.wuellerstorfi
925 D 3 H 3 121 28.97 4.08 -0.53 N.
925 D 3 H 3 131 29.07 3.92 -0.30 C.wuellerstorfi
925 D 3 H 3 136 29.12 4.37 -0.29 N.
925 D 3 H 3 141 29.17 4.05 -0.10 C.wuellerstorfi
925 D 3 H 3 142 29.18 3.91 -0.05 C.wuellerstorfi
925 D 3 H 3 146 29.22 3.98 -0.20 C.wuellerstorfi
925 D 3 H 3 146 29.22 3.56 -0.30 C.wuellerstorfi
925 D 3 H 4 6 29.32 3.79 0.11 C.wuellerstorfi
925 D 3 H 4 11 29.37 3.59 -0.21 C.wuellerstorfi
925 D 3 H 4 12 29.38 3.85 -0.08 C.wuellerstorfi
925 D 3 H 4 16 29.42 3.73 0.29 C.wuellerstorfi
925 D 3 H 4 16 29.42 3.40 0.56 C.spp.
925 D 3 H 4 21 29.47 3.67 0.16 C.spp.
925 D 3 H 4 22 29.48 3.76 0.10 C.wuellerstorfi
925 D 3 H 4 22 29.48 3.75 0.15 C.wuellerstorfi
925 D 3 H 4 26 29.52 3.46 0.32 C.wuellerstorfi
925 D 3 H 4 26 29.52 3.60 0.32 C.kullenbergi
925 D 3 H 4 31 29.57 3.45 -0.26 N.
925 D 3 H 4 32 29.58 3.40 0.42 C.wuellerstorfi
925 D 3 H 4 36 29.62 3.52 -0.48 N.
925 D 3 H 4 56 29.82 2.99 0.48 C.spp.
925 D 3 H 4 61 29.87 3.21 0.76 C.kullenbergi
925 D 3 H 4 62 29.88 2.73 0.73 C.spp.
925 D 3 H 4 71 29.97 3.16 0.01 C.wuellerstorfi
925 D 3 H 4 81 30.07 3.11 0.77 C.wuellerstorfi
925 D 3 H 4 82 30.08 3.38 0.81 C.spp.
925 D 3 H 4 91 30.17 3.03 0.70 C.wuellerstorfi
925 D 3 H 4 91 30.17 3.04 0.78 C.kullenbergi
925 D 3 H 4 92 30.18 3.30 0.81 C.kullenbergi
925 D 3 H 4 96 30.22 3.14 0.88 C.kullenbergi
925 D 3 H 4 101 30.27 3.15 0.01 C.kullenbergi
925 D 3 H 4 101 30.27 2.98 0.34 C.kullenbergi
925 D 3 H 4 111 30.37 3.12 0.75 C.spp.
925 D 3 H 4 112 30.38 3.28 0.65 C.spp.
925 D 3 H 4 122 30.48 3.02 0.23 C.wuellerstorfi
925 D 3 H 4 126 30.52 2.78 0.75 C.wuellerstorfi
925 D 3 H 4 126 30.52 2.93 0.81 C.wuellerstorfi
925 D 3 H 4 131 30.57 2.79 0.69 C.wuellerstorfi
925 D 3 H 4 132 30.58 2.71 0.81 C.wuellerstorfi
925 D 3 H 4 141 30.67 2.56 0.74 C.wuellerstorfi
925 D 3 H 4 142 30.68 2.71 0.46 C.spp.
925 D 3 H 5 2 30.78 3.03 0.80 C.bradyii
925 D 3 H 5 6 30.82 2.96 0.66 C.bradyii
925 D 3 H 5 12 30.88 2.57 0.94 C.wuellerstorfi
925 D 3 H 5 21 30.97 2.67 0.03 C.wuellerstorfi
925 D 3 H 5 22 30.98 2.53 0.83 C.wuellerstorfi
925 D 3 H 5 26 31.02 2.55 -0.01 C.wuellerstorfi
925 D 3 H 5 31 31.07 2.78 -0.14 C.wuellerstorfi
925 D 3 H 5 32 31.08 3.78 -0.46 C.wuellerstorfi
925 D 3 H 5 36 31.12 3.75 -0.34 C.wuellerstorfi
925 D 3 H 5 41 31.17 3.82 -0.33 C.wuellerstorfi
925 D 3 H 5 42 31.18 3.90 -0.30 C.wuellerstorfi
925 D 3 H 5 48 31.24 4.08 -0.85 N.
925 D 3 H 5 52 31.28 4.00 -0.37 C.wuellerstorfi
925 D 3 H 5 56 31.32 3.92 -0.04 C.wuellerstorfi
925 D 3 H 5 61 31.37 3.95 -0.47 N.
925 D 3 H 5 62 31.38 3.99 -0.21 C.wuellerstorfi
925 D 3 H 5 66 31.42 3.88 -0.12 C.wuellerstorfi
925 D 3 H 5 71 31.47 3.75 -0.85 N.
925 D 3 H 5 72 31.48 3.80 -0.06 C.wuellerstorfi
925 D 3 H 5 82 31.58 3.68 -0.24 C.wuellerstorfi
925 D 3 H 5 82 31.58 3.71 -0.44 C.wuellerstorfi
925 D 3 H 5 111 31.87 3.60 0.76 C.wuellerstorfi
925 D 3 H 5 112 31.88 3.55 0.81 C.wuellerstorfi
925 D 3 H 5 116 31.92 3.50 0.95 C.wuellerstorfi
925 D 3 H 5 121 31.97 3.31 0.70 C.spp.
925 D 3 H 5 122 31.98 3.35 0.92 C.wuellerstorfi
925 D 3 H 5 126 32.02 3.09 0.07 C.wuellerstorfi
925 D 3 H 5 131 32.07 3.31 0.85 C.wuellerstorfi
925 D 3 H 5 136 32.12 3.02 0.66 C.wuellerstorfi
925 D 3 H 5 136 32.12 3.08 0.67 C.wuellerstorfi
925 D 3 H 5 141 32.17 3.10 0.67 C.wuellerstorfi
925 D 3 H 5 142 32.18 3.21 0.26 C.wuellerstorfi
925 C 4 H 3 71 32.20 2.89 0.55 C.wuellerstorfi
925 C 4 H 3 71 32.20 3.09 0.62 C.wuellerstorfi
925 D 3 H 5 146 32.22 3.01 0.52 C.wuellerstorfi
925 C 4 H 3 81 32.30 3.27 0.49 C.wuellerstorfi
925 C 4 H 3 81 32.30 3.29 -0.10 C.wuellerstorfi
925 D 3 H 6 6 32.32 3.05 0.60 C.wuellerstorfi
925 C 4 H 3 86 32.35 3.51 0.11 C.wuellerstorfi
925 C 4 H 3 91 32.40 3.47 -0.16 C.wuellerstorfi
925 D 3 H 6 16 32.42 3.81 -0.18 C.wuellerstorfi
925 C 4 H 3 106 32.55 3.58 0.13 C.wuellerstorfi
925 C 4 H 3 106 32.55 3.45 0.32 C.wuellerstorfi
925 C 4 H 3 111 32.60 3.46 0.56 C.wuellerstorfi
925 C 4 H 3 116 32.65 3.43 0.09 C.wuellerstorfi
925 C 4 H 3 121 32.70 2.90 0.54 C.wuellerstorfi
925 C 4 H 3 121 32.70 3.19 0.81 C.wuellerstorfi
925 C 4 H 3 126 32.75 3.43 -0.03 C.wuellerstorfi
925 C 4 H 3 136 32.85 3.18 -0.17 C.wuellerstorfi
925 C 4 H 3 146 32.95 2.96 0.81 C.wuellerstorfi
925 C 4 H 4 1 33.00 2.95 0.86 C.wuellerstorfi
925 C 4 H 4 6 33.05 3.01 0.80 C.wuellerstorfi
925 C 4 H 4 11 33.10 2.96 0.70 C.wuellerstorfi
925 C 4 H 4 16 33.15 2.95 0.83 C.wuellerstorfi
925 C 4 H 4 21 33.20 2.71 0.75 C.wuellerstorfi
925 C 4 H 4 26 33.25 2.73 0.69 N.
925 C 4 H 4 31 33.30 2.53 1.09 C.wuellerstorfi
925 C 4 H 4 36 33.35 3.54 1.31 C.wuellerstorfi
925 C 4 H 4 41 33.40 2.54 1.05 C.wuellerstorfi
925 C 4 H 4 41 33.40 2.48 1.08 C.wuellerstorfi
925 C 4 H 4 46 33.45 2.66 0.82 C.kullenbergi
925 C 4 H 4 46 33.45 2.47 1.02 C.wuellerstorfi
925 C 4 H 4 46 33.45 3.85 -0.21 C.wuellerstorfi
925 C 4 H 4 51 33.50 2.22 0.77 C.wuellerstorfi
925 C 4 H 4 56 33.55 3.21 0.15 C.wuellerstorfi
925 C 4 H 4 56 33.55 2.12 0.56 C.wuellerstorfi
925 C 4 H 4 61 33.60 2.12 0.66 C.wuellerstorfi
925 C 4 H 4 66 33.65 3.65 0.07 C.wuellerstorfi
925 C 4 H 4 71 33.70 2.68 0.18 C.wuellerstorfi
925 C 4 H 4 76 33.75 3.28 -0.09 C.wuellerstorfi
925 C 4 H 4 81 33.80 3.18 0.08 C.wuellerstorfi
925 C 4 H 4 86 33.85 3.43 0.86 C.wuellerstorfi
925 C 4 H 4 86 33.85 3.73 -0.02 C.wuellerstorfi
925 C 4 H 4 91 33.90 3.27 0.95 C.wuellerstorfi
925 C 4 H 4 96 33.95 3.65 0.88 C.wuellerstorfi
925 C 4 H 4 106 34.05 3.50 0.80 C.wuellerstorfi
925 C 4 H 4 111 34.10 3.33 0.89 C.wuellerstorfi
925 C 4 H 4 111 34.10 3.34 0.92 C.wuellerstorfi
925 C 4 H 4 116 34.15 3.42 0.75 C.wuellerstorfi
925 C 4 H 4 121 34.20 2.93 1.19 C.wuellerstorfi
925 C 4 H 4 126 34.25 2.82 1.11 C.wuellerstorfi
925 C 4 H 4 131 34.30 3.05 0.37 C.wuellerstorfi
925 C 4 H 4 136 34.35 2.92 0.82 C.wuellerstorfi
925 C 4 H 4 136 34.35 2.84 1.10 C.wuellerstorfi
925 C 4 H 4 141 34.40 2.88 0.56 C.wuellerstorfi
925 C 4 H 5 1 34.50 3.36 0.94 C.wuellerstorfi
925 C 4 H 5 11 34.60 3.54 0.93 C.wuellerstorfi
925 C 4 H 5 16 34.65 3.30 0.64 C.wuellerstorfi
925 C 4 H 5 21 34.70 3.34 0.90 C.wuellerstorfi
925 C 4 H 5 26 34.75 3.26 0.76 C.wuellerstorfi
925 C 4 H 5 31 34.80 3.30 0.96 C.wuellerstorfi
925 C 4 H 5 41 34.90 3.01 0.96 C.kullenbergi
925 C 4 H 5 41 34.90 2.69 0.98 C.wuellerstorfi
925 C 4 H 5 41 34.90 3.23 1.14 C.wuellerstorfi
925 C 4 H 5 46 34.95 2.85 1.11 C.wuellerstorfi
925 C 4 H 5 51 35.00 2.80 0.93 C.wuellerstorfi
925 C 4 H 5 51 35.00 2.93 0.97 C.kullenbergi
925 C 4 H 5 51 35.00 2.86 1.04 C.wuellerstorfi
925 C 4 H 5 56 35.05 3.04 0.88 C.wuellerstorfi
925 C 4 H 5 61 35.10 3.37 0.24 C.spp.
925 C 4 H 5 66 35.15 3.30 0.71 C.spp.
925 C 4 H 5 71 35.20 3.45 0.89 C.kullenbergi
925 C 4 H 5 76 35.25 3.34 1.03 C.wuellerstorfi
925 C 4 H 5 81 35.30 3.49 0.90 C.wuellerstorfi
925 C 4 H 5 86 35.35 3.21 1.00 C.wuellerstorfi
925 C 4 H 5 91 35.40 3.39 0.34 C.wuellerstorfi
925 C 4 H 5 96 35.45 3.15 0.84 C.spp.
925 C 4 H 5 101 35.50 2.77 1.20 C.wuellerstorfi
925 C 4 H 5 106 35.55 3.07 0.68 C.wuellerstorfi
925 C 4 H 5 111 35.60 2.70 1.14 C.kullenbergi
925 C 4 H 5 116 35.65 2.74 1.23 C.wuellerstorfi
925 C 4 H 5 121 35.70 2.89 1.12 C.wuellerstorfi
925 C 4 H 5 126 35.75 2.75 1.02 C.wuellerstorfi
925 C 4 H 5 131 35.80 2.92 1.01 C.wuellerstorfi
925 C 4 H 5 136 35.85 2.99 0.92 C.wuellerstorfi
925 C 4 H 5 141 35.90 3.37 0.52 C.wuellerstorfi
925 C 4 H 5 146 35.95 3.47 0.98 C.wuellerstorfi
925 C 4 H 6 3 36.02 3.54 1.01 C.wuellerstorfi
925 C 4 H 6 13 36.12 3.59 0.85 C.wuellerstorfi
925 C 4 H 6 23 36.22 3.54 0.71 C.spp.
925 D 4 H 2 2 36.29 3.56 -0.29 C.wuellerstorfi
925 D 4 H 2 12 36.39 3.71 0.07 C.wuellerstorfi
925 C 4 H 6 43 36.42 3.29 -0.01 C.wuellerstorfi
925 D 4 H 2 27 36.54 2.90 0.82 C.wuellerstorfi
925 C 4 H 6 63 36.62 3.03 0.58 N.
925 D 4 H 2 37 36.64 2.83 0.85 C.kullenbergi
925 D 4 H 2 47 36.74 2.74 0.97 C.wuellerstorfi
925 D 4 H 2 57 36.84 2.40 1.10 C.wuellerstorfi
925 D 4 H 2 57 36.84 2.45 1.14 C.wuellerstorfi
925 D 4 H 2 67 36.94 2.81 0.93 C.kullenbergi
925 D 4 H 2 77 37.04 2.45 1.05 C.wuellerstorfi
925 D 4 H 2 87 37.14 2.70 1.05 C.wuellerstorfi
925 D 4 H 2 97 37.24 3.04 1.05 C.wuellerstorfi
925 D 4 H 2 107 37.34 3.12 1.07 C.wuellerstorfi
925 D 4 H 2 117 37.44 3.04 0.40 C.wuellerstorfi
925 D 4 H 2 127 37.54 3.18 0.47 C.wuellerstorfi
925 D 4 H 2 127 37.54 2.78 0.61 C.wuellerstorfi
925 D 4 H 2 137 37.64 3.29 0.45 C.wuellerstorfi
925 D 4 H 2 147 37.74 3.40 0.38 C.wuellerstorfi
925 D 4 H 3 7 37.84 3.36 0.92 C.spp.
925 D 4 H 3 17 37.94 2.83 1.09 C.wuellerstorfi
925 D 4 H 3 27 38.04 2.74 0.55 N.
925 D 4 H 3 27 38.04 2.89 0.66 C.bradyii
925 D 4 H 3 37 38.14 3.01 0.97 C.wuellerstorfi
925 D 4 H 3 37 38.14 3.03 0.99 C.wuellerstorfi
925 D 4 H 3 47 38.24 3.06 0.74 C.wuellerstorfi
925 D 4 H 3 57 38.34 3.32 0.63 C.wuellerstorfi
925 D 4 H 3 67 38.44 3.75 -0.01 C.wuellerstorfi
925 D 4 H 3 77 38.54 3.72 0.24 C.wuellerstorfi
925 D 4 H 3 87 38.64 3.46 0.41 C.wuellerstorfi
925 D 4 H 3 97 38.74 2.94 0.24 C.wuellerstorfi
925 D 4 H 3 97 38.74 3.35 0.76 C.bradyii
925 D 4 H 3 107 38.84 3.38 0.86 C.kullenbergi
925 D 4 H 3 117 38.94 3.49 0.36 C.bradyii
925 D 4 H 3 127 39.04 3.12 0.87 C.kullenbergi
925 D 4 H 3 127 39.04 3.02 0.99 C.wuellerstorfi
925 D 4 H 3 147 39.24 3.08 0.90 C.kullenbergi
925 D 4 H 4 17 39.44 3.00 0.98 C.kullenbergi
925 D 4 H 4 17 39.44 2.68 1.13 C.wuellerstorfi
925 D 4 H 4 27 39.54 2.63 1.21 C.wuellerstorfi
925 D 4 H 4 37 39.64 2.68 1.24 C.wuellerstorfi
925 D 4 H 4 47 39.74 2.70 0.73 N.
925 D 4 H 4 47 39.74 2.80 0.76 C.spp.
925 D 4 H 4 57 39.84 3.04 0.76 C.bradyii
925 D 4 H 4 57 39.84 2.66 1.15 C.wuellerstorfi
925 D 4 H 4 67 39.94 2.88 0.70 C.bradyii
925 D 4 H 4 77 40.04 2.84 0.59 C.bradyii
925 D 4 H 4 77 40.04 2.83 1.00 C.kullenbergi
925 D 4 H 4 87 40.14 2.86 0.88 N.
925 C 5 H 2 28 40.37 3.35 0.86 C.wuellerstorfi
925 C 5 H 2 33 40.42 3.54 0.37 C.wuellerstorfi
925 C 5 H 2 38 40.47 3.51 0.68 C.wuellerstorfi
925 C 5 H 2 43 40.52 3.62 0.61 C.kullenbergi
925 C 5 H 2 48 40.57 3.50 0.62 C.wuellerstorfi
925 C 5 H 2 53 40.62 3.56 0.21 C.wuellerstorfi
925 C 5 H 2 63 40.72 3.25 -0.58 C.wuellerstorfi
925 C 5 H 2 68 40.77 3.53 0.27 C.wuellerstorfi
925 C 5 H 2 83 40.92 3.39 0.42 C.wuellerstorfi
925 C 5 H 2 88 40.97 3.28 0.31 C.wuellerstorfi
925 C 5 H 2 93 41.02 3.42 0.47 C.wuellerstorfi
925 C 5 H 2 98 41.07 3.33 0.64 C.wuellerstorfi
925 C 5 H 2 103 41.12 2.83 0.58 C.wuellerstorfi
925 C 5 H 2 108 41.17 3.22 0.37 C.wuellerstorfi
925 C 5 H 2 113 41.22 2.38 0.54 C.wuellerstorfi
925 C 5 H 2 128 41.37 2.86 0.73 C.wuellerstorfi
925 C 5 H 2 133 41.42 2.79 0.99 C.wuellerstorfi
925 C 5 H 2 138 41.47 3.00 0.90 C.wuellerstorfi
925 C 5 H 2 143 41.52 2.69 0.85 C.wuellerstorfi
925 C 5 H 2 148 41.57 2.85 0.92 C.wuellerstorfi
925 C 5 H 3 13 41.72 2.48 1.08 C.wuellerstorfi
925 C 5 H 3 23 41.82 2.71 0.63 C.wuellerstorfi
925 C 5 H 3 28 41.87 2.56 -0.23 C.wuellerstorfi
925 C 5 H 3 33 41.92 2.72 -0.30 C.wuellerstorfi
925 C 5 H 3 43 42.02 2.85 -0.14 C.wuellerstorfi
925 C 5 H 3 83 42.42 3.07 0.02 C.wuellerstorfi
925 C 5 H 3 88 42.47 3.18 -0.23 C.wuellerstorfi
925 C 5 H 3 98 42.57 2.62 0.53 C.wuellerstorfi
925 C 5 H 3 128 42.87 2.90 0.82 C.wuellerstorfi
925 D 4 H 6 63 42.90 2.76 0.96 C.wuellerstorfi
925 C 5 H 3 133 42.92 2.65 1.04 C.wuellerstorfi
925 D 4 H 6 68 42.95 2.74 0.79 C.wuellerstorfi
925 C 5 H 3 138 42.97 2.61 1.00 C.wuellerstorfi
925 D 4 H 6 73 43.00 2.80 1.11 C.wuellerstorfi
925 C 5 H 3 143 43.02 2.68 0.96 C.wuellerstorfi
925 D 4 H 6 78 43.05 2.81 1.06 C.wuellerstorfi
925 C 5 H 3 148 43.07 2.73 0.93 C.wuellerstorfi
925 D 4 H 6 88 43.15 2.97 0.83 C.wuellerstorfi
925 D 4 H 6 93 43.20 3.01 0.78 C.wuellerstorfi
925 D 4 H 6 123 43.50 2.85 -0.09 C.wuellerstorfi
925 D 4 H 6 138 43.65 3.25 0.08 C.wuellerstorfi
925 D 4 H 6 143 43.70 3.36 0.65 C.wuellerstorfi
925 C 5 H 4 73 43.82 2.91 0.66 C.wuellerstorfi
925 C 5 H 4 78 43.87 2.78 1.04 C.wuellerstorfi
925 C 5 H 4 83 43.92 2.88 0.88 C.wuellerstorfi
925 C 5 H 4 88 43.97 2.94 0.78 C.wuellerstorfi
925 C 5 H 4 93 44.02 2.94 0.56 C.wuellerstorfi
925 C 5 H 4 98 44.07 2.86 0.67 C.wuellerstorfi
925 C 5 H 4 103 44.12 2.97 0.83 C.wuellerstorfi
925 C 5 H 4 108 44.17 3.19 0.61 C.wuellerstorfi
925 C 5 H 4 113 44.22 2.44 0.77 C.wuellerstorfi
925 C 5 H 4 118 44.27 3.24 0.54 C.wuellerstorfi
925 C 5 H 4 123 44.32 3.15 0.49 C.wuellerstorfi
925 C 5 H 4 128 44.37 3.21 0.62 C.wuellerstorfi
925 C 5 H 4 133 44.42 3.15 0.62 C.wuellerstorfi
925 C 5 H 4 138 44.47 3.45 0.44 C.wuellerstorfi
925 C 5 H 4 143 44.52 3.32 0.58 C.wuellerstorfi
925 C 5 H 4 148 44.57 3.08 0.57 C.wuellerstorfi
925 C 5 H 5 3 44.62 3.41 0.49 C.wuellerstorfi
925 C 5 H 5 13 44.72 3.33 0.07 C.wuellerstorfi
925 C 5 H 5 18 44.77 2.98 -0.12 C.wuellerstorfi
925 C 5 H 5 23 44.82 3.42 -0.19 C.wuellerstorfi
925 C 5 H 5 38 44.97 2.58 0.63 C.wuellerstorfi
925 C 5 H 5 43 45.02 2.68 0.77 C.wuellerstorfi
925 C 5 H 5 48 45.07 2.95 0.62 C.wuellerstorfi
925 C 5 H 5 53 45.12 2.99 0.72 C.wuellerstorfi
925 C 5 H 5 58 45.17 2.91 0.70 C.wuellerstorfi
925 C 5 H 5 63 45.22 2.64 0.81 C.wuellerstorfi
925 C 5 H 5 68 45.27 2.63 0.90 C.wuellerstorfi
925 C 5 H 5 78 45.37 2.36 0.53 C.wuellerstorfi
925 C 5 H 5 88 45.47 2.52 1.06 C.wuellerstorfi
925 C 5 H 5 103 45.62 2.90 0.58 C.wuellerstorfi
925 C 5 H 5 108 45.67 2.85 1.03 C.wuellerstorfi
925 C 5 H 5 118 45.77 2.99 0.69 C.wuellerstorfi
925 C 5 H 5 133 45.92 3.28 0.36 C.wuellerstorfi
925 C 5 H 5 138 45.97 3.30 0.49 C.wuellerstorfi
925 C 5 H 5 143 46.02 3.40 0.51 C.wuellerstorfi
925 C 5 H 5 148 46.07 3.43 0.69 C.wuellerstorfi
925 C 5 H 6 3 46.12 3.13 0.17 C.wuellerstorfi
925 C 5 H 6 8 46.17 3.30 0.85 C.wuellerstorfi
925 C 5 H 6 13 46.22 3.34 0.73 C.wuellerstorfi
925 C 5 H 6 18 46.27 3.10 0.81 C.wuellerstorfi
925 C 5 H 6 23 46.32 2.98 0.73 C.wuellerstorfi
925 C 5 H 6 33 46.42 2.41 0.73 C.wuellerstorfi
925 C 5 H 6 38 46.47 3.01 1.12 C.wuellerstorfi
925 C 5 H 6 43 46.52 2.98 1.01 C.wuellerstorfi
925 C 5 H 6 48 46.57 2.85 1.04 C.wuellerstorfi
925 C 5 H 6 53 46.62 2.84 0.95 C.wuellerstorfi
925 D 5 H 2 15 46.69 3.98 1.12 C.wuellerstorfi
925 C 5 H 6 63 46.72 2.51 1.01 C.wuellerstorfi
925 D 5 H 2 25 46.79 2.72 0.92 C.wuellerstorfi
925 C 5 H 6 73 46.82 2.06 0.74 C.wuellerstorfi
925 D 5 H 2 35 46.89 2.95 0.87 C.wuellerstorfi
925 D 5 H 2 45 46.99 3.40 0.87 C.wuellerstorfi
925 D 5 H 2 55 47.09 3.62 0.28 C.wuellerstorfi
925 D 5 H 2 65 47.19 3.22 0.63 C.wuellerstorfi
925 D 5 H 2 85 47.39 2.86 0.09 C.wuellerstorfi
925 D 5 H 2 95 47.49 3.10 0.43 C.wuellerstorfi
925 D 5 H 2 105 47.59 2.70 1.12 C.wuellerstorfi
925 D 5 H 2 115 47.69 1.90 0.78 C.wuellerstorfi
925 D 5 H 2 125 47.79 2.52 0.97 C.wuellerstorfi
925 D 5 H 3 15 48.19 3.45 0.20 C.wuellerstorfi
925 D 5 H 3 25 48.29 3.51 0.70 C.wuellerstorfi
925 D 5 H 3 45 48.49 2.95 1.01 C.wuellerstorfi
925 D 5 H 3 55 48.59 2.30 1.02 C.wuellerstorfi
925 D 5 H 3 65 48.69 2.75 1.25 C.wuellerstorfi
925 D 5 H 3 75 48.79 2.77 1.13 C.kullenbergi
925 D 5 H 3 85 48.89 2.69 1.07 C.kullenbergi
925 D 5 H 3 125 49.29 3.58 0.90 C.wuellerstorfi
925 D 5 H 3 135 49.39 2.44 0.53 C.wuellerstorfi
925 D 5 H 4 15 49.69 3.18 1.19 C.spp.
925 D 5 H 4 25 49.79 3.00 1.33 C.wuellerstorfi
925 D 5 H 4 35 49.89 2.79 1.16 C.wuellerstorfi
925 D 5 H 4 45 49.99 3.05 0.92 C.wuellerstorfi
925 D 5 H 4 55 50.09 3.06 0.93 C.wuellerstorfi
925 D 5 H 4 75 50.29 3.76 0.57 C.spp.
925 D 5 H 4 85 50.39 3.20 0.77 C.spp.
925 D 5 H 4 95 50.49 2.14 0.43 C.wuellerstorfi
925 D 5 H 4 115 50.69 2.50 0.81 C.wuellerstorfi
925 D 5 H 4 125 50.79 3.17 0.79 C.spp.
925 D 5 H 4 135 50.89 2.61 0.90 C.wuellerstorfi
925 D 5 H 5 15 51.19 2.62 1.11 C.spp.
925 D 5 H 5 25 51.29 2.71 1.16 C.wuellerstorfi
925 D 5 H 5 35 51.39 2.71 1.16 C.wuellerstorfi
925 D 5 H 5 55 51.59 2.97 0.97 C.wuellerstorfi
925 D 5 H 5 95 51.99 3.16 1.04 C.wuellerstorfi
925 D 5 H 5 135 52.39 2.98 0.93 C.spp.
925 D 5 H 5 145 52.49 2.92 1.05 C.spp.
925 D 5 H 6 5 52.59 2.75 0.99 C.spp.
925 D 5 H 6 15 52.69 2.97 0.95 C.spp.
925 D 5 H 6 25 52.79 2.85 1.10 C.spp.
925 D 5 H 6 35 52.89 2.73 1.05 C.spp.
925 D 5 H 6 45 52.99 3.13 0.60 C.spp.
925 D 5 H 6 55 53.09 2.83 1.06 C.spp.
925 C 6 H 4 45 53.11 2.87 1.10 C.wuellerstorfi
925 C 6 H 4 50 53.16 2.75 0.90 C.wuellerstorfi
925 D 5 H 6 65 53.19 2.83 0.99 C.wuellerstorfi
925 C 6 H 4 55 53.21 2.64 0.88 C.wuellerstorfi
925 C 6 H 4 60 53.26 2.81 1.07 C.wuellerstorfi
925 D 5 H 6 75 53.29 3.26 0.83 C.kullenbergi
925 C 6 H 4 65 53.31 3.21 0.86 C.wuellerstorfi
925 C 6 H 4 70 53.36 3.00 0.87 C.wuellerstorfi
925 D 5 H 6 85 53.39 2.32 1.12 C.wuellerstorfi
925 C 6 H 4 75 53.41 2.97 0.84 C.wuellerstorfi
925 C 6 H 4 80 53.46 2.62 1.11 C.wuellerstorfi
925 D 5 H 6 95 53.49 2.76 1.11 C.spp.
925 C 6 H 4 85 53.51 2.62 1.00 C.wuellerstorfi
925 C 6 H 4 90 53.56 2.58 0.97 C.wuellerstorfi
925 C 6 H 4 95 53.61 2.62 0.93 C.wuellerstorfi
925 C 6 H 4 100 53.66 2.61 1.10 C.wuellerstorfi
925 C 6 H 4 105 53.71 2.59 0.87 C.wuellerstorfi
925 C 6 H 4 110 53.76 2.81 1.13 C.wuellerstorfi
925 C 6 H 4 115 53.81 3.17 0.90 C.wuellerstorfi
925 C 6 H 4 120 53.86 2.50 1.26 C.wuellerstorfi
925 C 6 H 4 125 53.91 3.31 0.98 C.wuellerstorfi
925 C 6 H 4 135 54.01 3.34 1.00 C.wuellerstorfi
925 C 6 H 4 145 54.11 3.17 0.88 C.wuellerstorfi
925 C 6 H 5 0 54.16 3.11 0.73 C.wuellerstorfi
925 C 6 H 5 10 54.26 3.24 0.91 C.wuellerstorfi
925 C 6 H 5 15 54.31 3.36 0.78 C.wuellerstorfi
925 C 6 H 5 25 54.41 3.44 0.71 C.wuellerstorfi
925 C 6 H 5 30 54.46 3.37 0.73 C.wuellerstorfi
925 C 6 H 5 35 54.51 3.50 0.33 C.wuellerstorfi
925 C 6 H 5 40 54.56 2.98 1.05 C.wuellerstorfi
925 C 6 H 5 45 54.61 3.25 0.76 C.wuellerstorfi
925 C 6 H 5 50 54.66 3.03 1.00 C.wuellerstorfi
925 C 6 H 5 55 54.71 2.97 0.94 C.wuellerstorfi
925 C 6 H 5 80 54.96 2.73 0.80 C.wuellerstorfi
925 C 6 H 5 95 55.11 2.66 0.98 C.wuellerstorfi
925 C 6 H 5 105 55.21 2.68 0.38 C.wuellerstorfi
925 C 6 H 5 115 55.31 2.40 0.92 C.wuellerstorfi
925 C 6 H 5 125 55.41 2.73 -0.22 C.wuellerstorfi
925 C 6 H 5 130 55.46 2.84 -0.26 C.wuellerstorfi
925 C 6 H 6 20 55.86 3.03 0.82 C.wuellerstorfi
925 C 6 H 6 30 55.96 2.41 0.78 C.wuellerstorfi
925 C 6 H 6 40 56.06 2.14 0.48 C.wuellerstorfi
925 C 6 H 6 50 56.16 2.94 0.51 C.wuellerstorfi
925 C 6 H 6 55 56.21 3.04 0.76 C.wuellerstorfi
925 C 6 H 6 80 56.46 2.85 0.91 C.wuellerstorfi
925 C 6 H 6 85 56.51 2.88 0.88 C.wuellerstorfi
925 D 6 H 2 54 56.62 2.31 0.65 C.wuellerstorfi
925 D 6 H 2 64 56.72 3.53 0.81 C.wuellerstorfi
925 D 6 H 2 74 56.82 3.54 0.71 C.wuellerstorfi
925 D 6 H 2 84 56.92 2.96 0.66 C.kullenbergi
925 D 6 H 2 104 57.12 2.98 -0.01 C.kullenbergi
