Core label	depth	compdepth	age	cw13	cw18
GeoB1523-2	0,01	0,01	1,00	1,32	2,56
GeoB1523-2	0,04	0,04	2,41	1,33	2,65
GeoB1523-2	0,07	0,07	3,82	1,24	2,61
GeoB1523-2	0,10	0,10	5,23	0,35	2,68
GeoB1523-2	0,13	0,13	6,64	0,81	3,18
GeoB1523-2	0,16	0,16	8,05	1,19	2,67
GeoB1523-2	0,19	0,19	9,45		
GeoB1523-2	0,22	0,22	10,86	0,76	2,79
GeoB1523-2	0,25	0,25	12,27	1,06	3,20
GeoB1523-2	0,28	0,28	13,68	-0,01	3,85
GeoB1523-2	0,31	0,31	15,09	0,15	3,97
GeoB1523-1	0,33	0,34	16,50	0,13	4,22
GeoB1523-1	0,38	0,39	17,67	0,24	4,23
GeoB1523-1	0,43	0,44	18,83	0,43	4,42
GeoB1523-1	0,48	0,49	20,00	0,46	4,35
GeoB1523-1	0,53	0,54	21,17	0,52	4,13
GeoB1523-1	0,58	0,59	22,33		
GeoB1523-1	0,63	0,64	23,50	0,56	4,14
GeoB1523-1	0,68	0,69	24,67	0,67	4,18
GeoB1523-1	0,73	0,74	25,83	0,49	4,13
GeoB1523-1	0,78	0,79	27,00	0,33	3,97
GeoB1523-1	0,83	0,84	28,42	0,64	4,09
GeoB1523-1	0,88	0,89	29,83	0,50	3,97
GeoB1523-1	0,93	0,94	31,25	0,49	3,95
GeoB1523-1	0,98	0,99	32,67		
GeoB1523-1	1,03	1,04	34,08	0,76	3,96
GeoB1523-1	1,08	1,09	35,50	0,35	3,83
GeoB1523-1	1,13	1,14	38,42	0,18	3,97
GeoB1523-1	1,18	1,19	41,33	0,72	3,83
GeoB1523-1	1,23	1,24	44,25	0,75	3,88
GeoB1523-1	1,28	1,29	47,17	0,11	3,89
GeoB1523-1	1,33	1,34	50,08	0,35	3,76
GeoB1523-1	1,38	1,39	53,00	0,51	3,70
GeoB1523-1	1,43	1,44	54,54		
GeoB1523-1	1,48	1,49	56,08	0,96	3,79
GeoB1523-1	1,53	1,54	57,62	0,37	3,77
GeoB1523-1	1,58	1,59	59,15	-0,06	3,98
GeoB1523-1	1,63	1,64	60,69	0,04	4,11
GeoB1523-1	1,68	1,69	62,23	-0,02	4,05
GeoB1523-1	1,73	1,74	63,77	0,11	4,01
GeoB1523-1	1,78	1,79	65,43	0,13	4,09
GeoB1523-1	1,83	1,84	67,59	0,09	4,06
GeoB1523-1	1,88	1,89	69,75	0,22	3,70
GeoB1523-1	1,93	1,94	71,90		
GeoB1523-1	1,98	1,99	74,06	0,57	3,38
GeoB1523-1	2,03	2,04	76,22		
GeoB1523-1	2,08	2,09	78,37	1,21	3,19
GeoB1523-1	2,13	2,14	80,53	0,68	3,23
GeoB1523-1	2,18	2,19	82,69	1,11	3,14
GeoB1523-1	2,23	2,24	84,84	0,05	3,57
GeoB1523-1	2,28	2,29	87,00	1,04	3,70
GeoB1523-1	2,33	2,34	89,22	1,13	3,52
GeoB1523-1	2,38	2,39	91,44		
GeoB1523-1	2,43	2,44	93,67		
GeoB1523-1	2,48	2,49	95,89	1,11	3,27
GeoB1523-1	2,53	2,54	98,11		
GeoB1523-1	2,58	2,59	100,33	0,88	3,18
GeoB1523-1	2,63	2,64	102,56	0,61	3,14
GeoB1523-1	2,68	2,69	104,78	0,38	3,21
GeoB1523-1	2,73	2,74	107,00	0,67	3,40
GeoB1523-1	2,78	2,79	108,88	0,92	3,41
GeoB1523-1	2,83	2,84	110,75		
GeoB1523-1	2,88	2,89	112,63		
GeoB1523-1	2,93	2,94	114,50	0,82	3,49
GeoB1523-1	2,98	2,99	116,38	1,08	3,12
GeoB1523-1	3,03	3,04	118,25		
GeoB1523-1	3,08	3,09	120,13	0,94	2,40
GeoB1523-1	3,13	3,14	122,00	0,99	2,41
GeoB1523-1	3,18	3,19	123,60	1,03	2,46
GeoB1523-1	3,23	3,24	125,20	0,19	3,09
GeoB1523-1	3,28	3,29	126,80	0,22	3,17
GeoB1523-1	3,33	3,34	128,40	0,26	3,99
GeoB1523-1	3,38	3,39	130,00	0,21	4,16
GeoB1523-1	3,43	3,44	132,14		
GeoB1523-1	3,48	3,49	134,27		
GeoB1523-1	3,53	3,54	136,41		
GeoB1523-1	3,58	3,59	138,55		
GeoB1523-1	3,63	3,64	140,69		
GeoB1523-1	3,68	3,69	142,82	-0,19	4,26
GeoB1523-1	3,73	3,74	144,96		
GeoB1523-1	3,78	3,79	147,10	0,01	4,24
