/* DATA DESCRIPTION:
Citation:	Harris, SE (2002): Stable carbon and oxygen isotope ratios of benthic foraminifera in the Late Pliocene-Pleistocene section of ODP Site 181-1123 in the Southwest Pacific (Table T1), doi:10.1594/PANGAEA.700860,
	Supplement to: Harris, Sara E (2002): Data Report: Late Pliocene-Pleistocene carbon and oxygen stable isotopes from benthic foraminifers at Ocean Drilling Program Site 1123 in the Southwest Pacific, In: Richter, C. (ed.), Proceedings of the Ocean Drilling Program, Scientific Results, 181, 1-10 (online), doi:10.2973/odp.proc.sr.181.203.2002
Abstract:	Stable isotope records were generated for a late Pliocene-early Pleistocene interval from Ocean Drilling Program (ODP) Site 1123 in the southwest Pacific (41°47 S, 171°30 W; 3290 m water depth). Based on these data, new revisions were made to the shipboard splice and composite section. The isotope records will be used to evaluate the influence of North Atlantic and Southern Ocean deepwater masses on water entering the Pacific in the Deep Western Boundary Current. Three holes were cored at Site 1123, yielding a complete composite section over approximately the last 4.7 m.y. A representative spliced record ("the splice") was developed aboard ship based on magnetic susceptibility, gamma ray attenuation bulk density, and percent reflectance data from the three adjacent holes (Carter, McCave, Richter, Carter, et al., 1999, doi:10.2973/odp.proc.ir.181.2000). No gaps in the sedimentary record were detected for the multiple-cored section of Site 1123. In addition to the isotope data, postcruise revisions to the splice and composite section based on stable isotope data are described here.
Project(s):	Ocean Drilling Program (ODP) (URI: http://odp.pangaea.de/)
Coverage:	WEST: -171.4990 * EAST: -171.4990 * SOUTH: -41.7860 * NORTH: -41.7860
	MINIMUM DEPTH, sediment: 45.3 m * MAXIMUM DEPTH, sediment: 100.0 m
Event(s):	181-1123 * LATITUDE: -41.7860 * LONGITUDE: -171.4990 * ELEVATION: -3290.0 m * DATE/TIME: 1998-09-12T00:00:00 * DATE/TIME 2: 1998-09-24T00:00:00 * RECOVERY: 899.50 m * PENETRATION: 1279.90 m * CAMPAIGN: Leg181 (URI: doi:10.2973/odp.proc.ir.181.2000) * BASIS: Joides Resolution (URI: http://odp.pangaea.de/resolutn.html) * DEVICE: Composite Core * COMMENT: 102 cores; 957 m cored; 322.9 m drilled; 94% recovery
Comment:	Depth, sediment is the depth of each Hole (mbsf). Interspecies corrections for oxygen isotope values followed Shackleton (1974), adding 0.64 to delta18O values from Cibicides sp. An offset of -0.9 was added to delta13C values measured from Uvigerina sp. (Duplessy et al., 1984, doi:10.1016/0033-5894(84)90099-1); 0.35 was added to the delta18O value for the single Nuttalides umbonifera analyzed (Shackleton and Hall, 1984, doi:10.2973/dsdp.proc.81.116.1984). The average species offsets between C. wuellerstorfi and Uvigerina sp. that were calculated for duplicates within the Site 1123 data set are in statistical agreement with these offsets
Parameter(s):	DEPTH, sediment [m] (Depth) * Geocode
	Depth, composite [mcd] (Depth c) * PI: Harris, Sara E
	Depth, composite revised [rmcd] (Depth cr) * PI: Harris, Sara E
	Sample code/label (Label) * PI: Harris, Sara E * METHOD: ODP sample designation (URI: hdl:10013/epic.27914.d001)
	Cibicides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Harris, Sara E * METHOD: Mass spectrometer Finnigan MAT 252
	Cibicides wuellerstorfi, d18O [per mil PDB] (C. wuellerstorfi d18O) * PI: Harris, Sara E * METHOD: Mass spectrometer Finnigan MAT 252
	Cibicides sp., d13C [per mil PDB] (Cibicides sp. d13C) * PI: Harris, Sara E * METHOD: Mass spectrometer Finnigan MAT 252
	Cibicides sp., d18O [per mil PDB] (Cibicides sp. d18O) * PI: Harris, Sara E * METHOD: Mass spectrometer Finnigan MAT 252
	Cibicides cicatricosus, d13C [per mil PDB] (C. cicatricosus d13C) * PI: Harris, Sara E * METHOD: Mass spectrometer Finnigan MAT 252
	Cibicides cicatricosus, d18O [per mil PDB] (C. cicatricosus d18O) * PI: Harris, Sara E * METHOD: Mass spectrometer Finnigan MAT 252
	Cibicides corpulentus, d13C [per mil PDB] (C. corpulentus d13C) * PI: Harris, Sara E * METHOD: Mass spectrometer Finnigan MAT 252
	Cibicides corpulentus, d18O [per mil PDB] (C. corpulentus d18O) * PI: Harris, Sara E * METHOD: Mass spectrometer Finnigan MAT 252
	Cibicides kullenbergi, d13C [per mil PDB] (C. kullenbergi d13C) * PI: Harris, Sara E * METHOD: Mass spectrometer Finnigan MAT 252
	Cibicides kullenbergi, d18O [per mil PDB] (C. kullenbergi d18O) * PI: Harris, Sara E * METHOD: Mass spectrometer Finnigan MAT 252
	Cibicides pachyderma, d13C [per mil PDB] (C. pachyderma d13C) * PI: Harris, Sara E * METHOD: Mass spectrometer Finnigan MAT 252
	Cibicides pachyderma, d18O [per mil PDB] (C. pachyderma d18O) * PI: Harris, Sara E * METHOD: Mass spectrometer Finnigan MAT 252
	Cibicides robertsonianus, d18O [per mil PDB] (C. robertsonianus d18O) * PI: Harris, Sara E * METHOD: Mass spectrometer Finnigan MAT 252
	Nuttallides umbonifer, d13C [per mil PDB] (N. umbonifer d13C) * PI: Harris, Sara E * METHOD: Mass spectrometer Finnigan MAT 252
	Nuttallides umbonifer, d18O [per mil PDB] (N. umbonifer d18O) * PI: Harris, Sara E * METHOD: Mass spectrometer Finnigan MAT 252
	Uvigerina hispida, d13C [per mil PDB] (U. hispida d13C) * PI: Harris, Sara E * METHOD: Mass spectrometer Finnigan MAT 252
	Uvigerina hispida, d18O [per mil PDB] (U. hispida d18O) * PI: Harris, Sara E * METHOD: Mass spectrometer Finnigan MAT 252
	Uvigerina peregrina, d13C [per mil PDB] (U. peregrina d13C) * PI: Harris, Sara E * METHOD: Mass spectrometer Finnigan MAT 252
	Uvigerina peregrina, d18O [per mil PDB] (U. peregrina d18O) * PI: Harris, Sara E * METHOD: Mass spectrometer Finnigan MAT 252
	Uvigerina sp., d13C [per mil PDB] (Uvigerina sp. d13C) * PI: Harris, Sara E * METHOD: Mass spectrometer Finnigan MAT 252
	Uvigerina sp., d18O [per mil PDB] (Uvigerina sp. d18O) * PI: Harris, Sara E * METHOD: Mass spectrometer Finnigan MAT 252
	Comment (Comment) * PI: Harris, Sara E * COMMENT: Single individual test analyses of the size fraction >150 µm, if more than 1 individual is analysed the numbers are given in the comment. C. wuellerstorfi sp. = species uncertain, identified to genus, C. wuellerstorfi ? = uncertain, very close to C. wuellerstorfi
Size:	4040 data points
*/
Depth [m]	Depth c [mcd]	Depth cr [rmcd]	Label	C. wuellerstorfi d13C [per mil PDB]	C. wuellerstorfi d18O [per mil PDB]	Cibicides sp. d13C [per mil PDB]	Cibicides sp. d18O [per mil PDB]	C. cicatricosus d13C [per mil PDB]	C. cicatricosus d18O [per mil PDB]	C. corpulentus d13C [per mil PDB]	C. corpulentus d18O [per mil PDB]	C. kullenbergi d13C [per mil PDB]	C. kullenbergi d18O [per mil PDB]	C. pachyderma d13C [per mil PDB]	C. pachyderma d18O [per mil PDB]	C. robertsonianus d18O [per mil PDB]	N. umbonifer d13C [per mil PDB]	N. umbonifer d18O [per mil PDB]	U. hispida d13C [per mil PDB]	U. hispida d18O [per mil PDB]	U. peregrina d13C [per mil PDB]	U. peregrina d18O [per mil PDB]	Uvigerina sp. d13C [per mil PDB]	Uvigerina sp. d18O [per mil PDB]	Comment
52.15	52.02	54.74	181-1123C_6H-4,65-67	0.193	3.705																				C. wuellerstorfi 2
52.25	52.12	54.84	181-1123C_6H-4,75-77	0.386	4.422																				
52.25	52.12	54.84	181-1123C_6H-4,75-77	-0.193	4.380																				
52.35	52.22	54.94	181-1123C_6H-4,85-87	-0.198	4.182																				
52.35	52.22	54.94	181-1123C_6H-4,85-87	-0.060	4.196																				C. wuellerstorfi 2
52.48	52.35	55.07	181-1123C_6H-4,98-100	-0.014	3.893																				
52.48	52.35	55.07	181-1123C_6H-4,98-100	-0.056	4.065																				C. wuellerstorfi 2
52.54	55.87	58.59	181-1123B_7H-2,14-16	-0.335	4.963			-0.443	4.681																
52.55	52.42	55.14	181-1123C_6H-4,105-107																-0.024	4.219			0.252	3.999	U. hispida 2, U. sp. 3
52.64	55.97	58.69	181-1123B_7H-2,24-26	-0.381	4.200																				C. wuellerstorfi (puffy)
52.65	52.52	55.24	181-1123C_6H-4,115-117	0.055	3.593																				
52.65	52.52	55.24	181-1123C_6H-4,115-117	0.256	3.522																				
52.74	56.07	58.79	181-1123B_7H-2,34-36	-0.262	4.293																				C. wuellerstorfi (puffy)
52.75	52.62	55.34	181-1123C_6H-4,125-127	-0.290	4.171																				
52.75	52.62	55.34	181-1123C_6H-4,125-127	-0.109	4.527																				
52.84	56.17	58.89	181-1123B_7H-2,44-46	0.135	4.377																				C. wuellerstorfi (puffy)
52.84	56.17	58.89	181-1123B_7H-2,44-46	0.347	3.872																				
52.85	52.72	55.44	181-1123C_6H-4,135-137	-0.214	4.490																				
52.85	52.72	55.44	181-1123C_6H-4,135-137	-0.191	4.388																				C. wuellerstorfi 2
52.94	56.27	58.99	181-1123B_7H-2,54-56	-0.020	4.229																				C. wuellerstorfi (puffy)
52.95	52.82	55.54	181-1123C_6H-4,145-147	0.136	3.938							-0.102	3.600												C. wuellerstorfi 2
53.04	56.37	59.09	181-1123B_7H-2,64-66	0.216	4.140																				C. wuellerstorfi (puffy)
53.05	52.92	55.64	181-1123C_6H-5,5-7	0.348	3.831																				
53.05	52.92	55.64	181-1123C_6H-5,5-7	-0.155	3.521																				
53.14	56.47	59.19	181-1123B_7H-2,74-76	0.065	4.238																				C. wuellerstorfi?
53.15	53.02	55.74	181-1123C_6H-5,15-17			0.222	3.641														-0.007	3.822			U. peregrina 3
53.24	56.57	59.29	181-1123B_7H-2,84-86	0.517	4.017																				
53.25	53.12	55.84	181-1123C_6H-5,25-27									0.143	3.657												
53.25	53.12	55.84	181-1123C_6H-5,25-27									-0.209	3.490												
53.34	56.67	59.39	181-1123B_7H-2,94-96	0.024	3.936																				C. wuellerstorfi (puffy)
53.35	53.22	55.94	181-1123C_6H-5,35-37	-0.251	4.598																				
53.35	53.22	55.94	181-1123C_6H-5,35-37	-0.343	4.538																				
53.44	56.77	59.49	181-1123B_7H-2,104-106	-0.075	3.915																				
53.45	53.32	56.04	181-1123C_6H-5,45-47	-0.256	4.464																				
53.45	53.32	56.04	181-1123C_6H-5,45-47	-0.204	4.158																				C. wuellerstorfi 2
53.54	56.87	59.59	181-1123B_7H-2,114-116	-0.171	4.254																				C. wuellerstorfi (puffy)
53.55	53.42	56.14	181-1123C_6H-5,55-57	0.352	3.863																				C. wuellerstorfi 2
53.64	56.97	59.69	181-1123B_7H-2,124-126	-0.276	4.220																				
53.65	53.52	56.24	181-1123C_6H-5,65-67	0.315	3.871																0.801	3.746			U. peregrina 3
53.74	57.07	59.79	181-1123B_7H-2,134-136	0.049	4.389																				
53.75	53.62	56.34	181-1123C_6H-5,75-77	0.438	3.884																0.315	3.793			U. peregrina 3
53.84	57.17	59.89	181-1123B_7H-2,144-146	-0.223	4.162																				
53.85	53.72	56.44	181-1123C_6H-5,85-87	0.380	3.758																0.744	3.418			U. peregrina 3
53.94	57.27	59.99	181-1123B_7H-3,4-6	-0.033	4.201																				
53.95	53.82	56.54	181-1123C_6H-5,95-97	0.208	3.655																				
53.95	53.82	56.54	181-1123C_6H-5,95-97	-0.083	3.816																				
54.04	57.37	60.09	181-1123B_7H-3,14-16	-0.015	4.220																				
54.05	53.92	56.64	181-1123C_6H-5,105-107	0.069	4.666																				
54.05	53.92	56.64	181-1123C_6H-5,105-107	-0.017	4.571																				C. wuellerstorfi 3
54.14	57.47	60.19	181-1123B_7H-3,24-26	-0.258	4.179																				
54.15	54.02	56.74	181-1123C_6H-5,115-117	0.400	3.703																		0.022	4.141	Cibicides wuellerstorfi 2, U. sp. 3
54.24	57.57	60.29	181-1123B_7H-3,34-36	-0.135	3.898																				
54.25	54.12	56.84	181-1123C_6H-5,125-127	0.033	4.060																				C. wuellerstorfi 2
54.34	54.21	56.93	181-1123C_6H-5,134-136	-0.005	4.238																				
54.34	54.21	56.93	181-1123C_6H-5,134-136	-0.429	4.406																				C. wuellerstorfi 2
54.36	57.69	60.41	181-1123B_7H-3,46-48	-0.015	3.921																				
54.44	57.77	60.49	181-1123B_7H-3,54-56	-0.234	4.404																				
54.54	57.87	60.59	181-1123B_7H-3,64-66	-0.370	4.332																				
54.55	54.42	57.14	181-1123C_6H-6,5-7	-0.542	4.643																				
54.55	54.42	57.14	181-1123C_6H-6,5-7	-0.525	4.397																				
54.64	57.97	60.69	181-1123B_7H-3,74-76	-0.890	4.326																				C. wuellerstorfi 2
54.65	54.52	57.24	181-1123C_6H-6,15-17	-0.244	4.251			-0.649	4.527																
54.74	58.07	60.79	181-1123B_7H-3,84-86	-0.468	4.266																				
54.75	54.62	57.34	181-1123C_6H-6,25-27	-0.410	4.443																				
54.75	54.62	57.34	181-1123C_6H-6,25-27	0.172	4.168																				C. wuellerstorfi 2
54.85	54.72	57.44	181-1123C_6H-6,35-37			-0.354	4.253																		
54.85	54.72	57.44	181-1123C_6H-6,35-37			-0.193	4.183																		Cibicides sp. 2
54.85	58.18	60.90	181-1123B_7H-3,95-97	-0.646	4.284																				
54.85	58.18	60.90	181-1123B_7H-3,95-97	-0.363	4.264																				C. wuellerstorfi (puffy)
54.94	58.27	60.99	181-1123B_7H-3,104-106	-0.044	4.333																				
54.95	54.82	57.54	181-1123C_6H-6,45-47	-0.167	4.363			-0.337	4.333																C. wuellerstorfi (puffy)
55.04	58.37	61.09	181-1123B_7H-3,114-116							-0.239	3.971														
55.05	54.92	57.64	181-1123C_6H-6,55-57	0.066	4.041																				C. wuellerstorfi (puffy)
55.14	58.47	61.19	181-1123B_7H-3,124-126	-0.031	3.890																				
55.15	55.02	57.74	181-1123C_6H-6,65-67	0.524	3.561					0.260	3.825														C. wuellerstorfi?
55.24	58.57	61.29	181-1123B_7H-3,134-136	0.239	3.758																				
55.25	55.12	57.84	181-1123C_6H-6,75-77	0.434	3.806																				C. wuellerstorfi?
55.34	58.67	61.39	181-1123B_7H-3,144-146	-0.238	4.115																				
55.35	55.22	57.94	181-1123C_6H-6,85-87	0.494	3.620																				
55.44	58.77	61.49	181-1123B_7H-4,4-6	-0.654	4.404																				C. wuellerstorfi (puffy)
55.44	58.77	61.49	181-1123B_7H-4,4-6	-0.581	4.421																				
55.45	55.32	58.04	181-1123C_6H-6,95-97	0.468	3.566																				
55.54	58.87	61.59	181-1123B_7H-4,14-16	-0.411	4.377																				
55.55	55.42	58.14	181-1123C_6H-6,105-107	0.183	3.623																				
55.64	58.97	61.69	181-1123B_7H-4,24-26	-0.414	4.338																				
55.65	55.52	58.24	181-1123C_6H-6,115-117			-0.011	3.537																		
55.74	59.07	61.79	181-1123B_7H-4,34-36	-0.278	4.385																				
55.75	55.62	58.34	181-1123C_6H-6,125-127			-0.436	4.451																		
55.84	59.17	61.89	181-1123B_7H-4,44-46	0.021	4.260																				
55.85	55.72	58.44	181-1123C_6H-6,135-137	-0.579	4.542																				
55.94	59.27	61.99	181-1123B_7H-4,54-56	0.355	4.027																				
55.95	55.82	58.54	181-1123C_6H-6,145-147			-0.520	4.602																		
56.04	59.37	62.09	181-1123B_7H-4,64-66	0.445	3.887																				
56.13	59.46	62.18	181-1123B_7H-4,73-75	0.404	3.940																				
56.24	59.57	62.29	181-1123B_7H-4,84-86	0.288	3.767																				
56.34	59.67	62.39	181-1123B_7H-4,94-96	0.138	4.077																				
56.44	59.77	62.49	181-1123B_7H-4,104-106	-0.096	4.357																				
56.54	59.87	62.59	181-1123B_7H-4,114-116	0.081	4.310																				
56.64	59.97	62.69	181-1123B_7H-4,124-126	-0.213	4.449																				
56.74	60.07	62.79	181-1123B_7H-4,134-136	-0.134	4.220																				
56.83	60.16	62.88	181-1123B_7H-4,143-145			0.005	4.093																		
56.94	60.27	62.99	181-1123B_7H-5,4-6	0.118	3.927																				
57.04	60.37	63.09	181-1123B_7H-5,14-16	0.423	3.711																				
57.14	60.47	63.19	181-1123B_7H-5,24-26	0.438	3.622																				
57.24	60.57	63.29	181-1123B_7H-5,34-36	0.087	3.828																				
57.34	60.67	63.39	181-1123B_7H-5,44-46	0.111	3.618																				
57.44	60.77	63.49	181-1123B_7H-5,54-56	-0.096	3.894																				
57.54	60.87	63.59	181-1123B_7H-5,64-66	0.195	3.429																				
57.64	60.97	63.69	181-1123B_7H-5,74-76	0.231	3.481																				
57.64	60.97	63.69	181-1123B_7H-5,74-76	0.112	3.405																				
57.74	61.07	63.79	181-1123B_7H-5,84-86	-0.037	3.391														-0.074	4.267					U. hispida 3
57.84	61.17	63.89	181-1123B_7H-5,94-96	-0.255	4.492																				C. wuellerstorfi (puffy)
57.84	61.17	63.89	181-1123B_7H-5,94-96	-0.687	4.643																				C. wuellerstorfi 3
58.64	61.97	64.61	181-1123B-7H-6,24-26	0.081	4.028																				
58.64	61.97	64.61	181-1123B-7H-6,24-26	0.499	3.464																				
58.74	62.07	64.68	181-1123B-7H-6,34-36									0.152	3.718												
60.25	61.24	63.96	181-1123C-7H-3,75-77			-0.142	4.209																		
60.35	61.34	64.06	181-1123C-7H-3,85-87	-0.262	4.383																				C. wuellerstorfi (puffy)
60.45	61.44	64.16	181-1123C-7H-3,95-97	-0.248	4.347																				
60.55	61.54	64.26	181-1123C-7H-3,105-107			0.079	4.004																		Cibicides sp. 3
60.65	61.64	64.36	181-1123C-7H-3,115-117	0.458	3.852																				
60.75	61.74	64.46	181-1123C-7H-3,125-127	-0.029	3.841																				
61.05	62.04	64.76	181-1123C-7H-4,5-7	0.445	3.716							0.240	3.689												
61.15	62.14	64.86	181-1123C-7H-4,15-17	0.034	3.574																				
61.15	62.14	64.86	181-1123C-7H-4,15-17	0.450	3.586																				C. wuellerstorfi 3
61.25	62.24	64.96	181-1123C-7H-4,25-27	-0.297	4.624			-0.202	4.583										-0.333	4.262					U. hispida 3
61.35	62.34	65.06	181-1123C-7H-4,35-37	0.069	4.684	0.170	4.496																		
61.45	62.44	65.16	181-1123C-7H-4,45-47	-0.180	4.417	-0.002	4.400																		
61.55	62.54	65.26	181-1123C-7H-4,55-57	0.397	4.467																				
61.65	62.64	65.36	181-1123C-7H-4,65-67	0.564	3.971																				
61.75	62.74	65.46	181-1123C-7H-4,75-77					0.170	4.112																
61.85	62.84	65.56	181-1123C-7H-4,85-87	0.696	4.132			0.509	3.931																
61.95	62.94	65.66	181-1123C-7H-4,95-97	0.618	3.778																				
62.05	63.04	65.76	181-1123C-7H-4,105-107	0.409	3.908																				
62.15	63.14	65.86	181-1123C-7H-4,115-117	-0.058	4.252																				
62.25	63.24	65.96	181-1123C-7H-4,125-127	-0.235	4.716																				
62.35	63.34	66.06	181-1123C-7H-4,135-137	0.060	4.697																				
62.45	63.44	66.16	181-1123C-7H-4,145-147	-0.165	4.748																				
62.54	65.65	68.37	181-1123B-8H-2,64-66	0.083	4.163																				
62.54	65.65	68.37	181-1123B-8H-2,64-66	0.231	3.883																				
62.55	63.54	66.26	181-1123C-7H-5,5-7	-0.254	4.592																				
62.64	65.75	68.47	181-1123B-8H-2,74-76	0.321	3.843																				
62.64	65.75	68.47	181-1123B-8H-2,74-76	0.092	4.003																				C. wuellerstorfi 2
62.65	63.64	66.36	181-1123C-7H-5,15-17	0.037	4.676																				
62.74	65.85	68.57	181-1123B-8H-2,84-86	0.614	3.842																				
62.74	65.85	68.57	181-1123B-8H-2,84-86	0.491	3.993																				C. wuellerstorfi 2
62.75	63.74	66.46	181-1123C-7H-5,25-27	0.016	4.376																				
62.84	65.95	68.67	181-1123B-8H-2,94-96	0.095	3.846																				
62.84	65.95	68.67	181-1123B-8H-2,94-96	0.346	3.824																				
62.85	63.84	66.56	181-1123C-7H-5,35-37	-0.069	4.321																				
62.94	66.05	68.77	181-1123B-8H-2,104-106	0.217	4.100																				
62.94	66.05	68.77	181-1123B-8H-2,104-106	0.081	4.053																				C. wuellerstorfi 2
62.95	63.94	66.66	181-1123C-7H-5,45-47	-0.555	4.404																				
62.95	63.94	66.66	181-1123C-7H-5,45-47	0.023	4.293																				
63.04	66.15	68.87	181-1123B-8H-2,114-116	0.577	4.050																				
63.04	66.15	68.87	181-1123B-8H-2,114-116	0.343	4.179																				
63.05	64.04	66.76	181-1123C-7H-5,55-57			0.215	4.013																		
63.05	64.04	66.76	181-1123C-7H-5,55-57			0.167	4.047																		Cibicides sp. 2
63.14	66.25	68.97	181-1123B-8H-2,124-126	0.414	3.997	0.359	4.080																		
63.15	64.14	66.86	181-1123C-7H-5,65-67	0.419	3.997																				
63.15	64.14	66.86	181-1123C-7H-5,65-67	-0.046	3.897																				
63.24	66.35	69.07	181-1123B-8H-2,134-136	0.612	3.815			0.369	3.814																C. cicatricosu 2
63.25	64.24	66.96	181-1123C-7H-5,75-77	-0.440	4.158																				
63.25	64.24	66.96	181-1123C-7H-5,75-77	0.177	3.923																				
63.34	66.45	69.17	181-1123B-8H-2,144-146	0.069	3.962			0.420	3.828																
63.35	64.34	67.06	181-1123C-7H-5,85-87	-0.099	3.956																				
63.35	64.34	67.06	181-1123C-7H-5,85-87	-0.332	4.229																				
63.44	66.55	69.27	181-1123B-8H-3,4-6			-0.250	4.208	0.199	4.058																C. cicatricosu 2
63.45	64.44	67.16	181-1123C-7H-5,95-97	0.020	3.838	0.079	3.866																		
63.54	66.65	69.37	181-1123B-8H-3,14-16			0.208	4.715												0.119	4.384					Cibicides sp. 2, U. hispida 3
63.55	64.54	67.26	181-1123C-7H-5,105-107	0.302	3.958			0.311	4.075																
63.55	64.54	67.26	181-1123C-7H-5,105-107	0.023	4.014																				C. wuellerstorfi 2
63.64	66.75	69.47	181-1123B-8H-3,24-26	0.306	4.580	-0.256	4.560																		
63.65	64.64	67.36	181-1123C-7H-5,115-117	0.249	3.906																				
63.65	64.64	67.36	181-1123C-7H-5,115-117	-0.356	4.452																				
63.74	66.85	69.57	181-1123B-8H-3,34-36	0.161	4.477																				
63.75	64.74	67.46	181-1123C-7H-5,125-127	0.012	4.368																				
63.75	64.74	67.46	181-1123C-7H-5,125-127	0.131	4.392																				C. wuellerstorfi 2
63.84	66.95	69.67	181-1123B-8H-3,44-46	0.062	4.367																				
63.85	64.84	67.56	181-1123C-7H-5,135-137	-0.168	4.478																				
63.85	64.84	67.56	181-1123C-7H-5,135-137	-0.240	4.524																				
63.94	67.05	69.77	181-1123B-8H-3,54-56	0.162	4.502																				
63.95	64.94	67.66	181-1123C-7H-5,145-147	-0.699	4.239																				
63.95	64.94	67.66	181-1123C-7H-5,145-147	0.164	4.239																				
64.04	67.15	69.87	181-1123B-8H-3,64-66	-0.282	4.410																				
64.05	65.04	67.76	181-1123C-7H-6,5-7	0.032	4.380																				
64.05	65.04	67.76	181-1123C-7H-6,5-7	0.187	4.230																				
64.14	67.25	69.97	181-1123B-8H-3,74-76	-0.394	4.410																				C. wuellerstorfi 2
64.15	65.14	67.86	181-1123C-7H-6,15-17	0.021	3.954																				
64.15	65.14	67.86	181-1123C-7H-6,15-17	-0.168	4.228																				
64.24	67.35	70.07	181-1123B-8H-3,84-86					0.175	3.968																
64.25	65.24	67.96	181-1123C-7H-6,25-27	0.049	4.145																				
64.25	65.24	67.96	181-1123C-7H-6,25-27	-0.027	3.988																				C. wuellerstorfi 2
64.34	67.45	70.17	181-1123B-8H-3,94-96	-0.069	3.989																				
64.35	65.34	68.06	181-1123C-7H-6,35-37	0.266	4.251																				
64.35	65.34	68.06	181-1123C-7H-6,35-37	-0.202	3.757																				C. wuellerstorfi 2
64.44	67.55	70.27	181-1123B-8H-3,104-106	0.130	3.973																				
64.45	65.44	68.16	181-1123C-7H-6,45-47	-0.271	3.882																				
64.45	65.44	68.16	181-1123C-7H-6,45-47	0.533	3.713																				
64.54	67.65	70.37	181-1123B-8H-3,114-116	-0.480	4.154																				
64.55	65.54	68.26	181-1123C-7H-6,55-57	-0.144	3.853																				
64.55	65.54	68.26	181-1123C-7H-6,55-57	0.276	3.870																				C. wuellerstorfi 2
64.64	67.75	70.47	181-1123B-8H-3,124-126	-0.808	4.264																				
64.65	65.64	68.36	181-1123C-7H-6,65-67	0.529	3.734																				
64.74	67.85	70.57	181-1123B-8H-3,134-136			-0.402	4.575																		
64.75	65.74	68.45	181-1123C-7H-6,75-77	0.109	4.112																				
64.84	67.95	70.67	181-1123B-8H-3,144-146	-0.469	4.530																				
64.85	65.84	68.54	181-1123C-7H-6,85-87	0.227	3.981																				
64.94	68.05	70.77	181-1123B-8H-4,4-6	-0.019	4.382																				
64.95	65.94	68.63	181-1123C-7H-6,95-97	-0.056	4.051																				
65.04	68.15	70.87	181-1123B-8H-4,14-16	-0.071	4.098																				
65.05	66.04	68.72	181-1123C-7H-6,105-107	0.341	3.922																				
65.14	68.25	70.97	181-1123B-8H-4,24-26	0.008	3.804																				
65.15	66.14	68.81	181-1123C-7H-6,115-117	0.200	3.988																				C. wuellerstorfi 2
65.24	68.35	71.07	181-1123B-8H-4,34-36	-0.028	4.070																				
65.25	66.24	68.90	181-1123C-7H-6,125-127	0.525	4.036																				
65.34	68.45	71.17	181-1123B-8H-4,44-46	-0.101	4.346																				
65.35	66.34	68.99	181-1123C-7H-6,135-137	0.380	4.041																				
65.44	68.55	71.27	181-1123B-8H-4,54-56	-0.038	4.152																				
65.45	66.44	69.09	181-1123C-7H-6,145-147	0.568	3.821																				
65.54	68.65	71.37	181-1123B-8H-4,64-66	-0.759	4.184																				
65.64	68.75	71.47	181-1123B-8H-4,74-76	-0.021	4.061																				
65.74	68.85	71.57	181-1123B-8H-4,84-86	0.043	4.018																				
65.84	68.95	71.67	181-1123B-8H-4,94-96	-0.139	4.504																				
65.94	69.05	71.77	181-1123B-8H-4,104-106	0.038	4.217																				
66.04	69.15	71.87	181-1123B-8H-4,114-116	0.104	4.179																				
66.14	69.25	71.97	181-1123B-8H-4,124-126	0.141	3.952																				
66.24	69.35	72.07	181-1123B-8H-4,134-136	0.498	3.785																				
66.34	69.45	72.17	181-1123B-8H-4,144-146	-0.059	3.880																				
66.44	69.55	72.27	181-1123B-8H-5,4-6	-0.159	4.016																				
66.54	69.65	72.37	181-1123B-8H-5,14-16	-0.658	4.205																				
66.64	69.75	72.47	181-1123B-8H-5,24-26	-0.387	4.092																				
67.95	69.68	72.58	181-1123C-8H-2,45-47	-0.636	4.173																				
67.95	69.68	72.58	181-1123C-8H-2,45-47	-0.343	4.194																				
68.05	69.78	72.64	181-1123C-8H-2,55-57	-0.372	4.231																				
68.15	69.88	72.74	181-1123C-8H-2,65-67	-0.209	4.324																				
68.25	69.98	72.84	181-1123C-8H-2,75-77	-0.619	4.451																				
68.35	70.08	72.94	181-1123C-8H-2,85-87	-0.485	4.211																				
68.45	70.18	73.04	181-1123C-8H-2,95-97	0.152	4.047																				
68.55	70.28	73.14	181-1123C-8H-2,105-107	0.302	3.713																				
68.65	70.38	73.24	181-1123C-8H-2,115-117																0.314	3.628					
68.75	70.48	73.34	181-1123C-8H-2,125-127	0.284	4.109																				
68.85	70.58	73.44	181-1123C-8H-2,135-137	-0.383	3.994																				
68.95	70.68	73.54	181-1123C-8H-2,145-147	0.526	3.788																				
69.05	70.78	73.64	181-1123C-8H-3,5-7	-0.005	3.805																				
69.15	70.88	73.74	181-1123C-8H-3,15-17	0.016	3.859																				
69.25	70.98	73.84	181-1123C-8H-3,25-27	-0.092	4.287																				
69.35	71.08	73.94	181-1123C-8H-3,35-37	-0.465	4.417																				
69.45	71.18	74.04	181-1123C-8H-3,45-47	-0.154	4.181																				C. wuellerstorfi 2
69.55	71.28	74.14	181-1123C-8H-3,55-57	0.205	4.038																				
69.65	71.38	74.24	181-1123C-8H-3,65-67	0.111	3.824																				
69.75	71.48	74.34	181-1123C-8H-3,75-77	-0.636	4.019																				
69.80	73.61	76.31	181-1123A-8H-5,70-72	-0.266	4.053																				
