Core label	depth	compdepth	age	cw13	cw18
GeoB1515-1	1,55	1,64	38,98	0,75	3,84
GeoB1515-1	1,57	1,66	39,51	0,76	3,80
GeoB1515-1	1,58	1,67	39,77	0,67	3,54
GeoB1515-1	1,60	1,69	40,29	1,09	3,71
GeoB1515-1	1,62	1,71	40,81	1,12	3,68
GeoB1515-1	1,63	1,72	41,08	1,00	3,44
GeoB1515-1	1,65	1,74	41,60	1,01	3,31
GeoB1515-1	1,67	1,76	42,18	0,92	3,46
GeoB1515-1	1,70	1,79	43,29	1,00	3,36
GeoB1515-1	1,73	1,82	44,40	0,95	3,74
GeoB1515-1	1,75	1,84	45,14	1,14	3,69
GeoB1515-1	1,77	1,86	45,88	1,21	3,62
GeoB1515-1	1,78	1,87	46,25	0,96	3,56
GeoB1515-1	1,80	1,89	47,00	1,10	3,38
GeoB1515-1	1,83	1,92	48,11	1,07	3,43
GeoB1515-1	1,85	1,94	48,72	1,02	3,74
GeoB1515-1	1,87	1,96	49,33	0,78	3,44
GeoB1515-1	1,88	1,97	49,63	0,86	3,33
GeoB1515-1	1,90	1,99	50,24	1,05	3,52
GeoB1515-1	1,92	2,01	50,85	0,55	3,59
GeoB1515-1	1,93	2,02	51,15	0,83	3,54
GeoB1515-1	1,95	2,04	51,76	0,68	3,46
GeoB1515-1	1,97	2,06	52,37	0,54	3,61
GeoB1515-1	1,98	2,07	52,67	0,47	3,26
GeoB1515-1	2,01	2,10	53,59	0,77	3,41
GeoB1515-1	2,03	2,12	54,20	0,95	3,63
GeoB1515-1	2,05	2,14	54,81	0,39	3,64
GeoB1515-1	2,07	2,16	55,41	0,37	3,62
GeoB1515-1	2,08	2,17	55,72	-0,18	3,47
GeoB1515-1	2,11	2,20	56,63	0,02	3,48
GeoB1515-1	2,13	2,22	57,24	0,23	3,15
GeoB1515-1	2,15	2,24	57,55	0,43	3,54
GeoB1515-1	2,17	2,26	58,46	0,19	3,64
GeoB1515-1	2,18	2,27	58,76	-0,03	3,87
GeoB1515-1	2,21	2,30	59,68	0,08	3,80
GeoB1515-1	2,24	2,33	60,48	-0,04	4,05
GeoB1515-1	2,25	2,34	60,68	-0,05	3,91
GeoB1515-1	2,27	2,36	61,08	0,20	3,97
GeoB1515-1	2,28	2,37	61,28	0,23	4,22
GeoB1515-1	2,31	2,40	61,87	0,27	3,86
GeoB1515-1	2,33	2,42	62,27	0,11	3,85
GeoB1515-1	2,35	2,44	62,66	0,04	3,80
GeoB1515-1	2,37	2,46	63,06	0,17	3,95
GeoB1515-1	2,38	2,47	63,26	0,06	3,95
GeoB1515-1	2,40	2,49	63,66	-0,06	3,97
GeoB1515-1	2,45	2,54	64,65	0,16	3,72
GeoB1515-1	2,48	2,57	65,24	0,11	3,78
GeoB1515-1	2,51	2,60	65,84	0,24	3,85
GeoB1515-1	2,53	2,62	66,23	0,23	3,77
GeoB1515-1	2,57	2,66	67,02	0,47	3,74
GeoB1515-1	2,58	2,67	67,22	0,24	3,82
GeoB1515-1	2,61	2,70	67,82	0,73	3,82
GeoB1515-1	2,65	2,74	68,61	0,54	3,69
GeoB1515-1	2,68	2,77	69,21	0,89	3,69
GeoB1515-1	2,70	2,79	69,60	0,39	3,60
GeoB1515-1	2,73	2,82	70,20	0,54	3,16
GeoB1515-1	2,75	2,84	70,59	0,86	3,31
GeoB1515-1	2,77	2,86	70,99	1,16	3,01
GeoB1515-1	2,78	2,87	71,19	0,93	2,90
GeoB1515-1	2,80	2,89	71,58	0,78	3,14
GeoB1515-1	2,83	2,92	72,33	1,19	3,24
GeoB1515-1	2,85	2,94	73,03	0,73	3,10
GeoB1515-1	2,88	2,97	74,07	1,21	3,17
GeoB1515-1	2,90	2,99	74,77	1,24	3,30
GeoB1515-1	2,93	3,02	75,82	1,21	3,09
GeoB1515-1	2,95	3,04	76,51	1,04	3,00
GeoB1515-1	2,97	3,06	77,21	1,18	3,04
GeoB1515-1	2,98	3,07	77,56	0,96	2,99
GeoB1515-1	3,01	3,10	78,61	1,32	3,12
GeoB1515-1	3,03	3,12	79,30	0,56	3,03
GeoB1515-1	3,05	3,14	80,00	0,91	2,63
GeoB1515-1	3,08	3,17	81,25	0,01	2,88
GeoB1515-1	3,18	3,27	85,42	0,20	3,29
GeoB1515-1	3,23	3,32	87,50	1,19	3,50
GeoB1515-1	3,28	3,37	89,50	1,06	3,33
GeoB1515-1	3,48	3,57	97,50	1,16	3,02
GeoB1515-1	3,58	3,67	101,50	1,16	2,70
GeoB1515-1	3,63	3,72	102,96	1,08	3,07
GeoB1515-1	3,68	3,77	104,43	0,92	3,06
GeoB1515-1	4,03	4,12	114,68	1,04	3,11
GeoB1515-1	4,08	4,17	116,14	1,22	3,30
GeoB1515-1	4,13	4,22	117,61	1,01	2,74
GeoB1515-1	4,18	4,27	119,07	0,95	2,22
GeoB1515-1	4,23	4,32	120,54	1,18	2,38
GeoB1515-1	4,28	4,37	122,00	0,94	2,16
GeoB1515-1	4,33	4,42	125,25	0,36	2,62
GeoB1515-1	4,38	4,47	128,50	0,18	2,83
GeoB1515-1	4,48	4,57	135,00	0,31	4,08
GeoB1515-1	4,53	4,62	137,70	0,30	4,04
GeoB1515-1	4,58	4,67	140,40	0,18	3,80
GeoB1515-1	4,73	4,82	148,50	0,15	3,83
GeoB1515-1	4,78	4,87	151,20	-0,01	4,05
GeoB1515-1	4,83	4,92	153,90	0,20	4,01
GeoB1515-1	4,88	4,97	156,60	-0,15	4,12
GeoB1515-1	5,03	5,12	164,70	0,57	4,02
GeoB1515-1	5,23	5,32	175,50	0,39	3,61
GeoB1515-1	5,33	5,42	180,93	0,12	3,82
GeoB1515-1	5,38	5,47	183,64	-0,10	3,75
GeoB1515-1	5,48	5,57	189,07	0,79	3,55
GeoB1515-1	5,58	5,67	194,50	0,76	2,11
GeoB1515-1	5,63	5,72	202,75	0,55	2,51
GeoB1515-1	5,68	5,77	211,00	1,02	2,97
GeoB1515-1	5,78	5,87	227,50	-0,08	3,50
GeoB1515-1	5,88	5,97	238,00	-0,05	3,39
GeoB1515-1	5,93	6,02	244,00	0,56	3,63
GeoB1515-1	5,98	6,07	250,00	0,72	3,78
GeoB1515-1	6,03	6,12	258,00	0,51	3,61
GeoB1515-1	6,08	6,17	263,00	0,58	3,77
GeoB1515-1	6,13	6,22	268,00	0,58	3,80
GeoB1515-1	6,18	6,27	273,00	-0,21	3,83
GeoB1515-1	6,23	6,32	278,00	0,67	3,45
GeoB1515-1	6,28	6,37	283,00	1,04	3,42
GeoB1515-1	6,33	6,42	288,00	0,35	3,30
GeoB1515-1	6,38	6,47	293,00	0,69	3,53
GeoB1515-1	6,43	6,52	298,00	0,29	3,76
GeoB1515-1	6,48	6,57	303,00	0,13	3,39
GeoB1515-1	6,53	6,62	308,00	1,04	3,25
