Core label	depth	compdepth	age	cw13	cw18
GeoB1115-4	0,01	0,01	0,11	1,05	2,54
GeoB1115-4	0,04	0,04	0,45	1,00	2,45
GeoB1115-4	0,07	0,07	0,78	0,99	2,53
GeoB1115-4	0,10	0,10	1,12	1,10	2,44
GeoB1115-4	0,13	0,13	1,46	1,07	2,42
GeoB1115-4	0,16	0,16	1,80	1,06	2,40
GeoB1115-4	0,19	0,19	2,15	1,04	2,38
GeoB1115-4	0,22	0,22	2,51	0,93	2,34
GeoB1115-4	0,25	0,25	2,87	0,91	2,33
GeoB1115-3	0,03	0,43	5,26	0,90	2,55
GeoB1115-3	0,08	0,48	6,00	0,87	2,64
GeoB1115-3	0,13	0,53	6,79	0,65	2,42
GeoB1115-3	0,18	0,58	7,64	1,10	2,61
GeoB1115-3	0,23	0,63	8,56	0,95	2,96
GeoB1115-3	0,28	0,68	9,59	0,94	2,46
GeoB1115-3	0,33	0,73	10,73	1,00	2,63
GeoB1115-3	0,38	0,78	12,00	0,22	3,20
GeoB1115-3	0,43	0,83	13,39	0,61	3,28
GeoB1115-3	0,48	0,88	14,78	0,69	3,40
GeoB1115-3	0,53	0,93	16,00	-0,17	4,10
GeoB1115-3	0,58	0,98	16,94	0,07	3,75
GeoB1115-3	0,63	1,03	17,69	0,08	4,32
GeoB1115-3	0,68	1,08	18,36	0,16	4,29
GeoB1115-3	0,73	1,13	19,09	0,01	4,18
GeoB1115-3	0,78	1,18	20,00	0,10	4,33
GeoB1115-3	0,83	1,23	21,19	-0,15	4,11
GeoB1115-3	0,88	1,28	22,64	-0,08	4,25
GeoB1115-3	0,93	1,33	24,29	0,25	4,19
GeoB1115-3	0,98	1,38	26,10	0,41	3,92
GeoB1115-3	1,03	1,43	28,00	0,27	3,89
GeoB1115-3	1,08	1,48	29,96	0,35	3,88
GeoB1115-3	1,13	1,53	31,95	0,50	3,93
GeoB1115-3	1,18	1,58	33,96	0,08	3,98
GeoB1115-3	1,23	1,63	35,97	0,52	3,71
GeoB1115-3	1,28	1,68	37,97	0,76	3,72
GeoB1115-3	1,33	1,73	39,94	0,32	3,75
GeoB1115-3	1,38	1,78	41,87	0,44	3,81
GeoB1115-3	1,43	1,83	43,75	0,45	3,82
GeoB1115-3	1,48	1,88	45,55	0,37	3,76
GeoB1115-3	1,53	1,93	47,27	0,56	3,90
GeoB1115-3	1,58	1,98	48,89	0,65	3,76
GeoB1115-3	1,63	2,03	50,40	0,84	3,87
GeoB1115-3	1,68	2,08	51,77	0,87	3,69
GeoB1115-3	1,73	2,13	53,00	0,89	3,69
GeoB1115-3	1,78	2,18	54,09	0,58	3,76
GeoB1115-3	1,83	2,23	55,11	0,72	3,78
GeoB1115-3	1,88	2,28	56,16	0,16	3,84
GeoB1115-3	1,93	2,33	57,32	0,00	3,72
GeoB1115-3	1,98	2,38	58,69	0,03	4,02
GeoB1115-3	2,03	2,43	60,37	0,18	4,02
GeoB1115-3	2,08	2,48	62,44	-0,30	3,85
GeoB1115-3	2,13	2,53	65,00	0,00	4,01
GeoB1115-3	2,18	2,58	68,02	0,22	3,82
GeoB1115-3	2,23	2,63	71,00	-0,30	3,80
GeoB1115-3	2,28	2,68	73,45	0,37	3,72
GeoB1115-3	2,33	2,73	75,41	0,60	3,53
GeoB1115-3	2,38	2,78	77,05	0,73	3,09
GeoB1115-3	2,43	2,83	78,52	0,83	3,20
GeoB1115-3	2,48	2,88	80,00	0,87	2,99
GeoB1115-3	2,53	2,93	81,63	0,10	3,25
GeoB1115-3	2,58	2,98	83,48	0,31	3,21
GeoB1115-3	2,63	3,03	85,59	0,60	3,28
GeoB1115-3	2,68	3,08	88,00	0,33	3,33
GeoB1115-3	2,73	3,13	90,72	0,83	3,27
GeoB1115-3	2,78	3,18	93,59	0,56	3,27
GeoB1115-3	2,83	3,23	96,42	0,95	3,12
GeoB1115-3	2,88	3,28	99,00	0,89	3,25
GeoB1115-3	2,93	3,33	101,18	0,96	3,16
GeoB1115-3	2,98	3,38	103,00	0,67	3,06
GeoB1115-3	3,03	3,43	104,52	0,55	3,20
GeoB1115-3	3,08	3,48	105,83	0,17	3,36
GeoB1115-3	3,13	3,53	107,00	0,72	3,36
GeoB1115-3	3,18	3,58	108,10	0,64	3,25
GeoB1115-3	3,23	3,63	109,17	0,66	3,29
GeoB1115-3	3,28	3,68	110,26	0,38	3,49
GeoB1115-3	3,33	3,73	111,42	0,58	3,41
GeoB1115-3	3,38	3,78	112,68	0,80	3,15
GeoB1115-3	3,43	3,83	114,08	0,85	3,08
GeoB1115-3	3,48	3,88	115,67	0,70	2,79
GeoB1115-3	3,53	3,93	117,50	0,90	2,64
GeoB1115-3	3,58	3,98	119,59	0,70	2,34
GeoB1115-3	3,63	4,03	122,00	0,78	2,41
GeoB1115-3	3,68	4,08	124,64	0,65	2,32
GeoB1115-3	3,73	4,13	126,88	0,16	3,70
GeoB1115-3	3,78	4,18	128,00	0,12	3,75
GeoB1115-3	3,83	4,23	128,30	0,19	4,09
GeoB1115-3	6,53	6,93	134,67	0,17	4,19
GeoB1115-3	6,58	6,98	134,77	0,29	3,85
GeoB1115-3	6,63	7,03	134,88	0,32	4,09
GeoB1115-3	6,68	7,08	135,00	0,22	4,50
GeoB1115-3	6,73	7,13	135,33	0,25	4,40
GeoB1115-3	6,78	7,18	136,02	-0,12	4,39
GeoB1115-3	6,83	7,23	137,01	-0,05	4,38
GeoB1115-3	6,88	7,28	138,22	-0,12	4,27
GeoB1115-3	6,93	7,33	139,57	0,06	4,21
GeoB1115-3	6,98	7,38	141,00	-0,06	4,16
GeoB1115-3	7,03	7,43	142,43	-0,14	4,20
GeoB1115-3	7,08	7,48	143,79	-0,25	4,06
GeoB1115-3	7,13	7,53	145,00	-0,27	4,15
GeoB1115-3	7,18	7,58	146,00	-0,15	4,31
GeoB1115-3	7,23	7,63	146,75	-0,14	4,32
GeoB1115-3	7,28	7,68	147,42	0,23	4,13
GeoB1115-3	7,33	7,73	148,21	0,23	4,07
GeoB1115-3	7,38	7,78	149,34	0,28	4,15
GeoB1115-3	7,43	7,83	151,00	0,04	4,23
GeoB1115-3	7,48	7,88	153,35	0,20	4,17
GeoB1115-3	7,53	7,93	156,29	0,42	4,15
GeoB1115-3	7,58	7,98	159,68	0,11	3,68
GeoB1115-3	7,63	8,03	163,36	0,01	3,86
GeoB1115-3	7,68	8,08	167,18	0,05	3,98
GeoB1115-3	7,73	8,13	171,00	0,23	3,97
GeoB1115-3	7,78	8,18	174,66	0,13	3,98
GeoB1115-3	7,83	8,23	177,99	0,20	3,91
GeoB1115-3	7,88	8,28	180,83	-0,09	3,94
GeoB1115-3	7,93	8,33	183,00	0,23	4,12
GeoB1115-3	7,98	8,38	184,41	0,12	4,10
GeoB1115-3	8,03	8,43	185,23	0,33	3,93
GeoB1115-3	8,08	8,48	185,68	0,50	3,63
GeoB1115-3	8,13	8,53	186,00	0,51	3,68
GeoB1115-3	8,18	8,58	186,40	0,67	3,32
GeoB1115-3	8,23	8,63	186,95	0,75	3,41
GeoB1115-3	8,28	8,68	187,72	0,35	3,15
GeoB1115-3	8,33	8,73	188,75	0,52	3,31
GeoB1115-3	8,38	8,78	190,11	0,71	3,07
GeoB1115-3	8,43	8,83	191,84	0,70	2,86
GeoB1115-3	8,48	8,88	194,00	0,69	2,78
GeoB1115-3	8,53	8,93	196,60	0,86	3,14
GeoB1115-3	8,58	8,98	199,46	0,52	3,01
GeoB1115-3	8,63	9,03	202,33	0,83	3,14
GeoB1115-3	8,68	9,08	205,00	0,66	3,23
GeoB1115-3	8,73	9,13	207,30	0,85	3,04
GeoB1115-3	8,78	9,18	209,35	0,73	3,08
GeoB1115-3	8,83	9,23	211,36	0,92	2,98
GeoB1115-3	8,88	9,28	213,51	0,54	2,91
GeoB1115-3	8,93	9,33	216,00	0,82	2,89
GeoB1115-3	8,98	9,38	218,95	0,11	3,54
GeoB1115-3	9,03	9,43	222,13	-0,23	3,84
GeoB1115-3	9,08	9,48	225,25	0,05	4,00
GeoB1115-3	9,13	9,53	228,00	0,48	3,92
GeoB1115-3	9,18	9,58	230,15	0,57	3,40
GeoB1115-3	9,23	9,63	231,76	0,44	4,08
GeoB1115-3	9,28	9,68	232,94	0,26	3,73
GeoB1115-3	9,33	9,73	233,82	0,58	3,58
GeoB1115-3	9,38	9,78	234,52	0,50	3,28
GeoB1115-3	9,43	9,83	235,17	0,69	3,22
GeoB1115-3	9,48	9,88	235,88	0,73	3,06
GeoB1115-3	9,53	9,93	236,78	0,76	2,96
GeoB1115-3	9,58	9,98	238,00	0,80	2,88
GeoB1115-3	9,63	10,03	239,62	0,10	3,85
GeoB1115-3	9,68	10,08	241,60	0,47	3,73
GeoB1115-3	9,73	10,13	243,87	0,53	3,83
GeoB1115-3	9,78	10,18	246,36	0,34	3,51
GeoB1115-3	9,83	10,23	249,00	0,07	4,17
GeoB1115-3	9,88	10,28	251,72	0,33	3,76
GeoB1115-3	9,93	10,33	254,50	0,12	4,08
GeoB1115-3	9,98	10,38	257,34	0,17	4,13
GeoB1115-3	10,03	10,43	260,22	0,19	4,09
GeoB1115-3	10,08	10,48	263,13	0,32	4,04
GeoB1115-3	10,13	10,53	266,06	0,14	3,71
GeoB1115-3	10,18	10,58	269,00	0,48	3,83
