Core label	depth	compdepth	age	cw13	cw18
GeoB1118-3	2,53	2,56	98,99	0,21	3,31
GeoB1118-3	2,58	2,61	102,11		
GeoB1118-3	2,63	2,66	104,94		
GeoB1118-3	2,68	2,71	107,51	-0,08	3,23
GeoB1118-3	2,73	2,76	109,85	-0,32	3,29
GeoB1118-3	2,78	2,81	111,98		
GeoB1118-3	2,83	2,86	113,93		
GeoB1118-3	2,88	2,91	115,74		
GeoB1118-3	2,93	2,96	117,42	0,33	2,56
GeoB1118-3	2,98	3,01	119,00	-0,04	3,14
GeoB1118-3	3,03	3,06	120,52		
GeoB1118-3	3,08	3,11	122,00	0,03	3,09
GeoB1118-3	3,13	3,16	123,47	0,25	2,79
GeoB1118-3	3,18	3,21	124,94	-0,64	2,53
GeoB1118-3	3,23	3,26	126,45		
GeoB1118-3	3,28	3,31	128,00	0,05	4,05
GeoB1118-3	3,33	3,36	129,63	-0,52	4,13
GeoB1118-3	3,38	3,41	131,33	-0,69	4,02
GeoB1118-3	3,43	3,46	133,12	-0,82	4,20
GeoB1118-3	3,48	3,51	135,00	-1,00	4,30
GeoB1118-3	3,53	3,56	136,98	-1,06	4,31
GeoB1118-3	3,58	3,61	138,99	-0,89	4,22
GeoB1118-3	3,63	3,66	140,96	-0,85	4,46
GeoB1118-3	3,68	3,71	142,83	-1,05	4,16
GeoB1118-3	3,73	3,76	144,53	-0,87	4,10
GeoB1118-3	3,78	3,81	145,99	-1,50	3,96
GeoB1118-3	3,83	3,86	147,17	-1,12	4,18
GeoB1118-3	3,88	3,91	148,16	-0,30	3,96
GeoB1118-3	3,93	3,96	149,05	-1,12	4,04
GeoB1118-3	3,98	4,01	149,97	-0,83	4,17
GeoB1118-3	4,03	4,06	151,01	-0,83	4,17
GeoB1118-3	4,08	4,11	152,27	-0,96	4,05
GeoB1118-3	4,13	4,16	153,77	-0,53	4,00
GeoB1118-3	4,18	4,21	155,51		
GeoB1118-3	4,23	4,26	157,49	-1,29	3,86
GeoB1118-3	4,28	4,31	159,71	-0,79	3,99
GeoB1118-3	4,33	4,36	162,17	-0,81	3,78
GeoB1118-3	4,38	4,41	164,87	-0,54	3,65
GeoB1118-3	4,43	4,46	167,82	-0,68	3,78
GeoB1118-3	4,48	4,51	171,01	-0,68	3,72
GeoB1118-3	4,53	4,56	174,38	-0,21	4,19
GeoB1118-3	4,58	4,61	177,70	-0,63	3,73
GeoB1118-3	4,63	4,66	180,66	-0,20	3,75
GeoB1118-3	4,68	4,71	182,96	-1,16	3,95
GeoB1118-3	4,73	4,76	184,55	-0,91	3,88
GeoB1118-3	4,78	4,81	186,03	-0,60	3,77
GeoB1118-3	4,83	4,86	188,07	-0,94	3,98
GeoB1118-3	4,88	4,91	190,77	-0,64	3,66
GeoB1118-3	4,93	4,96	194,02	-0,15	3,65
GeoB1118-3	4,98	5,01	197,74	-1,07	3,65
GeoB1118-3	5,03	5,06	201,86	0,11	3,18
GeoB1118-3	5,08	5,11	206,31		
GeoB1118-3	5,13	5,16	211,05	-0,23	3,07
GeoB1118-3	5,18	5,21	216,00	0,18	2,99
GeoB1118-3	5,23	5,26	220,96	-0,44	3,05
GeoB1118-3	5,28	5,31	225,20	-0,36	3,81
GeoB1118-3	5,33	5,36	227,94	-0,47	4,00
GeoB1118-3	5,38	5,41	229,29	-0,71	3,96
GeoB1118-3	5,43	5,46	230,16		
GeoB1118-3	5,48	5,51	231,04	-0,35	3,96
GeoB1118-3	5,53	5,56	232,38	-1,02	3,89
GeoB1118-3	5,58	5,61	234,48	-0,74	4,00
GeoB1118-3	5,63	5,66	238,45	-0,44	3,82
GeoB1118-3	5,68	5,71	248,88	-0,98	3,93
GeoB1118-3	5,73	5,76	258,54	-1,02	3,90
GeoB1118-3	5,78	5,81	264,29		
GeoB1118-3	5,83	5,86	267,07		
GeoB1118-3	5,88	5,91	268,21		
GeoB1118-3	5,93	5,96	269,04	-0,69	4,00
GeoB1118-3	5,98	6,01	270,50		
GeoB1118-3	6,03	6,06	272,39		
GeoB1118-3	6,08	6,11	274,14	0,00	3,62
GeoB1118-3	6,13	6,16	275,64	-0,21	3,57
GeoB1118-3	6,18	6,21	277,90	-0,77	3,64
GeoB1118-3	6,23	6,26	281,53	-0,30	3,35
GeoB1118-3	6,28	6,31	287,10	-0,54	3,21
GeoB1118-3	6,33	6,36	294,03	-0,26	3,60
GeoB1118-3	6,38	6,41	298,85	-0,35	3,82
GeoB1118-3	6,43	6,46	300,83	-0,69	3,63
GeoB1118-3	6,48	6,51	302,18	-0,20	3,61
GeoB1118-3	6,53	6,56	303,26		
GeoB1118-3	6,58	6,61	304,10	-0,56	3,44
GeoB1118-3	6,63	6,66	304,90		
GeoB1118-3	6,68	6,71	305,76	0,13	3,56
GeoB1118-3	6,73	6,76	306,78		
GeoB1118-3	6,78	6,81	308,13		
GeoB1118-3	6,83	6,86	310,03	-0,10	3,09
GeoB1118-3	6,88	6,91	312,67	-0,22	3,30
GeoB1118-3	6,93	6,96	316,12		
GeoB1118-3	6,98	7,01	320,06	-0,09	2,78
GeoB1118-3	7,03	7,06	324,10		
GeoB1118-3	7,08	7,11	327,85	0,04	2,79
GeoB1118-3	7,13	7,16	330,96	0,03	2,68
GeoB1118-3	7,18	7,21	333,20		
GeoB1118-3	7,23	7,26	334,76	-0,12	3,34
GeoB1118-3	7,28	7,31	335,99	-0,40	3,82
GeoB1118-3	7,33	7,36	337,22	-0,62	4,01
GeoB1118-3	7,38	7,41	338,79	-1,05	3,91
GeoB1118-3	7,43	7,46	341,04	-0,73	4,16
GeoB1118-3	7,48	7,51	344,19		
GeoB1118-3	7,53	7,56	348,11	-0,68	3,89
GeoB1118-3	7,58	7,61	352,55	-0,62	3,74
GeoB1118-3	7,63	7,66	357,26	-1,08	3,63
GeoB1118-3	7,68	7,71	361,99	-0,50	3,73
GeoB1118-3	7,73	7,76	366,55	-0,40	3,68
GeoB1118-3	7,78	7,81	370,91		
GeoB1118-3	7,83	7,86	375,12	-0,75	3,50
GeoB1118-3	7,88	7,91	379,21	-0,55	3,55
GeoB1118-3	7,93	7,96	383,22	-0,48	3,55
GeoB1118-3	7,98	8,01	387,20	0,00	3,35
