# NOAA Paleoclimatology Program - Paleocean Site Data
# odp999ab-tab.txt
# Complete Data
# File Created: 26-Apr-2005
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Torsten Bickert
# Core/Site:      ODP999A
# Latitude:       12.45.00N	( 12.75)
# Longitude:      78.44.00W	( -78.73333)
# Water Depth(m): 2827
#
# Publications:
#   Bickert, T., G.H. Haug, and R. Tiedemann.  2004. Late Neogene benthic stable
#     isotope record of Ocean Drilling Program Site 999: Implications for Caribbean
#     paleoceanography, organic carbon burial, and the Messinian Salinity Crisis.Paleoceanography,
#     Vol. 19, PA1023.
#------------------
#
# Description & Notes:
#   Late Neogene Caribbean ODP999 Benthic Stable Isotope Data
#   Notes column has sample ID, core section and section top depth.
#
# Variables:
#             depth         Depth (cm)
#             yrBP          radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             cfrac%>63     Course fraction percent (>63 micron)
#             corrdptcm     Corrected depth (cm)
#             d13Cc.wuell   delta C13 PDB (Cibicidoides wuellerstorfi)
#             d18Oc.wuell   delta O18 PDB (Cibicidoides wuellerstorfi)
#
# CORE: ODP999A
depth	yrBP 	cfrac%>63	corrdptcm	d13Cc.wuell	d18Oc.wuell	notes
19335	6442080	0.7200656	19282.5	0.4064035	1.786516	999A21H 04 75
19345	6445000	0.609665	19291.5	0.5484224	1.983419	999A21H 04 85
19355	6450330	0.8932548	19300.5	0.7715718	1.862953	999A21H 04 95
19365	6455670	0.8946208	19309.5	0.5292212	1.750963	999A21H 04 105
19375	6461000	2.217865	19318.5	0.5846012	2.047163	999A21H 04 115
19385	6466330	1.669451	19327.5	0.416134	1.930155	999A21H 04 125
19395	6471670	1.085927	19336.5	0.4523367	1.419748	999A21H 04 135
19405	6477000	0.9047557	19345.5	0.6778483	2.027877	999A21H 04 145
19415	6482000	0.7812999	19354.5	-999	-999	999A21H 05 5
19425	6487000	0.7101172	19363.5	0.6781996	1.782543	999A21H 05 15
19435	6492000	1.436403	19372.5	0.6016659	2.098131	999A21H 05 25
19445	6497000	1.088756	19381.5	0.52706	2.059829	999A21H 05 35
19455	6502000	1.452966	19390.5	0.5876794	1.876007	999A21H 05 45
19475	6512000	0.7819483	19408.5	0.4189175	1.797774	999A21H 05 65
19485	6517000	1.562413	19417.5	0.6130885	1.908417	999A21H 05 75
19495	6522000	1.385121	19426.5	0.6552612	1.915041	999A21H 05 85
19505	6535500	2.021228	19435.5	0.7321151	1.714536	999A21H 05 95
19515	6549000	1.866091	19444.5	0.503001	1.86673	999A21H 05 105
19525	6562500	2.217338	19453.5	0.5383517	1.570971	999A21H 05 115
19535	6576000	1.171669	19462.5	0.445915	1.790007	999A21H 05 125
19545	6586000	1.003481	19471.5	0.1861647	1.49921	999A21H 05 135
19555	6596000	1.592033	19480.5	0.3948548	1.908881	999A21H 05 145
19565	6606000	1.27933	19489.5	0.431009	1.71135	999A21H 06 5
19575	6616000	1.204353	19498.5	0.5966384	2.043622	999A21H 06 15
19585	6625330	1.384097	19507.5	0.3912082	1.447147	999A21H 06 25
19595	6634670	1.786525	19516.5	0.358968	1.386411	999A21H 06 35
19605	6644000	0.8430734	19525.5	0.2841831	1.961304	999A21H 06 45
19625	6649110	1.284541	19543.5	-999	-999	999A21H 06 65
19635	6651660	0.9754782	19552.5	0.2588083	1.978507	999A21H 06 75
19645	6654220	0.6913423	19561.5	0.4192669	1.804868	999A21H 06 85
19655	6656770	0.9207623	19570.5	-999	-999	999A21H 06 95
19665	6659330	0.8197401	19579.5	0.2748235	1.701186	999A21H 06 105
19675	6661880	0.8258436	19588.5	-999	-999	999A21H 06 115
19685	6664430	0.5239429	19597.5	-999	-999	999A21H 06 125
19695	6666990	0.4177573	19606.5	0.372657	1.742325	999A21H 06 135
19705	6669540	0.5668774	19615.5	0.3314839	1.65827	999A21H 06 145
19715	6672100	0.8612844	19624.5	0.2831042	1.288077	999A21H 07 5
19725	6674650	0.8423133	19633.5	0.3090492	1.638499	999A21H 07 15
19735	6677210	1.04111	19642.5	0.6367006	1.66893	999A21H 07 25
19745	6679760	1.355127	19651.5	0.3726231	1.664021	999A21H 07 35
19755	6682320	1.772201	19660.5	5.915951E-02	1.477828	999A21H 07 45
19765	6732970	0.6110641	19762.25	0.5624082	1.985717	999A22X 01 5
19775	6687420	0.9476368	19678.5	0.4414541	2.126357	999A21H 07 65
19775	6687420	2.301734	19766.75	0.479732	1.879411	999A22X 01 15
19781	6688960	0.9145069	19683.9	6.915767E-02	1.608117	999A21H 07 71
19789	6691000	0.7632688	19691.1	0.4959411	2.179546	999A21H CC 5
19789	6691000	2.232176	19773.05	0.245148	1.873746	999A22X 01 29
19795	6740130	1.044474	19775.75	0.3468081	1.724805	999A22X 01 35
19799	6696310	1.38022	19700.1	-999	-999	999A21H CC 15
19806	6742750	1.528165	19780.7	0.2952892	1.852165	999A22X 01 46
19809	6701620	1.678843	19709.1	0.41163	1.929155	999A21H CC 25
19825	6747280	2.075535	19789.25	0.2898152	1.856236	999A22X 01 65
19835	6749670	2.200575	19793.75	-999	-999	999A22X 01 75
19845	6752050	4.53601	19798.25	0.1926707	1.7176	999A22X 01 85
19855	6754440	2.744519	19802.75	0.2354906	1.985567	999A22X 01 95
19865	6756820	1.545039	19807.25	0.1352604	1.694766	999A22X 01 105
19875	6759200	1.613088	19811.75	0.3276836	1.65959	999A22X 01 115
19885	6761590	1.388655	19816.25	0.254144	1.648941	999A22X 01 125
19895	6763970	1.092197	19820.75	0.4088078	1.970379	999A22X 01 135
19905	6766740	1.051883	19825.25	0.3002525	1.799451	999A22X 01 145
19915	6769520	1.119492	19829.75	0.250287	1.775243	999A22X 02 5
19925	6772290	1.428515	19834.25	0.3312592	1.861591	999A22X 02 15
19935	6775070	1.395077	19838.75	0.5880024	1.768483	999A22X 02 25
19945	6777840	1.339826	19843.25	0.3819855	1.717384	999A22X 02 35
19955	6780610	1.921902	19847.75	0.3806197	1.724293	999A22X 02 45
19975	6786160	1.860105	19856.75	0.3468272	1.704419	999A22X 02 65
19985	6788930	4.951907	19861.25	-999	-999	999A22X 02 75
19995	6791710	3.954515	19865.75	0.1951523	1.431951	999A22X 02 85
20005	6794480	1.091041	19870.25	-5.800645E-02	1.576383	999A22X 02 95
20015	6797260	1.262651	19874.75	-0.0322999	1.483265	999A22X 02 105
20025	6800030	2.276979	19879.25	0.1425081	2.072736	999A22X 02 115
20035	6802500	3.923294	19883.75	6.402635E-02	2.011332	999A22X 02 125
20045	6804970	3.42643	19888.25	0.2337461	2.04124	999A22X 02 135
20055	6807450	2.223052	19892.75	4.906683E-02	1.913278	999A22X 02 145
20065	6809920	1.041115	19897.25	0.4307201	2.043951	999A22X 03 5
20065	6809920	2.641793	20064.5	0.2403703	1.968741	999A23X 01 5
20075	6812400	3.173456	19901.75	0.1674156	1.932845	999A22X 03 15
20075	6812400	1.321712	20073.5	0.1962233	2.0367	999A23X 01 15
20085	6814870	2.104499	19906.25	0.3332329	1.8306	999A22X 03 25
20085	6814870	1.326075	20082.5	0.3899956	1.883787	999A23X 01 25
20095	6817340	2.625039	19910.75	0.3904913	1.795336	999A22X 03 35
20095	6817340	0.7918996	20091.5	0.4189903	1.815182	999A23X 01 35
20105	6819820	1.047452	19915.25	0.1424548	1.899558	999A22X 03 45
20105	6819820	0.9193016	20100.5	0.5006553	1.612496	999A23X 01 45
20125	6824760	1.41356	19924.25	0.4027823	1.705389	999A22X 03 65
20125	6824760	0.4970614	20118.5	0.4107941	1.660118	999A23X 01 65
20135	6827240	2.200549	19928.75	0.329225	1.845019	999A22X 03 75
20135	6827240	0.8643817	20127.5	0.3642134	1.696259	999A23X 01 75
20145	6829710	1.801938	19933.25	0.4435543	1.801576	999A22X 03 85
20145	6829710	0.7057081	20136.5	0.4604058	1.578489	999A23X 01 85
20155	6832180	1.22995	19937.75	-999	-999	999A22X 03 95
20155	6832180	1.213884	20145.5	0.5103614	1.705634	999A23X 01 95
20165	6834660	2.032839	19942.25	0.3732902	1.998179	999A22X 03 105
20165	6834660	1.072566	20154.5	0.6700637	1.823062	999A23X 01 105
20175	6837130	2.275746	19946.75	0.5099725	1.809894	999A22X 03 115
20175	6837130	2.165483	20163.5	0.5712387	1.939224	999A23X 01 115
20185	6839600	2.33766	19951.25	0.4581628	1.749225	999A22X 03 125
20185	6839600	1.472363	20172.5	0.6929389	1.866676	999A23X 01 125
20195	6842080	1.749126	19955.75	0.4864103	1.960088	999A22X 03 135
20195	6842080	1.838394	20181.5	0.6590504	1.733657	999A23X 01 135
20205	6844550	2.309506	19960.25	0.3768767	1.748433	999A22X 03 145
20206	6933000	1.297276	20191.4	0.4805198	1.916086	999A23X 01 146
20215	6847030	3.802726	19964.75	0.29089	1.646147	999A22X 04 5
20215	6847030	1.718926	20199.5	0.4929	1.71482	999A23X 02 5
20225	6849500	0.8855741	19969.25	0.2283829	1.852912	999A22X 04 15
20225	6849500	1.987959	20208.5	0.355723	1.86746	999A23X 02 15
20235	6851970	1.675369	19973.75	0.3387999	1.9742	999A22X 04 25
20235	6851970	1.8119	20217.5	0.4836617	1.79845	999A23X 02 25
20245	6853960	2.589242	19978.25	0.3082223	1.728923	999A22X 04 35
20245	6853960	1.412764	20226.5	0.4970659	1.83542	999A23X 02 35
20255	6855950	1.620832	19982.75	0.4495583	1.956235	999A22X 04 45
20255	6855950	1.461043	20235.5	0.3843226	1.833878	999A23X 02 45
20275	6859920	1.376147	19991.75	0.4088675	1.695904	999A22X 04 65
20275	6859920	0.7387459	20253.5	0.4836026	1.632393	999A23X 02 65
20285	6861910	2.317795	19996.25	0.3621978	2.028963	999A22X 04 75
20285	6861910	0.7385464	20262.5	0.5370595	1.727356	999A23X 02 75
20295	6863890	1.059379	20000.75	0.4041658	1.834056	999A22X 04 85
20295	6863890	2.217811	20271.5	0.4914618	1.82083	999A23X 02 85
20305	6865880	0.7933279	20005.25	0.6122578	1.940949	999A22X 04 95
20305	6865880	2.86711	20280.5	0.604187	1.7669	999A23X 02 95
20315	6867870	0.9503302	20009.75	0.4793247	1.725228	999A22X 04 105
20315	6867870	2.821382	20289.5	0.6107876	1.853127	999A23X 02 105
20325	6869850	1.599154	20014.25	0.3836616	1.759713	999A22X 04 115
20325	6869850	2.029853	20298.5	0.614145	1.718115	999A23X 02 115
20335	6871840	2.229769	20018.75	0.2403211	1.792054	999A22X 04 125
20335	6871840	1.800951	20307.5	0.6362705	1.653698	999A23X 02 125
20345	6873820	1.468946	20023.25	0.4780467	1.574064	999A22X 04 135
20345	6873820	3.327817	20316.5	0.3699806	1.73417	999A23X 02 135
20355	6875810	1.382279	20027.75	0.3657559	1.537716	999A22X 04 145
20355	6875810	2.69509	20325.5	0.6171128	1.596741	999A23X 02 145
20365	6877800	1.706465	20032.25	0.5996177	1.647606	999A22X 05 5
20365	6877800	1.483059	20334.5	0.5511646	1.807406	999A23X 03 5
20375	6879780	1.141424	20036.75	0.5506542	1.655068	999A22X 05 15
20375	6879780	2.367633	20343.5	0.3269609	1.721789	999A23X 03 15
20385	6971920	2.175587	20352.5	0.4653632	1.810209	999A23X 03 25
20388	6882360	1.522669	20042.6	0.5655721	1.913807	999A22X CC 5
20395	6974330	2.443274	20361.5	0.2585009	1.585316	999A23X 03 35
20405	6976750	2.758411	20370.5	0.3517614	1.926679	999A23X 03 45
20425	6981580	2.063629	20388.5	0.1693583	1.9285	999A23X 03 65
20435	6984000	2.17349	20397.5	0.2902046	2.140701	999A23X 03 75
20445	6985080	0.5892547	20406.5	0.3940213	1.919873	999A23X 03 85
20455	6986150	1.119904	20415.5	0.1715867	1.817738	999A23X 03 95
20465	6987230	5.208519	20424.5	0.7480975	1.788818	999A23X 03 105
20475	6988310	3.243387	20433.5	0.6696591	1.678463	999A23X 03 115
20485	6989380	2.483873	20442.5	0.6985615	1.660175	999A23X 03 125
20495	6990460	1.076744	20451.5	0.6460135	1.602133	999A23X 03 135
20505	6991540	1.809275	20460.5	0.6051268	1.816208	999A23X 03 145
20515	6992620	2.904199	20469.5	0.7110341	1.707085	999A23X 04 5
20525	6993690	2.041932	20478.5	0.4721424	1.613995	999A23X 04 15
20535	6994770	1.61239	20487.5	0.3483018	1.487817	999A23X 04 25
20545	6995850	4.758121	20496.5	-999	-999	999A23X 04 35
20555	6996920	1.840908	20505.5	0.2849606	1.87291	999A23X 04 45
20575	6999080	4.641103	20523.5	0.615628	1.46693	999A23X 04 65
20595	7001230	4.04413	20541.5	0.5593932	1.705972	999A23X 04 85
20605	7002310	1.382577	20550.5	0.7900092	1.669407	999A23X 04 95
20615	7003380	1.561634	20559.5	0.7812874	1.624381	999A23X 04 105
20625	7004460	1.707716	20568.5	0.6999679	1.61386	999A23X 04 115
20635	7005540	2.740362	20577.5	0.7567713	1.702961	999A23X 04 125
20645	7006620	0.7907864	20586.5	0.7013581	1.386848	999A23X 04 135
20655	7007690	0.8908033	20595.5	0.3244595	1.821836	999A23X 04 145
20665	7008770	1.490155	20604.5	0.5830988	1.415163	999A23X 05 5
20675	7009850	2.285286	20613.5	0.3641317	1.829824	999A23X 05 15
20685	7010920	1.955638	20622.5	0.5252905	1.822736	999A23X 05 25
20695	7012000	5.013182	20631.5	0.3452873	1.924881	999A23X 05 35
20705	7020000	1.945932	20640.5	0.7345753	1.744352	999A23X 05 45
20725	7036000	0.4997378	20658.5	0.5849145	1.49703	999A23X 05 65
20735	7044000	0.8247042	20667.5	0.2490636	1.517621	999A23X 05 75
20745	7052000	0.7819008	20676.5	0.6863883	1.582916	999A23X 05 85
20755	7060000	2.440736	20685.5	0.8017927	1.812206	999A23X 05 95
20765	7065500	1.803986	20694.5	0.5139264	1.441919	999A23X 05 105
20775	7071000	1.536258	20703.5	0.3545429	1.903716	999A23X 05 115
20785	7076500	3.125724	20712.5	0.1245864	1.68848	999A23X 05 125
20795	7081990	1.832602	20721.5	0.3735218	1.267488	999A23X 05 135
20805	7087490	3.515452	20730.5	0.5575118	1.503923	999A23X 05 145
20815	7092990	2.357436	20739.5	0.7775617	1.562656	999A23X 06 5
20825	7098490	0.4385304	20748.5	0.7446302	1.664723	999A23X 06 15
20835	7102400	0.613257	20757.5	0.8297762	1.560439	999A23X 06 25
20845	7106320	1.29855	20766.5	0.4322404	1.53422	999A23X 06 35
20855	7110230	0.8827488	20775.5	0.7566021	1.731223	999A23X 06 45
20875	7118060	1.295165	20793.5	0.7874612	1.433781	999A23X 06 65
20885	7121970	0.9037803	20802.5	0.6528401	1.372936	999A23X 06 75
20895	7125890	0.7852734	20811.5	0.803176	1.443494	999A23X 06 85
20905	7129800	1.867071	20820.5	0.5715324	1.598225	999A23X 06 95
20915	7133720	1.671421	20829.5	0.3729051	1.621342	999A23X 06 105
20925	7137630	0.6603715	20838.5	0.7358145	1.925902	999A23X 06 115
20935	7148960	1.724173	20847.5	0.8683303	1.595099	999A23X 06 125
20945	7160290	1.020599	20856.5	0.9562867	1.45366	999A23X 06 135
20955	7171620	2.972353	20865.5	0.8841785	1.604638	999A23X 06 145
20965	7182950	6.816832	20874.5	1.021887	1.779367	999A23X 07 5
20975	7201480	1.853229	20883.5	0.7956541	1.793591	999A23X 07 15
20985	7220000	2.301751	20892.5	0.5444224	1.81205	999A23X 07 25
20995	7224310	4.540237	20901.5	0.8675522	1.496163	999A23X 07 35
21005	7228620	1.411807	20910.5	0.6379181	1.416054	999A23X 07 45
21015	7232930	8.698302	20919.5	0.4751088	1.442254	999A23X CC 5
21025	7237240	1.605659	20928.5	0.6359708	1.556866	999A23X CC 15
21035	7241550	4.21701	20937.5	0.7800605	1.611707	999A23X CC 25 999A24X 01 5
21045	7295260	4.47994	21043.5	0.7083914	1.697476	999A24X 01 15
21055	7302510	2.49506	21052.5	0.7996918	1.085532	999A24X 01 25
21065	7309770	10.45646	21061.5	0.6284625	1.473877	999A24X 01 35
21075	7317020	7.93209	21070.5	0.7195876	1.569695	999A24X 01 45
21095	7331530	8.431981	21088.5	0.6326495	1.648954	999A24X 01 65
21105	7338790	7.738465	21097.5	0.5194735	1.78132	999A24X 01 75
21115	7347980	5.764363	21106.5	0.8188981	1.5939	999A24X 01 85
21125	7357170	6.614925	21115.5	0.736526	1.450502	999A24X 01 95
21135	7366370	4.559738	21124.5	0.7169657	1.207643	999A24X 01 105
21145	7375560	6.199614	21133.5	0.9154662	1.487131	999A24X 01 115
21155	7393760	10.17009	21142.5	-999	-999	999A24X 01 125
21165	7411950	10.60313	21151.5	0.9962681	1.610147	999A24X 01 135
21175	7430150	4.872935	21160.5	0.9257536	1.659896	999A24X 01 145
21185	7442540	6.750159	21169.5	0.9406239	1.484807	999A24X 02 5
21195	7454930	3.488225	21178.5	0.7507836	1.540587	999A24X 02 15
21205	7467310	3.80574	21187.5	0.899572	1.227358	999A24X 02 25
21215	7479700	3.862462	21196.5	1.000856	1.629738	999A24X 02 35
21225	7485470	3.828354	21205.5	0.8356422	1.508945	999A24X 02 45
21245	7497020	8.525093	21223.5	1.028848	1.407834	999A24X 02 65
21255	7502790	4.016073	21232.5	0.9620502	1.560951	999A24X 02 75
21265	7508560	5.642282	21241.5	0.932488	1.41383	999A24X 02 85
21275	7514330	8.815763	21250.5	0.8160221	1.254155	999A24X 02 95
21285	7520100	3.663166	21259.5	0.8807241	1.514822	999A24X 02 105
21295	7525870	3.126694	21268.5	0.9457189	1.595341	999A24X 02 115
21305	7531650	3.672502	21277.5	0.6545866	1.492943	999A24X 02 125
21315	7537420	3.086186	21286.5	0.9632863	1.537423	999A24X 02 135
21325	7543190	2.553701	21295.5	1.089418	1.645317	999A24X 02 145
21334	7550140	3.3569	21303.6	1.132041	1.411503	999A24X 03 4
21345	7558630	2.986385	21313.5	0.9262733	1.479129	999A24X 03 15
21355	7566350	7.261949	21322.5	1.03455	1.623782	999A24X 03 25
21365	7574070	5.760235	21331.5	0.8001323	1.429235	999A24X 03 35
21375	7581790	9.647538	21340.5	1.040931	1.760087	999A24X 03 45
21395	7597230	4.717276	21358.5	0.9527755	1.691974	999A24X 03 65
21405	7605780	5.138175	21367.5	0.7820885	1.558207	999A24X 03 75
21415	7614330	6.837776	21376.5	1.049515	1.600784	999A24X 03 85
21425	7622890	6.205402	21385.5	1.364845	1.516664	999A24X 03 95
21435	7631440	5.920407	21394.5	1.077837	1.435558	999A24X 03 105
21445	7639990	6.568742	21403.5	-999	-999	999A24X 03 115
21455	7648540	5.736548	21412.5	-999	-999	999A24X 03 125
21465	7657100	7.761761	21421.5	1.272127	1.720978	999A24X 03 135
21475	7665650	11.18785	21430.5	0.8095749	1.745611	999A24X 03 145
21485	7669380	9.256932	21439.5	-999	-999	999A24X 04 5
21495	7673100	8.889662	21448.5	1.184753	1.710943	999A24X 04 15
21505	7676830	6.834121	21457.5	1.271733	1.524163	999A24X 04 25
21515	7680560	8.055534	21466.5	0.8945695	1.501701	999A24X 04 35
21525	7684290	6.576737	21475.5	1.25441	1.585521	999A24X 04 45
21545	7691740	5.819983	21493.5	0.9772682	1.620395	999A24X 04 65
21555	7695470	7.119947	21502.5	1.16788	1.754456	999A24X 04 75
21565	7699190	6.560537	21511.5	0.8209572	1.819327	999A24X 04 85
21575	7702920	5.006948	21520.5	-999	-999	999A24X 04 95
21585	7706650	5.145605	21529.5	1.115942	1.66517	999A24X 04 105
21595	7710380	8.695951	21538.5	1.13983	1.778552	999A24X 04 115
21605	7714100	5.543203	21547.5	1.136898	1.627422	999A24X 04 125
21615	7717830	9.22547	21556.5	1.012618	1.815153	999A24X 04 135
21625	7721850	10.13032	21565.5	-999	-999	999A24X 04 145
21635	7725860	8.805798	21574.5	-999	-999	999A24X 05 5
21645	7729880	9.266518	21583.5	1.226656	1.629515	999A24X 05 15
21655	7733900	9.480255	21592.5	1.019649	1.646792	999A24X 05 25
21665	7737920	11.55098	21601.5	-999	-999	999A24X 05 35
21675	7741930	7.552852	21610.5	0.9424545	1.761141	999A24X 05 45
21696	7750370	10.9751	21629.4	0.8701811	1.680551	999A24X 05 66
21705	7753980	8.483013	21637.5	-999	-999	999A24X 05 75
21715	7758000	10.41907	21646.5	0.6774297	1.629668	999A24X 05 85
21725	7759440	7.287974	21655.5	-999	-999	999A24X 05 95
21735	7760870	8.76852	21664.5	0.79316	1.753897	999A24X 05 105
21745	7762310	11.36029	21673.5	0.762278	1.457364	999A24X 05 115
21755	7763740	9.409641	21682.5	-999	-999	999A24X 05 125
21765	7765180	10.57844	21691.5	0.8423612	1.584533	999A24X 05 135
21775	7766610	10.33751	21700.5	1.273674	1.678118	999A24X 05 145
21785	7768050	8.008065	21709.5	1.256071	1.350284	999A24X 06 5
21795	7769480	8.483	21718.5	1.0467	1.234246	999A24X 06 15
21805	7770920	8.775241	21727.5	1.098264	1.530773	999A24X 06 25
21815	7772360	11.2553	21736.5	1.030791	1.97471	999A24X 06 35
21825	7773790	12.72181	21745.5	0.9234203	1.482711	999A24X 06 45
21845	7776660	8.811982	21763.5	0.7848142	1.747285	999A24X 06 65
21855	7778100	10.07421	21772.5	0.9322569	1.768943	999A24X 06 75
21865	7779530	13.5097	21781.5	0.8438725	1.6227	999A24X 06 85
21875	7780970	6.036755	21790.5	1.19078	1.722482	999A24X 06 95
21885	7782400	12.62804	21799.5	0.6056016	1.752306	999A24X 06 105
21895	7783840	14.32153	21808.5	1.109619	2.050877	999A24X 06 115
21905	7786230	8.634571	21817.5	0.6462093	1.652029	999A24X 06 125
21915	7788610	14.02343	21826.5	0.7783523	1.683044	999A24X 06 135
21923	7790520	12.85873	21833.7	0.725149	1.759881	999A24X 06 143
21935	7793380	8.871603	21844.5	0.7041672	1.870799	999A24X 07 5
21945	7795770	11.09972	21853.5	0.4804932	1.872081	999A24X 07 15
21955	7798150	11.67243	21862.5	0.7217484	1.978949	999A24X 07 25
21965	7800540	7.934393	21871.5	0.542326	1.708902	999A24X 07 35
21978	7803640	9.385667	21883.2	-999	-999	999A24X CC 5
21988	7806030	7.55549	21892.2	0.4331727	1.569047	999A24X CC 15
21995	7833140	4.858035	21994.5	0.2706262	1.565225	999A25X 01 5
21998	7808410	11.46338	21901.2	0.5224295	1.735477	999A24X CC 25
22005	7835530	8.34534	22003.5	0.607174	1.57426	999A25X 01 15
22015	7837910	10.36756	22012.5	0.315907	1.076018	999A25X 01 25
22025	7840300	6.545671	22021.5	0.5770007	1.62604	999A25X 01 35
22036	7842920	7.240037	22031.4	0.5865209	1.531162	999A25X 01 46
22055	7847460	7.542715	22048.5	0.6364879	1.883887	999A25X 01 65
22065	7849840	5.129421	22057.5	0.9003233	1.733093	999A25X 01 75
22075	7852230	4.882109	22066.5	0.6686544	1.879311	999A25X 01 85
22085	7854610	9.973517	22075.5	0.71328	1.893529	999A25X 01 95
22095	7857000	-999	22084.5	0.7752711	1.790172	999A25X 01 105
22105	7859380	-999	22093.5	-999	-999	999A25X 01 115
22115	7861770	-999	22102.5	1.033682	1.966917	999A25X 01 125
22125	7864870	-999	22111.5	0.8071922	1.877695	999A25X 01 135
22135	7867970	-999	22120.5	0.6768121	1.884869	999A25X 01 145
22145	7871070	-999	22129.5	0.8611764	1.855445	999A25X 02 5
22155	7874170	-999	22138.5	0.5108935	1.657964	999A25X 02 15
22165	7877270	-999	22147.5	0.8814046	1.573955	999A25X 02 25
22175	7880370	-999	22156.5	0.6908923	1.717996	999A25X 02 35
22185	7883470	-999	22165.5	0.7441841	1.798905	999A25X 02 45
22205	7889670	-999	22183.5	0.6022972	1.960681	999A25X 02 65
22215	7892770	-999	22192.5	0.5889083	1.591751	999A25X 02 75
22225	7895870	-999	22201.5	0.9469092	1.756916	999A25X 02 85
22235	7898970	-999	22210.5	0.9514165	1.811992	999A25X 02 95
22245	7901570	-999	22219.5	0.7872037	1.650996	999A25X 02 105
22255	7904170	-999	22228.5	0.9390702	1.58794	999A25X 02 115
22265	7906770	-999	22237.5	0.7318255	1.674914	999A25X 02 125
22275	7909370	-999	22246.5	0.6753253	1.702815	999A25X 02 135
22285	7911970	-999	22255.5	0.757109	1.729997	999A25X 02 145
22295	7914570	-999	22264.5	1.018653	1.852875	999A25X 03 5
22305	7917170	-999	22273.5	0.8740696	1.622649	999A25X 03 15
22315	7919780	-999	22282.5	0.9032125	1.543545	999A25X 03 25
22325	7922380	-999	22291.5	0.9076579	1.460532	999A25X 03 35
22335	7924980	-999	22300.5	0.8382317	1.268271	999A25X 03 45
22355	7930180	-999	22318.5	-999	-999	999A25X 03 65
22365	7932780	-999	22327.5	0.7469663	1.865728	999A25X 03 75
22375	7935380	-999	22336.5	0.8357638	1.822575	999A25X 03 85
22385	7937980	-999	22345.5	0.8277258	1.902229	999A25X 03 95
22395	7942430	-999	22354.5	-999	-999	999A25X 03 105
22405	7946870	-999	22363.5	0.5861631	1.486801	999A25X 03 115
22413	7950430	-999	22370.7	0.6954674	1.756518	999A25X 03 123
22425	7955770	-999	22381.5	1.002697	1.688749	999A25X 03 135
22445	7964660	-999	22399.5	0.8499073	1.758285	999A25X 04 5
22455	7969110	-999	22408.5	1.187218	1.599737	999A25X 04 15
22465	7973560	-999	22417.5	0.8194188	1.691088	999A25X 04 25
22475	7978000	-999	22426.5	0.8319952	1.774025	999A25X 04 35
22485	7982450	-999	22435.5	0.905105	1.344887	999A25X 04 45
22505	7991350	-999	22453.5	0.7053332	1.664892	999A25X 04 65
22515	7995790	-999	22462.5	0.9458439	1.604539	999A25X 04 75
22525	8000240	-999	22471.5	0.4706636	1.445127	999A25X 04 85
22545	8004890	-999	22489.5	0.9547768	1.823011	999A25X 04 105
22555	8007220	-999	22498.5	-999	-999	999A25X 04 115
22565	8009540	-999	22507.5	0.6099938	1.756704	999A25X 04 125
22575	8011870	-999	22516.5	0.9363091	1.722058	999A25X 04 135
22585	8014200	-999	22525.5	-999	-999	999A25X 04 145
22595	8016520	-999	22534.5	0.8349237	1.454943	999A25X 05 5
22605	8018850	-999	22543.5	1.108085	2.015659	999A25X 05 15
22615	8021170	-999	22552.5	0.9404533	1.861969	999A25X 05 25
22625	8023500	-999	22561.5	1.005829	1.499801	999A25X 05 35
22635	8025830	-999	22570.5	1.08967	1.677187	999A25X 05 45
22655	8030480	-999	22588.5	1.307231	1.728398	999A25X 05 65
22665	8032800	-999	22597.5	0.7462317	1.57062	999A25X 05 75
22675	8035130	-999	22606.5	1.138598	1.768992	999A25X 05 85
22685	8037460	-999	22615.5	-999	-999	999A25X 05 95
22695	8039780	-999	22624.5	0.9631946	1.81721	999A25X 05 105
22705	8042110	-999	22633.5	-999	-999	999A25X 05 115
22715	8044440	-999	22642.5	-999	-999	999A25X 05 125
22725	8046760	-999	22651.5	0.9358755	1.731447	999A25X 05 135
22735	8049090	-999	22660.5	1.009029	1.553563	999A25X 05 145
22745	8051410	-999	22669.5	-999	-999	999A25X 06 5
22755	8053740	-999	22678.5	0.7680956	1.356817	999A25X 06 15
22767	8056530	-999	22689.3	0.8764976	1.873739	999A25X 06 27
22773	8057930	-999	22694.7	1.136273	1.656907	999A25X 06 33
22785	8060720	-999	22705.5	0.4137536	1.364493	999A25X 06 45
22805	8065370	-999	22723.5	0.9069114	1.752015	999A25X 06 65
22815	8067700	-999	22732.5	0.4330819	1.790483	999A25X 06 75
22825	8070020	-999	22741.5	0.5532224	1.582439	999A25X 06 85
22835	8072350	-999	22750.5	0.3473381	1.617099	999A25X 06 95
22845	8074670	-999	22759.5	-999	-999	999A25X 06 105
22855	8077000	-999	22768.5	0.4101226	1.990409	999A25X 06 115
22865	8080460	-999	22777.5	0.7830751	2.067566	999A25X 06 125
22875	8083910	-999	22786.5	0.4035303	1.848643	999A25X 06 135
22885	8087370	-999	22795.5	0.7860233	2.046213	999A25X 06 145
22895	8090820	-999	22804.5	0.962504	1.941821	999A25X 07 5
