F	P	O	N	M	L	K	corr. depth	Age (ka) 112	CW 13C	CW 18O	% Sand	%Sand/100%CaCO3	%CaCO3
999.00	A	16.000	4.0000	5.0000	7.0000	145.15	144.97	4731.7	0.48	2.75	2.5400	7.0787	35.861
999.00	A	16.000	4.0000	15.000	17.000	145.25	145.06	4734.7	0.44	2.44	1.3600	3.4474	39.368
999.00	A	16.000	4.0000	25.000	27.000	145.35	145.16	4738.1	0.35	2.41	2.0700	3.9688	52.112
999.00	A	16.000	4.0000	35.000	37.000	145.45	145.25	4741.2	0.24	2.46	1.9600	3.3968	57.835
999.00	A	16.000	4.0000	45.000	47.000	145.55	145.35	4744.6	0.00	2.47	2.5900	4.4457	58.185
999.00	.	16.000	4.0000	55.000	57.000	145.65	145.45	4747.9	0.08	2.77	4.5900	7.4555	61.525
999.00	A	16.000	4.0000	65.000	67.000	145.75	145.54	4751.0	0.14	2.77	4.3100		
999.00	A	16.000	4.0000	75.000	77.000	145.85	145.64	4754.1	0.34	2.81	5.0300	10.103	49.738
999.00	A	16.000	4.0000	85.000	87.000	145.95	145.73	4756.9	0.26	2.75	2.5900	5.8286	44.399
999.00	A	16.000	4.0000	95.000	97.000	146.05	145.83	4760.0	0.16	2.52	2.9700	5.8191	50.988
999.00	A	16.000	4.0000	105.00	107.00	146.15	145.93	4763.2	0.36	2.58	3.2700	5.4870	59.510
999.00	A	16.000	4.0000	115.00	117.00	146.25	146.02	4766.0	0.43	2.66	2.3100	4.3068	53.687
999.00	A	16.000	4.0000	125.00	127.00	146.35	146.12	4769.1	0.37	2.51	1.8600	4.3724	42.616
999.00	A	16.000	4.0000	135.00	137.00	146.45	146.21	4771.9	0.50	2.51	3.2300	7.7219	41.825
999.00	A	16.000	4.0000	145.00	147.00	146.55	146.31	4775.0	0.31	2.44	2.5700	4.7807	53.662
999.00	A	16.000	5.0000	5.0000	7.0000	146.65	146.41	4778.1	0.27	2.51	2.7200	4.9820	54.645
999.00	A	16.000	5.0000	15.000	17.000	146.75	146.50	4781.0	0.34	2.65	3.1800	5.4072	58.760
999.00	A	16.000	5.0000	25.000	27.000	146.85	146.60	4784.1	0.35	2.54	2.8800	5.3120	54.170
999.00	A	16.000	5.0000	35.000	37.000	146.95	146.69	4786.9			3.3000	6.4241	51.354
999.00	A	16.000	5.0000	45.000	47.000	147.05	146.79	4790.0	0.27	2.91	3.2800	6.9834	46.965
999.00	.	16.000	5.0000	55.000	57.000	147.15	146.89	4793.1	0.46	2.60	2.7100	6.4406	42.091
999.00	A	16.000	5.0000	65.000	67.000	147.25	146.98	4795.9	0.38	2.56			53.029
999.00	A	16.000	5.0000	75.000	77.000	147.35	147.08	4799.1	0.32	2.53			52.896
999.00	A	16.000	5.0000	85.000	87.000	147.45	147.17	4801.9	0.29	2.61	3.8200	6.8007	56.236
999.00	A	16.000	5.0000	95.000	97.000	147.55	147.27	4805.0	0.18	2.52	3.4200	5.6429	60.634
999.00	A	16.000	5.0000	105.00	107.00	147.65	147.37	4808.1	0.47	2.26	4.3500	7.2196	60.268
999.00	A	16.000	5.0000	115.00	117.00	147.75	147.46	4810.9	0.21	2.44			60.859
999.00	A	16.000	5.0000	125.00	127.00	147.85	147.56	4814.1	0.22	2.55	4.0200	6.5559	61.292
999.00	A	16.000	5.0000	135.00	137.00	147.95	147.65	4816.9	0.26	2.49	3.9000	6.7720	57.519
999.00	A	16.000	5.0000	145.00	147.00	148.05	147.75	4820.0	0.11	2.64			61.992
999.00	A	16.000	6.0000	5.0000	7.0000	148.15	147.84	4822.8			3.8200	6.3627	60.043
999.00	A	16.000	6.0000	15.000	17.000	148.25	147.94	4825.9	0.20	2.89	3.8300	7.3702	52.013
999.00	A	16.000	6.0000	25.000	27.000	148.35	148.04	4829.1			2.1300	4.5296	46.965
999.00	A	16.000	6.0000	35.000	37.000	148.45	148.13	4831.9	0.37	2.52	2.7200	5.5470	48.964
999.00	A	16.000	6.0000	45.000	47.000	148.55	148.23	4835.0	0.35	2.50	3.6100	7.0161	51.429
999.00	.	16.000	6.0000	55.000	57.000	148.65	148.32	4837.8	0.27	2.73	2.4800	4.7413	52.279
999.00	A	16.000	6.0000	65.000	67.000	148.75	148.42	4840.9	0.40	2.61			51.629
999.00	A	16.000	6.0000	75.000	77.000	148.85	148.52	4844.1	0.47	2.53	1.9800	4.2745	46.373
999.00	A	16.000	6.0000	85.000	87.000	148.95	148.61	4846.9	0.49	2.42	2.9300	5.4781	53.429
999.00	A	16.000	6.0000	95.000	97.000	149.05	148.71	4850.0	0.31	2.49	2.2400	3.7055	60.559
999.00	A	16.000	6.0000	105.00	107.00	149.15	148.80	4852.8	0.37	2.52	2.6100	4.3104	60.526
999.00	A	16.000	6.0000	115.00	117.00	149.25	148.90	4855.9	0.14	2.46	3.1000	4.7753	64.916
999.00	A	16.000	6.0000	125.00	127.00	149.35	149.00	4859.1	0.21	2.55	3.4500	5.5189	62.467
999.00	A	16.000	6.0000	135.00	137.00	149.45	149.09	4861.9	0.18	2.44	3.1600	5.0740	62.200
999.00	A	16.000	6.0000	145.00	147.00	149.55	149.19	4865.0	0.12	2.57	3.6000	5.7234	62.983
999.00	A	16.000	7.0000	5.0000	7.0000	149.65	149.28	4867.8	0.13	2.57	3.2600	5.0088	65.174
999.00	A	16.000	7.0000	14.000	16.000	149.74	149.37	4870.6	0.20	2.89	6.4100	9.7448	65.790
999.00	A	16.000	0.0000	5.0000	7.0000	149.85	149.48	4874.1			8.0000	12.271	65.174
999.00	A	16.000	0.0000	15.000	17.000	149.95	149.57	4876.9	0.12	2.86	9.1300	14.674	62.192
999.00	A	16.000	0.0000	25.000	27.000	150.05	149.67	4880.0	0.11	3.11	5.0700	8.8078	57.544
999.00	A	16.000	0.0000	35.000	37.000	150.15	149.76	4884.3	0.06	2.76			59.893
999.00	A	16.000	0.0000	45.000	47.000	150.25	149.86	4889.1					51.704
999.00	A	16.000	0.0000	55.000	57.000	150.35	149.96	4893.9	0.21	2.87	3.8200	8.5581	44.649
999.00	A	16.000	0.0000	65.000	67.000	150.45	150.05	4898.2	0.21	2.88			32.395
999.00	A	17.000	1.0000	5.0000	7.0000	150.15	150.14	4902.5	0.08	2.51	3.8600	6.7090	57.477
999.00	A	17.000	1.0000	15.000	17.000	150.25	150.24	4907.3	0.34	2.43	2.9300	5.3216	55.145
999.00	A	17.000	1.0000	25.000	27.000	150.35	150.34	4912.1	0.23	2.55	3.0400	5.3128	57.227
999.00	A	17.000	1.0000	35.000	37.000	150.45	150.44	4916.9	0.25	2.43	4.0100	6.6466	60.393
999.00	A	17.000	1.0000	45.000	47.000	150.55	150.53	4921.2	0.03	2.56	3.4400	5.3068	64.807
999.00	.	17.000	1.0000	55.000	57.000	150.65	150.63	4926.0	0.17	2.52	4.3000	7.1632	60.084
999.00	A	17.000	1.0000	65.000	67.000	150.75	150.73	4930.8	0.19	2.48	3.5800	5.7371	62.392
999.00	A	17.000	1.0000	75.000	77.000	150.85	150.82	4935.1	0.05	2.58	3.5300	6.3463	55.561
999.00	XXX	17.000	1.0000	85.000	87.000	150.95	150.92	4939.9	0.05	2.69	3.7500	7.6233	49.230
999.00	A	17.000	1.0000	95.000	97.000	151.05	151.02	4944.7	0.15	2.73	2.3000	5.6352	40.817
999.00	A	17.000	1.0000	105.00	107.00	151.15	151.11	4949.0	0.26	2.45	2.7600	5.7764	47.814
999.00	A	17.000	1.0000	115.00	117.00	151.25	151.21	4953.8	0.22	2.36	3.2100	5.7209	56.144
999.00	A	17.000	1.0000	125.00	127.00	151.35	151.31	4958.6	0.21	2.34	2.3100	4.0051	57.727
999.00	A	17.000	1.0000	135.00	137.00	151.45	151.40	4962.9	0.27	2.56	1.4400	2.8226	50.896
999.00	A	17.000	1.0000	145.00	147.00	151.55	151.50	4967.7	0.14	2.30	2.3300	4.7221	49.397
999.00	A	17.000	2.0000	4.0000	6.0000	151.64	151.59	4972.0	0.24	2.28	1.7200	3.4922	49.230
999.00	A	17.000	2.0000	14.000	16.000	151.74	151.68	4976.3	0.33	2.44	2.4000	5.6310	42.566
999.00	A	17.000	2.0000	24.000	26.000	151.84	151.78	4981.1	0.30	2.76	1.7000	3.8895	43.732
999.00	A	17.000	2.0000	34.000	36.000	151.94	151.88	4985.9	0.20	2.49	2.8800	5.4009	53.312
999.00	A	17.000	2.0000	44.000	46.000	152.04	151.97	4990.2	0.25	2.23	2.5100	4.3078	58.310
999.00	.	17.000	2.0000	55.000	57.000	152.15	152.08	4995.5	0.24	2.21	3.7500	7.0156	53.404
999.00	A	17.000	2.0000	64.000	66.000	152.24	152.17	4999.8	0.30	2.25	2.0600	3.6220	56.811
999.00	A	17.000	2.0000	74.000	76.000	152.34	152.26	5004.1	0.34	2.49	3.2300	6.1651	52.396
999.00	A	17.000	2.0000	84.000	86.000	152.44	152.36	5008.9	0.43	2.48	2.5400	4.9966	50.896
999.00	A	17.000	2.0000	95.000	97.000	152.55	152.47	5014.2	0.22	2.42	2.9400	5.2648	55.811
999.00	A	17.000	2.0000	104.00	106.00	152.64	152.55	5018.0	0.24	2.28	1.6200	2.8894	56.061
999.00	A	17.000	2.0000	114.00	116.00	152.74	152.65	5022.8	0.25	2.41	2.2900	4.0440	56.727
999.00	A	17.000	2.0000	124.00	126.00	152.84	152.75	5027.6	0.23	2.51	2.0700	4.1359	49.980
999.00	A	17.000	2.0000	134.00	136.00	152.94	152.84	5031.9	0.09	2.38	2.0200	3.7953	53.145
999.00	A	17.000	2.0000	144.00	146.00	153.04	152.94	5036.7	0.05	2.43	1.8400	3.4027	54.145
999.00	A	17.000	3.0000	5.0000	7.0000	153.15	153.05	5042.0	0.14	2.74	3.1900	5.7585	55.478
999.00	A	17.000	3.0000	15.000	17.000	153.25	153.14	5046.8	0.09	2.69	3.3100	6.4170	51.646
999.00	A	17.000	3.0000	25.000	27.000	153.35	153.24	5052.1	0.07	2.75	2.4900	6.5513	38.068
999.00	A	17.000	3.0000	35.000	37.000	153.45	153.34	5057.5	0.16	2.54	1.4800	4.2848	34.653
999.00	A	17.000	3.0000	45.000	47.000	153.55	153.43	5062.3	0.26	2.30	0.93000	2.6219	35.403
999.00	.	17.000	3.0000	55.000	57.000	153.65	153.53	5067.6	0.13	2.22	0.65000	2.0963	31.071
999.00	A	17.000	3.0000	65.000	67.000	153.75	153.63	5072.9	0.45	2.31	4.2100	10.216	41.234
999.00	A	17.000	3.0000	75.000	77.000	153.85	153.72	5077.7	0.34	2.44	2.0400	4.2421	47.981
999.00	A	17.000	3.0000	85.000	87.000	153.95	153.82	5083.1	0.29	2.32	2.2700	4.2184	53.895
999.00	A	17.000	3.0000	95.000	97.000	154.05	153.92	5088.4	0.21	2.36	2.2700	4.1336	54.895
999.00	A	17.000	3.0000	105.00	107.00	154.15	154.01	5093.2	0.12	2.20	3.9700	6.7274	59.060
999.00	A	17.000	3.0000	115.00	117.00	154.25	154.11	5098.5	-0.08	2.44	3.7700	5.7026	66.057
999.00	A	17.000	3.0000	125.00	127.00	154.35	154.21	5103.9	-0.14	2.54	4.3300	6.3634	68.056
999.00	A	17.000	3.0000	135.00	137.00	154.45	154.30	5108.7	0.08	2.43	4.8600	7.8518	61.892
999.00	A	17.000	3.0000	145.00	147.00	154.55	154.40	5114.0	0.04	2.86	5.0300	9.6395	52.146
999.00	A	17.000	4.0000	5.0000	7.0000	154.65	154.50	5117.9	0.11	2.71	1.2800	3.4157	37.485
999.00	A	17.000	4.0000	15.000	17.000	154.75	154.59	5121.4	0.29	2.58	0.84000	1.4747	56.977
999.00	A	17.000	4.0000	25.000	27.000	154.85	154.69	5125.2	0.12	2.42	1.0400	1.4816	70.305
999.00	A	17.000	4.0000	35.000	37.000	154.95	154.79	5129.1	0.22	2.51	1.2400	1.6597	74.720
999.00	A	17.000	4.0000	45.000	47.000	155.05	154.88	5132.6	0.19	2.34	1.6300	2.6238	62.058
999.00	.	17.000	4.0000	55.000	57.000	155.15	154.98	5136.5	0.12	2.36	1.4700	2.6659	54.978
999.00	A	17.000	4.0000	65.000	67.000	155.25	155.08	5140.4	0.11	2.51	0.83000	2.6408	31.571
999.00	A	17.000	4.0000	75.000	77.000	155.35	155.17	5143.9			0.91000	2.2880	39.901
999.00	A	17.000	4.0000	85.000	87.000	155.45	155.27	5147.8	0.42	2.49	1.9500	5.7559	33.820
999.00	A	17.000	4.0000	95.000	97.000	155.55	155.37	5151.6	0.26	2.37	1.4900	4.1408	35.902
999.00	A	17.000	4.0000	105.00	107.00	155.65	155.46	5155.1			1.0600	3.2670	32.570
999.00	A	17.000	4.0000	115.00	117.00	155.75	155.56	5159.0	0.31	2.94	2.5000	8.8665	28.155
999.00	A	17.000	4.0000	125.00	127.00	155.85	155.66	5163.1	0.24	2.76	2.2100	8.1835	26.989
999.00	A	17.000	4.0000	135.00	137.00	155.95	155.75	5166.8	0.17	2.71	2.8800	7.9613	36.152
999.00	A	17.000	4.0000	145.00	147.00	156.05	155.85	5170.8	0.21	2.74	1.2300	4.2635	28.739
999.00	A	17.000	5.0000	5.0000	7.0000	156.15	155.95	5174.9	0.11	2.57	0.93000	2.3956	38.901
999.00	A	17.000	5.0000	15.000	17.000	156.25	156.04	5178.6	0.17	2.37	1.4200	3.8441	36.985
999.00	A	17.000	5.0000	25.000	27.000	156.35	156.14	5182.7	0.29	2.16	1.1400	2.4920	45.648
999.00	A	17.000	5.0000	35.000	37.000	156.45	156.24	5186.8	0.31	2.58	2.2200	6.0292	36.819
999.00	A	17.000	5.0000	45.000	47.000	156.55	156.33	5190.5	0.27	2.52	1.6600	4.3322	38.251
999.00	.	17.000	5.0000	55.000	57.000	156.65	156.43	5194.5	0.34	2.44	5.5400	11.912	46.481
999.00	A	17.000	5.0000	65.000	67.000	156.75	156.53	5198.6	0.26	2.57	2.0800	5.3754	38.735
999.00	A	17.000	5.0000	75.000	77.000	156.85	156.62	5202.3	0.21	2.37	1.3300	3.6813	36.152
999.00	A	17.000	5.0000	85.000	87.000	156.95	156.72	5206.4	0.26	2.26	1.9000	5.8849	32.320
999.00	A	17.000	5.0000	95.000	97.000	157.05	156.82	5210.5	0.27	2.46	2.5200	5.2706	47.897
999.00	A	17.000	5.0000	105.00	107.00	157.15	156.91	5214.1	-0.20	2.59	2.3000	4.5128	51.063
999.00	A	17.000	5.0000	115.00	117.00	157.25	157.01	5218.2	0.04	2.44	2.2100	3.9155	56.394
999.00	A	17.000	5.0000	125.00	127.00	157.35	157.11	5222.3	-0.02	2.47	4.6700	7.3993	63.141
999.00	A	17.000	5.0000	135.00	137.00	157.45	157.20	5226.0	0.02	2.52	4.3000	6.9812	61.642
999.00	XXX	17.000	5.0000	145.00	147.00	157.55	157.30	5230.1	-0.15	2.80	6.6200	10.307	64.224
999.00	A	17.000	6.0000	5.0000	7.0000	157.65	157.40	5234.2	0.16	2.70	6.1800	11.656	52.979
999.00	A	17.000	6.0000	15.000	17.000	157.75	157.49	5237.8	0.14	2.80	4.1100	8.0682	50.896
999.00	A	17.000	6.0000	25.000	27.000	157.85	157.59	5241.9	0.30	2.57	3.4600	7.0826	48.814
999.00	A	17.000	6.0000	35.000	37.000	157.95	157.69	5246.0	0.06	2.77	2.7800	5.0651	54.811
999.00	A	17.000	6.0000	45.000	47.000	158.05	157.78	5249.6			2.3000	4.0252	57.144
999.00	.	17.000	6.0000	55.000	57.000	158.15	157.88	5253.6	0.36	2.43	1.7300	3.4484	50.072
999.00	A	17.000	6.0000	65.000	67.000	158.25	157.98	5257.6	0.32	2.55	1.3200	2.6523	49.647
999.00	A	17.000	6.0000	75.000	77.000	158.35	158.07	5261.2	0.36	2.43	4.6200	8.6582	53.312
999.00	A	17.000	6.0000	85.000	87.000	158.45	158.17	5265.2	-0.15	2.81	5.2800	8.4223	62.642
999.00	A	17.000	6.0000	95.000	97.000	158.55	158.27	5269.2	0.15	2.62	5.1600	7.6966	67.057
999.00	A	17.000	6.0000	105.00	107.00	158.65	158.36	5272.8	0.24	2.73	5.2800	7.7153	68.473
999.00	A	17.000	6.0000	115.00	117.00	158.75	158.46	5276.8	0.27	2.69	4.9100	7.3381	66.890
999.00	A	17.000	6.0000	125.00	127.00	158.85	158.56	5280.8	0.13	2.62	5.3800	7.6951	69.889
999.00	A	17.000	6.0000	135.00	137.00	158.95	158.65	5284.4	0.24	2.53	5.4600	8.2430	66.224
999.00	A	17.000	6.0000	145.00	147.00	159.05	158.75	5288.4	0.31	2.69	5.4800	8.3020	65.974
999.00	A	17.000	7.0000	5.0000	7.0000	159.15	158.85	5292.4	0.33	2.59	6.1700	9.7721	63.141
999.00	A	17.000	7.0000	15.000	17.000	159.25	158.94	5296.0	0.35	2.67	5.9500	8.8156	67.473
999.00	A	17.000	7.0000	25.000	27.000	159.35	159.04	5300.0	0.19	2.83	5.3200	7.7852	68.306
999.00	A	17.000	7.0000	35.000	37.000	159.45	159.14	5304.4	0.25	2.65	5.4000	7.8642	68.639
999.00	A	17.000	7.0000	45.000	47.000	159.55	159.23	5308.3	0.12	2.37	6.0000	8.9034	67.390
999.00	.	17.000	7.0000	55.000	57.000	159.65	159.33	5312.7	0.36	2.60	6.5800	10.250	64.224
999.00	A	17.000	0.0000	5.0000	7.0000	159.75	159.43	5317.1	0.05	2.78	5.8900	8.4382	69.805
999.00	A	17.000	0.0000	15.000	17.000	159.85	159.52	5321.0	0.30	2.52	5.0500		
999.00	A	18.000	1.0000	5.0000	7.0000	159.65	159.65	5326.7					
999.00	A	18.000	1.0000	15.000	17.000	159.75	159.74	5330.6					
999.00	A	18.000	1.0000	25.000	27.000	159.85	159.84	5335.0					
999.00	A	18.000	1.0000	35.000	37.000	159.95	159.94	5339.4					
999.00	A	18.000	1.0000	45.000	47.000	160.05	160.03	5343.3					
999.00	.	18.000	1.0000	55.000	57.000	160.15	160.13	5347.7					
999.00	A	18.000	1.0000	65.000	67.000	160.25	160.23	5352.1					
999.00	A	18.000	1.0000	75.000	77.000	160.35	160.32	5356.0					
999.00	A	18.000	1.0000	85.000	87.000	160.45	160.42	5360.4					
999.00	A	18.000	1.0000	95.000	97.000	160.55	160.52	5364.7					
999.00	A	18.000	1.0000	105.00	107.00	160.65	160.61	5368.7					
999.00	A	18.000	1.0000	115.00	117.00	160.75	160.71	5373.1					
999.00	A	18.000	1.0000	125.00	127.00	160.85	160.80	5377.0					
999.00	A	18.000	1.0000	135.00	137.00	160.95	160.90	5381.4					
999.00	A	18.000	1.0000	145.00	147.00	161.05	161.00	5385.7					
999.00	A	18.000	2.0000	5.0000	7.0000	161.15	161.09	5389.7					
999.00	A	18.000	2.0000	15.000	17.000	161.25	161.19	5394.1					
999.00	A	18.000	2.0000	25.000	27.000	161.35	161.29	5398.4					
999.00	A	18.000	2.0000	35.000	37.000	161.45	161.38	5402.4					
999.00	A	18.000	2.0000	45.000	47.000	161.55	161.48	5406.7					
999.00	.	18.000	2.0000	55.000	57.000	161.65	161.58	5411.1					
999.00	A	18.000	2.0000	65.000	67.000	161.75	161.67	5415.1					
999.00	A	18.000	2.0000	75.000	77.000	161.85	161.77	5419.4					
999.00	A	18.000	2.0000	85.000	87.000	161.95	161.86	5423.4					
999.00	A	18.000	2.0000	94.000	96.000	162.04	161.95	5427.3					
999.00	A	18.000	2.0000	105.00	107.00	162.15	162.06	5432.1					
999.00	A	18.000	2.0000	115.00	117.00	162.25	162.15	5436.1					
999.00	A	18.000	2.0000	125.00	127.00	162.35	162.25	5440.4					
999.00	A	18.000	2.0000	135.00	137.00	162.45	162.35	5444.8					
999.00	A	18.000	2.0000	145.00	147.00	162.55	162.44	5448.7					
999.00	A	18.000	3.0000	5.0000	7.0000	162.65	162.54	5453.1					
999.00	A	18.000	3.0000	15.000	17.000	162.75	162.63	5457.1					
999.00	A	18.000	3.0000	25.000	27.000	162.85	162.73	5461.4					
999.00	A	18.000	3.0000	35.000	37.000	162.95	162.83	5465.8					
999.00	A	18.000	3.0000	45.000	47.000	163.05	162.92	5469.8					
999.00	.	18.000	3.0000	55.000	57.000	163.15	163.02	5474.1					
999.00	A	18.000	3.0000	65.000	67.000	163.25	163.12	5478.5					
999.00	A	18.000	3.0000	75.000	77.000	163.35	163.21	5482.4					
999.00	A	18.000	3.0000	85.000	87.000	163.45	163.31	5486.8					
999.00	A	18.000	3.0000	95.000	97.000	163.55	163.41	5491.2					
999.00	A	18.000	3.0000	105.00	107.00	163.65	163.50	5495.1					
999.00	A	18.000	3.0000	115.00	117.00	163.75	163.60	5499.5					
999.00	A	18.000	3.0000	125.00	127.00	163.85	163.69	5503.4					
999.00	A	18.000	3.0000	135.00	137.00	163.95	163.79	5507.8					
999.00	A	18.000	3.0000	143.00	145.00	164.03	163.87	5511.3					
999.00	A	18.000	4.0000	5.0000	7.0000	164.15	163.98	5516.1					
999.00	A	18.000	4.0000	15.000	17.000	164.25	164.08	5520.5					
999.00	A	18.000	4.0000	25.000	27.000	164.35	164.18	5524.9					
999.00	A	18.000	4.0000	35.000	37.000	164.45	164.27	5528.8					
999.00	A	18.000	4.0000	45.000	47.000	164.55	164.37	5533.2					
999.00	.	18.000	4.0000	55.000	57.000	164.65	164.47	5537.6					
999.00	A	18.000	4.0000	65.000	67.000	164.75	164.56	5541.5					
999.00	A	18.000	4.0000	75.000	77.000	164.85	164.66	5545.9					
999.00	A	18.000	4.0000	85.000	87.000	164.95	164.75	5549.8					
999.00	A	18.000	4.0000	95.000	97.000	165.05	164.85	5554.2					
999.00	A	18.000	4.0000	105.00	107.00	165.15	164.95	5558.6					
999.00	A	18.000	4.0000	115.00	117.00	165.25	165.04	5562.5					
999.00	A	18.000	4.0000	125.00	127.00	165.35	165.14	5566.9					
999.00	A	18.000	4.0000	135.00	137.00	165.45	165.24	5571.2					
999.00	A	18.000	4.0000	145.00	147.00	165.55	165.33	5575.2					
999.00	A	18.000	5.0000	5.0000	7.0000	165.68	165.46	5580.9					
999.00	A	18.000	5.0000	15.000	17.000	165.78	165.55	5584.8					
999.00	A	18.000	5.0000	25.000	27.000	165.88	165.65	5589.2					
999.00	A	18.000	5.0000	35.000	37.000	165.98	165.75	5593.6					
999.00	A	18.000	5.0000	45.000	47.000	166.08	165.84	5597.5					
999.00	.	18.000	5.0000	55.000	57.000	166.18	165.94	5601.9					
999.00	A	18.000	5.0000	65.000	67.000	166.28	166.04	5606.3					
999.00	A	18.000	5.0000	75.000	77.000	166.38	166.13	5610.2					
999.00	A	18.000	5.0000	85.000	87.000	166.48	166.23	5614.6					
999.00	A	18.000	5.0000	95.000	97.000	166.58	166.33	5618.9					
999.00	A	18.000	5.0000	105.00	107.00	166.68	166.42	5622.9					
999.00	A	18.000	5.0000	115.00	117.00	166.78	166.52	5627.2					
999.00	A	18.000	5.0000	125.00	127.00	166.88	166.61	5631.2					
999.00	A	18.000	5.0000	135.00	137.00	166.98	166.71	5635.6					
999.00	A	18.000	5.0000	145.00	147.00	167.08	166.81	5639.9					
999.00	A	18.000	6.0000	5.0000	7.0000	167.18	166.90	5643.9					
999.00	A	18.000	6.0000	15.000	17.000	167.28	167.00	5648.2					
999.00	A	18.000	6.0000	25.000	27.000	167.38	167.10	5652.6					
999.00	A	18.000	6.0000	35.000	37.000	167.48	167.19	5656.6					
999.00	A	18.000	6.0000	45.000	47.000	167.58	167.29	5660.9					
999.00	.	18.000	6.0000	55.000	57.000	167.68	167.38	5664.9					
999.00	A	18.000	6.0000	65.000	67.000	167.78	167.48	5669.2					
999.00	A	18.000	6.0000	75.000	77.000	167.88	167.58	5673.6					
999.00	A	18.000	6.0000	85.000	87.000	167.98	167.67	5677.6					
999.00	A	18.000	6.0000	95.000	97.000	168.08	167.77	5681.9					
999.00	A	18.000	6.0000	105.00	107.00	168.18	167.87	5686.3					
999.00	A	18.000	6.0000	115.00	117.00	168.28	167.96	5690.2					
999.00	A	18.000	6.0000	125.00	127.00	168.38	168.06	5694.6					
999.00	A	18.000	6.0000	135.00	137.00	168.48	168.16	5699.0					
999.00	A	18.000	6.0000	145.00	147.00	168.58	168.25	5702.9					
999.00	A	18.000	7.0000	5.0000	7.0000	168.68	168.35	5707.3					
999.00	A	18.000	7.0000	15.000	17.000	168.78	168.44	5711.2					
999.00	A	18.000	7.0000	25.000	27.000	168.88	168.54	5715.6					
999.00	A	18.000	7.0000	35.000	37.000	168.98	168.64	5720.0					
999.00	A	18.000	7.0000	45.000	47.000	169.08	168.73	5723.9					
999.00	.	18.000	7.0000	55.000	57.000	169.18	168.83	5728.3					
999.00	A	18.000	7.0000	59.000	61.000	169.22	168.87	5730.1					
999.00	A	18.000	0.0000	5.0000	7.0000	169.27	168.92	5732.3					
999.00	A	18.000	0.0000	15.000	17.000	169.37	169.01	5736.2					
999.00	A	18.000	0.0000	23.000	25.000	169.45	169.09	5739.7					
999.00	A	19.000	1.0000	5.0000	7.0000	169.15	169.15	5742.3					
999.00	A	19.000	1.0000	15.000	17.000	169.25	169.24	5746.2					
999.00	A	19.000	1.0000	25.000	27.000	169.35	169.34	5750.6					
999.00	A	19.000	1.0000	35.000	37.000	169.45	169.44	5755.0					
999.00	A	19.000	1.0000	45.000	47.000	169.55	169.53	5758.9					
999.00	.	19.000	1.0000	55.000	57.000	169.65	169.63	5763.3					
999.00	A	19.000	1.0000	65.000	67.000	169.75	169.72	5767.2					
999.00	A	19.000	1.0000	75.000	77.000	169.85	169.82	5771.6					
999.00	A	19.000	1.0000	85.000	87.000	169.95	169.91	5775.6					
999.00	A	19.000	1.0000	95.000	97.000	170.05	170.01	5779.9					
999.00	A	19.000	1.0000	105.00	107.00	170.15	170.11	5784.3					
999.00	A	19.000	1.0000	115.00	117.00	170.25	170.20	5788.3					
999.00	A	19.000	1.0000	125.00	127.00	170.35	170.30	5792.6					
999.00	A	19.000	1.0000	135.00	137.00	170.45	170.39	5796.6					
999.00	A	19.000	1.0000	145.00	147.00	170.55	170.49	5800.9					
999.00	A	19.000	2.0000	5.0000	7.0000	170.65	170.58	5804.9					
999.00	A	19.000	2.0000	15.000	17.000	170.75	170.68	5809.2					
999.00	A	19.000	2.0000	25.000	27.000	170.85	170.78	5813.6					
999.00	A	19.000	2.0000	35.000	37.000	170.95	170.87	5817.6					
999.00	A	19.000	2.0000	45.000	47.000	171.05	170.97	5821.9					
999.00	.	19.000	2.0000	55.000	57.000	171.15	171.06	5825.9					
999.00	A	19.000	2.0000	65.000	67.000	171.25	171.16	5830.2					
999.00	A	19.000	2.0000	75.000	77.000	171.35	171.25	5834.2					
999.00	A	19.000	2.0000	87.000	89.000	171.47	171.37	5839.4					
999.00	A	19.000	2.0000	95.000	97.000	171.55	171.45	5842.9					
999.00	A	19.000	2.0000	105.00	107.00	171.65	171.54	5846.9					
999.00	A	19.000	2.0000	115.00	117.00	171.75	171.64	5851.3					
999.00	A	19.000	2.0000	125.00	127.00	171.85	171.73	5855.2					
999.00	A	19.000	2.0000	135.00	137.00	171.95	171.83	5859.6					
999.00	A	19.000	2.0000	145.00	147.00	172.05	171.93	5863.9					
999.00	A	19.000	3.0000	5.0000	7.0000	172.15	172.02	5867.9					
999.00	A	19.000	3.0000	15.000	17.000	172.25	172.12	5872.3					
999.00	A	19.000	3.0000	25.000	27.000	172.35	172.21	5876.2					
999.00	A	19.000	3.0000	35.000	37.000	172.45	172.31	5880.6					
999.00	A	19.000	3.0000	45.000	47.000	172.55	172.40	5884.5					
999.00	.	19.000	3.0000	55.000	57.000	172.65	172.50	5888.9					
999.00	A	19.000	3.0000	65.000	67.000	172.75	172.60	5893.2					
999.00	A	19.000	3.0000	75.000	77.000	172.85	172.69	5897.2					
999.00	A	19.000	3.0000	85.000	87.000	172.95	172.79	5901.6					
999.00	A	19.000	3.0000	95.000	97.000	173.05	172.88	5905.5					
999.00	A	19.000	3.0000	105.00	107.00	173.15	172.98	5909.9					
