F	P	O	N	M	L	K	corr. depth	Age (ka) 112	CW 13C	CW 18O	% Sand	%Sand/100%CaCO3	%CaCO3
999.00	A	11.000	3.0000	105.00	107.00	97.150	96.970	3005.6	0.67	2.89	23.180	36.099	64.224
999.00	A	11.000	3.0000	115.00	117.00	97.250	97.060	3007.6	0.58	3.00	23.710	41.440	57.227
999.00	A	11.000	3.0000	125.00	127.00	97.350	97.160	3009.8			27.030	41.659	64.891
999.00	A	11.000	3.0000	135.00	137.00	97.450	97.250	3011.8	0.66	3.23	20.780	35.483	58.560
999.00	A	11.000	3.0000	145.00	147.00	97.550	97.350	3014.0	0.78	3.20	19.670	33.454	58.810
999.00	A	11.000	4.0000	5.0000	7.0000	97.650	97.440	3016.8			19.050	32.631	58.393
999.00	A	11.000	4.0000	15.000	17.000	97.750	97.540	3020.0			28.190	44.477	63.391
999.00	A	11.000	4.0000	25.000	27.000	97.850	97.640	3023.1	0.55	3.16	24.450	39.234	62.308
999.00	A	11.000	4.0000	35.000	37.000	97.950	97.730	3026.0	0.55	2.92	26.760	47.309	56.561
999.00	A	11.000	4.0000	45.000	47.000	98.050	97.830	3029.1			18.300	33.142	55.228
999.00	.	11.000	4.0000	55.000	57.000	98.150	97.920	3031.9	0.37	2.81	17.460	27.906	62.558
999.00	A	11.000	4.0000	65.000	67.000	98.250	98.020	3035.1	0.41	2.45	14.970	26.784	55.894
999.00	A	11.000	4.0000	75.000	77.000	98.350	98.110	3037.9	0.38	2.83	16.740	28.917	57.894
999.00	A	11.000	4.0000	85.000	87.000	98.450	98.210	3041.1	0.34	2.76	20.060	31.361	63.974
999.00	A	11.000	4.0000	95.000	97.000	98.550	98.300	3043.9	0.42	2.89	23.950	36.953	64.807
999.00	A	11.000	4.0000	105.00	107.00	98.650	98.400	3047.0	0.67	2.85	21.380	35.555	60.143
999.00	A	11.000	4.0000	115.00	117.00	98.750	98.490	3049.9			18.230	31.312	58.227
999.00	A	11.000	4.0000	125.00	127.00	98.850	98.590	3053.0			17.010	29.130	58.393
999.00	A	11.000	4.0000	135.00	137.00	98.950	98.690	3056.2	0.60	2.83	21.000	33.621	62.475
999.00	A	11.000	4.0000	145.00	147.00	99.050	98.780	3059.0	0.59	2.81	16.410	28.923	56.727
999.00	A	11.000	5.0000	5.0000	7.0000	99.150	98.880	3062.4	0.70	2.81	14.780		
999.00	A	11.000	5.0000	15.000	17.000	99.250	98.970	3065.4	0.63	2.35	20.460	31.524	64.891
999.00	A	11.000	5.0000	25.000	27.000	99.350	99.070	3068.8	0.77	2.47	21.470	36.718	58.477
999.00	A	11.000	5.0000	35.000	37.000	99.450	99.160	3071.9	0.71	2.70	19.760	33.784	58.477
999.00	A	11.000	5.0000	45.000	47.000	99.550	99.260	3075.3	0.48	2.28	17.450	31.311	55.728
999.00	?????	11.000	5.0000	55.000	57.000	99.650	99.350	3078.3			25.100	40.444	62.058
999.00	A	11.000	5.0000	65.000	67.000	99.750	99.450	3081.7	0.72	2.67	21.680	35.173	61.642
999.00	A	11.000	5.0000	75.000	77.000	99.850	99.550	3085.1	0.55	2.47	14.910	24.130	61.809
999.00	A	11.000	5.0000	85.000	87.000	99.950	99.640	3088.2	0.50	2.66	10.030	17.059	58.810
999.00	A	11.000	5.0000	95.000	97.000	100.05	99.740	3091.6	0.46	2.47	18.190	30.250	60.143
999.00	A	11.000	5.0000	105.00	107.00	100.15	99.830	3094.6	0.69	2.54	18.560	32.768	56.644
999.00	A	11.000	5.0000	115.00	117.00	100.25	99.930	3098.0	0.78	2.86	25.410	39.466	64.391
999.00	A	11.000	5.0000	125.00	127.00	100.35	100.02	3101.0	0.67	2.83	22.170	35.305	62.808
999.00	A	11.000	5.0000	135.00	137.00	100.45	100.12	3104.4	0.72	2.68	23.430	37.260	62.891
999.00	A	11.000	5.0000	145.00	147.00	100.55	100.21	3107.5	0.69	2.60	18.060	31.880	56.644
999.00	A	11.000	6.0000	5.0000	7.0000	100.65	100.31	3110.9	0.67	2.51	18.270	29.057	62.891
999.00	A	11.000	6.0000	15.000	17.000	100.75	100.40	3113.9	0.60	2.44	15.900	24.569	64.724
999.00	A	11.000	6.0000	25.000	27.000	100.85	100.50	3117.3	0.62	2.74	17.470	28.152	62.058
999.00	A	11.000	6.0000	35.000	37.000	100.95	100.59	3120.3			18.820	28.313	66.473
999.00	A	11.000	6.0000	45.000	47.000	101.05	100.69	3123.7	0.59	2.57	18.370	29.841	61.559
999.00	.	11.000	6.0000	55.000	57.000	101.15	100.79	3127.1			20.320	33.593	60.476
999.00	A	11.000	6.0000	65.000	67.000	101.25	100.88	3130.1	0.60	2.80			56.144
999.00	A	11.000	6.0000	75.000	77.000	101.35	100.98	3133.5	0.05	2.85	26.620	45.336	58.727
999.00	A	11.000	6.0000	85.000	87.000	101.45	101.07	3136.6	0.68	2.97	26.440	44.338	59.643
999.00	A	11.000	6.0000	95.000	97.000	101.55	101.17	3140.0	0.66	2.95	18.500	34.485	53.645
999.00	A	11.000	6.0000	105.00	107.00	101.65	101.26	3143.0	0.62	3.17	13.870	26.638	52.062
999.00	A	11.000	6.0000	115.00	117.00	101.75	101.36	3147.2	0.42	2.65	20.200	35.561	56.811
999.00	A	11.000	6.0000	125.00	127.00	101.85	101.45	3151.0	0.56	3.06	20.550	37.950	54.145
999.00	A	11.000	6.0000	135.00	137.00	101.95	101.55	3155.1	0.52	2.56	17.370	33.897	51.229
999.00	A	11.000	6.0000	145.00	147.00	102.05	101.65	3159.3			19.170	34.772	55.145
999.00	A	11.000	7.0000	5.0000	7.0000	102.15	101.74	3163.1	0.62	2.63	22.500	39.267	57.310
999.00	A	11.000	7.0000	15.000	17.000	102.25	101.84	3167.3	0.50	2.53	16.900	29.450	57.394
999.00	A	11.000	7.0000	25.000	27.000	102.35	101.93	3171.0	0.52	2.57	19.230	33.217	57.894
999.00	A	11.000	7.0000	35.000	37.000	102.45	102.03	3175.2	0.30	2.48	16.150	26.743	60.393
999.00	A	11.000	7.0000	45.000	47.000	102.55	102.12	3179.0	0.70	2.86	18.910	36.434	51.896
999.00	.	11.000	7.0000	55.000	57.000	102.65	102.22	3183.0			22.780	39.606	57.527
999.00	A	11.000	7.0000	65.000	67.000	102.75	102.31	3186.7	0.81	2.84	27.100	46.140	58.727
999.00	A	11.000	0.0000	5.0000	7.0000	102.85	102.41	3190.7			15.560	24.613	63.225
999.00	A	11.000	0.0000	15.000	17.000	102.95	102.50	3194.3	0.68	2.78	17.410	28.239	61.642
999.00	A	12.000	1.0000	5.0000	7.0000	102.65	102.65	3200.4	0.75	2.47	16.750	27.626	60.642
999.00	A	12.000	1.0000	15.000	17.000	102.75	102.74	3204.0	0.77	2.73	20.090	34.480	58.260
999.00	A	12.000	1.0000	25.000	27.000	102.85	102.84	3208.0	0.83	2.66	19.140		
999.00	A	12.000	1.0000	35.000	37.000	102.95	102.93	3211.7	0.85	2.75	16.960	28.289	59.959
999.00	A	12.000	1.0000	45.000	47.000	103.05	103.02	3215.3	0.74	2.34	17.900	28.530	62.742
999.00	.	12.000	1.0000	55.000	57.000	103.15	103.12	3219.3	0.87	2.63	18.750	32.649	57.427
999.00	A	12.000	1.0000	65.000	67.000	103.25	103.21	3223.0	0.73	2.84	18.360	30.562	60.084
999.00	A	12.000	1.0000	75.000	77.000	103.35	103.31	3227.0	0.79	2.88	16.290	27.339	59.576
999.00	A	12.000	1.0000	85.000	87.000	103.45	103.40	3230.7	0.88	2.63	15.950	27.344	58.335
999.00	A	12.000	1.0000	95.000	97.000	103.55	103.50	3234.8	0.74	2.61	15.060	25.537	58.960
999.00	A	12.000	1.0000	105.00	107.00	103.65	103.59	3238.5	0.75	2.51	20.740	36.270	57.194
999.00	A	12.000	1.0000	115.00	117.00	103.75	103.68	3242.1	0.76	2.77	28.170	48.367	58.235
999.00	A	12.000	1.0000	125.00	127.00	103.85	103.78	3246.2	0.84	2.66	30.000	49.926	60.093
999.00	A	12.000	1.0000	135.00	137.00	103.95	103.87	3249.9	0.73	2.68	26.130	42.759	61.101
999.00	A	12.000	1.0000	145.00	147.00	104.05	103.97	3254.0	0.68	2.62	25.770	40.231	64.066
999.00	A	12.000	2.0000	5.0000	7.0000	104.15	104.06	3257.7	0.52	2.67	21.200	34.207	61.967
999.00	A	12.000	2.0000	15.000	17.000	104.25	104.16	3261.8	0.70	2.72	19.610	31.918	61.434
999.00	A	12.000	2.0000	25.000	27.000	104.35	104.25	3265.5	0.72	2.78	19.010	32.238	58.976
999.00	A	12.000	2.0000	35.000	37.000	104.45	104.35	3269.5	0.42	2.59	18.660	33.418	55.828
999.00	A	12.000	2.0000	45.000	47.000	104.55	104.44	3273.2	0.65	2.75	27.250	45.221	60.251
999.00	.	12.000	2.0000	55.000	57.000	104.65	104.53	3276.9	0.73	2.79	26.480	45.366	58.368
999.00	A	12.000	2.0000	65.000	67.000	104.75	104.63	3281.0	0.63	2.59	23.340	40.198	58.060
999.00	A	12.000	2.0000	75.000	77.000	104.85	104.72	3284.7	0.63	2.65	19.170		
999.00	A	12.000	2.0000	85.000	87.000	104.95	104.82	3288.8	0.77	2.83	21.290	33.500	63.558
999.00	A	12.000	2.0000	95.000	97.000	105.05	104.91	3292.5	0.59	2.80	22.830	37.547	60.792
999.00	A	12.000	2.0000	105.00	107.00	105.15	105.01	3296.5	0.66	2.77	25.180	40.849	61.650
999.00	A	12.000	2.0000	115.00	117.00	105.25	105.10	3300.2	0.60	2.92	28.650	48.886	58.610
999.00	A	12.000	2.0000	125.00	127.00	105.35	105.19	3303.9	0.59	2.93	20.230	35.490	57.011
999.00	A	12.000	2.0000	135.00	137.00	105.45	105.29	3308.0	0.61	3.35	27.010	47.136	57.310
999.00	A	12.000	2.0000	145.00	147.00	105.55	105.38	3310.4	0.50	3.04	21.770	41.116	52.945
999.00	A	12.000	3.0000	5.0000	7.0000	105.65	105.48	3313.0	0.65	3.39	20.970	41.084	51.046
999.00	A	12.000	3.0000	15.000	17.000	105.75	105.57	3315.4	0.65	3.44	22.290	42.195	52.829
999.00	A	12.000	3.0000	25.000	27.000	105.85	105.67	3318.0	0.63	3.22	18.350	33.145	55.370
999.00	A	12.000	3.0000	35.000	37.000	105.95	105.76	3320.4			18.390	35.495	51.821
999.00	A	12.000	3.0000	45.000	47.000	106.05	105.85	3322.8	0.63	3.01	19.280	39.084	49.339
999.00	.	12.000	3.0000	57.000	59.000	106.17	105.97	3325.9	0.63	3.13	13.360	26.967	49.547
999.00	A	12.000	3.0000	65.000	67.000	106.25	106.04	3327.8	0.72	2.86	10.870	21.854	49.722
999.00	A	12.000	3.0000	75.000	77.000	106.35	106.14	3330.4	0.69	2.58	10.490	19.069	55.011
999.00	A	12.000	3.0000	85.000	87.000	106.45	106.23	3332.8	0.50	2.46	11.120	18.976	58.602
999.00	A	12.000	3.0000	95.000	97.000	106.55	106.33	3335.4	0.44	2.72	12.100	19.128	63.258
999.00	A	12.000	3.0000	105.00	107.00	106.65	106.42	3337.8	0.47	2.69	15.400	27.296	56.419
999.00	A	12.000	3.0000	115.00	117.00	106.75	106.52	3340.4	0.58	2.74	16.530	28.284	58.452
999.00	A	12.000	3.0000	125.00	127.00	106.85	106.61	3342.8			13.520	22.539	59.968
999.00	A	12.000	3.0000	135.00	137.00	106.95	106.70	3345.2			13.060	21.894	59.668
999.00	A	12.000	3.0000	142.00	144.00	107.02	106.77	3347.0	0.57	2.87	19.120	30.617	62.433
999.00	A	12.000	4.0000	5.0000	7.0000	107.15	106.89	3352.6	0.49	2.93	12.910	20.984	61.534
999.00	A	12.000	4.0000	15.000	17.000	107.25	106.99	3357.2	0.56	2.74	13.260	22.701	58.402
999.00	A	12.000	4.0000	25.000	27.000	107.35	107.08	3361.4	0.59	2.82	15.890	27.422	57.943
999.00	A	12.000	4.0000	35.000	37.000	107.45	107.18	3366.0	0.64	2.59	14.500	26.825	54.070
999.00	A	12.000	4.0000	45.000	47.000	107.55	107.27	3370.2	0.56	2.51	16.180	30.205	53.570
999.00	.	12.000	4.0000	55.000	57.000	107.65	107.36	3374.4	0.60	2.67	16.720	27.331	61.192
999.00	A	12.000	4.0000	65.000	67.000	107.75	107.46	3379.0	0.45	2.68	14.300	24.194	59.126
999.00	A	12.000	4.0000	75.000	77.000	107.85	107.55	3383.2	0.49	2.78	15.210	25.430	59.809
999.00	A	12.000	4.0000	85.000	87.000	107.95	107.65	3387.8	0.46	2.82	19.110	30.935	61.759
999.00	A	12.000	4.0000	95.000	97.000	108.05	107.74	3392.0	0.53	3.00	15.580	28.201	55.253
999.00	A	12.000	4.0000	105.00	107.00	108.15	107.84	3396.0	0.49	2.93	12.420	23.470	52.929
999.00	A	12.000	4.0000	115.00	117.00	108.25	107.93	3399.6			9.0700	18.581	48.789
999.00	A	12.000	4.0000	125.00	127.00	108.35	108.02	3403.2	0.49	2.88			51.346
999.00	A	12.000	4.0000	135.00	137.00	108.45	108.12	3407.1	0.57	2.78	9.1400	17.627	51.846
999.00	A	12.000	4.0000	145.00	147.00	108.55	108.21	3410.7	0.42	2.58	8.6900	17.089	50.821
999.00	A	12.000	5.0000	5.0000	7.0000	108.65	108.31	3414.7	0.49	2.60	9.4300	17.780	53.012
999.00	A	12.000	5.0000	15.000	17.000	108.75	108.40	3418.3	0.60	2.87	9.4500	17.872	52.904
999.00	A	12.000	5.0000	25.000	27.000	108.85	108.50	3422.3	0.51	2.62	11.770	23.254	50.605
999.00	A	12.000	5.0000	35.000	37.000	108.95	108.59	3425.8	0.52	2.46	13.550	25.592	52.945
999.00	A	12.000	5.0000	45.000	47.000	109.05	108.68	3429.4	0.39	2.59	14.150	26.320	53.745
999.00	.	12.000	5.0000	55.000	57.000	109.15	108.78	3433.4	0.16	2.45	13.490	26.523	50.871
999.00	A	12.000	5.0000	65.000	67.000	109.25	108.87	3437.0	0.34	2.84	11.590	21.640	53.570
999.00	A	12.000	5.0000	75.000	77.000	109.35	108.97	3440.9	0.36	2.70	11.730	22.052	53.187
999.00	A	12.000	5.0000	85.000	87.000	109.45	109.06	3444.5	0.41	2.52	8.6200	16.542	52.137
999.00	A	12.000	5.0000	95.000	97.000	109.55	109.16	3448.4	0.41	2.36	8.1000	14.721	54.995
999.00	A	12.000	5.0000	105.00	107.00	109.65	109.25	3452.0	0.35	2.37	8.2000	14.418	56.861
999.00	A	12.000	5.0000	115.00	117.00	109.75	109.35	3455.9	0.61	2.51	16.110	27.247	59.135
999.00	A	12.000	5.0000	125.00	127.00	109.85	109.44	3459.5	0.65	2.55	20.510	36.693	55.894
999.00	A	12.000	5.0000	135.00	137.00	109.95	109.53	3463.1	0.66	2.51	21.240	37.976	55.928
999.00	A	12.000	5.0000	145.00	147.00	110.05	109.63	3467.0	0.49	2.48	17.080	30.171	56.594
999.00	A	12.000	6.0000	5.0000	7.0000	110.15	109.72	3470.6	0.43	2.73	17.310	28.884	59.926
999.00	A	12.000	6.0000	15.000	17.000	110.25	109.82	3474.5			13.600	23.003	59.118
999.00	A	12.000	6.0000	25.000	27.000	110.35	109.91	3478.1	0.52	2.69	16.550	28.225	58.618
999.00	A	12.000	6.0000	35.000	37.000	110.45	110.01	3482.0	0.49	2.79	11.380	20.748	54.845
999.00	A	12.000	6.0000	45.000	47.000	110.55	110.10	3484.9	0.51	2.75	10.510	20.033	52.479
999.00	.	12.000	6.0000	55.000	57.000	110.65	110.19	3487.7	0.60	2.56		48.739	56.402
999.00	A	12.000	6.0000	65.000	67.000	110.75	110.29	3490.9	0.64	2.41	13.350	23.002	58.043
999.00	A	12.000	6.0000	75.000	77.000	110.85	110.38	3493.8	0.53	2.35	16.230	25.810	62.883
999.00	A	12.000	6.0000	85.000	87.000	110.95	110.48	3497.0	0.55	2.32	17.710	27.359	64.716
999.00	A	12.000	6.0000	95.000	97.000	111.05	110.57	3499.8	0.61	2.29	18.480		
999.00	A	12.000	6.0000	105.00	107.00	111.15	110.67	3503.0	0.56	2.29	12.590	19.593	64.241
999.00	A	12.000	6.0000	115.00	117.00	111.25	110.76	3505.9	0.72	2.47	21.000	33.640	62.417
999.00	A	12.000	6.0000	125.00	127.00	111.35	110.85	3508.7	0.57	2.27	15.200	24.942	60.926
999.00	A	12.000	6.0000	135.00	137.00	111.45	110.95	3511.9	0.72	2.58	15.070	24.718	60.951
999.00	A	12.000	6.0000	145.00	147.00	111.55	111.04	3514.8	0.61	2.54	17.680	29.754	59.418
999.00	A	12.000	7.0000	5.0000	7.0000	111.65	111.14	3518.0	0.61	2.57	13.430	23.474	57.194
999.00	A	12.000	7.0000	15.000	17.000	111.75	111.23	3520.8	0.60	2.58	15.470	25.406	60.884
999.00	A	12.000	7.0000	25.000	27.000	111.85	111.33	3524.0	0.56	2.51	16.530	27.766	59.551
999.00	A	12.000	7.0000	35.000	37.000	111.95	111.42	3526.7	0.62	2.50	19.170	31.253	61.325
999.00	A	12.000	7.0000	45.000	47.000	112.05	111.52	3529.7	0.70	2.61	16.030	26.813	59.801
999.00	.	12.000	7.0000	55.000	57.000	112.15	111.61	3532.4	0.60	2.49	16.210	28.384	57.119
999.00	A	12.000	7.0000	64.000	66.000	112.24	111.69	3534.8	0.60	2.44	15.730	28.995	54.237
999.00	A	12.000	0.0000	4.0000	6.0000	112.34	111.79	3537.8	0.53	2.47	15.230	28.027	54.328
999.00	A	12.000	0.0000	15.000	17.000	112.45	111.89	3540.8	0.35	2.58	23.940	38.936	61.492
999.00	A	12.000	0.0000	25.000	27.000	112.55	111.99	3543.8	0.59	2.39	15.230	25.135	60.601
999.00	A	13.000	1.0000	5.0000	7.0000	112.15	112.15	3548.6					55.811
999.00	A	13.000	1.0000	15.000	17.000	112.25	112.24	3551.3	0.56	2.51	26.380	41.618	63.391
999.00	A	13.000	1.0000	25.000	27.000	112.35	112.34	3554.3	0.52	2.75	19.450	31.433	61.892
999.00	A	13.000	1.0000	35.000	37.000	112.45	112.43	3557.0	0.74	2.78	16.990	28.205	60.226
999.00	A	13.000	1.0000	45.000	47.000	112.55	112.52	3559.8	0.76	2.70	16.820	26.225	64.141
999.00	.	13.000	1.0000	55.000	57.000	112.65	112.62	3562.8	0.71	2.40	13.170	22.502	58.518
999.00	A	13.000	1.0000	65.000	67.000	112.75	112.71	3565.6	0.73	2.58	18.820	28.131	66.890
999.00	A	13.000	1.0000	75.000	77.000	112.85	112.81	3568.6	0.73	2.46	14.480	22.147	65.391
999.00	A	13.000	1.0000	85.000	87.000	112.95	112.90	3571.4	0.71	2.58	17.060	27.239	62.642
999.00	A	13.000	1.0000	95.000	97.000	113.05	113.00	3574.4			24.690	37.051	66.640
999.00	A	13.000	1.0000	105.00	107.00	113.15	113.09	3577.2	0.65	2.49	19.340	30.583	63.225
999.00	A	13.000	1.0000	115.00	117.00	113.25	113.19	3580.2	0.64	2.40	23.020	32.944	69.889
999.00	A	13.000	1.0000	125.00	127.00	113.35	113.28	3583.0	0.75	2.65	19.690	31.109	63.308
999.00	A	13.000	1.0000	135.00	137.00	113.45	113.37	3585.8	0.75	2.55	21.700	32.443	66.890
999.00	A	13.000	2.0000	5.0000	7.0000	113.65	113.56	3591.6	0.88	2.59	20.990	32.023	65.557
999.00	A	13.000	2.0000	15.000	17.000	113.75	113.66	3594.6	0.82	2.48	16.640	26.244	63.391
999.00	A	13.000	2.0000	25.000	27.000	113.85	113.75	3597.4	0.73	2.50	23.090	33.760	68.389
999.00	A	13.000	2.0000	35.000	37.000	113.95	113.85	3600.4	0.52	2.71	20.910	30.095	69.472
999.00	A	13.000	2.0000	45.000	47.000	114.05	113.94	3603.2	0.84	2.40	20.200	29.931	67.473
999.00	.	13.000	2.0000	55.000	57.000	114.15	114.04	3606.2	0.80	2.33	24.010	38.775	61.909
999.00	A	13.000	2.0000	65.000	67.000	114.25	114.13	3609.0	0.76	2.35	23.410	33.702	69.472
999.00	A	13.000	2.0000	75.000	77.000	114.35	114.22	3611.8	0.68	2.37	23.820	33.177	71.805
999.00	A	13.000	2.0000	85.000	87.000	114.45	114.32	3614.8	0.43	2.28	21.470	29.053	73.887
999.00	A	13.000	2.0000	95.000	97.000	114.55	114.41	3617.6	0.59	2.35	23.680	32.971	71.805
999.00	A	13.000	2.0000	105.00	107.00	114.65	114.51	3620.6	0.69	2.66	26.540	37.269	71.221
999.00	A	13.000	2.0000	115.00	117.00	114.75	114.60	3623.4	0.68	2.70	26.900	40.729	66.057
999.00	A	13.000	2.0000	125.00	127.00	114.85	114.70	3626.4	0.49	2.72	23.950	38.389	62.392
999.00	A	13.000	2.0000	135.00	137.00	114.95	114.79	3629.2	0.60	2.75	19.560	31.600	61.892
999.00	A	13.000	2.0000	145.00	147.00	115.05	114.89	3632.2	0.74	3.01	18.710	29.445	63.558
999.00	A	13.000	3.0000	5.0000	7.0000	115.15	114.98	3635.0	0.78	3.03	11.380	20.457	55.644
999.00	A	13.000	3.0000	15.000	17.000	115.25	115.07	3638.9	0.70	2.82	11.590	22.341	51.896
999.00	A	13.000	3.0000	25.000	27.000	115.35	115.17	3643.2			10.030	17.862	56.144
999.00	A	13.000	3.0000	35.000	37.000	115.45	115.26	3647.1	0.72	2.40	15.530	27.341	56.811
999.00	A	13.000	3.0000	45.000	47.000	115.55	115.36	3651.4	0.73	2.28	17.070	27.184	62.808
999.00	.	13.000	3.0000	55.000	57.000	115.65	115.45	3655.3	0.68	2.53	17.580	26.864	65.424
999.00	A	13.000	3.0000	65.000	67.000	115.75	115.55	3659.7			16.140	24.806	65.057
999.00	A	13.000	3.0000	75.000	77.000	115.85	115.64	3663.6	0.54	2.40	18.640	27.522	67.723
999.00	A	13.000	3.0000	85.000	87.000	115.95	115.74	3667.9	0.60	2.71	21.490	31.922	67.306
999.00	A	13.000	3.0000	95.000	97.000	116.05	115.83	3671.8	0.69	2.76	24.480	37.486	65.307
999.00	A	13.000	3.0000	105.00	107.00	116.15	115.92	3675.7	0.50	2.75	17.740		
999.00	A	13.000	3.0000	115.00	117.00	116.25	116.02	3680.0	0.58	2.83	19.170	31.276	61.309
999.00	A	13.000	3.0000	125.00	127.00	116.35	116.11	3682.9	0.61	2.79	16.990	30.864	55.061
999.00	A	13.000	3.0000	135.00	137.00	116.45	116.21	3686.0	0.53	2.81	16.980	31.505	53.895
999.00	A	13.000	3.0000	145.00	147.00	116.55	116.30	3688.9	0.64	2.73	13.050	22.469	58.060
999.00	A	13.000	4.0000	4.0000	6.0000	116.64	116.39	3691.7	0.72	2.30	9.7900	16.736	58.477
999.00	A	13.000	4.0000	15.000	17.000	116.75	116.49	3694.9	0.68	2.44	10.750	17.537	61.309
999.00	A	13.000	4.0000	25.000	27.000	116.85	116.59	3698.1	0.62	2.47	15.740	24.959	63.058
999.00	A	13.000	4.0000	35.000	37.000	116.95	116.68	3700.9			21.280	34.660	61.392
999.00	A	13.000	4.0000	45.000	47.000	117.05	116.77	3703.8	0.77	2.19	24.170	38.783	62.308
999.00	.	13.000	4.0000	55.000	57.000	117.15	116.87	3707.0	0.51	2.43	24.840	40.408	61.475
999.00	A	13.000	4.0000	65.000	67.000	117.25	116.96	3709.8	0.56	2.27	20.970	30.660	68.389
999.00	A	13.000	4.0000	75.000	77.000	117.35	117.06	3713.0	0.32	2.35	17.970	29.398	61.142
999.00	A	13.000	4.0000	85.000	87.000	117.45	117.15	3715.8	0.44	2.45	18.870	31.158	60.559
999.00	A	13.000	4.0000	95.000	97.000	117.55	117.25	3719.0	0.49	2.75	19.930	33.606	59.310
999.00	A	13.000	4.0000	105.00	107.00	117.65	117.34	3721.3	0.25	2.66	11.430	22.872	49.980
999.00	A	13.000	4.0000	115.00	117.00	117.75	117.44	3723.9	0.57	2.69	15.680	30.454	51.479
999.00	A	13.000	4.0000	125.00	127.00	117.85	117.53	3726.3	0.70	2.38	15.170	27.543	55.061
999.00	A	13.000	4.0000	135.00	137.00	117.95	117.62	3728.6	0.57	2.35	15.500	26.023	59.560
999.00	A	13.000	4.0000	145.00	147.00	118.05	117.72	3731.2	0.54	2.31	11.760	22.023	53.395
999.00	A	13.000	5.0000	5.0000	7.0000	118.15	117.81	3733.5	0.43	2.45	15.600	26.518	58.810
999.00	A	13.000	5.0000	15.000	17.000	118.25	117.91	3736.1	0.55	2.46	15.060	27.222	55.311
999.00	A	13.000	5.0000	25.000	27.000	118.35	118.00	3738.4	0.64	2.43	14.130	21.754	64.974
999.00	A	13.000	5.0000	35.000	37.000	118.45	118.10	3741.0	0.51	2.24	13.290	20.072	66.224
999.00	A	13.000	5.0000	45.000	47.000	118.55	118.19	3743.4	0.26	2.31	17.860	28.542	62.558
999.00	.	13.000	5.0000	55.000	57.000	118.65	118.29	3746.0	0.50	2.39			53.762
999.00	A	13.000	5.0000	65.000	67.000	118.75	118.38	3748.3	0.63	2.36	19.950	31.684	62.975
999.00	A	13.000	5.0000	75.000	77.000	118.85	118.47	3750.6	0.64	2.39	22.040	39.369	55.978
999.00	A	13.000	5.0000	85.000	87.000	118.95	118.57	3753.2	0.53	2.45	18.430	31.081	59.310
999.00	A	13.000	5.0000	95.000	97.000	119.05	118.66	3755.6	0.49	2.31	20.020	32.828	60.976
999.00	A	13.000	5.0000	105.00	107.00	119.15	118.76	3758.1	0.27	2.19	17.280	25.322	68.223
999.00	A	13.000	5.0000	115.00	117.00	119.25	118.85	3760.5	0.19	2.32	15.850	23.666	66.973
999.00	A	13.000	5.0000	125.00	127.00	119.35	118.95	3763.1	0.11	2.41	17.410	24.337	71.555
999.00	A	13.000	5.0000	135.00	137.00	119.45	119.04	3765.4	0.33	2.53	26.090	39.344	66.307
999.00	A	13.000	5.0000	145.00	147.00	119.55	119.14	3768.0	0.28	2.72	25.090	42.973	58.393
999.00	A	13.000	6.0000	5.0000	7.0000	119.65	119.23	3772.8	0.59	2.41	11.740	20.428	57.477
999.00	A	13.000	6.0000	15.000	17.000	119.75	119.32	3777.5	0.84	2.46	18.290	30.581	59.809
999.00	A	13.000	6.0000	25.000	27.000	119.85	119.42	3782.8			17.850	28.992	61.559
999.00	A	13.000	6.0000	35.000	37.000	119.95	119.51	3787.6	0.68	2.31	15.520	25.527	60.809
999.00	A	13.000	6.0000	45.000	47.000	120.05	119.61	3792.9	0.69	2.30	12.160	21.554	56.394
999.00	.	13.000	6.0000	55.000	57.000	120.15	119.70	3797.7	0.67	2.68	10.240	19.401	52.787
999.00	A	13.000	6.0000	65.000	67.000	120.25	119.80	3803.0	0.77	2.79	11.150	19.171	58.143
999.00	A	13.000	6.0000	75.000	77.000	120.35	119.89	3807.4			12.680	23.105	54.895
999.00	A	13.000	6.0000	85.000	87.000	120.45	119.99	3812.4	0.56	2.56	15.010	27.091	55.395
999.00	A	13.000	6.0000	95.000	97.000	120.55	120.08	3816.8	0.68	2.53	12.810	24.716	51.813
999.00	A	13.000	6.0000	105.00	107.00	120.65	120.17	3821.3	0.75	2.51	11.020	21.031	52.396
999.00	A	13.000	6.0000	115.00	117.00	120.75	120.27	3826.2	0.55	2.50	11.480	21.243	54.062
999.00	A	13.000	6.0000	125.00	127.00	120.85	120.36	3830.7	0.55	2.42	11.520		
999.00	A	13.000	6.0000	135.00	137.00	120.95	120.46	3835.6	0.25	2.50	10.900	18.204	59.893
999.00	A	13.000	6.0000	145.00	147.00	121.05	120.55	3840.1	0.56	2.70	13.060	22.272	58.643
999.00	A	13.000	7.0000	5.0000	7.0000	121.15	120.65	3845.0	0.15	2.73			56.811
999.00	A	13.000	7.0000	15.000	17.000	121.25	120.74	3848.2	0.41	2.39			57.894
999.00	A	13.000	7.0000	25.000	27.000	121.35	120.84	3851.8	0.39	2.49			60.892
999.00	A	13.000	7.0000	35.000	37.000	121.45	120.93	3855.0	0.19	2.10			66.307
999.00	A	13.000	7.0000	45.000	47.000	121.55	121.02	3858.2	0.36	2.25			65.391
