Core label	depth	compdepth	age	cw13	cw18
GeoB1032-2	0,01	0,01	0,54	0,90	2,23
GeoB1032-2	0,04	0,04	2,16	0,85	2,30
GeoB1032-2	0,07	0,07	3,77	0,96	2,30
GeoB1032-2	0,10	0,10	5,37	0,90	2,36
GeoB1032-2	0,13	0,13	6,95	0,79	2,38
GeoB1032-2	0,16	0,16	8,51	0,81	2,52
GeoB1032-2	0,19	0,19	10,05	0,68	2,60
GeoB1032-3	0,23	0,23	12,00	0,39	3,37
GeoB1032-3	0,28	0,28	14,13	0,23	3,61
GeoB1032-3	0,33	0,33	16,50	-0,03	4,14
GeoB1032-3	0,38	0,38	19,72	0,10	4,11
GeoB1032-3	0,43	0,43	23,67	-0,10	3,74
GeoB1032-3	0,48	0,48	28,00	0,45	3,66
GeoB1032-3	0,53	0,53	32,47	0,27	3,69
GeoB1032-3	0,58	0,58	37,11	0,34	3,52
GeoB1032-3	0,63	0,63	42,01	0,39	3,37
GeoB1032-3	0,68	0,68	47,28	0,11	3,48
GeoB1032-3	0,73	0,73	53,00	0,27	3,51
GeoB1032-3	0,78	0,78	59,13	0,02	3,50
GeoB1032-3	0,83	0,83	65,00	0,11	3,60
GeoB1032-3	0,88	0,88	69,96	0,34	3,29
GeoB1032-3	0,93	0,93	74,01	0,10	3,22
GeoB1032-3	0,98	0,98	77,30	0,52	3,04
GeoB1032-3	1,03	1,03	80,00	0,74	3,05
GeoB1032-3	1,08	1,08	82,30	0,47	3,04
GeoB1032-3	1,13	1,13	84,52	0,50	2,98
GeoB1032-3	1,18	1,18	87,00	0,21	3,19
GeoB1032-3	1,23	1,23	89,98	0,30	2,87
GeoB1032-3	1,28	1,28	93,22	0,56	3,00
GeoB1032-3	1,33	1,33	96,35	0,53	3,00
GeoB1032-3	1,38	1,38	99,00	0,93	3,08
GeoB1032-3	1,43	1,43	100,93	0,54	2,81
GeoB1032-3	1,48	1,48	102,35	0,59	2,79
GeoB1032-3	1,53	1,53	103,61	0,28	2,83
GeoB1032-3	1,58	1,58	105,04	0,29	2,94
GeoB1032-3	1,63	1,63	107,00	0,34	3,32
GeoB1032-3	1,68	1,68	109,70	0,49	3,00
GeoB1032-3	1,73	1,73	112,90	0,70	2,49
GeoB1032-3	1,78	1,78	116,26	0,70	2,41
